"plh0204_h","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"6","2016","(2a) intermediate vocational","vocational + Abi","","","",""
"6","2016","(2a) intermediate vocational","higher vocational","72","0.133352796979485","0.10655024864258","0.160155345316391"
"6","2016","(2a) intermediate vocational","higher education","","","",""
"6","2016","(2c_gen) general maturity certificate","in school","","","",""
"6","2016","(2c_gen) general maturity certificate","inadequately","","","",""
"6","2016","(2c_gen) general maturity certificate","general elemantary","","","",""
"6","2016","(2c_gen) general maturity certificate","middle vocational","213","0.142149224449833","0.126443291826258","0.157855157073408"
"6","2016","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"6","2016","(2c_gen) general maturity certificate","higher vocational","","","",""
"6","2016","(2c_gen) general maturity certificate","higher education","","","",""
"6","2016","(2c_voc) vocational maturity certificate","in school","","","",""
"6","2016","(2c_voc) vocational maturity certificate","inadequately","","","",""
"6","2016","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"6","2016","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"6","2016","(2c_voc) vocational maturity certificate","vocational + Abi","255","0.133189079253191","0.11878311524591","0.147595043260472"
"6","2016","(2c_voc) vocational maturity certificate","higher vocational","46","0.137988706826703","0.104886395901983","0.171091017751423"
"6","2016","(2c_voc) vocational maturity certificate","higher education","","","",""
"6","2016","(3a) lower tertiary education","in school","","","",""
"6","2016","(3a) lower tertiary education","inadequately","","","",""
"6","2016","(3a) lower tertiary education","general elemantary","","","",""
"6","2016","(3a) lower tertiary education","middle vocational","","","",""
"6","2016","(3a) lower tertiary education","vocational + Abi","","","",""
"6","2016","(3a) lower tertiary education","higher vocational","","","",""
"6","2016","(3a) lower tertiary education","higher education","277","0.169073112655353","0.15192839123576","0.186217834074946"
"6","2016","(3b) higher tertiary education","in school","","","",""
"6","2016","(3b) higher tertiary education","inadequately","","","",""
"6","2016","(3b) higher tertiary education","general elemantary","","","",""
"6","2016","(3b) higher tertiary education","middle vocational","","","",""
"6","2016","(3b) higher tertiary education","vocational + Abi","","","",""
"6","2016","(3b) higher tertiary education","higher vocational","","","",""
"6","2016","(3b) higher tertiary education","higher education","648","0.141915004887503","0.132069596296466","0.151760413478541"
"7","2016","(0) in school","in school","76","0.170090001762985","0.131279278888778","0.208900724637193"
"7","2016","(0) in school","inadequately","","","",""
"7","2016","(0) in school","general elemantary","","","",""
"7","2016","(0) in school","middle vocational","","","",""
"7","2016","(0) in school","vocational + Abi","","","",""
"7","2016","(0) in school","higher vocational","","","",""
"7","2016","(0) in school","higher education","","","",""
"7","2016","(1a) inadequately completed","in school","","","",""
"7","2016","(1a) inadequately completed","inadequately","139","0.0986872603491599","0.0850785112567141","0.112296009441606"
"7","2016","(1a) inadequately completed","general elemantary","","","",""
"7","2016","(1a) inadequately completed","middle vocational","20","","",""
"7","2016","(1a) inadequately completed","vocational + Abi","","","",""
"7","2016","(1a) inadequately completed","higher vocational","2","","",""
"7","2016","(1a) inadequately completed","higher education","","","",""
"7","2016","(1b) general elementary school","in school","","","",""
"7","2016","(1b) general elementary school","inadequately","8","","",""
"7","2016","(1b) general elementary school","general elemantary","287","0.108732621451116","0.0969488687700328","0.1205163741322"
"7","2016","(1b) general elementary school","middle vocational","","","",""
"7","2016","(1b) general elementary school","vocational + Abi","","","",""
"7","2016","(1b) general elementary school","higher vocational","","","",""
"7","2016","(1b) general elementary school","higher education","","","",""
"7","2016","(1c) basic vocational qualification","in school","","","",""
"7","2016","(1c) basic vocational qualification","inadequately","","","",""
"7","2016","(1c) basic vocational qualification","general elemantary","","","",""
"7","2016","(1c) basic vocational qualification","middle vocational","543","0.1057768514692","0.0971096614269647","0.114444041511435"
"7","2016","(1c) basic vocational qualification","vocational + Abi","","","",""
"7","2016","(1c) basic vocational qualification","higher vocational","44","0.149699275607463","0.111942303862063","0.187456247352863"
"7","2016","(1c) basic vocational qualification","higher education","","","",""
"7","2016","(2b) intermediate general qualification","in school","","","",""
"7","2016","(2b) intermediate general qualification","inadequately","","","",""
"7","2016","(2b) intermediate general qualification","general elemantary","120","0.177112308183794","0.149110012323822","0.205114604043766"
"7","2016","(2b) intermediate general qualification","middle vocational","","","",""
"7","2016","(2b) intermediate general qualification","vocational + Abi","","","",""
"7","2016","(2b) intermediate general qualification","higher vocational","","","",""
"7","2016","(2b) intermediate general qualification","higher education","","","",""
"7","2016","(2a) intermediate vocational","in school","","","",""
"7","2016","(2a) intermediate vocational","inadequately","","","",""
"7","2016","(2a) intermediate vocational","general elemantary","","","",""
"7","2016","(2a) intermediate vocational","middle vocational","651","0.139187995090362","0.129318334186114","0.14905765599461"
"7","2016","(2a) intermediate vocational","vocational + Abi","","","",""
"7","2016","(2a) intermediate vocational","higher vocational","101","0.156241607493431","0.127615568696018","0.184867646290845"
"7","2016","(2a) intermediate vocational","higher education","","","",""
"7","2016","(2c_gen) general maturity certificate","in school","","","",""
"7","2016","(2c_gen) general maturity certificate","inadequately","","","",""
"7","2016","(2c_gen) general maturity certificate","general elemantary","","","",""
"7","2016","(2c_gen) general maturity certificate","middle vocational","261","0.167599008792487","0.150799846493075","0.184398171091899"
"7","2016","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"7","2016","(2c_gen) general maturity certificate","higher vocational","","","",""
"7","2016","(2c_gen) general maturity certificate","higher education","","","",""
"7","2016","(2c_voc) vocational maturity certificate","in school","","","",""
"7","2016","(2c_voc) vocational maturity certificate","inadequately","","","",""
"7","2016","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"7","2016","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"7","2016","(2c_voc) vocational maturity certificate","vocational + Abi","269","0.143381893045177","0.128522994752699","0.158240791337655"
"7","2016","(2c_voc) vocational maturity certificate","higher vocational","70","0.123398143046852","0.0918309788810582","0.154965307212646"
"7","2016","(2c_voc) vocational maturity certificate","higher education","","","",""
"7","2016","(3a) lower tertiary education","in school","","","",""
"7","2016","(3a) lower tertiary education","inadequately","","","",""
"7","2016","(3a) lower tertiary education","general elemantary","","","",""
"7","2016","(3a) lower tertiary education","middle vocational","","","",""
"7","2016","(3a) lower tertiary education","vocational + Abi","","","",""
"7","2016","(3a) lower tertiary education","higher vocational","","","",""
"7","2016","(3a) lower tertiary education","higher education","308","0.15371417309775","0.137216327187897","0.170212019007603"
"7","2016","(3b) higher tertiary education","in school","","","",""
"7","2016","(3b) higher tertiary education","inadequately","","","",""
"7","2016","(3b) higher tertiary education","general elemantary","","","",""
"7","2016","(3b) higher tertiary education","middle vocational","","","",""
"7","2016","(3b) higher tertiary education","vocational + Abi","","","",""
"7","2016","(3b) higher tertiary education","higher vocational","","","",""
"7","2016","(3b) higher tertiary education","higher education","715","0.168800416926321","0.158232391534855","0.179368442317786"
"8","2016","(0) in school","in school","69","0.195972641279784","0.154968287015487","0.23697699554408"
"8","2016","(0) in school","inadequately","","","",""
"8","2016","(0) in school","general elemantary","","","",""
"8","2016","(0) in school","middle vocational","1","","",""
"8","2016","(0) in school","vocational + Abi","","","",""
"8","2016","(0) in school","higher vocational","","","",""
"8","2016","(0) in school","higher education","","","",""
"8","2016","(1a) inadequately completed","in school","","","",""
"8","2016","(1a) inadequately completed","inadequately","131","0.0945704534401802","0.0812181875295466","0.107922719350814"
"8","2016","(1a) inadequately completed","general elemantary","","","",""
"8","2016","(1a) inadequately completed","middle vocational","16","","",""
"8","2016","(1a) inadequately completed","vocational + Abi","","","",""
"8","2016","(1a) inadequately completed","higher vocational","1","","",""
"8","2016","(1a) inadequately completed","higher education","","","",""
"8","2016","(1b) general elementary school","in school","","","",""
"8","2016","(1b) general elementary school","inadequately","10","","",""
"8","2016","(1b) general elementary school","general elemantary","296","0.100473166932736","0.0890934412998713","0.1118528925656"
"8","2016","(1b) general elementary school","middle vocational","","","",""
"8","2016","(1b) general elementary school","vocational + Abi","","","",""
"8","2016","(1b) general elementary school","higher vocational","","","",""
"8","2016","(1b) general elementary school","higher education","","","",""
"8","2016","(1c) basic vocational qualification","in school","","","",""
"8","2016","(1c) basic vocational qualification","inadequately","","","",""
"8","2016","(1c) basic vocational qualification","general elemantary","","","",""
"8","2016","(1c) basic vocational qualification","middle vocational","512","0.10326669007987","0.0946909457063152","0.111842434453424"
"8","2016","(1c) basic vocational qualification","vocational + Abi","","","",""
"8","2016","(1c) basic vocational qualification","higher vocational","40","0.113209457056483","0.0796779624875878","0.146740951625378"
"8","2016","(1c) basic vocational qualification","higher education","","","",""
"8","2016","(2b) intermediate general qualification","in school","","","",""
"8","2016","(2b) intermediate general qualification","inadequately","","","",""
"8","2016","(2b) intermediate general qualification","general elemantary","101","0.14679602412764","0.120837346387062","0.172754701868219"
"8","2016","(2b) intermediate general qualification","middle vocational","","","",""
"8","2016","(2b) intermediate general qualification","vocational + Abi","","","",""
"8","2016","(2b) intermediate general qualification","higher vocational","","","",""
"8","2016","(2b) intermediate general qualification","higher education","","","",""
"8","2016","(2a) intermediate vocational","in school","","","",""
"8","2016","(2a) intermediate vocational","inadequately","","","",""
"8","2016","(2a) intermediate vocational","general elemantary","","","",""
"8","2016","(2a) intermediate vocational","middle vocational","456","0.100008852243629","0.0914545315990695","0.108563172888188"
"8","2016","(2a) intermediate vocational","vocational + Abi","","","",""
"8","2016","(2a) intermediate vocational","higher vocational","78","0.104007352990728","0.0799394585472284","0.128075247434228"
"8","2016","(2a) intermediate vocational","higher education","","","",""
"8","2016","(2c_gen) general maturity certificate","in school","","","",""
"8","2016","(2c_gen) general maturity certificate","inadequately","","","",""
"8","2016","(2c_gen) general maturity certificate","general elemantary","","","",""
"8","2016","(2c_gen) general maturity certificate","middle vocational","223","0.121330947148961","0.106645605053325","0.136016289244598"
"8","2016","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"8","2016","(2c_gen) general maturity certificate","higher vocational","","","",""
"8","2016","(2c_gen) general maturity certificate","higher education","","","",""
"8","2016","(2c_voc) vocational maturity certificate","in school","","","",""
"8","2016","(2c_voc) vocational maturity certificate","inadequately","","","",""
"8","2016","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"8","2016","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"8","2016","(2c_voc) vocational maturity certificate","vocational + Abi","190","0.0813159478534919","0.0697277264835247","0.092904169223459"
"8","2016","(2c_voc) vocational maturity certificate","higher vocational","41","0.0687372147239341","0.0444536660415422","0.0930207634063261"
"8","2016","(2c_voc) vocational maturity certificate","higher education","","","",""
"8","2016","(3a) lower tertiary education","in school","","","",""
"8","2016","(3a) lower tertiary education","inadequately","","","",""
"8","2016","(3a) lower tertiary education","general elemantary","","","",""
"8","2016","(3a) lower tertiary education","middle vocational","","","",""
"8","2016","(3a) lower tertiary education","vocational + Abi","","","",""
"8","2016","(3a) lower tertiary education","higher vocational","","","",""
"8","2016","(3a) lower tertiary education","higher education","172","0.101149721090504","0.0873573867568689","0.114942055424138"
"8","2016","(3b) higher tertiary education","in school","","","",""
"8","2016","(3b) higher tertiary education","inadequately","","","",""
"8","2016","(3b) higher tertiary education","general elemantary","","","",""
"8","2016","(3b) higher tertiary education","middle vocational","","","",""
"8","2016","(3b) higher tertiary education","vocational + Abi","","","",""
"8","2016","(3b) higher tertiary education","higher vocational","","","",""
"8","2016","(3b) higher tertiary education","higher education","482","0.0961896278977962","0.0878708943275872","0.104508361468005"
"9","2016","(0) in school","in school","23","","",""
"9","2016","(0) in school","inadequately","","","",""
"9","2016","(0) in school","general elemantary","","","",""
"9","2016","(0) in school","middle vocational","","","",""
"9","2016","(0) in school","vocational + Abi","","","",""
"9","2016","(0) in school","higher vocational","","","",""
"9","2016","(0) in school","higher education","","","",""
"9","2016","(1a) inadequately completed","in school","","","",""
"9","2016","(1a) inadequately completed","inadequately","43","0.0221488506596245","0.0154336054070466","0.0288640959122024"
"9","2016","(1a) inadequately completed","general elemantary","","","",""
"9","2016","(1a) inadequately completed","middle vocational","7","","",""
"9","2016","(1a) inadequately completed","vocational + Abi","","","",""
"9","2016","(1a) inadequately completed","higher vocational","","","",""
"9","2016","(1a) inadequately completed","higher education","","","",""
"9","2016","(1b) general elementary school","in school","","","",""
"9","2016","(1b) general elementary school","inadequately","4","","",""
"9","2016","(1b) general elementary school","general elemantary","92","0.0398567377049653","0.0324518482811769","0.0472616271287536"
"9","2016","(1b) general elementary school","middle vocational","","","",""
"9","2016","(1b) general elementary school","vocational + Abi","","","",""
"9","2016","(1b) general elementary school","higher vocational","","","",""
"9","2016","(1b) general elementary school","higher education","","","",""
"9","2016","(1c) basic vocational qualification","in school","","","",""
"9","2016","(1c) basic vocational qualification","inadequately","","","",""
"9","2016","(1c) basic vocational qualification","general elemantary","","","",""
"9","2016","(1c) basic vocational qualification","middle vocational","141","0.0232653812533302","0.019017196219187","0.0275135662874734"
"9","2016","(1c) basic vocational qualification","vocational + Abi","","","",""
"9","2016","(1c) basic vocational qualification","higher vocational","4","","",""
"9","2016","(1c) basic vocational qualification","higher education","","","",""
"9","2016","(2b) intermediate general qualification","in school","","","",""
"9","2016","(2b) intermediate general qualification","inadequately","","","",""
"9","2016","(2b) intermediate general qualification","general elemantary","31","0.0259951199151331","0.0143236524396537","0.0376665873906125"
"9","2016","(2b) intermediate general qualification","middle vocational","","","",""
"9","2016","(2b) intermediate general qualification","vocational + Abi","","","",""
"9","2016","(2b) intermediate general qualification","higher vocational","","","",""
"9","2016","(2b) intermediate general qualification","higher education","","","",""
"9","2016","(2a) intermediate vocational","in school","","","",""
"9","2016","(2a) intermediate vocational","inadequately","","","",""
"9","2016","(2a) intermediate vocational","general elemantary","","","",""
"9","2016","(2a) intermediate vocational","middle vocational","128","0.0270782835774521","0.0224502478889958","0.0317063192659084"
"9","2016","(2a) intermediate vocational","vocational + Abi","","","",""
"9","2016","(2a) intermediate vocational","higher vocational","10","","",""
"9","2016","(2a) intermediate vocational","higher education","","","",""
"9","2016","(2c_gen) general maturity certificate","in school","","","",""
"9","2016","(2c_gen) general maturity certificate","inadequately","","","",""
"9","2016","(2c_gen) general maturity certificate","general elemantary","","","",""
"9","2016","(2c_gen) general maturity certificate","middle vocational","76","0.0369581737363385","0.0284729473310293","0.0454434001416477"
"9","2016","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"9","2016","(2c_gen) general maturity certificate","higher vocational","","","",""
"9","2016","(2c_gen) general maturity certificate","higher education","","","",""
"9","2016","(2c_voc) vocational maturity certificate","in school","","","",""
"9","2016","(2c_voc) vocational maturity certificate","inadequately","","","",""
"9","2016","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"9","2016","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"9","2016","(2c_voc) vocational maturity certificate","vocational + Abi","63","0.0302377452338389","0.0229774685785707","0.0374980218891071"
"9","2016","(2c_voc) vocational maturity certificate","higher vocational","9","","",""
"9","2016","(2c_voc) vocational maturity certificate","higher education","","","",""
"9","2016","(3a) lower tertiary education","in school","","","",""
"9","2016","(3a) lower tertiary education","inadequately","","","",""
"9","2016","(3a) lower tertiary education","general elemantary","","","",""
"9","2016","(3a) lower tertiary education","middle vocational","","","",""
"9","2016","(3a) lower tertiary education","vocational + Abi","","","",""
"9","2016","(3a) lower tertiary education","higher vocational","","","",""
"9","2016","(3a) lower tertiary education","higher education","49","0.0297584804007858","0.0219860461743646","0.037530914627207"
"9","2016","(3b) higher tertiary education","in school","","","",""
"9","2016","(3b) higher tertiary education","inadequately","","","",""
"9","2016","(3b) higher tertiary education","general elemantary","","","",""
"9","2016","(3b) higher tertiary education","middle vocational","","","",""
"9","2016","(3b) higher tertiary education","vocational + Abi","","","",""
"9","2016","(3b) higher tertiary education","higher vocational","","","",""
"9","2016","(3b) higher tertiary education","higher education","147","0.0278285437863056","0.0231879761634727","0.0324691114091384"
"10 Very willing to take risks","2016","(0) in school","in school","14","","",""
"10 Very willing to take risks","2016","(0) in school","inadequately","","","",""
"10 Very willing to take risks","2016","(0) in school","general elemantary","","","",""
"10 Very willing to take risks","2016","(0) in school","middle vocational","","","",""
"10 Very willing to take risks","2016","(0) in school","vocational + Abi","","","",""
"10 Very willing to take risks","2016","(0) in school","higher vocational","","","",""
"10 Very willing to take risks","2016","(0) in school","higher education","","","",""
"10 Very willing to take risks","2016","(1a) inadequately completed","in school","","","",""
"10 Very willing to take risks","2016","(1a) inadequately completed","inadequately","182","0.0443076887848382","0.0349180583325585","0.0536973192371178"
"10 Very willing to take risks","2016","(1a) inadequately completed","general elemantary","","","",""
"10 Very willing to take risks","2016","(1a) inadequately completed","middle vocational","9","","",""
"10 Very willing to take risks","2016","(1a) inadequately completed","vocational + Abi","","","",""
"10 Very willing to take risks","2016","(1a) inadequately completed","higher vocational","","","",""
"10 Very willing to take risks","2016","(1a) inadequately completed","higher education","","","",""
"10 Very willing to take risks","2016","(1b) general elementary school","in school","","","",""
"10 Very willing to take risks","2016","(1b) general elementary school","inadequately","4","","",""
"10 Very willing to take risks","2016","(1b) general elementary school","general elemantary","174","0.0324727753729604","0.0257632625798284","0.0391822881660925"
"10 Very willing to take risks","2016","(1b) general elementary school","middle vocational","","","",""
"10 Very willing to take risks","2016","(1b) general elementary school","vocational + Abi","","","",""
"10 Very willing to take risks","2016","(1b) general elementary school","higher vocational","","","",""
"10 Very willing to take risks","2016","(1b) general elementary school","higher education","","","",""
"10 Very willing to take risks","2016","(1c) basic vocational qualification","in school","","","",""
"10 Very willing to take risks","2016","(1c) basic vocational qualification","inadequately","","","",""
"10 Very willing to take risks","2016","(1c) basic vocational qualification","general elemantary","","","",""
"10 Very willing to take risks","2016","(1c) basic vocational qualification","middle vocational","117","0.0207985523667714","0.0167768250152878","0.0248202797182551"
"10 Very willing to take risks","2016","(1c) basic vocational qualification","vocational + Abi","","","",""
"10 Very willing to take risks","2016","(1c) basic vocational qualification","higher vocational","4","","",""
"10 Very willing to take risks","2016","(1c) basic vocational qualification","higher education","","","",""
"10 Very willing to take risks","2016","(2b) intermediate general qualification","in school","","","",""
"10 Very willing to take risks","2016","(2b) intermediate general qualification","inadequately","","","",""
"10 Very willing to take risks","2016","(2b) intermediate general qualification","general elemantary","29","","",""
"10 Very willing to take risks","2016","(2b) intermediate general qualification","middle vocational","","","",""
"10 Very willing to take risks","2016","(2b) intermediate general qualification","vocational + Abi","","","",""
"10 Very willing to take risks","2016","(2b) intermediate general qualification","higher vocational","","","",""
"10 Very willing to take risks","2016","(2b) intermediate general qualification","higher education","","","",""
"10 Very willing to take risks","2016","(2a) intermediate vocational","in school","","","",""
"10 Very willing to take risks","2016","(2a) intermediate vocational","inadequately","","","",""
"10 Very willing to take risks","2016","(2a) intermediate vocational","general elemantary","","","",""
"10 Very willing to take risks","2016","(2a) intermediate vocational","middle vocational","77","0.0154109967375889","0.0118987093894657","0.0189232840857122"
"10 Very willing to take risks","2016","(2a) intermediate vocational","vocational + Abi","","","",""
"10 Very willing to take risks","2016","(2a) intermediate vocational","higher vocational","9","","",""
"10 Very willing to take risks","2016","(2a) intermediate vocational","higher education","","","",""
"10 Very willing to take risks","2016","(2c_gen) general maturity certificate","in school","","","",""
"10 Very willing to take risks","2016","(2c_gen) general maturity certificate","inadequately","","","",""
"10 Very willing to take risks","2016","(2c_gen) general maturity certificate","general elemantary","","","",""
"10 Very willing to take risks","2016","(2c_gen) general maturity certificate","middle vocational","112","0.0210812760603565","0.014620162502948","0.0275423896177649"
"10 Very willing to take risks","2016","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"10 Very willing to take risks","2016","(2c_gen) general maturity certificate","higher vocational","","","",""
"10 Very willing to take risks","2016","(2c_gen) general maturity certificate","higher education","","","",""
"10 Very willing to take risks","2016","(2c_voc) vocational maturity certificate","in school","","","",""
"10 Very willing to take risks","2016","(2c_voc) vocational maturity certificate","inadequately","","","",""
"10 Very willing to take risks","2016","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"10 Very willing to take risks","2016","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"10 Very willing to take risks","2016","(2c_voc) vocational maturity certificate","vocational + Abi","53","0.0124134233827884","0.00771903299257049","0.0171078137730063"
"10 Very willing to take risks","2016","(2c_voc) vocational maturity certificate","higher vocational","3","","",""
"10 Very willing to take risks","2016","(2c_voc) vocational maturity certificate","higher education","","","",""
"10 Very willing to take risks","2016","(3a) lower tertiary education","in school","","","",""
"10 Very willing to take risks","2016","(3a) lower tertiary education","inadequately","","","",""
"10 Very willing to take risks","2016","(3a) lower tertiary education","general elemantary","","","",""
"10 Very willing to take risks","2016","(3a) lower tertiary education","middle vocational","","","",""
"10 Very willing to take risks","2016","(3a) lower tertiary education","vocational + Abi","","","",""
"10 Very willing to take risks","2016","(3a) lower tertiary education","higher vocational","","","",""
"10 Very willing to take risks","2016","(3a) lower tertiary education","higher education","9","","",""
"10 Very willing to take risks","2016","(3b) higher tertiary education","in school","","","",""
"10 Very willing to take risks","2016","(3b) higher tertiary education","inadequately","","","",""
"10 Very willing to take risks","2016","(3b) higher tertiary education","general elemantary","","","",""
"10 Very willing to take risks","2016","(3b) higher tertiary education","middle vocational","","","",""
"10 Very willing to take risks","2016","(3b) higher tertiary education","vocational + Abi","","","",""
"10 Very willing to take risks","2016","(3b) higher tertiary education","higher vocational","","","",""
"10 Very willing to take risks","2016","(3b) higher tertiary education","higher education","116","0.00831892330677631","0.00575636352666356","0.0108814830868891"
"0 Not at all Willing to take risks","2017","(0) in school","in school","4","","",""
"0 Not at all Willing to take risks","2017","(0) in school","inadequately","","","",""
"0 Not at all Willing to take risks","2017","(0) in school","general elemantary","","","",""
"0 Not at all Willing to take risks","2017","(0) in school","middle vocational","","","",""
"0 Not at all Willing to take risks","2017","(0) in school","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2017","(0) in school","higher vocational","","","",""
"0 Not at all Willing to take risks","2017","(0) in school","higher education","","","",""
"0 Not at all Willing to take risks","2017","(1a) inadequately completed","in school","","","",""
"0 Not at all Willing to take risks","2017","(1a) inadequately completed","inadequately","713","0.139620202389712","0.125890484363323","0.1533499204161"
"0 Not at all Willing to take risks","2017","(1a) inadequately completed","general elemantary","","","",""
"0 Not at all Willing to take risks","2017","(1a) inadequately completed","middle vocational","15","","",""
"0 Not at all Willing to take risks","2017","(1a) inadequately completed","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2017","(1a) inadequately completed","higher vocational","","","",""
"0 Not at all Willing to take risks","2017","(1a) inadequately completed","higher education","","","",""
"0 Not at all Willing to take risks","2017","(1b) general elementary school","in school","","","",""
"0 Not at all Willing to take risks","2017","(1b) general elementary school","inadequately","4","","",""
"0 Not at all Willing to take risks","2017","(1b) general elementary school","general elemantary","474","0.098878188389776","0.0881753295927349","0.109581047186817"
"0 Not at all Willing to take risks","2017","(1b) general elementary school","middle vocational","","","",""
"0 Not at all Willing to take risks","2017","(1b) general elementary school","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2017","(1b) general elementary school","higher vocational","","","",""
"0 Not at all Willing to take risks","2017","(1b) general elementary school","higher education","","","",""
"0 Not at all Willing to take risks","2017","(1c) basic vocational qualification","in school","","","",""
"0 Not at all Willing to take risks","2017","(1c) basic vocational qualification","inadequately","","","",""
"0 Not at all Willing to take risks","2017","(1c) basic vocational qualification","general elemantary","","","",""
"0 Not at all Willing to take risks","2017","(1c) basic vocational qualification","middle vocational","267","0.0487533466897898","0.0427589757054663","0.0547477176741133"
"0 Not at all Willing to take risks","2017","(1c) basic vocational qualification","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2017","(1c) basic vocational qualification","higher vocational","10","","",""
"0 Not at all Willing to take risks","2017","(1c) basic vocational qualification","higher education","","","",""
"0 Not at all Willing to take risks","2017","(2b) intermediate general qualification","in school","","","",""
"0 Not at all Willing to take risks","2017","(2b) intermediate general qualification","inadequately","","","",""
"0 Not at all Willing to take risks","2017","(2b) intermediate general qualification","general elemantary","21","","",""
"0 Not at all Willing to take risks","2017","(2b) intermediate general qualification","middle vocational","","","",""
"0 Not at all Willing to take risks","2017","(2b) intermediate general qualification","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2017","(2b) intermediate general qualification","higher vocational","","","",""
"0 Not at all Willing to take risks","2017","(2b) intermediate general qualification","higher education","","","",""
"0 Not at all Willing to take risks","2017","(2a) intermediate vocational","in school","","","",""
"0 Not at all Willing to take risks","2017","(2a) intermediate vocational","inadequately","","","",""
"0 Not at all Willing to take risks","2017","(2a) intermediate vocational","general elemantary","","","",""
"0 Not at all Willing to take risks","2017","(2a) intermediate vocational","middle vocational","183","0.0335066172913092","0.0287170859019391","0.0382961486806793"
"0 Not at all Willing to take risks","2017","(2a) intermediate vocational","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2017","(2a) intermediate vocational","higher vocational","13","","",""
"0 Not at all Willing to take risks","2017","(2a) intermediate vocational","higher education","","","",""
"0 Not at all Willing to take risks","2017","(2c_gen) general maturity certificate","in school","","","",""
"0 Not at all Willing to take risks","2017","(2c_gen) general maturity certificate","inadequately","","","",""
"0 Not at all Willing to take risks","2017","(2c_gen) general maturity certificate","general elemantary","","","",""
"0 Not at all Willing to take risks","2017","(2c_gen) general maturity certificate","middle vocational","246","0.033740472204611","0.026284745710515","0.0411961986987071"
"0 Not at all Willing to take risks","2017","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2017","(2c_gen) general maturity certificate","higher vocational","","","",""
"0 Not at all Willing to take risks","2017","(2c_gen) general maturity certificate","higher education","","","",""
"0 Not at all Willing to take risks","2017","(2c_voc) vocational maturity certificate","in school","","","",""
"0 Not at all Willing to take risks","2017","(2c_voc) vocational maturity certificate","inadequately","","","",""
"0 Not at all Willing to take risks","2017","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"0 Not at all Willing to take risks","2017","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"0 Not at all Willing to take risks","2017","(2c_voc) vocational maturity certificate","vocational + Abi","118","0.0304431016600884","0.0235013635233918","0.0373848397967851"
"0 Not at all Willing to take risks","2017","(2c_voc) vocational maturity certificate","higher vocational","10","","",""
"0 Not at all Willing to take risks","2017","(2c_voc) vocational maturity certificate","higher education","","","",""
"0 Not at all Willing to take risks","2017","(3a) lower tertiary education","in school","","","",""
"0 Not at all Willing to take risks","2017","(3a) lower tertiary education","inadequately","","","",""
"0 Not at all Willing to take risks","2017","(3a) lower tertiary education","general elemantary","","","",""
"0 Not at all Willing to take risks","2017","(3a) lower tertiary education","middle vocational","","","",""
"0 Not at all Willing to take risks","2017","(3a) lower tertiary education","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2017","(3a) lower tertiary education","higher vocational","","","",""
"0 Not at all Willing to take risks","2017","(3a) lower tertiary education","higher education","39","0.0144845644473243","0.00931259922268771","0.0196565296719609"
"0 Not at all Willing to take risks","2017","(3b) higher tertiary education","in school","","","",""
"0 Not at all Willing to take risks","2017","(3b) higher tertiary education","inadequately","","","",""
"0 Not at all Willing to take risks","2017","(3b) higher tertiary education","general elemantary","","","",""
"0 Not at all Willing to take risks","2017","(3b) higher tertiary education","middle vocational","","","",""
"0 Not at all Willing to take risks","2017","(3b) higher tertiary education","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2017","(3b) higher tertiary education","higher vocational","","","",""
"0 Not at all Willing to take risks","2017","(3b) higher tertiary education","higher education","338","0.0228303202013868","0.0188517231347234","0.0268089172680501"
"1","2017","(0) in school","in school","14","","",""
"1","2017","(0) in school","inadequately","","","",""
"1","2017","(0) in school","general elemantary","","","",""
"1","2017","(0) in school","middle vocational","","","",""
"1","2017","(0) in school","vocational + Abi","","","",""
"1","2017","(0) in school","higher vocational","","","",""
"1","2017","(0) in school","higher education","","","",""
"1","2017","(1a) inadequately completed","in school","","","",""
