"plh0204_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"10 Very willing to take risks","2018","(Married) couple without C. ","inadequately","5","","",""
"10 Very willing to take risks","2018","(Married) couple without C. ","general elemantary","17","","",""
"10 Very willing to take risks","2018","(Married) couple without C. ","middle vocational","30","0.0077563788187355","0.00499740776461906","0.0105153498728519"
"10 Very willing to take risks","2018","(Married) couple without C. ","vocational + Abi","11","","",""
"10 Very willing to take risks","2018","(Married) couple without C. ","higher vocational","5","","",""
"10 Very willing to take risks","2018","(Married) couple without C. ","higher education","20","","",""
"10 Very willing to take risks","2018","Single parent ","in school","1","","",""
"10 Very willing to take risks","2018","Single parent ","inadequately","14","","",""
"10 Very willing to take risks","2018","Single parent ","general elemantary","15","","",""
"10 Very willing to take risks","2018","Single parent ","middle vocational","22","","",""
"10 Very willing to take risks","2018","Single parent ","vocational + Abi","2","","",""
"10 Very willing to take risks","2018","Single parent ","higher vocational","","","",""
"10 Very willing to take risks","2018","Single parent ","higher education","9","","",""
"10 Very willing to take risks","2018","Couple + C. LE 16 ","in school","","","",""
"10 Very willing to take risks","2018","Couple + C. LE 16 ","inadequately","50","0.0543509061369931","0.0385219096699244","0.0701799026040618"
"10 Very willing to take risks","2018","Couple + C. LE 16 ","general elemantary","43","0.0326608412153532","0.0202345969745998","0.0450870854561066"
"10 Very willing to take risks","2018","Couple + C. LE 16 ","middle vocational","49","0.0188955338764439","0.0134322963705815","0.0243587713823063"
"10 Very willing to take risks","2018","Couple + C. LE 16 ","vocational + Abi","15","","",""
"10 Very willing to take risks","2018","Couple + C. LE 16 ","higher vocational","3","","",""
"10 Very willing to take risks","2018","Couple + C. LE 16 ","higher education","25","","",""
"10 Very willing to take risks","2018","Couple + C. GT 16 ","in school","2","","",""
"10 Very willing to take risks","2018","Couple + C. GT 16 ","inadequately","6","","",""
"10 Very willing to take risks","2018","Couple + C. GT 16 ","general elemantary","19","","",""
"10 Very willing to take risks","2018","Couple + C. GT 16 ","middle vocational","10","","",""
"10 Very willing to take risks","2018","Couple + C. GT 16 ","vocational + Abi","2","","",""
"10 Very willing to take risks","2018","Couple + C. GT 16 ","higher vocational","2","","",""
"10 Very willing to take risks","2018","Couple + C. GT 16 ","higher education","3","","",""
"10 Very willing to take risks","2018","Couple + C. LE and GT 16","in school","5","","",""
"10 Very willing to take risks","2018","Couple + C. LE and GT 16","inadequately","22","","",""
"10 Very willing to take risks","2018","Couple + C. LE and GT 16","general elemantary","29","","",""
"10 Very willing to take risks","2018","Couple + C. LE and GT 16","middle vocational","22","","",""
"10 Very willing to take risks","2018","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"10 Very willing to take risks","2018","Couple + C. LE and GT 16","higher vocational","1","","",""
"10 Very willing to take risks","2018","Couple + C. LE and GT 16","higher education","4","","",""
"0 Not at all Willing to take risks","2019","1-pers.-HH","in school","","","",""
"0 Not at all Willing to take risks","2019","1-pers.-HH","inadequately","75","0.142536069119173","0.102089893642445","0.182982244595902"
"0 Not at all Willing to take risks","2019","1-pers.-HH","general elemantary","56","0.101769776199385","0.0757581410410861","0.127781411357683"
"0 Not at all Willing to take risks","2019","1-pers.-HH","middle vocational","116","0.0504209632263226","0.0410690690694713","0.0597728573831739"
"0 Not at all Willing to take risks","2019","1-pers.-HH","vocational + Abi","17","","",""
"0 Not at all Willing to take risks","2019","1-pers.-HH","higher vocational","3","","",""
"0 Not at all Willing to take risks","2019","1-pers.-HH","higher education","56","0.0311744515697173","0.0217164298851331","0.0406324732543014"
"0 Not at all Willing to take risks","2019","(Married) couple without C. ","in school","","","",""
"0 Not at all Willing to take risks","2019","(Married) couple without C. ","inadequately","18","","",""
"0 Not at all Willing to take risks","2019","(Married) couple without C. ","general elemantary","45","0.0759080218855311","0.0554685499734905","0.0963474937975716"
"0 Not at all Willing to take risks","2019","(Married) couple without C. ","middle vocational","177","0.0443518176000082","0.0378987763294781","0.0508048588705383"
"0 Not at all Willing to take risks","2019","(Married) couple without C. ","vocational + Abi","13","","",""
"0 Not at all Willing to take risks","2019","(Married) couple without C. ","higher vocational","13","","",""
"0 Not at all Willing to take risks","2019","(Married) couple without C. ","higher education","40","0.0177980171574891","0.0127207450296316","0.0228752892853465"
"0 Not at all Willing to take risks","2019","Single parent ","in school","4","","",""
"0 Not at all Willing to take risks","2019","Single parent ","inadequately","38","0.169542200882042","0.113948349852921","0.225136051911163"
"0 Not at all Willing to take risks","2019","Single parent ","general elemantary","25","","",""
"0 Not at all Willing to take risks","2019","Single parent ","middle vocational","37","0.0452039316087862","0.0320552501863835","0.0583526130311889"
"0 Not at all Willing to take risks","2019","Single parent ","vocational + Abi","8","","",""
"0 Not at all Willing to take risks","2019","Single parent ","higher vocational","4","","",""
"0 Not at all Willing to take risks","2019","Single parent ","higher education","14","","",""
"0 Not at all Willing to take risks","2019","Couple + C. LE 16 ","in school","","","",""
"0 Not at all Willing to take risks","2019","Couple + C. LE 16 ","inadequately","205","0.2099133067354","0.18018721474664","0.239639398724159"
"0 Not at all Willing to take risks","2019","Couple + C. LE 16 ","general elemantary","95","0.0480701279147964","0.0320274133767103","0.0641128424528826"
"0 Not at all Willing to take risks","2019","Couple + C. LE 16 ","middle vocational","116","0.0233244075336847","0.0168567393810005","0.029792075686369"
"0 Not at all Willing to take risks","2019","Couple + C. LE 16 ","vocational + Abi","25","","",""
"0 Not at all Willing to take risks","2019","Couple + C. LE 16 ","higher vocational","3","","",""
"0 Not at all Willing to take risks","2019","Couple + C. LE 16 ","higher education","91","0.0128809910053007","0.00808327212281385","0.0176787098877876"
"0 Not at all Willing to take risks","2019","Couple + C. GT 16 ","in school","1","","",""
"0 Not at all Willing to take risks","2019","Couple + C. GT 16 ","inadequately","17","","",""
"0 Not at all Willing to take risks","2019","Couple + C. GT 16 ","general elemantary","17","","",""
"0 Not at all Willing to take risks","2019","Couple + C. GT 16 ","middle vocational","49","0.0330114748319164","0.0235367661563355","0.0424861835074973"
"0 Not at all Willing to take risks","2019","Couple + C. GT 16 ","vocational + Abi","7","","",""
"0 Not at all Willing to take risks","2019","Couple + C. GT 16 ","higher vocational","5","","",""
"0 Not at all Willing to take risks","2019","Couple + C. GT 16 ","higher education","12","","",""
"0 Not at all Willing to take risks","2019","Couple + C. LE and GT 16","in school","1","","",""
"0 Not at all Willing to take risks","2019","Couple + C. LE and GT 16","inadequately","84","0.167264581713634","0.126751544426723","0.207777619000545"
"0 Not at all Willing to take risks","2019","Couple + C. LE and GT 16","general elemantary","54","0.0288966361959515","0.0131907029626238","0.0446025694292791"
"0 Not at all Willing to take risks","2019","Couple + C. LE and GT 16","middle vocational","53","0.0295913894894751","0.0188269947163603","0.0403557842625898"
"0 Not at all Willing to take risks","2019","Couple + C. LE and GT 16","vocational + Abi","8","","",""
"0 Not at all Willing to take risks","2019","Couple + C. LE and GT 16","higher vocational","","","",""
"0 Not at all Willing to take risks","2019","Couple + C. LE and GT 16","higher education","20","","",""
"1","2019","1-pers.-HH","in school","","","",""
"1","2019","1-pers.-HH","inadequately","15","","",""
"1","2019","1-pers.-HH","general elemantary","43","0.0961497952912278","0.070787601045857","0.121511989536599"
"1","2019","1-pers.-HH","middle vocational","108","0.0583047561109168","0.0482901093654817","0.068319402856352"
"1","2019","1-pers.-HH","vocational + Abi","18","","",""
"1","2019","1-pers.-HH","higher vocational","8","","",""
"1","2019","1-pers.-HH","higher education","46","0.0194507594947537","0.0119348578398386","0.0269666611496687"
"1","2019","(Married) couple without C. ","in school","","","",""
"1","2019","(Married) couple without C. ","inadequately","2","","",""
"1","2019","(Married) couple without C. ","general elemantary","50","0.0862480968437455","0.0645831742694862","0.107913019418005"
"1","2019","(Married) couple without C. ","middle vocational","147","0.0350755052846134","0.0293090577378756","0.0408419528313513"
"1","2019","(Married) couple without C. ","vocational + Abi","31","0.0422269580331385","0.025419851647629","0.0590340644186481"
"1","2019","(Married) couple without C. ","higher vocational","24","","",""
"1","2019","(Married) couple without C. ","higher education","61","0.021785497909699","0.0161796021124671","0.027391393706931"
"1","2019","Single parent ","in school","5","","",""
"1","2019","Single parent ","inadequately","17","","",""
"1","2019","Single parent ","general elemantary","19","","",""
"1","2019","Single parent ","middle vocational","51","0.049574036228555","0.035835986841925","0.0633120856151849"
"1","2019","Single parent ","vocational + Abi","7","","",""
"1","2019","Single parent ","higher vocational","1","","",""
"1","2019","Single parent ","higher education","18","","",""
"1","2019","Couple + C. LE 16 ","in school","","","",""
"1","2019","Couple + C. LE 16 ","inadequately","70","0.0529584459756808","0.0366116518684256","0.0693052400829359"
"1","2019","Couple + C. LE 16 ","general elemantary","40","0.0489878568218293","0.0328005354018391","0.0651751782418195"
"1","2019","Couple + C. LE 16 ","middle vocational","64","0.0193598120553002","0.0134554543175508","0.0252641697930497"
"1","2019","Couple + C. LE 16 ","vocational + Abi","50","0.081803858694753","0.0609580533566954","0.102649664032811"
"1","2019","Couple + C. LE 16 ","higher vocational","6","","",""
"1","2019","Couple + C. LE 16 ","higher education","76","0.0331831465953005","0.0255622461160429","0.0408040470745581"
"1","2019","Couple + C. GT 16 ","in school","1","","",""
"1","2019","Couple + C. GT 16 ","inadequately","5","","",""
"1","2019","Couple + C. GT 16 ","general elemantary","16","","",""
"1","2019","Couple + C. GT 16 ","middle vocational","49","0.0324025086704592","0.0230126419931098","0.0417923753478085"
"1","2019","Couple + C. GT 16 ","vocational + Abi","11","","",""
"1","2019","Couple + C. GT 16 ","higher vocational","6","","",""
"1","2019","Couple + C. GT 16 ","higher education","12","","",""
"1","2019","Couple + C. LE and GT 16","in school","1","","",""
"1","2019","Couple + C. LE and GT 16","inadequately","30","0.0919459234331865","0.0605797610373599","0.123312085829013"
"1","2019","Couple + C. LE and GT 16","general elemantary","22","","",""
"1","2019","Couple + C. LE and GT 16","middle vocational","35","0.0397481076429191","0.0273378604712986","0.0521583548145396"
"1","2019","Couple + C. LE and GT 16","vocational + Abi","4","","",""
"1","2019","Couple + C. LE and GT 16","higher vocational","5","","",""
"1","2019","Couple + C. LE and GT 16","higher education","12","","",""
"2","2019","1-pers.-HH","in school","","","",""
"2","2019","1-pers.-HH","inadequately","28","","",""
"2","2019","1-pers.-HH","general elemantary","67","0.160074862439634","0.12852871924649","0.191621005632777"
"2","2019","1-pers.-HH","middle vocational","198","0.096171039284545","0.0835703664441407","0.108771712124949"
"2","2019","1-pers.-HH","vocational + Abi","23","","",""
"2","2019","1-pers.-HH","higher vocational","18","","",""
"2","2019","1-pers.-HH","higher education","111","0.104543024261255","0.0878917300398601","0.121194318482649"
"2","2019","(Married) couple without C. ","in school","","","",""
"2","2019","(Married) couple without C. ","inadequately","12","","",""
"2","2019","(Married) couple without C. ","general elemantary","71","0.136586569225699","0.11008438723239","0.163088751219008"
"2","2019","(Married) couple without C. ","middle vocational","361","0.0902327401644036","0.0812521074083727","0.0992133729204346"
"2","2019","(Married) couple without C. ","vocational + Abi","54","0.121087646922092","0.0938236546256252","0.14835163921856"
"2","2019","(Married) couple without C. ","higher vocational","44","0.0842289741804586","0.0638288740402727","0.104629074320645"
"2","2019","(Married) couple without C. ","higher education","199","0.0811391449316976","0.0706537615189225","0.0916245283444728"
"2","2019","Single parent ","in school","4","","",""
"2","2019","Single parent ","inadequately","12","","",""
"2","2019","Single parent ","general elemantary","24","","",""
"2","2019","Single parent ","middle vocational","94","0.0919571063630838","0.0736683313285892","0.110245881397578"
"2","2019","Single parent ","vocational + Abi","14","","",""
"2","2019","Single parent ","higher vocational","11","","",""
"2","2019","Single parent ","higher education","28","","",""
"2","2019","Couple + C. LE 16 ","in school","","","",""
"2","2019","Couple + C. LE 16 ","inadequately","57","0.124291387471325","0.100210039833909","0.148372735108741"
"2","2019","Couple + C. LE 16 ","general elemantary","60","0.0869224678020365","0.0657945065718745","0.108050429032198"
"2","2019","Couple + C. LE 16 ","middle vocational","208","0.0899654291820625","0.0777041995986373","0.102226658765488"
"2","2019","Couple + C. LE 16 ","vocational + Abi","58","0.0869926923560746","0.0655567508043586","0.108428633907791"
"2","2019","Couple + C. LE 16 ","higher vocational","21","","",""
"2","2019","Couple + C. LE 16 ","higher education","191","0.0965597641176467","0.0839930072259504","0.109126521009343"
"2","2019","Couple + C. GT 16 ","in school","","","",""
"2","2019","Couple + C. GT 16 ","inadequately","10","","",""
"2","2019","Couple + C. GT 16 ","general elemantary","27","","",""
"2","2019","Couple + C. GT 16 ","middle vocational","123","0.0989401766394527","0.0831063496629884","0.114774003615917"
"2","2019","Couple + C. GT 16 ","vocational + Abi","24","","",""
"2","2019","Couple + C. GT 16 ","higher vocational","14","","",""
"2","2019","Couple + C. GT 16 ","higher education","35","0.045463715730829","0.0287110642684139","0.0622163671932442"
"2","2019","Couple + C. LE and GT 16","in school","2","","",""
"2","2019","Couple + C. LE and GT 16","inadequately","20","","",""
"2","2019","Couple + C. LE and GT 16","general elemantary","29","","",""
"2","2019","Couple + C. LE and GT 16","middle vocational","75","0.0771856075297543","0.0602322797094487","0.09413893535006"
"2","2019","Couple + C. LE and GT 16","vocational + Abi","18","","",""
"2","2019","Couple + C. LE and GT 16","higher vocational","6","","",""
"2","2019","Couple + C. LE and GT 16","higher education","37","0.0628460312269748","0.0412698610333778","0.0844222014205718"
"3","2019","1-pers.-HH","in school","","","",""
"3","2019","1-pers.-HH","inadequately","17","","",""
"3","2019","1-pers.-HH","general elemantary","53","0.0879887167921201","0.0636174552810233","0.112359978303217"
"3","2019","1-pers.-HH","middle vocational","231","0.112530256895841","0.0990238481857368","0.126036665605946"
"3","2019","1-pers.-HH","vocational + Abi","31","0.128332173512403","0.093342667115047","0.163321679909758"
"3","2019","1-pers.-HH","higher vocational","26","","",""
"3","2019","1-pers.-HH","higher education","134","0.129551787314723","0.111276202785768","0.147827371843677"
"3","2019","(Married) couple without C. ","in school","","","",""
"3","2019","(Married) couple without C. ","inadequately","11","","",""
"3","2019","(Married) couple without C. ","general elemantary","73","0.125835968682736","0.100240263544371","0.151431673821102"
"3","2019","(Married) couple without C. ","middle vocational","491","0.128840144800009","0.118339058165063","0.139341231434955"
"3","2019","(Married) couple without C. ","vocational + Abi","60","0.0917150166246429","0.0675938650424477","0.115836168206838"
"3","2019","(Married) couple without C. ","higher vocational","82","0.12730016327024","0.10281770505879","0.15178262148169"
"3","2019","(Married) couple without C. ","higher education","304","0.132296293463955","0.119285499728955","0.145307087198956"
"3","2019","Single parent ","in school","4","","",""
"3","2019","Single parent ","inadequately","8","","",""
"3","2019","Single parent ","general elemantary","19","","",""
"3","2019","Single parent ","middle vocational","100","0.119424768148737","0.0989004270473626","0.139949109250112"
"3","2019","Single parent ","vocational + Abi","24","","",""
"3","2019","Single parent ","higher vocational","3","","",""
"3","2019","Single parent ","higher education","56","0.184940572797603","0.146158728095603","0.223722417499603"
"3","2019","Couple + C. LE 16 ","in school","","","",""
"3","2019","Couple + C. LE 16 ","inadequately","48","0.059382133717743","0.042131106128005","0.076633161307481"
"3","2019","Couple + C. LE 16 ","general elemantary","50","0.0871729382759701","0.0660174606468905","0.10832841590505"
"3","2019","Couple + C. LE 16 ","middle vocational","228","0.122224207213455","0.108188391245679","0.136260023181232"
"3","2019","Couple + C. LE 16 ","vocational + Abi","100","0.14352580850142","0.116858069703934","0.170193547298906"
"3","2019","Couple + C. LE 16 ","higher vocational","39","0.171130652442859","0.129273002735246","0.212988302150473"
"3","2019","Couple + C. LE 16 ","higher education","280","0.168961049565949","0.153017706535934","0.184904392595963"
"3","2019","Couple + C. GT 16 ","in school","11","","",""
"3","2019","Couple + C. GT 16 ","inadequately","6","","",""
"3","2019","Couple + C. GT 16 ","general elemantary","34","0.0868494184509917","0.0567378685760256","0.116960968325958"
"3","2019","Couple + C. GT 16 ","middle vocational","169","0.128197732546453","0.110469235866613","0.145926229226294"
"3","2019","Couple + C. GT 16 ","vocational + Abi","46","0.219709104910513","0.169951488267471","0.269466721553554"
"3","2019","Couple + C. GT 16 ","higher vocational","31","0.145048460653994","0.0964861080842967","0.193610813223691"
"3","2019","Couple + C. GT 16 ","higher education","79","0.162367843357827","0.132710547450018","0.192025139265636"
"3","2019","Couple + C. LE and GT 16","in school","11","","",""
"3","2019","Couple + C. LE and GT 16","inadequately","19","","",""
"3","2019","Couple + C. LE and GT 16","general elemantary","38","0.0452094840277541","0.0257300562051893","0.0646889118503188"
"3","2019","Couple + C. LE and GT 16","middle vocational","91","0.103008448050128","0.0836994288122295","0.122317467288026"
"3","2019","Couple + C. LE and GT 16","vocational + Abi","28","","",""
"3","2019","Couple + C. LE and GT 16","higher vocational","14","","",""
"3","2019","Couple + C. LE and GT 16","higher education","62","0.113148328108142","0.0849852887883685","0.141311367427916"
"4","2019","1-pers.-HH","in school","","","",""
"4","2019","1-pers.-HH","inadequately","16","","",""
"4","2019","1-pers.-HH","general elemantary","39","0.0696908610892403","0.0477847154311581","0.0915970067473226"
"4","2019","1-pers.-HH","middle vocational","167","0.0836374976525072","0.0718053760395795","0.095469619265435"
"4","2019","1-pers.-HH","vocational + Abi","36","0.0990554608117943","0.0678031040928321","0.130307817530757"
"4","2019","1-pers.-HH","higher vocational","33","0.163287880445028","0.117920572801736","0.208655188088321"
"4","2019","1-pers.-HH","higher education","114","0.100609369256531","0.0842385092135668","0.116980229299496"
"4","2019","(Married) couple without C. ","in school","","","",""
"4","2019","(Married) couple without C. ","inadequately","11","","",""
"4","2019","(Married) couple without C. ","general elemantary","69","0.0869955430104155","0.0652458473596253","0.108745238661206"
"4","2019","(Married) couple without C. ","middle vocational","372","0.102325716931858","0.0928259816787676","0.111825452184948"
"4","2019","(Married) couple without C. ","vocational + Abi","51","0.0932958842495939","0.0689889166296277","0.11760285186956"
"4","2019","(Married) couple without C. ","higher vocational","59","0.0540704255463326","0.0374585989161616","0.0706822521765035"
"4","2019","(Married) couple without C. ","higher education","270","0.112413669836238","0.100283717546794","0.124543622125683"
"4","2019","Single parent ","in school","5","","",""
"4","2019","Single parent ","inadequately","11","","",""
"4","2019","Single parent ","general elemantary","18","","",""
"4","2019","Single parent ","middle vocational","79","0.0924028627254235","0.0740743148083952","0.110731410642452"
"4","2019","Single parent ","vocational + Abi","23","","",""
"4","2019","Single parent ","higher vocational","8","","",""
"4","2019","Single parent ","higher education","29","","",""
"4","2019","Couple + C. LE 16 ","in school","","","",""
"4","2019","Couple + C. LE 16 ","inadequately","41","0.080574531187522","0.0607072875697673","0.100441774805277"
"4","2019","Couple + C. LE 16 ","general elemantary","56","0.153272658427513","0.126255362728167","0.180289954126859"
"4","2019","Couple + C. LE 16 ","middle vocational","172","0.0947822399372976","0.0822304035985084","0.107334076276087"
"4","2019","Couple + C. LE 16 ","vocational + Abi","66","0.142154734578335","0.115593442650751","0.168716026505919"
"4","2019","Couple + C. LE 16 ","higher vocational","28","","",""
"4","2019","Couple + C. LE 16 ","higher education","191","0.0929649568142275","0.0806098338995681","0.105320079728887"
"4","2019","Couple + C. GT 16 ","in school","7","","",""
"4","2019","Couple + C. GT 16 ","inadequately","10","","",""
"4","2019","Couple + C. GT 16 ","general elemantary","27","","",""
"4","2019","Couple + C. GT 16 ","middle vocational","120","0.0841449144567511","0.0694234824100681","0.098866346503434"
"4","2019","Couple + C. GT 16 ","vocational + Abi","35","0.0882246820077569","0.0541410208341173","0.122308343181397"
"4","2019","Couple + C. GT 16 ","higher vocational","19","","",""
"4","2019","Couple + C. GT 16 ","higher education","53","0.0770117216841455","0.0555713960218481","0.0984520473464428"
"4","2019","Couple + C. LE and GT 16","in school","15","","",""
"4","2019","Couple + C. LE and GT 16","inadequately","19","","",""
"4","2019","Couple + C. LE and GT 16","general elemantary","22","","",""
"4","2019","Couple + C. LE and GT 16","middle vocational","80","0.0899200823022637","0.0717482914260628","0.108091873178465"
"4","2019","Couple + C. LE and GT 16","vocational + Abi","17","","",""
"4","2019","Couple + C. LE and GT 16","higher vocational","7","","",""
"4","2019","Couple + C. LE and GT 16","higher education","49","0.133117958814845","0.10291647474922","0.16331944288047"
"5","2019","1-pers.-HH","in school","","","",""
"5","2019","1-pers.-HH","inadequately","47","0.142239035412846","0.101828027641659","0.182650043184033"
"5","2019","1-pers.-HH","general elemantary","82","0.143669855312206","0.113493425597182","0.17384628502723"
"5","2019","1-pers.-HH","middle vocational","402","0.201875514455335","0.184719926955829","0.219031101954841"
"5","2019","1-pers.-HH","vocational + Abi","69","0.222127257624104","0.178641230041949","0.265613285206259"
"5","2019","1-pers.-HH","higher vocational","47","0.199545747393392","0.150492530072349","0.248598964714436"
"5","2019","1-pers.-HH","higher education","244","0.191909581817956","0.170477892194976","0.213341271440937"
"5","2019","(Married) couple without C. ","in school","1","","",""
"5","2019","(Married) couple without C. ","inadequately","16","","",""
"5","2019","(Married) couple without C. ","general elemantary","128","0.228972321466889","0.196546221913049","0.261398421020729"
"5","2019","(Married) couple without C. ","middle vocational","774","0.19859679411497","0.186092149116579","0.211101439113361"
"5","2019","(Married) couple without C. ","vocational + Abi","87","0.147331982957526","0.117710605523355","0.176953360391697"
"5","2019","(Married) couple without C. ","higher vocational","133","0.19607282562211","0.166910298719236","0.225235352524983"
"5","2019","(Married) couple without C. ","higher education","426","0.165956386434629","0.15166956578769","0.180243207081568"
"5","2019","Single parent ","in school","12","","",""
"5","2019","Single parent ","inadequately","31","0.143708467048572","0.0917350740555387","0.195681860041606"
"5","2019","Single parent ","general elemantary","69","0.192981407665502","0.152044645662386","0.233918169668617"
"5","2019","Single parent ","middle vocational","214","0.205901432897345","0.18030934739215","0.231493518402539"
"5","2019","Single parent ","vocational + Abi","36","0.220254347203611","0.160374883081633","0.280133811325589"
"5","2019","Single parent ","higher vocational","14","","",""
"5","2019","Single parent ","higher education","65","0.185147611495557","0.146348993653611","0.223946229337502"
"5","2019","Couple + C. LE 16 ","in school","","","",""
"5","2019","Couple + C. LE 16 ","inadequately","78","0.147506748651506","0.121622719595079","0.173390777707933"
"5","2019","Couple + C. LE 16 ","general elemantary","98","0.17153109959998","0.143259701888661","0.1998024973113"
"5","2019","Couple + C. LE 16 ","middle vocational","386","0.197874777371942","0.180802810593177","0.214946744150706"
"5","2019","Couple + C. LE 16 ","vocational + Abi","112","0.168820225673591","0.140328170745488","0.197312280601694"
"5","2019","Couple + C. LE 16 ","higher vocational","47","0.106063011883622","0.0718411741279401","0.140284849639304"
"5","2019","Couple + C. LE 16 ","higher education","292","0.147998158754783","0.132889572647008","0.163106744862558"
"5","2019","Couple + C. GT 16 ","in school","11","","",""
"5","2019","Couple + C. GT 16 ","inadequately","12","","",""
"5","2019","Couple + C. GT 16 ","general elemantary","63","0.20480310928197","0.161652785202276","0.247953433361665"
"5","2019","Couple + C. GT 16 ","middle vocational","258","0.186539797603384","0.165882350603616","0.207197244603152"
"5","2019","Couple + C. GT 16 ","vocational + Abi","44","0.166982515667997","0.122162724259158","0.211802307076836"
"5","2019","Couple + C. GT 16 ","higher vocational","37","0.127377481537077","0.0814014011737109","0.173353561900444"
"5","2019","Couple + C. GT 16 ","higher education","110","0.185258853993993","0.15401574960258","0.216501958385406"
"5","2019","Couple + C. LE and GT 16","in school","23","","",""
"5","2019","Couple + C. LE and GT 16","inadequately","43","0.266732972847058","0.218725513599479","0.314740432094637"
"5","2019","Couple + C. LE and GT 16","general elemantary","72","0.145591709708215","0.1125236721373","0.17865974727913"
"5","2019","Couple + C. LE and GT 16","middle vocational","183","0.2054960223478","0.179828770926955","0.231163273768645"
"5","2019","Couple + C. LE and GT 16","vocational + Abi","33","0.204945844325029","0.147397199232422","0.262494489417636"
"5","2019","Couple + C. LE and GT 16","higher vocational","19","","",""
"5","2019","Couple + C. LE and GT 16","higher education","76","0.124634822527079","0.0952688566868367","0.154000788367321"
"6","2019","1-pers.-HH","in school","","","",""
"6","2019","1-pers.-HH","inadequately","15","","",""
"6","2019","1-pers.-HH","general elemantary","42","0.0884769521776009","0.0640447104745224","0.112909193880679"
"6","2019","1-pers.-HH","middle vocational","230","0.108450350295004","0.0951606036672307","0.121740096922776"
"6","2019","1-pers.-HH","vocational + Abi","51","0.14539878071554","0.108521688513035","0.182275872918045"
"6","2019","1-pers.-HH","higher vocational","45","0.202307681121655","0.153001440366576","0.251613921876735"
"6","2019","1-pers.-HH","higher education","166","0.143776767010968","0.124681929642499","0.162871604379437"
"6","2019","(Married) couple without C. ","in school","","","",""
"6","2019","(Married) couple without C. ","inadequately","8","","",""
"6","2019","(Married) couple without C. ","general elemantary","53","0.0676220164762522","0.0482440456722134","0.0869999872802911"
"6","2019","(Married) couple without C. ","middle vocational","482","0.119718151275902","0.109542772455256","0.129893530096547"
"6","2019","(Married) couple without C. ","vocational + Abi","70","0.133933879110862","0.105470431989993","0.162397326231731"
"6","2019","(Married) couple without C. ","higher vocational","80","0.136856603097587","0.111611191918551","0.162102014276623"
"6","2019","(Married) couple without C. ","higher education","368","0.143720976828419","0.130249600768733","0.157192352888104"
"6","2019","Single parent ","in school","10","","",""
"6","2019","Single parent ","inadequately","10","","",""
"6","2019","Single parent ","general elemantary","44","0.120071208939037","0.0863535674493167","0.153788850428758"
"6","2019","Single parent ","middle vocational","92","0.113760425593095","0.0936644099033275","0.133856441282863"
"6","2019","Single parent ","vocational + Abi","17","","",""
"6","2019","Single parent ","higher vocational","11","","",""
"6","2019","Single parent ","higher education","44","0.0971873208499573","0.0675989293676188","0.126775712332296"
"6","2019","Couple + C. LE 16 ","in school","","","",""
"6","2019","Couple + C. LE 16 ","inadequately","36","0.075807604837734","0.0564871190693104","0.0951280906061577"
"6","2019","Couple + C. LE 16 ","general elemantary","49","0.0609215407139596","0.0429835366677784","0.0788595447601409"
"6","2019","Couple + C. LE 16 ","middle vocational","232","0.135620954967595","0.120949176364068","0.150292733571122"
"6","2019","Couple + C. LE 16 ","vocational + Abi","84","0.126927569853982","0.101607367563438","0.152247772144525"
"6","2019","Couple + C. LE 16 ","higher vocational","54","0.140768570438822","0.102116227520032","0.179420913357613"
"6","2019","Couple + C. LE 16 ","higher education","315","0.167797682166485","0.151898205103717","0.183697159229253"
"6","2019","Couple + C. GT 16 ","in school","21","","",""
"6","2019","Couple + C. GT 16 ","inadequately","7","","",""
"6","2019","Couple + C. GT 16 ","general elemantary","32","0.110866316835275","0.0772955088734628","0.144437124797087"
"6","2019","Couple + C. GT 16 ","middle vocational","165","0.129272046891295","0.111480393980361","0.147063699802229"
"6","2019","Couple + C. GT 16 ","vocational + Abi","22","","",""
"6","2019","Couple + C. GT 16 ","higher vocational","28","","",""
"6","2019","Couple + C. GT 16 ","higher education","77","0.132675760605674","0.10539594669121","0.159955574520139"
"6","2019","Couple + C. LE and GT 16","in school","13","","",""
"6","2019","Couple + C. LE and GT 16","inadequately","18","","",""
"6","2019","Couple + C. LE and GT 16","general elemantary","36","0.121032493120611","0.0904519797039636","0.151613006537258"
"6","2019","Couple + C. LE and GT 16","middle vocational","119","0.107603885153949","0.0879194739678122","0.127288296340085"
"6","2019","Couple + C. LE and GT 16","vocational + Abi","17","","",""
"6","2019","Couple + C. LE and GT 16","higher vocational","12","","",""
"6","2019","Couple + C. LE and GT 16","higher education","61","0.203428624092231","0.167639725310495","0.239217522873968"
"7","2019","1-pers.-HH","in school","","","",""
"7","2019","1-pers.-HH","inadequately","14","","",""
"7","2019","1-pers.-HH","general elemantary","49","0.0828493571508854","0.0591340190296909","0.10656469527208"
"7","2019","1-pers.-HH","middle vocational","267","0.125868700705855","0.111691983875533","0.140045417536176"
"7","2019","1-pers.-HH","vocational + Abi","45","0.109559167031297","0.0768837283216737","0.14223460574092"
"7","2019","1-pers.-HH","higher vocational","34","0.0892037923869898","0.0542189222031692","0.12418866257081"
"7","2019","1-pers.-HH","higher education","207","0.152508266980427","0.132942695781888","0.172073838178965"
"7","2019","(Married) couple without C. ","in school","2","","",""
