"plh0204_h","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"8","2005","Part Time","general elemantary","","","","","8"
"8","2005","Full Time","inadequately","","","","","8"
"8","2005","Full Time","in school","","","","","8"
"8","2005","Not Working","higher education","","","","","8"
"8","2005","Part Time","vocational + Abi","","","","","8"
"8","2005","Part Time","higher vocational","","","","","8"
"8","2005","Part Time","higher education","","","","","8"
"8","2005","Not Working","in school","","","","","8"
"8","2005","Full Time","general elemantary","","","","","8"
"8","2005","Not Working","higher vocational","","","","","8"
"8","2005","Full Time","middle vocational","","","","","8"
"8","2005","Full Time","vocational + Abi","","","","","8"
"8","2005","Full Time","higher vocational","","","","","8"
"8","2005","Full Time","higher education","","","","","8"
"8","2005","Part Time","in school","","","","","8"
"8","2005","Part Time","inadequately","","","","","8"
"8","2005","Not Working","inadequately","","","","","8"
"8","2005","Not Working","general elemantary","","","","","8"
"8","2005","Not Working","middle vocational","","","","","8"
"8","2005","Not Working","vocational + Abi","","","","","8"
"9","2005","Full Time","vocational + Abi","","","","","9"
"9","2005","Full Time","general elemantary","","","","","9"
"9","2005","Full Time","higher vocational","","","","","9"
"9","2005","Full Time","higher education","","","","","9"
"9","2005","Full Time","middle vocational","","","","","9"
"9","2005","Full Time","inadequately","","","","","9"
"9","2005","Part Time","vocational + Abi","","","","","9"
"9","2005","Part Time","higher vocational","","","","","9"
"9","2005","Full Time","in school","","","","","9"
"9","2005","Not Working","inadequately","","","","","9"
"9","2005","Part Time","higher education","","","","","9"
"9","2005","Not Working","in school","","","","","9"
"9","2005","Not Working","higher vocational","","","","","9"
"9","2005","Not Working","middle vocational","","","","","9"
"9","2005","Not Working","vocational + Abi","","","","","9"
"9","2005","Part Time","general elemantary","","","","","9"
"9","2005","Part Time","middle vocational","","","","","9"
"9","2005","Part Time","in school","","","","","9"
"9","2005","Part Time","inadequately","","","","","9"
"9","2005","Not Working","general elemantary","","","","","9"
"9","2005","Not Working","higher education","","","","","9"
"0 Not at all Willing to take risks","2006","Full Time","in school","","","","","0"
"0 Not at all Willing to take risks","2006","Full Time","inadequately","6","","","","0"
"0 Not at all Willing to take risks","2006","Full Time","general elemantary","24","","","","0"
"0 Not at all Willing to take risks","2006","Full Time","middle vocational","104","0.0305767322331304","0.0252177940190347","0.035935670447226","0"
"0 Not at all Willing to take risks","2006","Full Time","vocational + Abi","9","","","","0"
"0 Not at all Willing to take risks","2006","Full Time","higher vocational","9","","","","0"
"0 Not at all Willing to take risks","2006","Full Time","higher education","28","","","","0"
"0 Not at all Willing to take risks","2006","Part Time","in school","","","","","0"
"0 Not at all Willing to take risks","2006","Part Time","inadequately","2","","","","0"
"0 Not at all Willing to take risks","2006","Part Time","general elemantary","25","","","","0"
"0 Not at all Willing to take risks","2006","Part Time","middle vocational","98","0.0420078935146846","0.0343395913880309","0.0496761956413383","0"
"0 Not at all Willing to take risks","2006","Part Time","vocational + Abi","12","","","","0"
"0 Not at all Willing to take risks","2006","Part Time","higher vocational","11","","","","0"
"0 Not at all Willing to take risks","2006","Part Time","higher education","24","","","","0"
"0 Not at all Willing to take risks","2006","Not Working","in school","6","","","","0"
"0 Not at all Willing to take risks","2006","Not Working","inadequately","31","0.194697062623026","0.130468085690758","0.258926039555294","0"
"0 Not at all Willing to take risks","2006","Not Working","general elemantary","216","0.173897564353757","0.154469116517863","0.193326012189651","0"
"0 Not at all Willing to take risks","2006","Not Working","middle vocational","366","0.0934062010411222","0.0848811442906993","0.101931257791545","0"
"0 Not at all Willing to take risks","2006","Not Working","vocational + Abi","17","","","","0"
"0 Not at all Willing to take risks","2006","Not Working","higher vocational","34","0.0770628458498096","0.0540743050253138","0.100051386674305","0"
"0 Not at all Willing to take risks","2006","Not Working","higher education","43","0.0404738170902862","0.0291624704126074","0.051785163767965","0"
"1","2006","Full Time","vocational + Abi","7","","","","1"
"1","2006","Full Time","higher education","38","0.0168054268053592","0.0116967219208407","0.0219141316898777","1"
"1","2006","Part Time","in school","1","","","","1"
"1","2006","Part Time","inadequately","3","","","","1"
"1","2006","Part Time","general elemantary","20","","","","1"
"1","2006","Part Time","middle vocational","106","0.0343581373957111","0.027395470048599","0.0413208047428233","1"
"1","2006","Part Time","vocational + Abi","11","","","","1"
"1","2006","Not Working","higher vocational","23","","","","1"
"1","2006","Not Working","higher education","28","","","","1"
"1","2006","Full Time","in school","","","","","1"
"1","2006","Full Time","inadequately","4","","","","1"
"1","2006","Full Time","general elemantary","12","","","","1"
"1","2006","Full Time","middle vocational","100","0.0260874981669089","0.0211261159992464","0.0310488803345715","1"
"1","2006","Full Time","higher vocational","12","","","","1"
"1","2006","Part Time","higher vocational","14","","","","1"
"1","2006","Part Time","higher education","20","","","","1"
"1","2006","Not Working","in school","","","","","1"
"1","2006","Not Working","inadequately","12","","","","1"
"1","2006","Not Working","general elemantary","142","0.102336265172551","0.0868000214205479","0.117872508924554","1"
"1","2006","Not Working","middle vocational","279","0.0679700127129338","0.0605964620177609","0.0753435634081068","1"
"1","2006","Not Working","vocational + Abi","13","","","","1"
"10 Very willing to take risks","2006","Full Time","middle vocational","64","0.0220850877054033","0.0175107671683318","0.0266594082424747","10"
"10 Very willing to take risks","2006","Full Time","vocational + Abi","12","","","","10"
"10 Very willing to take risks","2006","Full Time","higher vocational","15","","","","10"
"10 Very willing to take risks","2006","Full Time","in school","1","","","","10"
"10 Very willing to take risks","2006","Full Time","inadequately","1","","","","10"
"10 Very willing to take risks","2006","Full Time","general elemantary","9","","","","10"
"10 Very willing to take risks","2006","Full Time","higher education","24","","","","10"
"10 Very willing to take risks","2006","Part Time","general elemantary","6","","","","10"
"10 Very willing to take risks","2006","Part Time","in school","3","","","","10"
"10 Very willing to take risks","2006","Part Time","inadequately","3","","","","10"
"10 Very willing to take risks","2006","Part Time","middle vocational","25","","","","10"
"10 Very willing to take risks","2006","Part Time","vocational + Abi","3","","","","10"
"10 Very willing to take risks","2006","Part Time","higher vocational","2","","","","10"
"10 Very willing to take risks","2006","Part Time","higher education","12","","","","10"
"10 Very willing to take risks","2006","Not Working","in school","7","","","","10"
"10 Very willing to take risks","2006","Not Working","inadequately","4","","","","10"
"10 Very willing to take risks","2006","Not Working","general elemantary","18","","","","10"
"10 Very willing to take risks","2006","Not Working","middle vocational","47","0.013046222098222","0.00972197083227814","0.0163704733641659","10"
"10 Very willing to take risks","2006","Not Working","vocational + Abi","5","","","","10"
"10 Very willing to take risks","2006","Not Working","higher vocational","11","","","","10"
"10 Very willing to take risks","2006","Not Working","higher education","12","","","","10"
"2","2006","Not Working","inadequately","27","","","","2"
"2","2006","Not Working","general elemantary","203","0.137942559430462","0.12026624790446","0.155618870956464","2"
"2","2006","Part Time","higher vocational","26","","","","2"
"2","2006","Not Working","middle vocational","501","0.110035604043241","0.100867997111778","0.119203210974705","2"
"2","2006","Full Time","vocational + Abi","41","0.0551331760771842","0.0361956694596299","0.0740706826947385","2"
"2","2006","Part Time","higher education","85","0.0826986959723757","0.0654104425793122","0.0999869493654392","2"
"2","2006","Not Working","in school","15","","","","2"
"2","2006","Not Working","vocational + Abi","32","0.10287876611572","0.0685011383251127","0.137256393906326","2"
"2","2006","Not Working","higher vocational","58","0.132831315175425","0.103575995440843","0.162086634910008","2"
"2","2006","Part Time","inadequately","4","","","","2"
"2","2006","Full Time","higher vocational","67","0.086113875608416","0.0666864863345598","0.105541264882272","2"
"2","2006","Part Time","general elemantary","45","0.0687750270562771","0.0467246751634795","0.0908253789490746","2"
"2","2006","Part Time","middle vocational","230","0.0837672978163372","0.0731773713303441","0.0943572243023303","2"
"2","2006","Part Time","vocational + Abi","32","0.0869918722760598","0.0577166802196228","0.116267064332497","2"
"2","2006","Full Time","higher education","167","0.0689489400252113","0.0588792326040142","0.0790186474464084","2"
"2","2006","Part Time","in school","2","","","","2"
"2","2006","Full Time","in school","","","","","2"
"2","2006","Full Time","inadequately","6","","","","2"
"2","2006","Full Time","general elemantary","39","0.0739475265395562","0.0511690992534853","0.0967259538256271","2"
"2","2006","Full Time","middle vocational","254","0.0697647830973347","0.0618353706561467","0.0776941955385227","2"
"2","2006","Not Working","higher education","76","0.0669748262658458","0.0526264983183467","0.0813231542133449","2"
"3","2006","Part Time","higher education","131","0.133166385329355","0.111840308913299","0.154492461745411","3"
"3","2006","Not Working","inadequately","10","","","","3"
"3","2006","Not Working","middle vocational","630","0.140106023654319","0.129937593515382","0.150274453793255","3"
"3","2006","Not Working","general elemantary","192","0.117234959629995","0.100744774297881","0.13372514496211","3"
"3","2006","Part Time","higher vocational","41","0.101778122088913","0.0693034327311307","0.134252811446695","3"
"3","2006","Not Working","in school","26","","","","3"
