"ple0081_h","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2013","college entrance qualification","(1b) general elementary school","","","",""
"No","2013","college entrance qualification","(1c) basic vocational qualification","","","",""
"No","2013","college entrance qualification","(2b) intermediate general qualification","","","",""
"No","2013","college entrance qualification","(2a) intermediate vocational","","","",""
"No","2013","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"No","2013","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"No","2013","college entrance qualification","(3a) lower tertiary education","","","",""
"No","2013","college entrance qualification","(3b) higher tertiary education","","","",""
"No","2013","Other degree","(0) in school","","","",""
"No","2013","Other degree","(1a) inadequately completed","","","",""
"No","2013","Other degree","(1b) general elementary school","","","",""
"No","2013","Other degree","(1c) basic vocational qualification","","","",""
"No","2013","Other degree","(2b) intermediate general qualification","","","",""
"No","2013","Other degree","(2a) intermediate vocational","","","",""
"No","2013","Other degree","(2c_gen) general maturity certificate","","","",""
"No","2013","Other degree","(2c_voc) vocational maturity certificate","","","",""
"No","2013","Other degree","(3a) lower tertiary education","","","",""
"No","2013","Other degree","(3b) higher tertiary education","","","",""
"No","2013","no degree/no degree yet","(0) in school","","","",""
"No","2013","no degree/no degree yet","(1a) inadequately completed","","","",""
"No","2013","no degree/no degree yet","(1b) general elementary school","","","",""
"No","2013","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No","2013","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No","2013","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No","2013","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No","2013","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No","2013","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No","2013","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes","2014","lower secondary degree","(0) in school","","","",""
"Yes","2014","lower secondary degree","(1a) inadequately completed","","","",""
"Yes","2014","lower secondary degree","(1b) general elementary school","624","0.323352388431863","0.300567653537409","0.346137123326318"
"Yes","2014","lower secondary degree","(1c) basic vocational qualification","1579","0.286994050397266","0.274610595868724","0.299377504925808"
"Yes","2014","lower secondary degree","(2b) intermediate general qualification","1","","",""
"Yes","2014","lower secondary degree","(2a) intermediate vocational","5","","",""
"Yes","2014","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Yes","2014","lower secondary degree","(2c_voc) vocational maturity certificate","2","","",""
"Yes","2014","lower secondary degree","(3a) lower tertiary education","18","","",""
"Yes","2014","lower secondary degree","(3b) higher tertiary education","5","","",""
"Yes","2014","secondary school degree","(0) in school","","","",""
"Yes","2014","secondary school degree","(1a) inadequately completed","","","",""
"Yes","2014","secondary school degree","(1b) general elementary school","","","",""
"Yes","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes","2014","secondary school degree","(2b) intermediate general qualification","325","0.365024259090069","0.331890012902944","0.398158505277193"
"Yes","2014","secondary school degree","(2a) intermediate vocational","1816","0.299786365709206","0.288249052664581","0.31132367875383"
"Yes","2014","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes","2014","secondary school degree","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2014","secondary school degree","(3a) lower tertiary education","94","0.179657868362578","0.146437072070122","0.212878664655034"
"Yes","2014","secondary school degree","(3b) higher tertiary education","26","","",""
"Yes","2014","college entrance qualification","(0) in school","","","",""
"Yes","2014","college entrance qualification","(1a) inadequately completed","","","",""
"Yes","2014","college entrance qualification","(1b) general elementary school","","","",""
"Yes","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes","2014","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes","2014","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes","2014","college entrance qualification","(2c_gen) general maturity certificate","233","0.203683726128291","0.179381681031239","0.227985771225342"
"Yes","2014","college entrance qualification","(2c_voc) vocational maturity certificate","471","0.256254497788457","0.23694703200248","0.275561963574435"
"Yes","2014","college entrance qualification","(3a) lower tertiary education","244","0.191284656213716","0.170327270735482","0.21224204169195"
"Yes","2014","college entrance qualification","(3b) higher tertiary education","418","0.149455418612632","0.136845492073853","0.162065345151411"
"Yes","2014","Other degree","(0) in school","","","",""
"Yes","2014","Other degree","(1a) inadequately completed","","","",""
"Yes","2014","Other degree","(1b) general elementary school","261","0.362090594017609","0.327694780638571","0.396486407396647"
"Yes","2014","Other degree","(1c) basic vocational qualification","241","0.30523744226093","0.272213805730526","0.338261078791334"
"Yes","2014","Other degree","(2b) intermediate general qualification","","","",""
"Yes","2014","Other degree","(2a) intermediate vocational","","","",""
"Yes","2014","Other degree","(2c_gen) general maturity certificate","125","0.304534317677574","0.259264493272364","0.349804142082784"
"Yes","2014","Other degree","(2c_voc) vocational maturity certificate","173","0.337336283760908","0.296776935902055","0.377895631619762"
"Yes","2014","Other degree","(3a) lower tertiary education","8","","",""
"Yes","2014","Other degree","(3b) higher tertiary education","149","0.188292997099352","0.162179607646626","0.214406386552077"
"Yes","2014","no degree/no degree yet","(0) in school","65","0.155067553726334","0.121953434356195","0.188181673096472"
"Yes","2014","no degree/no degree yet","(1a) inadequately completed","259","0.449016167697976","0.407218787820674","0.490813547575278"
"Yes","2014","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes","2014","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes","2014","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes","2014","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes","2014","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes","2014","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes","2014","no degree/no degree yet","(3b) higher tertiary education","2","","",""
"No","2014","lower secondary degree","(0) in school","","","",""
"No","2014","lower secondary degree","(1a) inadequately completed","","","",""
"No","2014","lower secondary degree","(1b) general elementary school","995","0.676647611568137","0.653862876673682","0.699432346462591"
"No","2014","lower secondary degree","(1c) basic vocational qualification","3547","0.713005949602734","0.700622495074192","0.725389404131276"
"No","2014","lower secondary degree","(2b) intermediate general qualification","","","",""
"No","2014","lower secondary degree","(2a) intermediate vocational","7","","",""
"No","2014","lower secondary degree","(2c_gen) general maturity certificate","2","","",""
"No","2014","lower secondary degree","(2c_voc) vocational maturity certificate","5","","",""
"No","2014","lower secondary degree","(3a) lower tertiary education","98","0.846446205436037","0.780839375410473","0.912053035461601"
"No","2014","lower secondary degree","(3b) higher tertiary education","31","0.834188524562609","0.712699725742035","0.955677323383182"
"No","2014","secondary school degree","(0) in school","","","",""
"No","2014","secondary school degree","(1a) inadequately completed","","","",""
"No","2014","secondary school degree","(1b) general elementary school","","","",""
"No","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"No","2014","secondary school degree","(2b) intermediate general qualification","486","0.634975740909931","0.601841494722807","0.668109987097056"
"No","2014","secondary school degree","(2a) intermediate vocational","4242","0.700213634290794","0.68867632124617","0.711750947335419"
"No","2014","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"No","2014","secondary school degree","(2c_voc) vocational maturity certificate","19","","",""
"No","2014","secondary school degree","(3a) lower tertiary education","419","0.820342131637422","0.787121335344966","0.853562927929878"
"No","2014","secondary school degree","(3b) higher tertiary education","117","0.83011095201043","0.76856055826688","0.891661345753981"
"No","2014","college entrance qualification","(0) in school","","","",""
"No","2014","college entrance qualification","(1a) inadequately completed","","","",""
"No","2014","college entrance qualification","(1b) general elementary school","","","",""
"No","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
"No","2014","college entrance qualification","(2b) intermediate general qualification","","","",""
"No","2014","college entrance qualification","(2a) intermediate vocational","","","",""
"No","2014","college entrance qualification","(2c_gen) general maturity certificate","822","0.796316273871709","0.772014228774658","0.820618318968761"
"No","2014","college entrance qualification","(2c_voc) vocational maturity certificate","1493","0.743745502211543","0.724438036425565","0.76305296799752"
"No","2014","college entrance qualification","(3a) lower tertiary education","1109","0.808715343786284","0.78775795830805","0.829672729264518"
"No","2014","college entrance qualification","(3b) higher tertiary education","2653","0.850544581387368","0.837934654848589","0.863154507926147"
"No","2014","Other degree","(0) in school","","","",""
"No","2014","Other degree","(1a) inadequately completed","","","",""
"No","2014","Other degree","(1b) general elementary school","489","0.637909405982391","0.603513592603353","0.672305219361429"
"No","2014","Other degree","(1c) basic vocational qualification","506","0.69476255773907","0.661738921208666","0.727786194269474"
"No","2014","Other degree","(2b) intermediate general qualification","","","",""
"No","2014","Other degree","(2a) intermediate vocational","","","",""
"No","2014","Other degree","(2c_gen) general maturity certificate","272","0.695465682322426","0.650195857917216","0.740735506727636"
"No","2014","Other degree","(2c_voc) vocational maturity certificate","349","0.662663716239092","0.622104368380238","0.703223064097945"
"No","2014","Other degree","(3a) lower tertiary education","25","","",""
"No","2014","Other degree","(3b) higher tertiary education","712","0.811707002900648","0.785593613447923","0.837820392353374"
"No","2014","no degree/no degree yet","(0) in school","394","0.844932446273666","0.811818326903528","0.878046565643805"
"No","2014","no degree/no degree yet","(1a) inadequately completed","285","0.550983832302024","0.509186452424722","0.592781212179325"
"No","2014","no degree/no degree yet","(1b) general elementary school","","","",""
"No","2014","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No","2014","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No","2014","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No","2014","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No","2014","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No","2014","no degree/no degree yet","(3a) lower tertiary education","1","","",""
"No","2014","no degree/no degree yet","(3b) higher tertiary education","3","","",""
"Yes","2015","lower secondary degree","(0) in school","","","",""
"Yes","2015","lower secondary degree","(1a) inadequately completed","","","",""
"Yes","2015","lower secondary degree","(1b) general elementary school","","","",""
"Yes","2015","lower secondary degree","(1c) basic vocational qualification","","","",""
"Yes","2015","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes","2015","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes","2015","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes","2015","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes","2015","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes","2015","secondary school degree","(0) in school","","","",""
"Yes","2015","secondary school degree","(1a) inadequately completed","","","",""
"Yes","2015","secondary school degree","(1b) general elementary school","","","",""
"Yes","2015","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes","2015","secondary school degree","(2b) intermediate general qualification","","","",""
"Yes","2015","secondary school degree","(2a) intermediate vocational","","","",""
"Yes","2015","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes","2015","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","secondary school degree","(3a) lower tertiary education","","","",""
"Yes","2015","secondary school degree","(3b) higher tertiary education","","","",""
"Yes","2015","college entrance qualification","(0) in school","","","",""
"Yes","2015","college entrance qualification","(1a) inadequately completed","","","",""
"Yes","2015","college entrance qualification","(1b) general elementary school","","","",""
"Yes","2015","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes","2015","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes","2015","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes","2015","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Yes","2015","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","college entrance qualification","(3a) lower tertiary education","","","",""
"Yes","2015","college entrance qualification","(3b) higher tertiary education","","","",""
"Yes","2015","Other degree","(0) in school","","","",""
"Yes","2015","Other degree","(1a) inadequately completed","","","",""
"Yes","2015","Other degree","(1b) general elementary school","","","",""
"Yes","2015","Other degree","(1c) basic vocational qualification","","","",""
"Yes","2015","Other degree","(2b) intermediate general qualification","","","",""
"Yes","2015","Other degree","(2a) intermediate vocational","","","",""
"Yes","2015","Other degree","(2c_gen) general maturity certificate","","","",""
"Yes","2015","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","Other degree","(3a) lower tertiary education","","","",""
"Yes","2015","Other degree","(3b) higher tertiary education","","","",""
"Yes","2015","no degree/no degree yet","(0) in school","","","",""
"Yes","2015","no degree/no degree yet","(1a) inadequately completed","","","",""
"Yes","2015","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes","2015","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes","2015","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes","2015","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes","2015","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes","2015","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes","2015","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No","2015","lower secondary degree","(0) in school","","","",""
"No","2015","lower secondary degree","(1a) inadequately completed","","","",""
"No","2015","lower secondary degree","(1b) general elementary school","","","",""
"No","2015","lower secondary degree","(1c) basic vocational qualification","","","",""
"No","2015","lower secondary degree","(2b) intermediate general qualification","","","",""
"No","2015","lower secondary degree","(2a) intermediate vocational","","","",""
"No","2015","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"No","2015","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"No","2015","lower secondary degree","(3a) lower tertiary education","","","",""
"No","2015","lower secondary degree","(3b) higher tertiary education","","","",""
"No","2015","secondary school degree","(0) in school","","","",""
"No","2015","secondary school degree","(1a) inadequately completed","","","",""
"No","2015","secondary school degree","(1b) general elementary school","","","",""
"No","2015","secondary school degree","(1c) basic vocational qualification","","","",""
"No","2015","secondary school degree","(2b) intermediate general qualification","","","",""
"No","2015","secondary school degree","(2a) intermediate vocational","","","",""
"No","2015","secondary school degree","(2c_gen) general maturity certificate","","","",""
"No","2015","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"No","2015","secondary school degree","(3a) lower tertiary education","","","",""
"No","2015","secondary school degree","(3b) higher tertiary education","","","",""
"No","2015","college entrance qualification","(0) in school","","","",""
"No","2015","college entrance qualification","(1a) inadequately completed","","","",""
"No","2015","college entrance qualification","(1b) general elementary school","","","",""
"No","2015","college entrance qualification","(1c) basic vocational qualification","","","",""
"No","2015","college entrance qualification","(2b) intermediate general qualification","","","",""
"No","2015","college entrance qualification","(2a) intermediate vocational","","","",""
"No","2015","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"No","2015","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"No","2015","college entrance qualification","(3a) lower tertiary education","","","",""
"No","2015","college entrance qualification","(3b) higher tertiary education","","","",""
"No","2015","Other degree","(0) in school","","","",""
"No","2015","Other degree","(1a) inadequately completed","","","",""
"No","2015","Other degree","(1b) general elementary school","","","",""
"No","2015","Other degree","(1c) basic vocational qualification","","","",""
"No","2015","Other degree","(2b) intermediate general qualification","","","",""
"No","2015","Other degree","(2a) intermediate vocational","","","",""
"No","2015","Other degree","(2c_gen) general maturity certificate","","","",""
"No","2015","Other degree","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Other degree","(3a) lower tertiary education","","","",""
"No","2015","Other degree","(3b) higher tertiary education","","","",""
"No","2015","no degree/no degree yet","(0) in school","","","",""
"No","2015","no degree/no degree yet","(1a) inadequately completed","","","",""
"No","2015","no degree/no degree yet","(1b) general elementary school","","","",""
"No","2015","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No","2015","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No","2015","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No","2015","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No","2015","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No","2015","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No","2015","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes","2016","lower secondary degree","(0) in school","","","",""
"Yes","2016","lower secondary degree","(1a) inadequately completed","","","",""
"Yes","2016","lower secondary degree","(1b) general elementary school","510","0.32003078544745","0.295201812789104","0.344859758105796"
"Yes","2016","lower secondary degree","(1c) basic vocational qualification","1293","0.274761639059097","0.261491615191111","0.288031662927084"
"Yes","2016","lower secondary degree","(2b) intermediate general qualification","1","","",""
"Yes","2016","lower secondary degree","(2a) intermediate vocational","4","","",""
"Yes","2016","lower secondary degree","(2c_gen) general maturity certificate","2","","",""
"Yes","2016","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","lower secondary degree","(3a) lower tertiary education","13","","",""
"Yes","2016","lower secondary degree","(3b) higher tertiary education","6","","",""
"Yes","2016","secondary school degree","(0) in school","","","",""
"Yes","2016","secondary school degree","(1a) inadequately completed","","","",""
"Yes","2016","secondary school degree","(1b) general elementary school","","","",""
"Yes","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes","2016","secondary school degree","(2b) intermediate general qualification","254","0.33639960710865","0.301247657825353","0.371551556391946"
"Yes","2016","secondary school degree","(2a) intermediate vocational","1543","0.291769965466586","0.279560525406716","0.303979405526456"
"Yes","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes","2016","secondary school degree","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2016","secondary school degree","(3a) lower tertiary education","75","0.167871374180478","0.133604574566228","0.202138173794729"
"Yes","2016","secondary school degree","(3b) higher tertiary education","19","","",""
"Yes","2016","college entrance qualification","(0) in school","","","",""
"Yes","2016","college entrance qualification","(1a) inadequately completed","","","",""
"Yes","2016","college entrance qualification","(1b) general elementary school","","","",""
"Yes","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes","2016","college entrance qualification","(2c_gen) general maturity certificate","155","0.143144434262748","0.120932445275054","0.165356423250441"
"Yes","2016","college entrance qualification","(2c_voc) vocational maturity certificate","405","0.245840228030916","0.225797728613777","0.265882727448055"
"Yes","2016","college entrance qualification","(3a) lower tertiary education","203","0.177652355331127","0.156300664324664","0.19900404633759"
"Yes","2016","college entrance qualification","(3b) higher tertiary education","359","0.152645631643086","0.139418561777011","0.16587270150916"
"Yes","2016","Other degree","(0) in school","","","",""
"Yes","2016","Other degree","(1a) inadequately completed","","","",""
"Yes","2016","Other degree","(1b) general elementary school","209","0.340578541602336","0.301742026280398","0.379415056924274"
"Yes","2016","Other degree","(1c) basic vocational qualification","251","0.248151494565868","0.2167748845864","0.279528104545337"
"Yes","2016","Other degree","(2b) intermediate general qualification","","","",""
"Yes","2016","Other degree","(2a) intermediate vocational","","","",""
"Yes","2016","Other degree","(2c_gen) general maturity certificate","94","0.354916463705317","0.300590053214139","0.409242874196495"
"Yes","2016","Other degree","(2c_voc) vocational maturity certificate","231","0.319582660983036","0.283455203850428","0.355710118115644"
"Yes","2016","Other degree","(3a) lower tertiary education","8","","",""
"Yes","2016","Other degree","(3b) higher tertiary education","155","0.175565385207828","0.151721544083084","0.199409226332572"
"Yes","2016","no degree/no degree yet","(0) in school","43","0.156585349087057","0.117669920273582","0.195500777900533"
"Yes","2016","no degree/no degree yet","(1a) inadequately completed","223","0.431927462251953","0.387521483281266","0.476333441222639"
"Yes","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes","2016","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"No","2016","lower secondary degree","(0) in school","","","",""
"No","2016","lower secondary degree","(1a) inadequately completed","","","",""
"No","2016","lower secondary degree","(1b) general elementary school","846","0.67996921455255","0.655140241894204","0.704798187210896"
"No","2016","lower secondary degree","(1c) basic vocational qualification","3054","0.725238360940903","0.711968337072916","0.738508384808889"
"No","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"No","2016","lower secondary degree","(2a) intermediate vocational","7","","",""
"No","2016","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"No","2016","lower secondary degree","(2c_voc) vocational maturity certificate","6","","",""
"No","2016","lower secondary degree","(3a) lower tertiary education","81","0.866372003667488","0.797588372754636","0.93515563458034"
"No","2016","lower secondary degree","(3b) higher tertiary education","27","","",""
"No","2016","secondary school degree","(0) in school","","","",""
"No","2016","secondary school degree","(1a) inadequately completed","","","",""
"No","2016","secondary school degree","(1b) general elementary school","","","",""
"No","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"No","2016","secondary school degree","(2b) intermediate general qualification","440","0.66360039289135","0.628448443608054","0.698752342174647"
"No","2016","secondary school degree","(2a) intermediate vocational","3782","0.708230034533414","0.696020594473544","0.720439474593284"
"No","2016","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"No","2016","secondary school degree","(2c_voc) vocational maturity certificate","17","","",""
"No","2016","secondary school degree","(3a) lower tertiary education","382","0.832128625819522","0.797861826205271","0.866395425433772"
"No","2016","secondary school degree","(3b) higher tertiary education","112","0.86397973853487","0.805275964221648","0.922683512848093"
"No","2016","college entrance qualification","(0) in school","","","",""
"No","2016","college entrance qualification","(1a) inadequately completed","","","",""
"No","2016","college entrance qualification","(1b) general elementary school","","","",""
"No","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"No","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"No","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"No","2016","college entrance qualification","(2c_gen) general maturity certificate","800","0.856855565737252","0.834643576749559","0.879067554724946"
"No","2016","college entrance qualification","(2c_voc) vocational maturity certificate","1368","0.754159771969084","0.734117272551945","0.774202271386223"
"No","2016","college entrance qualification","(3a) lower tertiary education","1028","0.822347644668873","0.80099595366241","0.843699335675336"
"No","2016","college entrance qualification","(3b) higher tertiary education","2481","0.847354368356914","0.83412729849084","0.860581438222989"
"No","2016","Other degree","(0) in school","","","",""
"No","2016","Other degree","(1a) inadequately completed","","","",""
"No","2016","Other degree","(1b) general elementary school","363","0.659421458397664","0.620584943075726","0.698257973719603"
"No","2016","Other degree","(1c) basic vocational qualification","477","0.751848505434132","0.720471895454663","0.7832251154136"
"No","2016","Other degree","(2b) intermediate general qualification","","","",""
"No","2016","Other degree","(2a) intermediate vocational","","","",""
"No","2016","Other degree","(2c_gen) general maturity certificate","204","0.645083536294683","0.590757125803505","0.699409946785861"
"No","2016","Other degree","(2c_voc) vocational maturity certificate","409","0.680417339016964","0.644289881884356","0.716544796149572"
"No","2016","Other degree","(3a) lower tertiary education","26","","",""
"No","2016","Other degree","(3b) higher tertiary education","823","0.824434614792172","0.800590773667428","0.848278455916916"
"No","2016","no degree/no degree yet","(0) in school","292","0.843414650912943","0.804499222099467","0.882330079726418"
"No","2016","no degree/no degree yet","(1a) inadequately completed","255","0.568072537748047","0.523666558777361","0.612478516718734"
"No","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"No","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No","2016","no degree/no degree yet","(3a) lower tertiary education","1","","",""
"No","2016","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"Yes","2017","lower secondary degree","(0) in school","","","",""
"Yes","2017","lower secondary degree","(1a) inadequately completed","","","",""
"Yes","2017","lower secondary degree","(1b) general elementary school","","","",""
"Yes","2017","lower secondary degree","(1c) basic vocational qualification","","","",""
"Yes","2017","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes","2017","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes","2017","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes","2017","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes","2017","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes","2017","secondary school degree","(0) in school","","","",""
"Yes","2017","secondary school degree","(1a) inadequately completed","","","",""
"Yes","2017","secondary school degree","(1b) general elementary school","","","",""
"Yes","2017","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes","2017","secondary school degree","(2b) intermediate general qualification","","","",""
"Yes","2017","secondary school degree","(2a) intermediate vocational","","","",""
"Yes","2017","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes","2017","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","secondary school degree","(3a) lower tertiary education","","","",""
"Yes","2017","secondary school degree","(3b) higher tertiary education","","","",""
"Yes","2017","college entrance qualification","(0) in school","","","",""
"Yes","2017","college entrance qualification","(1a) inadequately completed","","","",""
"Yes","2017","college entrance qualification","(1b) general elementary school","","","",""
"Yes","2017","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes","2017","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes","2017","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes","2017","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Yes","2017","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","college entrance qualification","(3a) lower tertiary education","","","",""
"Yes","2017","college entrance qualification","(3b) higher tertiary education","","","",""
"Yes","2017","Other degree","(0) in school","","","",""
"Yes","2017","Other degree","(1a) inadequately completed","","","",""
"Yes","2017","Other degree","(1b) general elementary school","","","",""
"Yes","2017","Other degree","(1c) basic vocational qualification","","","",""
"Yes","2017","Other degree","(2b) intermediate general qualification","","","",""
"Yes","2017","Other degree","(2a) intermediate vocational","","","",""
"Yes","2017","Other degree","(2c_gen) general maturity certificate","","","",""
"Yes","2017","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","Other degree","(3a) lower tertiary education","","","",""
"Yes","2017","Other degree","(3b) higher tertiary education","","","",""
"Yes","2017","no degree/no degree yet","(0) in school","","","",""
"Yes","2017","no degree/no degree yet","(1a) inadequately completed","","","",""
"Yes","2017","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes","2017","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes","2017","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes","2017","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes","2017","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes","2017","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes","2017","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No","2017","lower secondary degree","(0) in school","","","",""
"No","2017","lower secondary degree","(1a) inadequately completed","","","",""
"No","2017","lower secondary degree","(1b) general elementary school","","","",""
"No","2017","lower secondary degree","(1c) basic vocational qualification","","","",""
"No","2017","lower secondary degree","(2b) intermediate general qualification","","","",""
"No","2017","lower secondary degree","(2a) intermediate vocational","","","",""
"No","2017","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"No","2017","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"No","2017","lower secondary degree","(3a) lower tertiary education","","","",""
"No","2017","lower secondary degree","(3b) higher tertiary education","","","",""
"No","2017","secondary school degree","(0) in school","","","",""
"No","2017","secondary school degree","(1a) inadequately completed","","","",""
