"ple0081_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2013","Single parent ","(2a) intermediate vocational","","","",""
"Yes","2013","Single parent ","(2c_gen) general maturity certificate","","","",""
"Yes","2013","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2013","Single parent ","(3a) lower tertiary education","","","",""
"Yes","2013","Single parent ","(3b) higher tertiary education","","","",""
"Yes","2013","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2013","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","2013","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Yes","2013","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Yes","2013","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Yes","2013","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Yes","2013","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2013","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2013","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Yes","2013","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Yes","2013","Couple + C. GT 16 ","(0) in school","","","",""
"Yes","2013","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","2013","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Yes","2013","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Yes","2013","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Yes","2013","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Yes","2013","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2013","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2013","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Yes","2013","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Yes","2013","Couple + C. LE and GT 16","(0) in school","","","",""
"Yes","2013","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","2013","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Yes","2013","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Yes","2013","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Yes","2013","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Yes","2013","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Yes","2013","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Yes","2013","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Yes","2013","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"No","2013","1-pers.-HH","(0) in school","","","",""
"No","2013","1-pers.-HH","(1a) inadequately completed","","","",""
"No","2013","1-pers.-HH","(1b) general elementary school","","","",""
"No","2013","1-pers.-HH","(1c) basic vocational qualification","","","",""
"No","2013","1-pers.-HH","(2b) intermediate general qualification","","","",""
"No","2013","1-pers.-HH","(2a) intermediate vocational","","","",""
"No","2013","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"No","2013","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"No","2013","1-pers.-HH","(3a) lower tertiary education","","","",""
"No","2013","1-pers.-HH","(3b) higher tertiary education","","","",""
"No","2013","(Married) couple without C. ","(0) in school","","","",""
"No","2013","(Married) couple without C. ","(1a) inadequately completed","","","",""
"No","2013","(Married) couple without C. ","(1b) general elementary school","","","",""
"No","2013","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"No","2013","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"No","2013","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"No","2013","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"No","2013","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"No","2013","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"No","2013","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"No","2013","Single parent ","(0) in school","","","",""
"No","2013","Single parent ","(1a) inadequately completed","","","",""
"No","2013","Single parent ","(1b) general elementary school","","","",""
"No","2013","Single parent ","(1c) basic vocational qualification","","","",""
"No","2013","Single parent ","(2b) intermediate general qualification","","","",""
"No","2013","Single parent ","(2a) intermediate vocational","","","",""
"No","2013","Single parent ","(2c_gen) general maturity certificate","","","",""
"No","2013","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"No","2013","Single parent ","(3a) lower tertiary education","","","",""
"No","2013","Single parent ","(3b) higher tertiary education","","","",""
"No","2013","Couple + C. LE 16 ","(0) in school","","","",""
"No","2013","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"No","2013","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"No","2013","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"No","2013","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"No","2013","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"No","2013","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"No","2013","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"No","2013","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"No","2013","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"No","2013","Couple + C. GT 16 ","(0) in school","","","",""
"No","2013","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"No","2013","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"No","2013","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"No","2013","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"No","2013","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"No","2013","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"No","2013","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"No","2013","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"No","2013","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"No","2013","Couple + C. LE and GT 16","(0) in school","","","",""
"No","2013","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"No","2013","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"No","2013","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"No","2013","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"No","2013","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"No","2013","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"No","2013","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"No","2013","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"No","2013","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Yes","2014","1-pers.-HH","(0) in school","1","","",""
"Yes","2014","1-pers.-HH","(1a) inadequately completed","30","0.52541063303113","0.396898975558314","0.653922290503947"
"Yes","2014","1-pers.-HH","(1b) general elementary school","127","0.325300007019701","0.279157850588269","0.371442163451133"
"Yes","2014","1-pers.-HH","(1c) basic vocational qualification","277","0.287861337453349","0.259145574675181","0.316577100231517"
"Yes","2014","1-pers.-HH","(2b) intermediate general qualification","36","0.454954158874976","0.341496827076244","0.568411490673708"
"Yes","2014","1-pers.-HH","(2a) intermediate vocational","266","0.340059816608665","0.305927782115582","0.374191851101748"
"Yes","2014","1-pers.-HH","(2c_gen) general maturity certificate","50","0.271987996051996","0.209371124626256","0.334604867477735"
"Yes","2014","1-pers.-HH","(2c_voc) vocational maturity certificate","101","0.361424778113481","0.305747234412351","0.417102321814612"
"Yes","2014","1-pers.-HH","(3a) lower tertiary education","70","0.236640210034273","0.189630001477431","0.283650418591115"
"Yes","2014","1-pers.-HH","(3b) higher tertiary education","110","0.200357681286386","0.166996884958003","0.233718477614769"
"Yes","2014","(Married) couple without C. ","(0) in school","4","","",""
"Yes","2014","(Married) couple without C. ","(1a) inadequately completed","24","","",""
"Yes","2014","(Married) couple without C. ","(1b) general elementary school","120","0.23122560899758","0.196398990099251","0.266052227895909"
"Yes","2014","(Married) couple without C. ","(1c) basic vocational qualification","511","0.225046062497041","0.208243602276191","0.24184852271789"
"Yes","2014","(Married) couple without C. ","(2b) intermediate general qualification","35","0.296576412356388","0.211987031352309","0.381165793360468"
"Yes","2014","(Married) couple without C. ","(2a) intermediate vocational","470","0.276909942998234","0.256151515537373","0.297668370459094"
"Yes","2014","(Married) couple without C. ","(2c_gen) general maturity certificate","56","0.189527838273453","0.138766167797029","0.240289508749877"
"Yes","2014","(Married) couple without C. ","(2c_voc) vocational maturity certificate","140","0.203048629737359","0.170589413616417","0.235507845858301"
"Yes","2014","(Married) couple without C. ","(3a) lower tertiary education","121","0.157488424296401","0.131642142249599","0.183334706343203"
"Yes","2014","(Married) couple without C. ","(3b) higher tertiary education","185","0.147383927818858","0.128619678949619","0.166148176688097"
"Yes","2014","Single parent ","(0) in school","17","","",""
"Yes","2014","Single parent ","(1a) inadequately completed","40","0.643312237971061","0.527745957845664","0.758878518096457"
"Yes","2014","Single parent ","(1b) general elementary school","121","0.485293950953732","0.422325576331404","0.54826232557606"
"Yes","2014","Single parent ","(1c) basic vocational qualification","192","0.495805560412256","0.445732581787347","0.545878539037166"
"Yes","2014","Single parent ","(2b) intermediate general qualification","76","0.50092234956967","0.420907291106314","0.580937408033026"
"Yes","2014","Single parent ","(2a) intermediate vocational","264","0.438535023629611","0.398896878567184","0.478173168692039"
"Yes","2014","Single parent ","(2c_gen) general maturity certificate","47","0.337704384225757","0.261253288695801","0.414155479755713"
"Yes","2014","Single parent ","(2c_voc) vocational maturity certificate","76","0.459312747732182","0.393160111034216","0.525465384430148"
"Yes","2014","Single parent ","(3a) lower tertiary education","38","0.424099510971147","0.339470346596756","0.508728675345537"
"Yes","2014","Single parent ","(3b) higher tertiary education","51","0.223036204857053","0.170260114467761","0.275812295246345"
"Yes","2014","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2014","Couple + C. LE 16 ","(1a) inadequately completed","89","0.527840885176269","0.45096568033855","0.604716090013989"
"Yes","2014","Couple + C. LE 16 ","(1b) general elementary school","252","0.473048142679409","0.430461905318126","0.515634380040692"
"Yes","2014","Couple + C. LE 16 ","(1c) basic vocational qualification","442","0.415036894688515","0.385332672314621","0.444741117062409"
"Yes","2014","Couple + C. LE 16 ","(2b) intermediate general qualification","68","0.453620076646765","0.367709479818474","0.539530673475056"
"Yes","2014","Couple + C. LE 16 ","(2a) intermediate vocational","508","0.283552832626529","0.262519510134965","0.304586155118092"
"Yes","2014","Couple + C. LE 16 ","(2c_gen) general maturity certificate","94","0.261714665662213","0.210770878757217","0.312658452567208"
"Yes","2014","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","214","0.225448835188318","0.198298421676273","0.252599248700364"
"Yes","2014","Couple + C. LE 16 ","(3a) lower tertiary education","82","0.126270246215931","0.09766654140689","0.154873951024972"
"Yes","2014","Couple + C. LE 16 ","(3b) higher tertiary education","155","0.101655412861142","0.0857287886531517","0.117582037069133"
"Yes","2014","Couple + C. GT 16 ","(0) in school","17","","",""
