"ple0098_v5","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","2008","Other degree","Couple + C. GT 16 ","156","0.974182698672482","0.949984571941175","0.998380825403788"
"No","2008","Other degree","Couple + C. LE and GT 16","59","0.944557844361082","0.88759566726951","1.00152002145265"
"No","2008","no degree/no degree yet","1-pers.-HH","29","","",""
"No","2008","no degree/no degree yet","(Married) couple without C. ","76","0.975476515044935","0.941584093471108","1.00936893661876"
"No","2008","no degree/no degree yet","Single parent ","54","0.874603721195353","0.790808268674065","0.95839917371664"
"No","2008","no degree/no degree yet","Couple + C. LE 16 ","22","","",""
"No","2008","no degree/no degree yet","Couple + C. GT 16 ","133","0.946805107853394","0.910022261357311","0.983587954349478"
"No","2008","no degree/no degree yet","Couple + C. LE and GT 16","102","0.877492496327318","0.81782715254801","0.937157840106627"
"Yes","2009","lower secondary degree","1-pers.-HH","","","",""
"Yes","2009","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2009","lower secondary degree","Single parent ","","","",""
"Yes","2009","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2009","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2009","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2009","secondary school degree","1-pers.-HH","","","",""
"Yes","2009","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2009","secondary school degree","Single parent ","","","",""
"Yes","2009","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2009","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2009","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2009","college entrance qualification","1-pers.-HH","","","",""
"Yes","2009","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2009","college entrance qualification","Single parent ","","","",""
"Yes","2009","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2009","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2009","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2009","Other degree","1-pers.-HH","","","",""
"Yes","2009","Other degree","(Married) couple without C. ","","","",""
"Yes","2009","Other degree","Single parent ","","","",""
"Yes","2009","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2009","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2009","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2009","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2009","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2009","no degree/no degree yet","Single parent ","","","",""
"Yes","2009","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2009","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2009","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","2009","lower secondary degree","1-pers.-HH","","","",""
"No","2009","lower secondary degree","(Married) couple without C. ","","","",""
"No","2009","lower secondary degree","Single parent ","","","",""
"No","2009","lower secondary degree","Couple + C. LE 16 ","","","",""
"No","2009","lower secondary degree","Couple + C. GT 16 ","","","",""
"No","2009","lower secondary degree","Couple + C. LE and GT 16","","","",""
"No","2009","secondary school degree","1-pers.-HH","","","",""
"No","2009","secondary school degree","(Married) couple without C. ","","","",""
"No","2009","secondary school degree","Single parent ","","","",""
"No","2009","secondary school degree","Couple + C. LE 16 ","","","",""
"No","2009","secondary school degree","Couple + C. GT 16 ","","","",""
"No","2009","secondary school degree","Couple + C. LE and GT 16","","","",""
"No","2009","college entrance qualification","1-pers.-HH","","","",""
"No","2009","college entrance qualification","(Married) couple without C. ","","","",""
"No","2009","college entrance qualification","Single parent ","","","",""
"No","2009","college entrance qualification","Couple + C. LE 16 ","","","",""
"No","2009","college entrance qualification","Couple + C. GT 16 ","","","",""
"No","2009","college entrance qualification","Couple + C. LE and GT 16","","","",""
"No","2009","Other degree","1-pers.-HH","","","",""
"No","2009","Other degree","(Married) couple without C. ","","","",""
"No","2009","Other degree","Single parent ","","","",""
"No","2009","Other degree","Couple + C. LE 16 ","","","",""
"No","2009","Other degree","Couple + C. GT 16 ","","","",""
"No","2009","Other degree","Couple + C. LE and GT 16","","","",""
"No","2009","no degree/no degree yet","1-pers.-HH","","","",""
"No","2009","no degree/no degree yet","(Married) couple without C. ","","","",""
"No","2009","no degree/no degree yet","Single parent ","","","",""
"No","2009","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"No","2009","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"No","2009","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2010","lower secondary degree","1-pers.-HH","127","0.116470441708168","0.0971681532301984","0.135772730186138"
"Yes","2010","lower secondary degree","(Married) couple without C. ","374","0.163611803363122","0.148272071436601","0.178951535289643"
"Yes","2010","lower secondary degree","Single parent ","55","0.111424630370537","0.0848853619118398","0.137963898829234"
"Yes","2010","lower secondary degree","Couple + C. LE 16 ","237","0.1561133472805","0.137602771829223","0.174623922731776"
"Yes","2010","lower secondary degree","Couple + C. GT 16 ","99","0.131426901202072","0.10643352903037","0.156420273373774"
"Yes","2010","lower secondary degree","Couple + C. LE and GT 16","49","0.130378496699345","0.0953515699500587","0.165405423448631"
"Yes","2010","secondary school degree","1-pers.-HH","159","0.252176048791871","0.218558141174394","0.285793956409348"
"Yes","2010","secondary school degree","(Married) couple without C. ","430","0.267967303444803","0.245932540873601","0.290002066016005"
"Yes","2010","secondary school degree","Single parent ","159","0.165737571666074","0.140783845569778","0.19069129776237"
"Yes","2010","secondary school degree","Couple + C. LE 16 ","511","0.23482052316581","0.217689665191002","0.251951381140617"
"Yes","2010","secondary school degree","Couple + C. GT 16 ","160","0.218865825334986","0.190565400094486","0.247166250575487"
"Yes","2010","secondary school degree","Couple + C. LE and GT 16","90","0.215993612502466","0.176916402750143","0.25507082225479"
"Yes","2010","college entrance qualification","1-pers.-HH","152","0.302700751511768","0.263136809258076","0.342264693765459"
"Yes","2010","college entrance qualification","(Married) couple without C. ","425","0.38942516964114","0.360674470528073","0.418175868754207"
"Yes","2010","college entrance qualification","Single parent ","107","0.219554256408564","0.180832226184922","0.258276286632205"
"Yes","2010","college entrance qualification","Couple + C. LE 16 ","582","0.329228837235172","0.308159354514204","0.35029831995614"
"Yes","2010","college entrance qualification","Couple + C. GT 16 ","148","0.278910992033085","0.24105096137518","0.316771022690991"
"Yes","2010","college entrance qualification","Couple + C. LE and GT 16","66","0.281919441454866","0.227950791043409","0.335888091866323"
"Yes","2010","Other degree","1-pers.-HH","4","","",""
"Yes","2010","Other degree","(Married) couple without C. ","34","0.125635955103086","0.0851145359035715","0.166157374302601"
"Yes","2010","Other degree","Single parent ","10","","",""
"Yes","2010","Other degree","Couple + C. LE 16 ","53","0.0881848981793218","0.0680115630912894","0.108358233267354"
"Yes","2010","Other degree","Couple + C. GT 16 ","12","","",""
"Yes","2010","Other degree","Couple + C. LE and GT 16","7","","",""
"Yes","2010","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2010","no degree/no degree yet","(Married) couple without C. ","4","","",""
"Yes","2010","no degree/no degree yet","Single parent ","14","","",""
"Yes","2010","no degree/no degree yet","Couple + C. LE 16 ","10","","",""
"Yes","2010","no degree/no degree yet","Couple + C. GT 16 ","14","","",""
"Yes","2010","no degree/no degree yet","Couple + C. LE and GT 16","23","","",""
"No","2010","lower secondary degree","1-pers.-HH","934","0.883529558291832","0.864227269813862","0.902831846769802"
"No","2010","lower secondary degree","(Married) couple without C. ","1860","0.836388196636878","0.821048464710357","0.851727928563399"
"No","2010","lower secondary degree","Single parent ","485","0.888575369629463","0.862036101170766","0.91511463808816"
"No","2010","lower secondary degree","Couple + C. LE 16 ","1240","0.8438866527195","0.825376077268224","0.862397228170777"
"No","2010","lower secondary degree","Couple + C. GT 16 ","603","0.868573098797928","0.843579726626226","0.89356647096963"
"No","2010","lower secondary degree","Couple + C. LE and GT 16","306","0.869621503300655","0.834594576551369","0.904648430049941"
"No","2010","secondary school degree","1-pers.-HH","482","0.747823951208129","0.714206043590652","0.781441858825606"
"No","2010","secondary school degree","(Married) couple without C. ","1122","0.732032696555197","0.709997933983995","0.754067459126399"
"No","2010","secondary school degree","Single parent ","694","0.834262428333926","0.80930870223763","0.859216154430222"
"No","2010","secondary school degree","Couple + C. LE 16 ","1841","0.76517947683419","0.748048618859383","0.782310334808998"
"No","2010","secondary school degree","Couple + C. GT 16 ","660","0.781134174665014","0.752833749424513","0.809434599905514"
"No","2010","secondary school degree","Couple + C. LE and GT 16","336","0.784006387497534","0.74492917774521","0.823083597249857"
"No","2010","college entrance qualification","1-pers.-HH","366","0.697299248488232","0.657735306234541","0.736863190741924"
"No","2010","college entrance qualification","(Married) couple without C. ","680","0.61057483035886","0.581824131245793","0.639325529471927"
"No","2010","college entrance qualification","Single parent ","332","0.780445743591436","0.741723713367795","0.819167773815078"
"No","2010","college entrance qualification","Couple + C. LE 16 ","1329","0.670771162764828","0.64970168004386","0.691840645485796"
"No","2010","college entrance qualification","Couple + C. GT 16 ","391","0.721089007966915","0.683228977309009","0.75894903862482"
"No","2010","college entrance qualification","Couple + C. LE and GT 16","201","0.718080558545134","0.664111908133677","0.772049208956591"
"No","2010","Other degree","1-pers.-HH","75","0.958691026650473","0.914808050141166","1.00257400315978"
"No","2010","Other degree","(Married) couple without C. ","223","0.874364044896914","0.833842625697399","0.914885464096428"
"No","2010","Other degree","Single parent ","96","0.925733442910356","0.875818017071243","0.97564886874947"
"No","2010","Other degree","Couple + C. LE 16 ","706","0.911815101820678","0.891641766732646","0.931988436908711"
"No","2010","Other degree","Couple + C. GT 16 ","125","0.938782337345413","0.898639447438674","0.978925227252152"
"No","2010","Other degree","Couple + C. LE and GT 16","124","0.968842361337869","0.939090011554049","0.998594711121689"
"No","2010","no degree/no degree yet","1-pers.-HH","23","","",""
"No","2010","no degree/no degree yet","(Married) couple without C. ","62","0.967576003995009","0.924844130256816","1.0103078777332"
"No","2010","no degree/no degree yet","Single parent ","111","0.935667073592484","0.892656977630021","0.978677169554947"
"No","2010","no degree/no degree yet","Couple + C. LE 16 ","157","0.953814760820301","0.921982061028728","0.985647460611873"
"No","2010","no degree/no degree yet","Couple + C. GT 16 ","99","0.878283070683274","0.817999132089472","0.938567009277075"
"No","2010","no degree/no degree yet","Couple + C. LE and GT 16","158","0.884574655854118","0.838023910547039","0.931125401161197"
"Yes","2011","lower secondary degree","1-pers.-HH","153","0.117052567591427","0.0996702250232793","0.134434910159575"
"Yes","2011","lower secondary degree","(Married) couple without C. ","542","0.180776643952475","0.166835158420411","0.194718129484539"
"Yes","2011","lower secondary degree","Single parent ","28","","",""
"Yes","2011","lower secondary degree","Couple + C. LE 16 ","122","0.221866758497478","0.188282749976401","0.255450767018555"
"Yes","2011","lower secondary degree","Couple + C. GT 16 ","120","0.157115529058646","0.131071327861729","0.183159730255564"
"Yes","2011","lower secondary degree","Couple + C. LE and GT 16","31","0.149645977925481","0.106368669078635","0.192923286772326"
"Yes","2011","secondary school degree","1-pers.-HH","215","0.261151256895845","0.230900976037631","0.291401537754058"
"Yes","2011","secondary school degree","(Married) couple without C. ","581","0.289681881481074","0.26969650625759","0.309667256704558"
"Yes","2011","secondary school degree","Single parent ","74","0.196945875168853","0.15504183524073","0.238849915096976"
"Yes","2011","secondary school degree","Couple + C. LE 16 ","249","0.243618408651066","0.217287809216123","0.269949008086009"
"Yes","2011","secondary school degree","Couple + C. GT 16 ","177","0.18986734379874","0.163940069624294","0.215794617973186"
"Yes","2011","secondary school degree","Couple + C. LE and GT 16","85","0.232574648873178","0.187602100283486","0.277547197462869"
"Yes","2011","college entrance qualification","1-pers.-HH","195","0.294108881595997","0.260160586203599","0.328057176988394"
"Yes","2011","college entrance qualification","(Married) couple without C. ","494","0.360175733763035","0.334395695532747","0.385955771993322"
"Yes","2011","college entrance qualification","Single parent ","55","0.23555157692502","0.177463330911955","0.293639822938085"
"Yes","2011","college entrance qualification","Couple + C. LE 16 ","241","0.34331186187148","0.309576936557213","0.377046787185747"
"Yes","2011","college entrance qualification","Couple + C. GT 16 ","169","0.257480593262381","0.223228503027118","0.291732683497644"
"Yes","2011","college entrance qualification","Couple + C. LE and GT 16","78","0.335456783890285","0.274961702374442","0.395951865406128"
"Yes","2011","Other degree","1-pers.-HH","5","","",""
"Yes","2011","Other degree","(Married) couple without C. ","50","0.132548686610622","0.0982747146259207","0.166822658595323"
"Yes","2011","Other degree","Single parent ","2","","",""
"Yes","2011","Other degree","Couple + C. LE 16 ","17","","",""
"Yes","2011","Other degree","Couple + C. GT 16 ","12","","",""
"Yes","2011","Other degree","Couple + C. LE and GT 16","6","","",""
"Yes","2011","no degree/no degree yet","1-pers.-HH","3","","",""
"Yes","2011","no degree/no degree yet","(Married) couple without C. ","12","","",""
"Yes","2011","no degree/no degree yet","Single parent ","7","","",""
"Yes","2011","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"Yes","2011","no degree/no degree yet","Couple + C. GT 16 ","19","","",""
"Yes","2011","no degree/no degree yet","Couple + C. LE and GT 16","11","","",""
"No","2011","lower secondary degree","1-pers.-HH","1161","0.882947432408573","0.865565089840425","0.900329774976721"
"No","2011","lower secondary degree","(Married) couple without C. ","2385","0.819223356047525","0.805281870515461","0.833164841579589"
"No","2011","lower secondary degree","Single parent ","297","0.884453877805572","0.849698525663345","0.919209229947798"
"No","2011","lower secondary degree","Couple + C. LE 16 ","466","0.778133241502522","0.744549232981445","0.811717250023599"
"No","2011","lower secondary degree","Couple + C. GT 16 ","630","0.842884470941354","0.816840269744436","0.868928672138271"
"No","2011","lower secondary degree","Couple + C. LE and GT 16","230","0.850354022074519","0.807076713227674","0.893631330921365"
"No","2011","secondary school degree","1-pers.-HH","595","0.738848743104155","0.708598462245942","0.769099023962369"
"No","2011","secondary school degree","(Married) couple without C. ","1398","0.710318118518926","0.690332743295442","0.73030349374241"
"No","2011","secondary school degree","Single parent ","272","0.803054124831147","0.761150084903024","0.844958164759269"
"No","2011","secondary school degree","Couple + C. LE 16 ","772","0.756381591348934","0.730050991913991","0.782712190783877"
"No","2011","secondary school degree","Couple + C. GT 16 ","702","0.81013265620126","0.784205382026814","0.836059930375706"
"No","2011","secondary school degree","Couple + C. LE and GT 16","254","0.767425351126822","0.722452802537131","0.812397899716514"
"No","2011","college entrance qualification","1-pers.-HH","497","0.705891118404003","0.671942823011606","0.739839413796401"
"No","2011","college entrance qualification","(Married) couple without C. ","838","0.639824266236965","0.614044228006678","0.665604304467253"
"No","2011","college entrance qualification","Single parent ","150","0.76444842307498","0.706360177061915","0.822536669088045"
"No","2011","college entrance qualification","Couple + C. LE 16 ","520","0.65668813812852","0.622953212814253","0.690423063442787"
"No","2011","college entrance qualification","Couple + C. GT 16 ","457","0.742519406737619","0.708267316502356","0.776771496972882"
"No","2011","college entrance qualification","Couple + C. LE and GT 16","156","0.664543216109715","0.604048134593873","0.725038297625558"
"No","2011","Other degree","1-pers.-HH","142","0.973070713109808","0.946902501021722","0.999238925197894"
"No","2011","Other degree","(Married) couple without C. ","326","0.867451313389378","0.833177341404677","0.901725285374079"
"No","2011","Other degree","Single parent ","57","0.953858865149188","0.900327504623413","1.00739022567496"
"No","2011","Other degree","Couple + C. LE 16 ","161","0.902539436938463","0.858969629374155","0.946109244502771"
"No","2011","Other degree","Couple + C. GT 16 ","154","0.952303097805328","0.919882073460595","0.98472412215006"
"No","2011","Other degree","Couple + C. LE and GT 16","95","0.927728503945143","0.877229666900191","0.978227340990094"
"No","2011","no degree/no degree yet","1-pers.-HH","58","0.962319851301129","0.914534014021894","1.01010568858036"
"No","2011","no degree/no degree yet","(Married) couple without C. ","78","0.916529255125264","0.859385714373092","0.973672795877437"
"No","2011","no degree/no degree yet","Single parent ","57","0.967740643961073","0.924452851220831","1.01102843670132"
"No","2011","no degree/no degree yet","Couple + C. LE 16 ","27","","",""
"No","2011","no degree/no degree yet","Couple + C. GT 16 ","121","0.895120415816795","0.844366414934638","0.945874416698953"
"No","2011","no degree/no degree yet","Couple + C. LE and GT 16","76","0.816705365406729","0.73540433585293","0.898006394960529"
"Yes","2012","lower secondary degree","1-pers.-HH","177","0.128788260327053","0.110697567422231","0.146878953231874"
"Yes","2012","lower secondary degree","(Married) couple without C. ","573","0.198752469658944","0.184230890536514","0.213274048781375"
"Yes","2012","lower secondary degree","Single parent ","80","0.103990436210513","0.0803783913545208","0.127602481066504"
"Yes","2012","lower secondary degree","Couple + C. LE 16 ","230","0.197809520874124","0.176409144552763","0.219209897195484"
"Yes","2012","lower secondary degree","Couple + C. GT 16 ","120","0.16196271759879","0.135237216401298","0.188688218796283"
"Yes","2012","lower secondary degree","Couple + C. LE and GT 16","65","0.125806576043068","0.0943146857058628","0.157298466380273"
"Yes","2012","secondary school degree","1-pers.-HH","221","0.236946587578683","0.208868803139409","0.265024372017956"
"Yes","2012","secondary school degree","(Married) couple without C. ","623","0.33371282831946","0.313047121210856","0.354378535428064"
"Yes","2012","secondary school degree","Single parent ","203","0.181128198119743","0.156954295144236","0.205302101095249"
"Yes","2012","secondary school degree","Couple + C. LE 16 ","543","0.254679062057405","0.236584158851784","0.272773965263026"
"Yes","2012","secondary school degree","Couple + C. GT 16 ","202","0.204602843293636","0.178009691781232","0.231195994806039"
"Yes","2012","secondary school degree","Couple + C. LE and GT 16","126","0.223716020790445","0.187863205245258","0.259568836335632"
"Yes","2012","college entrance qualification","1-pers.-HH","233","0.309516372771029","0.27660606116679","0.342426684375267"
"Yes","2012","college entrance qualification","(Married) couple without C. ","521","0.362379818776768","0.3369539470684","0.387805690485137"
"Yes","2012","college entrance qualification","Single parent ","161","0.256251553176623","0.219799786588576","0.29270331976467"
"Yes","2012","college entrance qualification","Couple + C. LE 16 ","636","0.356501122519107","0.334998521803467","0.378003723234747"
"Yes","2012","college entrance qualification","Couple + C. GT 16 ","171","0.249763303868566","0.215298544892343","0.28422806284479"
"Yes","2012","college entrance qualification","Couple + C. LE and GT 16","111","0.285918044306807","0.240427273279928","0.331408815333687"
"Yes","2012","Other degree","1-pers.-HH","14","","",""
"Yes","2012","Other degree","(Married) couple without C. ","56","0.111566991276731","0.0805192688705512","0.14261471368291"
"Yes","2012","Other degree","Single parent ","10","","",""
"Yes","2012","Other degree","Couple + C. LE 16 ","53","0.108908091039515","0.0849961067784544","0.132820075300577"
"Yes","2012","Other degree","Couple + C. GT 16 ","8","","",""
"Yes","2012","Other degree","Couple + C. LE and GT 16","7","","",""
"Yes","2012","no degree/no degree yet","1-pers.-HH","3","","",""
"Yes","2012","no degree/no degree yet","(Married) couple without C. ","11","","",""
"Yes","2012","no degree/no degree yet","Single parent ","15","","",""
"Yes","2012","no degree/no degree yet","Couple + C. LE 16 ","4","","",""
"Yes","2012","no degree/no degree yet","Couple + C. GT 16 ","13","","",""
"Yes","2012","no degree/no degree yet","Couple + C. LE and GT 16","17","","",""
"No","2012","lower secondary degree","1-pers.-HH","1140","0.871211739672947","0.853121046768126","0.889302432577769"
"No","2012","lower secondary degree","(Married) couple without C. ","2328","0.801247530341055","0.786725951218625","0.815769109463486"
"No","2012","lower secondary degree","Single parent ","562","0.896009563789487","0.872397518933496","0.919621608645479"
"No","2012","lower secondary degree","Couple + C. LE 16 ","1101","0.802190479125876","0.780790102804516","0.823590855447237"
"No","2012","lower secondary degree","Couple + C. GT 16 ","610","0.83803728240121","0.811311781203717","0.864762783598702"
"No","2012","lower secondary degree","Couple + C. LE and GT 16","361","0.874193423956932","0.842701533619727","0.905685314294137"
"No","2012","secondary school degree","1-pers.-HH","660","0.763053412421317","0.734975627982044","0.791131196860591"
"No","2012","secondary school degree","(Married) couple without C. ","1377","0.66628717168054","0.645621464571936","0.686952878789144"
"No","2012","secondary school degree","Single parent ","772","0.818871801880257","0.794697898904751","0.843045704855764"
"No","2012","secondary school degree","Couple + C. LE 16 ","1684","0.745320937942595","0.727226034736974","0.763415841148216"
"No","2012","secondary school degree","Couple + C. GT 16 ","682","0.795397156706364","0.768804005193961","0.821990308218768"
"No","2012","secondary school degree","Couple + C. LE and GT 16","393","0.776283979209555","0.740431163664368","0.812136794754742"
"No","2012","college entrance qualification","1-pers.-HH","525","0.690483627228971","0.657573315624733","0.72339393883321"
"No","2012","college entrance qualification","(Married) couple without C. ","852","0.637620181223232","0.612194309514863","0.6630460529316"
"No","2012","college entrance qualification","Single parent ","390","0.743748446823377","0.70729668023533","0.780200213411423"
"No","2012","college entrance qualification","Couple + C. LE 16 ","1270","0.643498877480893","0.621996276765253","0.665001478196533"
"No","2012","college entrance qualification","Couple + C. GT 16 ","435","0.750236696131434","0.71577193715521","0.784701455107657"
"No","2012","college entrance qualification","Couple + C. LE and GT 16","268","0.714081955693193","0.668591184666313","0.759572726720072"
"No","2012","Other degree","1-pers.-HH","150","0.923192093995401","0.882437631664315","0.963946556326488"
"No","2012","Other degree","(Married) couple without C. ","339","0.888433008723269","0.85738528631709","0.919480731129449"
"No","2012","Other degree","Single parent ","120","0.931435986688478","0.887994864384956","0.974877108992001"
"No","2012","Other degree","Couple + C. LE 16 ","599","0.891091908960485","0.867179924699423","0.915003893221546"
"No","2012","Other degree","Couple + C. GT 16 ","151","0.972166666651209","0.946598328441303","0.997735004861116"
"No","2012","Other degree","Couple + C. LE and GT 16","193","0.966368003004186","0.941382926024469","0.991353079983902"
"No","2012","no degree/no degree yet","1-pers.-HH","61","0.955404327567605","0.90483373244821","1.005974922687"
"No","2012","no degree/no degree yet","(Married) couple without C. ","76","0.911868914762134","0.852300062940024","0.971437766584243"
"No","2012","no degree/no degree yet","Single parent ","159","0.934165091135789","0.897317135030541","0.971013047241037"
"No","2012","no degree/no degree yet","Couple + C. LE 16 ","133","0.981977608827214","0.959701219174712","1.00425399847972"
"No","2012","no degree/no degree yet","Couple + C. GT 16 ","122","0.902731774357079","0.852746041009801","0.952717507704357"
"No","2012","no degree/no degree yet","Couple + C. LE and GT 16","168","0.923137683535214","0.88475350937096","0.961521857699469"
"Yes","2013","lower secondary degree","1-pers.-HH","184","0.15131097139403","0.130959223513638","0.171662719274422"
"Yes","2013","lower secondary degree","(Married) couple without C. ","526","0.193386769669809","0.178228823948434","0.208544715391184"
"Yes","2013","lower secondary degree","Single parent ","34","0.110321358912588","0.0753900198006452","0.145252698024532"
"Yes","2013","lower secondary degree","Couple + C. LE 16 ","122","0.268716348384465","0.229743704103122","0.307688992665809"
"Yes","2013","lower secondary degree","Couple + C. GT 16 ","115","0.214184837324134","0.18168157569907","0.246688098949197"
"Yes","2013","lower secondary degree","Couple + C. LE and GT 16","29","","",""
"Yes","2013","secondary school degree","1-pers.-HH","227","0.283552842179843","0.252703191603357","0.314402492756328"
"Yes","2013","secondary school degree","(Married) couple without C. ","629","0.336511281123528","0.315375706378911","0.357646855868146"
"Yes","2013","secondary school degree","Single parent ","72","0.218361882782804","0.173167250735667","0.26355651482994"
"Yes","2013","secondary school degree","Couple + C. LE 16 ","225","0.245767090355702","0.217304904088591","0.274229276622813"
"Yes","2013","secondary school degree","Couple + C. GT 16 ","189","0.229490688621166","0.199416106420877","0.259565270821456"
"Yes","2013","secondary school degree","Couple + C. LE and GT 16","71","0.323552770699355","0.262559293322764","0.384546248075946"
"Yes","2013","college entrance qualification","1-pers.-HH","220","0.323160121015289","0.288710590090927","0.357609651939651"
"Yes","2013","college entrance qualification","(Married) couple without C. ","498","0.369650952711389","0.343659735589907","0.39564216983287"
"Yes","2013","college entrance qualification","Single parent ","65","0.282257464574801","0.220187790262512","0.34432713888709"
"Yes","2013","college entrance qualification","Couple + C. LE 16 ","278","0.401644788104085","0.366155547152084","0.437134029056086"
"Yes","2013","college entrance qualification","Couple + C. GT 16 ","154","0.256007891431262","0.218817470328966","0.293198312533558"
"Yes","2013","college entrance qualification","Couple + C. LE and GT 16","61","0.380339186104574","0.312547329052158","0.448131043156989"
"Yes","2013","Other degree","1-pers.-HH","11","","",""
"Yes","2013","Other degree","(Married) couple without C. ","50","0.120705371993755","0.0871914474248412","0.154219296562669"
"Yes","2013","Other degree","Single parent ","2","","",""
"Yes","2013","Other degree","Couple + C. LE 16 ","20","","",""
"Yes","2013","Other degree","Couple + C. GT 16 ","8","","",""
"Yes","2013","Other degree","Couple + C. LE and GT 16","5","","",""
"Yes","2013","no degree/no degree yet","1-pers.-HH","3","","",""
"Yes","2013","no degree/no degree yet","(Married) couple without C. ","11","","",""
"Yes","2013","no degree/no degree yet","Single parent ","10","","",""
"Yes","2013","no degree/no degree yet","Couple + C. LE 16 ","4","","",""
"Yes","2013","no degree/no degree yet","Couple + C. GT 16 ","19","","",""
"Yes","2013","no degree/no degree yet","Couple + C. LE and GT 16","13","","",""
"No","2013","lower secondary degree","1-pers.-HH","1007","0.84868902860597","0.828337280725578","0.869040776486362"
"No","2013","lower secondary degree","(Married) couple without C. ","2082","0.806613230330191","0.791455284608816","0.821771176051566"
"No","2013","lower secondary degree","Single parent ","275","0.889678641087412","0.854747301975468","0.924609980199355"
"No","2013","lower secondary degree","Couple + C. LE 16 ","375","0.731283651615535","0.692311007334191","0.770256295896878"
"No","2013","lower secondary degree","Couple + C. GT 16 ","497","0.785815162675866","0.753311901050803","0.81831842430093"
"No","2013","lower secondary degree","Couple + C. LE and GT 16","163","0.850497365539955","0.800059304158378","0.900935426921533"
"No","2013","secondary school degree","1-pers.-HH","593","0.716447157820157","0.685597507243672","0.747296808396643"
"No","2013","secondary school degree","(Married) couple without C. ","1291","0.663488718876472","0.642353144131854","0.684624293621089"
"No","2013","secondary school degree","Single parent ","249","0.781638117217196","0.73644348517006","0.826832749264333"
"No","2013","secondary school degree","Couple + C. LE 16 ","654","0.754232909644298","0.725770723377187","0.782695095911409"
"No","2013","secondary school degree","Couple + C. GT 16 ","562","0.770509311378834","0.740434729178544","0.800583893579123"
"No","2013","secondary school degree","Couple + C. LE and GT 16","155","0.676447229300645","0.615453751924054","0.737440706677236"
"No","2013","college entrance qualification","1-pers.-HH","488","0.676839878984711","0.642390348060349","0.711289409909073"
"No","2013","college entrance qualification","(Married) couple without C. ","827","0.630349047288611","0.60435783016713","0.656340264410093"
"No","2013","college entrance qualification","Single parent ","137","0.7177425354252","0.65567286111291","0.779812209737489"
"No","2013","college entrance qualification","Couple + C. LE 16 ","455","0.598355211895915","0.562865970943914","0.633844452847916"
"No","2013","college entrance qualification","Couple + C. GT 16 ","375","0.743992108568738","0.706801687466442","0.781182529671034"
"No","2013","college entrance qualification","Couple + C. LE and GT 16","136","0.619660813895427","0.551868956843011","0.687452670947842"
"No","2013","Other degree","1-pers.-HH","135","0.929988415330845","0.88859841914877","0.971378411512921"
"No","2013","Other degree","(Married) couple without C. ","313","0.879294628006245","0.845780703437331","0.912808552575159"
"No","2013","Other degree","Single parent ","50","0.960859936324177","0.908150639083248","1.01356923356511"
"No","2013","Other degree","Couple + C. LE 16 ","139","0.863471333268315","0.810102781796815","0.916839884739814"
"No","2013","Other degree","Couple + C. GT 16 ","122","0.964950176637502","0.933336735129096","0.996563618145908"
"No","2013","Other degree","Couple + C. LE and GT 16","70","0.907814432242626","0.842343659313381","0.973285205171871"
"No","2013","no degree/no degree yet","1-pers.-HH","59","0.948076571579518","0.892849039850382","1.00330410330865"
"No","2013","no degree/no degree yet","(Married) couple without C. ","63","0.855067814095616","0.774860322951233","0.935275305239999"
"No","2013","no degree/no degree yet","Single parent ","51","0.825132170248768","0.729808689245776","0.92045565125176"
"No","2013","no degree/no degree yet","Couple + C. LE 16 ","28","","",""
"No","2013","no degree/no degree yet","Couple + C. GT 16 ","88","0.83960460231684","0.770071827849115","0.909137376784565"
"No","2013","no degree/no degree yet","Couple + C. LE and GT 16","65","0.75295996418277","0.657247080092419","0.848672848273122"
"Yes","2014","lower secondary degree","1-pers.-HH","194","0.154608517261973","0.134041639202622","0.175175395321325"
