"ple0098_v5","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"No","2014","Saxony","Not Employed","497","0.889447060596214","0.863838683964712","0.915055437227716","2"
"No","2014","Saxony","Employed","736","0.775902526417586","0.749131674113327","0.802673378721844","2"
"No","2014","Saxony-Anhalt","Not Employed","332","0.925063561767261","0.898052978060737","0.952074145473785","2"
"No","2014","Saxony-Anhalt","Employed","447","0.797460411870662","0.763563452820875","0.83135737092045","2"
"No","2014","Thuringia","Not Employed","341","0.95015600720606","0.927951620645335","0.972360393766785","2"
"No","2014","Thuringia","Employed","476","0.827501919666457","0.796321268747293","0.858682570585621","2"
"No","2014","Berlin","Employed","410","0.755830198607824","0.719763371767491","0.791897025448157","2"
"Yes","2014","Schleswig-Holstein","Not Employed","57","0.237259725359123","0.190056557554816","0.284462893163429","1"
"Yes","2014","Schleswig-Holstein","Employed","131","0.265271988721473","0.227216980959492","0.303326996483453","1"
"Yes","2014","Hamburg","Not Employed","29","","","","1"
"Yes","2014","Hamburg","Employed","50","0.241444920740062","0.187636833836416","0.295253007643707","1"
"Yes","2014","Hesse","Not Employed","93","0.164896728328914","0.132940219823983","0.196853236833844","1"
"Yes","2014","Hesse","Employed","306","0.258907148847333","0.232819064151032","0.284995233543633","1"
"Yes","2014","Lower Saxony","Not Employed","137","0.177570127912096","0.151493255107148","0.203647000717045","1"
"Yes","2014","Lower Saxony","Employed","395","0.317728858904629","0.293919701536963","0.341538016272296","1"
"Yes","2014","Bremen","Not Employed","11","","","","1"
"Yes","2014","Bremen","Employed","24","","","","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Not Employed","81","0.189489027682639","0.154502885658001","0.224475169707276","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Employed","226","0.255482552290978","0.227004927835061","0.283960176746895","1"
"Yes","2014","Baden-Württemberg","Not Employed","205","0.249054830382335","0.220301390961362","0.277808269803307","1"
"Yes","2014","Baden-Württemberg","Employed","570","0.299386955826778","0.278906484115185","0.319867427538371","1"
"Yes","2014","Bavaria","Not Employed","282","0.269485470273936","0.243819407424073","0.295151533123798","1"
"Yes","2014","Bavaria","Employed","779","0.31063213772366","0.292966712436705","0.328297563010616","1"
"Yes","2014","Berlin","Not Employed","59","0.215068927145268","0.169405080629042","0.260732773661494","1"
"Yes","2014","Berlin","Employed","135","0.244169801392176","0.208102974551843","0.280236628232509","1"
"Yes","2014","Brandenburg","Employed","111","0.213609522247392","0.178716419956891","0.248502624537892","1"
"Yes","2014","Brandenburg","Not Employed","60","0.126298710266024","0.0948646565365766","0.157732763995472","1"
"Yes","2014","Mecklenburg-Western Pomerania","Not Employed","26","","","","1"
"Yes","2014","Mecklenburg-Western Pomerania","Employed","55","0.161766968628155","0.120642524405255","0.202891412851055","1"
"Yes","2014","Saxony","Not Employed","79","0.110552939403786","0.0849445627722837","0.136161316035288","1"
"Yes","2014","Saxony","Employed","196","0.224097473582415","0.197326621278156","0.250868325886673","1"
"Yes","2014","North Rhine-Westphalia","Employed","758","0.251371463289545","0.236334229620867","0.266408696958222","1"
"Yes","2014","Saxony-Anhalt","Not Employed","33","0.0749364382327393","0.0479258545262153","0.101947021939263","1"
"Yes","2014","Saxony-Anhalt","Employed","93","0.202539588129338","0.16864262907955","0.236436547179125","1"
"Yes","2014","Thuringia","Not Employed","28","","","","1"
"Yes","2014","North Rhine-Westphalia","Not Employed","283","0.170634217542465","0.152756912376734","0.188511522708195","1"
"Yes","2014","Thuringia","Employed","88","0.172498080333543","0.141317429414379","0.203678731252707","1"
"No","2015","Schleswig-Holstein","Not Employed","","","","","2"
"No","2015","Schleswig-Holstein","Employed","","","","","2"
"No","2015","Brandenburg","Not Employed","","","","","2"
"No","2015","Brandenburg","Employed","","","","","2"
"No","2015","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"No","2015","Mecklenburg-Western Pomerania","Employed","","","","","2"
"No","2015","Saxony","Not Employed","","","","","2"
"No","2015","Saxony","Employed","","","","","2"
"No","2015","Saxony-Anhalt","Not Employed","","","","","2"
"No","2015","Saxony-Anhalt","Employed","","","","","2"
"No","2015","Thuringia","Not Employed","","","","","2"
"No","2015","Thuringia","Employed","","","","","2"
"No","2015","Hamburg","Not Employed","","","","","2"
"No","2015","Hamburg","Employed","","","","","2"
"No","2015","Lower Saxony","Not Employed","","","","","2"
"No","2015","Lower Saxony","Employed","","","","","2"
"No","2015","Bremen","Not Employed","","","","","2"
"No","2015","Bremen","Employed","","","","","2"
"No","2015","North Rhine-Westphalia","Not Employed","","","","","2"
"No","2015","North Rhine-Westphalia","Employed","","","","","2"
"No","2015","Hesse","Not Employed","","","","","2"
"No","2015","Hesse","Employed","","","","","2"
"No","2015","Rhineland-Palatinate,Saarland","Not Employed","","","","","2"
"No","2015","Rhineland-Palatinate,Saarland","Employed","","","","","2"
"No","2015","Baden-Württemberg","Not Employed","","","","","2"
"No","2015","Baden-Württemberg","Employed","","","","","2"
"No","2015","Bavaria","Not Employed","","","","","2"
"No","2015","Bavaria","Employed","","","","","2"
"No","2015","Berlin","Not Employed","","","","","2"
"No","2015","Berlin","Employed","","","","","2"
"Yes","2015","Schleswig-Holstein","Not Employed","","","","","1"
"Yes","2015","Schleswig-Holstein","Employed","","","","","1"
"Yes","2015","Hamburg","Not Employed","","","","","1"
"Yes","2015","Hamburg","Employed","","","","","1"
"Yes","2015","Lower Saxony","Not Employed","","","","","1"
"Yes","2015","Hesse","Not Employed","","","","","1"
"Yes","2015","Lower Saxony","Employed","","","","","1"
"Yes","2015","Bremen","Not Employed","","","","","1"
"Yes","2015","Bremen","Employed","","","","","1"
"Yes","2015","Hesse","Employed","","","","","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Not Employed","","","","","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Employed","","","","","1"
"Yes","2015","Baden-Württemberg","Not Employed","","","","","1"
"Yes","2015","Baden-Württemberg","Employed","","","","","1"
"Yes","2015","Bavaria","Not Employed","","","","","1"
"Yes","2015","Bavaria","Employed","","","","","1"
"Yes","2015","Berlin","Not Employed","","","","","1"
"Yes","2015","Berlin","Employed","","","","","1"
"Yes","2015","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Yes","2015","Brandenburg","Not Employed","","","","","1"
"Yes","2015","North Rhine-Westphalia","Not Employed","","","","","1"
"Yes","2015","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Yes","2015","Brandenburg","Employed","","","","","1"
"Yes","2015","Saxony","Employed","","","","","1"
"Yes","2015","Saxony-Anhalt","Not Employed","","","","","1"
"Yes","2015","Saxony","Not Employed","","","","","1"
"Yes","2015","Thuringia","Employed","","","","","1"
"Yes","2015","North Rhine-Westphalia","Employed","","","","","1"
"Yes","2015","Saxony-Anhalt","Employed","","","","","1"
"Yes","2015","Thuringia","Not Employed","","","","","1"
"No","2016","Brandenburg","Not Employed","357","0.92306658137811","0.896618765234653","0.949514397521566","2"
"No","2016","Brandenburg","Employed","395","0.837673734266372","0.80482207889547","0.870525389637275","2"
"No","2016","Schleswig-Holstein","Not Employed","218","0.83056150770767","0.784607853972323","0.876515161443017","2"
"No","2016","Schleswig-Holstein","Employed","360","0.728370289317158","0.68836973286341","0.768370845770905","2"
"No","2016","Hamburg","Not Employed","109","0.812654968965222","0.743699340298717","0.881610597631728","2"
"No","2016","Hamburg","Employed","183","0.764239434673062","0.709968854579602","0.818510014766522","2"
"No","2016","Lower Saxony","Not Employed","607","0.839227239736503","0.812284298426385","0.866170181046622","2"
"No","2016","Lower Saxony","Employed","1031","0.662717281317235","0.637700454156261","0.687734108478208","2"
"No","2016","Bremen","Not Employed","65","0.944276314371568","0.890539918358302","0.998012710384834","2"
"No","2016","Bremen","Employed","76","0.839720981872371","0.76515985624057","0.914282107504171","2"
"No","2016","North Rhine-Westphalia","Not Employed","1269","0.845378790247639","0.82710686204263","0.863650718452648","2"
"No","2016","North Rhine-Westphalia","Employed","2267","0.776037232914514","0.760824600417844","0.791249865411185","2"
"No","2016","Hesse","Not Employed","356","0.855727199465562","0.822322041849342","0.889132357081782","2"
"No","2016","Hesse","Employed","711","0.785114964421446","0.758787320261254","0.811442608581638","2"
"No","2016","Rhineland-Palatinate,Saarland","Not Employed","373","0.864263848490437","0.832224271743534","0.896303425237341","2"
"No","2016","Rhineland-Palatinate,Saarland","Employed","683","0.789415394389181","0.762053908340227","0.816776880438136","2"
"No","2016","Baden-Württemberg","Not Employed","533","0.787769200391847","0.757171433131532","0.818366967652161","2"
"No","2016","Baden-Württemberg","Employed","1304","0.732193319167469","0.711593068891017","0.752793569443922","2"
"No","2016","Bavaria","Not Employed","740","0.765626968532326","0.738445701372865","0.792808235691788","2"
"No","2016","Bavaria","Employed","1750","0.702099655126728","0.683934735061313","0.720264575192142","2"
"No","2016","Berlin","Not Employed","241","0.823828889577052","0.780207435780422","0.867450343373683","2"
"No","2016","Berlin","Employed","402","0.780362834377697","0.744290517562563","0.81643515119283","2"
"No","2016","Mecklenburg-Western Pomerania","Not Employed","167","0.911946335313281","0.871331411143495","0.952561259483066","2"
"No","2016","Mecklenburg-Western Pomerania","Employed","251","0.850279449231989","0.809285180302653","0.891273718161326","2"
"No","2016","Saxony","Not Employed","448","0.906745594653553","0.881282766809327","0.932208422497778","2"
"No","2016","Saxony","Employed","671","0.80451240600877","0.777961236610126","0.831063575407413","2"
"No","2016","Saxony-Anhalt","Not Employed","291","0.935419297906779","0.908405286759463","0.962433309054096","2"
"No","2016","Saxony-Anhalt","Employed","400","0.848791635160671","0.816088749022015","0.881494521299327","2"
"No","2016","Thuringia","Not Employed","292","0.958016379816472","0.935762937330755","0.98026982230219","2"
"No","2016","Thuringia","Employed","429","0.841219992736453","0.810017054961861","0.872422930511045","2"
"Yes","2016","Schleswig-Holstein","Not Employed","38","0.16943849229233","0.123484838556983","0.215392146027677","1"
"Yes","2016","Schleswig-Holstein","Employed","115","0.271629710682842","0.231629154229095","0.31163026713659","1"
"Yes","2016","Hamburg","Not Employed","14","","","","1"
"Yes","2016","Hamburg","Employed","52","0.235760565326938","0.181489985233479","0.290031145420398","1"
"Yes","2016","Lower Saxony","Not Employed","107","0.160772760263496","0.133829818953378","0.187715701573615","1"
"Yes","2016","Hesse","Not Employed","69","0.144272800534438","0.110867642918218","0.177677958150658","1"
"Yes","2016","Hesse","Employed","224","0.214885035578554","0.188557391418362","0.241212679738746","1"
"Yes","2016","Rhineland-Palatinate,Saarland","Not Employed","66","0.135736151509563","0.103696574762659","0.167775728256466","1"
"Yes","2016","Rhineland-Palatinate,Saarland","Employed","170","0.210584605610819","0.183223119561864","0.237946091659773","1"
"Yes","2016","Bremen","Employed","17","","","","1"
"Yes","2016","Lower Saxony","Employed","341","0.337282718682765","0.312265891521792","0.362299545843739","1"
"Yes","2016","Bremen","Not Employed","5","","","","1"
"Yes","2016","Bavaria","Not Employed","193","0.234373031467674","0.207191764308212","0.261554298627135","1"
"Yes","2016","Baden-Württemberg","Not Employed","153","0.212230799608154","0.181633032347839","0.242828566868468","1"
"Yes","2016","Baden-Württemberg","Employed","471","0.267806680832531","0.247206430556078","0.288406931108983","1"
"Yes","2016","Bavaria","Employed","685","0.297900344873272","0.279735424807858","0.316065264938686","1"
"Yes","2016","Berlin","Not Employed","52","0.176171110422948","0.132549656626317","0.219792564219578","1"
"Yes","2016","Berlin","Employed","104","0.219637165622303","0.183564848807169","0.255709482437437","1"
"Yes","2016","Brandenburg","Employed","89","0.162326265733628","0.129474610362725","0.19517792110453","1"
"Yes","2016","Brandenburg","Not Employed","33","0.0769334186218903","0.0504856024784339","0.103381234765347","1"
"Yes","2016","Mecklenburg-Western Pomerania","Employed","40","0.149720550768011","0.108726281838674","0.190714819697347","1"
"Yes","2016","Saxony","Not Employed","53","0.0932544053464473","0.0677915775022222","0.118717233190672","1"
"Yes","2016","Mecklenburg-Western Pomerania","Not Employed","20","","","","1"
"Yes","2016","North Rhine-Westphalia","Not Employed","235","0.154621209752361","0.136349281547352","0.17289313795737","1"
"Yes","2016","Saxony","Employed","186","0.195487593991231","0.168936424592587","0.222038763389874","1"
"Yes","2016","Saxony-Anhalt","Not Employed","27","","","","1"
"Yes","2016","Saxony-Anhalt","Employed","61","0.151208364839329","0.118505478700673","0.183911250977985","1"
"Yes","2016","Thuringia","Employed","98","0.158780007263547","0.127577069488955","0.189982945038139","1"
"Yes","2016","Thuringia","Not Employed","20","","","","1"
"Yes","2016","North Rhine-Westphalia","Employed","618","0.223962767085485","0.208750134588815","0.239175399582156","1"
"No","2017","Schleswig-Holstein","Not Employed","","","","","2"
"No","2017","Schleswig-Holstein","Employed","","","","","2"
"No","2017","Brandenburg","Not Employed","","","","","2"
"No","2017","Brandenburg","Employed","","","","","2"
"No","2017","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"No","2017","Mecklenburg-Western Pomerania","Employed","","","","","2"
"No","2017","Saxony","Not Employed","","","","","2"
"No","2017","Saxony","Employed","","","","","2"
"No","2017","Saxony-Anhalt","Not Employed","","","","","2"
"No","2017","Saxony-Anhalt","Employed","","","","","2"
"No","2017","Thuringia","Not Employed","","","","","2"
"No","2017","Thuringia","Employed","","","","","2"
"No","2017","Hamburg","Not Employed","","","","","2"
"No","2017","Hamburg","Employed","","","","","2"
"No","2017","Lower Saxony","Not Employed","","","","","2"
"No","2017","Lower Saxony","Employed","","","","","2"
"No","2017","Bremen","Not Employed","","","","","2"
"No","2017","Bremen","Employed","","","","","2"
"No","2017","North Rhine-Westphalia","Not Employed","","","","","2"
"No","2017","North Rhine-Westphalia","Employed","","","","","2"
"No","2017","Hesse","Not Employed","","","","","2"
"No","2017","Hesse","Employed","","","","","2"
"No","2017","Rhineland-Palatinate,Saarland","Not Employed","","","","","2"
"No","2017","Rhineland-Palatinate,Saarland","Employed","","","","","2"
"No","2017","Baden-Württemberg","Not Employed","","","","","2"
"No","2017","Baden-Württemberg","Employed","","","","","2"
"No","2017","Bavaria","Not Employed","","","","","2"
"No","2017","Bavaria","Employed","","","","","2"
"No","2017","Berlin","Not Employed","","","","","2"
"No","2017","Berlin","Employed","","","","","2"
"Yes","2017","Schleswig-Holstein","Not Employed","","","","","1"
"Yes","2017","Schleswig-Holstein","Employed","","","","","1"
"Yes","2017","Hamburg","Not Employed","","","","","1"
"Yes","2017","Hamburg","Employed","","","","","1"
"Yes","2017","Lower Saxony","Not Employed","","","","","1"
"Yes","2017","Lower Saxony","Employed","","","","","1"
"Yes","2017","Hesse","Not Employed","","","","","1"
"Yes","2017","Hesse","Employed","","","","","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Not Employed","","","","","1"
"Yes","2017","Bremen","Employed","","","","","1"
"Yes","2017","Bremen","Not Employed","","","","","1"
"Yes","2017","Baden-Württemberg","Employed","","","","","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Employed","","","","","1"
"Yes","2017","Baden-Württemberg","Not Employed","","","","","1"
"Yes","2017","Bavaria","Not Employed","","","","","1"
"Yes","2017","Bavaria","Employed","","","","","1"
"Yes","2017","Berlin","Not Employed","","","","","1"
"Yes","2017","North Rhine-Westphalia","Not Employed","","","","","1"
"Yes","2017","Brandenburg","Not Employed","","","","","1"
"Yes","2017","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Yes","2017","Berlin","Employed","","","","","1"
"Yes","2017","Brandenburg","Employed","","","","","1"
"Yes","2017","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Yes","2017","Saxony","Not Employed","","","","","1"
"Yes","2017","Saxony","Employed","","","","","1"
"Yes","2017","Saxony-Anhalt","Not Employed","","","","","1"
"Yes","2017","Thuringia","Not Employed","","","","","1"
"Yes","2017","Thuringia","Employed","","","","","1"
"Yes","2017","North Rhine-Westphalia","Employed","","","","","1"
"Yes","2017","Saxony-Anhalt","Employed","","","","","1"
"No","2018","Schleswig-Holstein","Not Employed","224","0.833814030146609","0.789079894540021","0.878548165753197","2"
"No","2018","Schleswig-Holstein","Employed","434","0.757438280975912","0.721713441867326","0.793163120084499","2"
"No","2018","Hamburg","Not Employed","126","0.866829431213619","0.811528169314318","0.922130693112921","2"
"No","2018","Hamburg","Employed","223","0.794651904784705","0.746733696465803","0.842570113103607","2"
"No","2018","Lower Saxony","Not Employed","570","0.829425184321826","0.800837213334711","0.858013155308942","2"
"No","2018","Lower Saxony","Employed","1158","0.693017784018762","0.670040885242887","0.715994682794637","2"
"No","2018","Bremen","Not Employed","77","0.844710392868271","0.766319379397862","0.923101406338679","2"
"No","2018","Bremen","Employed","100","0.836611253542971","0.771272859341262","0.90194964774468","2"
"No","2018","North Rhine-Westphalia","Not Employed","1316","0.837307571330593","0.818879794164794","0.855735348496391","2"
"No","2018","North Rhine-Westphalia","Employed","2474","0.777455313111808","0.762995950133093","0.791914676090524","2"
"No","2018","Hesse","Not Employed","346","0.864179356000494","0.831177926155677","0.89718078584531","2"
"No","2018","Hesse","Employed","781","0.777315812255393","0.751993570314316","0.80263805419647","2"
"No","2018","Rhineland-Palatinate,Saarland","Not Employed","353","0.827568509237936","0.791136482258206","0.864000536217666","2"
"No","2018","Rhineland-Palatinate,Saarland","Employed","711","0.802287657940643","0.775958583072124","0.828616732809162","2"
"No","2018","Baden-Württemberg","Not Employed","484","0.74946555053432","0.715709175806005","0.783221925262635","2"
"No","2018","Baden-Württemberg","Employed","1271","0.702883332669963","0.681447956891758","0.724318708448169","2"
"No","2018","Bavaria","Not Employed","729","0.760558792566569","0.733465144617372","0.787652440515765","2"
"No","2018","Bavaria","Employed","1780","0.697838691494857","0.679910157894792","0.715767225094923","2"
"No","2018","Berlin","Not Employed","221","0.829026667130515","0.78428500867936","0.87376832558167","2"
"No","2018","Berlin","Employed","469","0.78580242868716","0.753083914277985","0.818520943096335","2"
"No","2018","Brandenburg","Not Employed","350","0.899302632556937","0.869550794145103","0.929054470968771","2"
"No","2018","Brandenburg","Employed","429","0.755104048362545","0.719582810174322","0.790625286550768","2"
"No","2018","Mecklenburg-Western Pomerania","Not Employed","194","0.894436690977964","0.853924731001017","0.934948650954911","2"
"No","2018","Mecklenburg-Western Pomerania","Employed","282","0.865115865914924","0.828315539850246","0.901916191979602","2"
"No","2018","Saxony","Not Employed","490","0.90636486966454","0.881906878622111","0.930822860706969","2"
"No","2018","Saxony","Employed","755","0.778562429082675","0.752684928876342","0.804439929289008","2"
"No","2018","Saxony-Anhalt","Not Employed","304","0.935618216044558","0.909097760507031","0.962138671582085","2"
"No","2018","Saxony-Anhalt","Employed","439","0.819907483999912","0.787346204812155","0.852468763187669","2"
"No","2018","Thuringia","Not Employed","282","0.931636928861196","0.903498296768394","0.959775560953998","2"
"No","2018","Thuringia","Employed","456","0.807861968476204","0.775375753244529","0.840348183707878","2"
"Yes","2018","Schleswig-Holstein","Not Employed","42","0.166185969853391","0.121451834246803","0.210920105459979","1"
"Yes","2018","Schleswig-Holstein","Employed","119","0.242561719024087","0.206836879915501","0.278286558132674","1"
"Yes","2018","Hamburg","Not Employed","19","","","","1"
"Yes","2018","Hamburg","Employed","50","0.205348095215295","0.157429886896393","0.253266303534197","1"
"Yes","2018","Lower Saxony","Not Employed","95","0.170574815678174","0.141986844691058","0.199162786665289","1"
"Yes","2018","Lower Saxony","Employed","390","0.306982215981238","0.284005317205363","0.329959114757113","1"
"Yes","2018","Bremen","Not Employed","5","","","","1"
"Yes","2018","Bremen","Employed","23","","","","1"
"Yes","2018","Rhineland-Palatinate,Saarland","Not Employed","60","0.172431490762064","0.135999463782334","0.208863517741794","1"
"Yes","2018","Rhineland-Palatinate,Saarland","Employed","168","0.197712342059357","0.171383267190838","0.224041416927876","1"
"Yes","2018","Baden-Württemberg","Employed","475","0.297116667330037","0.275681291551831","0.318552043108242","1"
"Yes","2018","Bavaria","Not Employed","224","0.239441207433432","0.212347559484235","0.266534855382628","1"
"Yes","2018","Bavaria","Employed","740","0.302161308505143","0.284232774905077","0.320089842105208","1"
"Yes","2018","Baden-Württemberg","Not Employed","149","0.25053444946568","0.216778074737365","0.284290824193995","1"
"Yes","2018","North Rhine-Westphalia","Not Employed","225","0.162692428669408","0.144264651503609","0.181120205835206","1"
"Yes","2018","Hesse","Employed","256","0.222684187744607","0.19736194580353","0.248006429685684","1"
"Yes","2018","North Rhine-Westphalia","Employed","705","0.222544686888192","0.208085323909476","0.237004049866907","1"
"Yes","2018","Hesse","Not Employed","68","0.135820643999506","0.10281921415469","0.168822073844323","1"
"Yes","2018","Berlin","Not Employed","51","0.170973332869485","0.12623167441833","0.21571499132064","1"
"Yes","2018","Berlin","Employed","135","0.21419757131284","0.181479056903665","0.246916085722015","1"
"Yes","2018","Brandenburg","Not Employed","43","0.100697367443063","0.0709455290312291","0.130449205854897","1"
"Yes","2018","Brandenburg","Employed","134","0.244895951637455","0.209374713449232","0.280417189825678","1"
"Yes","2018","Mecklenburg-Western Pomerania","Employed","49","0.134884134085076","0.0980838080203979","0.171684460149754","1"
"Yes","2018","Mecklenburg-Western Pomerania","Not Employed","27","","","","1"
"Yes","2018","Saxony","Employed","234","0.221437570917325","0.195560070710992","0.247315071123658","1"
"Yes","2018","Saxony-Anhalt","Employed","96","0.180092516000088","0.147531236812331","0.212653795187845","1"
"Yes","2018","Thuringia","Employed","109","0.192138031523796","0.159651816292122","0.224624246755471","1"
"Yes","2018","Saxony","Not Employed","55","0.09363513033546","0.0691771392930314","0.118093121377889","1"
"Yes","2018","Saxony-Anhalt","Not Employed","25","","","","1"
"Yes","2018","Thuringia","Not Employed","27","","","","1"
