"ple0098_v5","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Yes","2012","Saxony-Anhalt","lower secondary degree","13","","",""
"Yes","2012","Saxony-Anhalt","secondary school degree","61","0.139534886137316","0.107304564406994","0.171765207867638"
"Yes","2012","Saxony-Anhalt","college entrance qualification","43","0.206090753923475","0.150447213371156","0.261734294475793"
"Yes","2012","Saxony-Anhalt","Other degree","1","","",""
"Yes","2012","Saxony-Anhalt","no degree/no degree yet","1","","",""
"Yes","2012","Thuringia","lower secondary degree","18","","",""
"Yes","2012","Thuringia","secondary school degree","54","0.110096579373134","0.0812085330974783","0.13898462564879"
"Yes","2012","Thuringia","college entrance qualification","51","0.265367996368289","0.202914512272045","0.327821480464533"
"Yes","2012","Thuringia","Other degree","","","",""
"Yes","2012","Thuringia","no degree/no degree yet","","","",""
"No","2012","Schleswig-Holstein","lower secondary degree","242","0.86399899083249","0.824061336262036","0.903936645402943"
"No","2012","Schleswig-Holstein","secondary school degree","198","0.727155711916599","0.673927350852388","0.78038407298081"
"No","2012","Schleswig-Holstein","college entrance qualification","135","0.735482562987983","0.672765655727383","0.798199470248584"
"No","2012","Schleswig-Holstein","Other degree","55","0.914496658097686","0.844324347073593","0.984668969121779"
"No","2012","Schleswig-Holstein","no degree/no degree yet","34","0.963020711908418","0.903794647527349","1.02224677628949"
"No","2012","Hamburg","lower secondary degree","69","0.818506283009854","0.737516493360704","0.899496072659004"
"No","2012","Hamburg","secondary school degree","75","0.764717183312669","0.68199291511583","0.847441451509509"
"No","2012","Hamburg","college entrance qualification","87","0.618223033335605","0.535029437586562","0.701416629084647"
"No","2012","Hamburg","Other degree","28","","",""
"No","2012","Hamburg","no degree/no degree yet","7","","",""
"No","2012","Lower Saxony","lower secondary degree","619","0.857408232002061","0.832164393188606","0.882652070815515"
"No","2012","Lower Saxony","secondary school degree","538","0.728142088911471","0.696215116811925","0.760069061011017"
"No","2012","Lower Saxony","college entrance qualification","307","0.633536768472305","0.58974194999811","0.6773315869465"
"No","2012","Lower Saxony","Other degree","127","0.910435058516353","0.862963422332692","0.957906694700014"
"No","2012","Lower Saxony","no degree/no degree yet","79","0.922205240457318","0.864925978657175","0.979484502257461"
"No","2012","Bremen","lower secondary degree","43","0.980576851443622","0.940695505257239","1.02045819763001"
"No","2012","Bremen","secondary school degree","33","0.839115951265685","0.732937433800692","0.945294468730677"
"No","2012","Bremen","college entrance qualification","34","0.666245723330761","0.538078476285179","0.794412970376343"
"No","2012","Bremen","Other degree","13","","",""
"No","2012","Bremen","no degree/no degree yet","5","","",""
"No","2012","North Rhine-Westphalia","lower secondary degree","1259","0.831911052180693","0.812968206676953","0.850853897684433"
"No","2012","North Rhine-Westphalia","secondary school degree","816","0.744457474721768","0.718646980785545","0.77026796865799"
"No","2012","North Rhine-Westphalia","college entrance qualification","784","0.638343813057438","0.611665132550097","0.665022493564779"
"No","2012","North Rhine-Westphalia","Other degree","463","0.949576379322116","0.930241231145451","0.968911527498782"
"No","2012","North Rhine-Westphalia","no degree/no degree yet","206","0.954941314658345","0.927897280788806","0.981985348527884"
"No","2012","Hesse","lower secondary degree","339","0.817941056778643","0.781253343873982","0.854628769683304"
"No","2012","Hesse","secondary school degree","295","0.6562633928664","0.611579067136925","0.700947718595874"
"No","2012","Hesse","college entrance qualification","307","0.761793514473376","0.722214633433057","0.801372395513695"
"No","2012","Hesse","Other degree","152","0.951923647874696","0.919380402662801","0.984466893086592"
"No","2012","Hesse","no degree/no degree yet","75","0.950629250832016","0.903156593453163","0.998101908210868"
"No","2012","Rhineland-Palatinate,Saarland","lower secondary degree","458","0.8244299626108","0.79280625545902","0.856053669762579"
"No","2012","Rhineland-Palatinate,Saarland","secondary school degree","215","0.711939666202196","0.661116525856651","0.76276280654774"
"No","2012","Rhineland-Palatinate,Saarland","college entrance qualification","184","0.704099837862734","0.649143867864043","0.759055807861426"
"No","2012","Rhineland-Palatinate,Saarland","Other degree","102","0.898688194883267","0.842805978217317","0.954570411549217"
"No","2012","Rhineland-Palatinate,Saarland","no degree/no degree yet","42","0.883248840243018","0.789424833880827","0.977072846605209"
"No","2012","Baden-Württemberg","lower secondary degree","720","0.789030221962721","0.762492593541717","0.815567850383726"
"No","2012","Baden-Württemberg","secondary school degree","520","0.62483140309141","0.591154472367147","0.658508333815674"
"No","2012","Baden-Württemberg","college entrance qualification","400","0.600627689453174","0.563896973856363","0.637358405049985"
"No","2012","Baden-Württemberg","Other degree","239","0.892041066348683","0.854887337161341","0.929194795536026"
"No","2012","Baden-Württemberg","no degree/no degree yet","91","0.903015089615131","0.844423586262333","0.961606592967928"
"No","2012","Bavaria","lower secondary degree","1110","0.771364042856252","0.749815276798292","0.792912808914212"
"No","2012","Bavaria","secondary school degree","660","0.631376723952039","0.601971568304235","0.660781879599844"
"No","2012","Bavaria","college entrance qualification","459","0.682882620701398","0.648677089239263","0.717088152163533"
"No","2012","Bavaria","Other degree","266","0.883319594262334","0.847171560916467","0.919467627608201"
"No","2012","Bavaria","no degree/no degree yet","88","0.925863065756285","0.873725240139723","0.978000891372847"
"No","2012","Berlin","lower secondary degree","152","0.813459146943374","0.756393278844462","0.870525015042286"
"No","2012","Berlin","secondary school degree","227","0.794590452148883","0.748172756037059","0.841008148260708"
"No","2012","Berlin","college entrance qualification","230","0.699618824430501","0.649074586935041","0.750163061925961"
"No","2012","Berlin","Other degree","46","0.890917080114227","0.805359198564898","0.976474961663556"
"No","2012","Berlin","no degree/no degree yet","24","","",""
"No","2012","Brandenburg","lower secondary degree","235","0.922361263909105","0.890019777731465","0.954702750086745"
"No","2012","Brandenburg","secondary school degree","368","0.806132047024633","0.76972754492893","0.842536549120337"
"No","2012","Brandenburg","college entrance qualification","174","0.783346906490554","0.729277055450417","0.837416757530692"
"No","2012","Brandenburg","Other degree","34","0.911972128526205","0.818104693212134","1.00583956384028"
"No","2012","Brandenburg","no degree/no degree yet","18","","",""
"No","2012","Mecklenburg-Western Pomerania","lower secondary degree","123","0.948528977551684","0.910691764320665","0.986366190782704"
"No","2012","Mecklenburg-Western Pomerania","secondary school degree","262","0.846304863550606","0.805961473971985","0.886648253129227"
"No","2012","Mecklenburg-Western Pomerania","college entrance qualification","82","0.761661833571071","0.680931992763841","0.842391674378301"
"No","2012","Mecklenburg-Western Pomerania","Other degree","15","","",""
"No","2012","Mecklenburg-Western Pomerania","no degree/no degree yet","20","","",""
"No","2012","Saxony","lower secondary degree","348","0.933527854277488","0.9082816681724","0.958774040382577"
"No","2012","Saxony","secondary school degree","680","0.804033602169137","0.777190274519815","0.830876929818459"
"No","2012","Saxony","college entrance qualification","308","0.765090849993854","0.724154798170109","0.806026901817599"
"No","2012","Saxony","Other degree","33","0.958240017657733","0.891967819787756","1.02451221552771"
"No","2012","Saxony","no degree/no degree yet","22","","",""
"No","2012","Saxony-Anhalt","lower secondary degree","248","0.958257052636884","0.933993163968081","0.982520941305688"
"No","2012","Saxony-Anhalt","secondary school degree","383","0.860465113862684","0.828234792132362","0.892695435593006"
"No","2012","Saxony-Anhalt","college entrance qualification","160","0.793909246076525","0.738265705524207","0.849552786628844"
"No","2012","Saxony-Anhalt","Other degree","21","","",""
"No","2012","Saxony-Anhalt","no degree/no degree yet","20","","",""
"No","2012","Thuringia","lower secondary degree","291","0.948632169423729","0.924019235396959","0.973245103450499"
"No","2012","Thuringia","secondary school degree","397","0.889903420626866","0.86101537435121","0.918791466902522"
"No","2012","Thuringia","college entrance qualification","141","0.734632003631711","0.672178519535467","0.797085487727955"
"No","2012","Thuringia","Other degree","16","","",""
"No","2012","Thuringia","no degree/no degree yet","11","","",""
"Yes","2013","Schleswig-Holstein","lower secondary degree","42","0.221178653632294","0.161209253072575","0.281148054192014"
"Yes","2013","Schleswig-Holstein","secondary school degree","43","0.308555182281156","0.235365887742943","0.38174447681937"
"Yes","2013","Schleswig-Holstein","college entrance qualification","32","0.341486183289523","0.248543093692329","0.434429272886716"
"Yes","2013","Schleswig-Holstein","Other degree","5","","",""
"Yes","2013","Schleswig-Holstein","no degree/no degree yet","4","","",""
"Yes","2013","Hamburg","lower secondary degree","16","","",""
"Yes","2013","Hamburg","secondary school degree","19","","",""
"Yes","2013","Hamburg","college entrance qualification","27","","",""
"Yes","2013","Hamburg","Other degree","2","","",""
"Yes","2013","Hamburg","no degree/no degree yet","1","","",""
"Yes","2013","Lower Saxony","lower secondary degree","95","0.140595310258029","0.111623888918334","0.169566731597725"
"Yes","2013","Lower Saxony","secondary school degree","144","0.318376431368712","0.276483182585671","0.360269680151754"
"Yes","2013","Lower Saxony","college entrance qualification","110","0.355055034266503","0.302542628469217","0.407567440063789"
"Yes","2013","Lower Saxony","Other degree","12","","",""
"Yes","2013","Lower Saxony","no degree/no degree yet","9","","",""
"Yes","2013","Bremen","lower secondary degree","4","","",""
"Yes","2013","Bremen","secondary school degree","11","","",""
"Yes","2013","Bremen","college entrance qualification","5","","",""
"Yes","2013","Bremen","Other degree","2","","",""
"Yes","2013","Bremen","no degree/no degree yet","","","",""
"Yes","2013","North Rhine-Westphalia","lower secondary degree","210","0.184199468418574","0.161218189786428","0.20718074705072"
"Yes","2013","North Rhine-Westphalia","secondary school degree","218","0.287203619157789","0.2538991381323","0.320508100183278"
"Yes","2013","North Rhine-Westphalia","college entrance qualification","334","0.391274464888042","0.357582054397524","0.42496687537856"
"Yes","2013","North Rhine-Westphalia","Other degree","20","","",""
"Yes","2013","North Rhine-Westphalia","no degree/no degree yet","18","","",""
"Yes","2013","Hesse","lower secondary degree","79","0.229013268848597","0.183045931334299","0.274980606362895"
"Yes","2013","Hesse","secondary school degree","115","0.408835848512134","0.351958980609474","0.465712716414795"
"Yes","2013","Hesse","college entrance qualification","108","0.309227759311579","0.257612346168676","0.360843172454482"
"Yes","2013","Hesse","Other degree","8","","",""
"Yes","2013","Hesse","no degree/no degree yet","3","","",""
"Yes","2013","Rhineland-Palatinate,Saarland","lower secondary degree","85","0.219178583074565","0.180077500721871","0.258279665427258"
"Yes","2013","Rhineland-Palatinate,Saarland","secondary school degree","66","0.286193927515386","0.223553686560169","0.348834168470602"
"Yes","2013","Rhineland-Palatinate,Saarland","college entrance qualification","43","0.231627908285845","0.164780648479237","0.298475168092452"
"Yes","2013","Rhineland-Palatinate,Saarland","Other degree","4","","",""
"Yes","2013","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes","2013","Baden-Württemberg","lower secondary degree","143","0.214429825051555","0.182482202040916","0.246377448062193"
