"ple0098_v5","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2000","Saxony-Anhalt","general elemantary","96","0.991019834042754","0.972246319714684","1.00979334837082"
"No","2000","Saxony-Anhalt","middle vocational","530","0.959678962894044","0.943179089792521","0.976178835995567"
"No","2000","Saxony-Anhalt","vocational + Abi","25","","",""
"No","2000","Saxony-Anhalt","higher vocational","104","0.956800910036651","0.918279312366446","0.995322507706857"
"No","2000","Saxony-Anhalt","higher education","207","0.969287463399043","0.946170789545451","0.992404137252636"
"No","2000","Thuringia","in school","25","","",""
"No","2000","Thuringia","inadequately","2","","",""
"No","2000","Thuringia","general elemantary","73","0.9937895898256","0.9758901435968","1.0116890360544"
"No","2000","Thuringia","middle vocational","619","0.952388985868476","0.935968245658106","0.968809726078846"
"No","2000","Thuringia","vocational + Abi","14","","",""
"No","2000","Thuringia","higher vocational","76","0.929543552704168","0.87448759944785","0.984599505960485"
"No","2000","Thuringia","higher education","151","0.957213939695195","0.925658429648314","0.988769449742077"
"Yes","2001","Schleswig-Holstein","in school","","","",""
"Yes","2001","Schleswig-Holstein","inadequately","","","",""
"Yes","2001","Schleswig-Holstein","general elemantary","2","","",""
"Yes","2001","Schleswig-Holstein","middle vocational","26","","",""
"Yes","2001","Schleswig-Holstein","vocational + Abi","2","","",""
"Yes","2001","Schleswig-Holstein","higher vocational","4","","",""
"Yes","2001","Schleswig-Holstein","higher education","12","","",""
"Yes","2001","Hamburg","in school","","","",""
"Yes","2001","Hamburg","inadequately","","","",""
"Yes","2001","Hamburg","general elemantary","","","",""
"Yes","2001","Hamburg","middle vocational","11","","",""
"Yes","2001","Hamburg","vocational + Abi","1","","",""
"Yes","2001","Hamburg","higher vocational","2","","",""
"Yes","2001","Hamburg","higher education","4","","",""
"Yes","2001","Lower Saxony","in school","4","","",""
"Yes","2001","Lower Saxony","inadequately","1","","",""
"Yes","2001","Lower Saxony","general elemantary","4","","",""
"Yes","2001","Lower Saxony","middle vocational","83","0.101373469900101","0.0818170515943296","0.120929888205873"
"Yes","2001","Lower Saxony","vocational + Abi","17","","",""
"Yes","2001","Lower Saxony","higher vocational","18","","",""
"Yes","2001","Lower Saxony","higher education","26","","",""
"Yes","2001","Bremen","in school","","","",""
"Yes","2001","Bremen","inadequately","","","",""
"Yes","2001","Bremen","general elemantary","2","","",""
"Yes","2001","Bremen","middle vocational","5","","",""
"Yes","2001","Bremen","vocational + Abi","2","","",""
"Yes","2001","Bremen","higher vocational","","","",""
"Yes","2001","Bremen","higher education","2","","",""
"Yes","2001","North Rhine-Westphalia","in school","4","","",""
"Yes","2001","North Rhine-Westphalia","inadequately","2","","",""
"Yes","2001","North Rhine-Westphalia","general elemantary","21","","",""
"Yes","2001","North Rhine-Westphalia","middle vocational","264","0.134713312875365","0.120231116886533","0.149195508864197"
"Yes","2001","North Rhine-Westphalia","vocational + Abi","48","0.165029830929378","0.122598062420089","0.207461599438668"
"Yes","2001","North Rhine-Westphalia","higher vocational","52","0.179948238167987","0.136623190221203","0.223273286114772"
"Yes","2001","North Rhine-Westphalia","higher education","115","0.304208342275299","0.259944489662424","0.348472194888174"
"Yes","2001","Hesse","in school","","","",""
"Yes","2001","Hesse","inadequately","","","",""
"Yes","2001","Hesse","general elemantary","3","","",""
"Yes","2001","Hesse","middle vocational","52","0.0757223707287087","0.0558964501423484","0.095548291315069"
"Yes","2001","Hesse","vocational + Abi","18","","",""
"Yes","2001","Hesse","higher vocational","7","","",""
"Yes","2001","Hesse","higher education","25","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","in school","3","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","general elemantary","6","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","middle vocational","48","0.0749566940298186","0.0548522703515687","0.0950611177080685"
"Yes","2001","Rhineland-Palatinate,Saarland","vocational + Abi","5","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","higher vocational","8","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","higher education","5","","",""
"Yes","2001","Baden-Württemberg","in school","4","","",""
"Yes","2001","Baden-Württemberg","inadequately","","","",""
"Yes","2001","Baden-Württemberg","general elemantary","22","","",""
"Yes","2001","Baden-Württemberg","middle vocational","145","0.148846776321332","0.128139463180087","0.169554089462578"
"Yes","2001","Baden-Württemberg","vocational + Abi","7","","",""
"Yes","2001","Baden-Württemberg","higher vocational","25","","",""
"Yes","2001","Baden-Württemberg","higher education","59","0.268806982803903","0.212717845416377","0.324896120191429"
"Yes","2001","Bavaria","in school","2","","",""
"Yes","2001","Bavaria","inadequately","","","",""
"Yes","2001","Bavaria","general elemantary","22","","",""
"Yes","2001","Bavaria","middle vocational","174","0.118004977646431","0.101807818922797","0.134202136370066"
"Yes","2001","Bavaria","vocational + Abi","21","","",""
"Yes","2001","Bavaria","higher vocational","23","","",""
"Yes","2001","Bavaria","higher education","51","0.213970620158907","0.16514363517344","0.262797605144374"
"Yes","2001","Berlin","in school","3","","",""
"Yes","2001","Berlin","inadequately","","","",""
"Yes","2001","Berlin","general elemantary","4","","",""
"Yes","2001","Berlin","middle vocational","20","","",""
"Yes","2001","Berlin","vocational + Abi","2","","",""
"Yes","2001","Berlin","higher vocational","7","","",""
"Yes","2001","Berlin","higher education","23","","",""
"Yes","2001","Brandenburg","in school","2","","",""
"Yes","2001","Brandenburg","inadequately","1","","",""
"Yes","2001","Brandenburg","general elemantary","4","","",""
"Yes","2001","Brandenburg","middle vocational","18","","",""
"Yes","2001","Brandenburg","vocational + Abi","1","","",""
"Yes","2001","Brandenburg","higher vocational","4","","",""
"Yes","2001","Brandenburg","higher education","14","","",""
"Yes","2001","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2001","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2001","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Yes","2001","Mecklenburg-Western Pomerania","middle vocational","8","","",""
"Yes","2001","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"Yes","2001","Mecklenburg-Western Pomerania","higher vocational","1","","",""
"Yes","2001","Mecklenburg-Western Pomerania","higher education","3","","",""
"Yes","2001","Saxony","in school","6","","",""
"Yes","2001","Saxony","inadequately","","","",""
"Yes","2001","Saxony","general elemantary","5","","",""
"Yes","2001","Saxony","middle vocational","36","0.0378085343872475","0.0252494811423218","0.0503675876321732"
"Yes","2001","Saxony","vocational + Abi","","","",""
"Yes","2001","Saxony","higher vocational","6","","",""
"Yes","2001","Saxony","higher education","24","","",""
"Yes","2001","Saxony-Anhalt","in school","1","","",""
"Yes","2001","Saxony-Anhalt","inadequately","","","",""
"Yes","2001","Saxony-Anhalt","general elemantary","2","","",""
"Yes","2001","Saxony-Anhalt","middle vocational","19","","",""
"Yes","2001","Saxony-Anhalt","vocational + Abi","3","","",""
"Yes","2001","Saxony-Anhalt","higher vocational","","","",""
"Yes","2001","Saxony-Anhalt","higher education","11","","",""
"Yes","2001","Thuringia","in school","1","","",""
"Yes","2001","Thuringia","inadequately","","","",""
"Yes","2001","Thuringia","general elemantary","1","","",""
"Yes","2001","Thuringia","middle vocational","13","","",""
"Yes","2001","Thuringia","vocational + Abi","1","","",""
"Yes","2001","Thuringia","higher vocational","3","","",""
"Yes","2001","Thuringia","higher education","9","","",""
"No","2001","Schleswig-Holstein","in school","17","","",""
"No","2001","Schleswig-Holstein","inadequately","6","","",""
"No","2001","Schleswig-Holstein","general elemantary","86","0.976339083604819","0.944583297148752","1.00809487006089"
"No","2001","Schleswig-Holstein","middle vocational","297","0.914614393949541","0.884138378963323","0.94509040893576"
"No","2001","Schleswig-Holstein","vocational + Abi","24","","",""
"No","2001","Schleswig-Holstein","higher vocational","42","0.954213295772343","0.893809866026833","1.01461672551785"
"No","2001","Schleswig-Holstein","higher education","31","0.672674811974539","0.532423749725715","0.812925874223362"
"No","2001","Hamburg","in school","3","","",""
"No","2001","Hamburg","inadequately","2","","",""
"No","2001","Hamburg","general elemantary","25","","",""
"No","2001","Hamburg","middle vocational","119","0.950903756359282","0.913761453313689","0.988046059404876"
"No","2001","Hamburg","vocational + Abi","14","","",""
"No","2001","Hamburg","higher vocational","14","","",""
"No","2001","Hamburg","higher education","31","0.926035406515897","0.839331273047733","1.01273953998406"
"No","2001","Lower Saxony","in school","40","0.848071100622194","0.742009523506231","0.954132677738157"
"No","2001","Lower Saxony","inadequately","26","","",""
"No","2001","Lower Saxony","general elemantary","281","0.989693365417656","0.977967782834403","1.00141894800091"
"No","2001","Lower Saxony","middle vocational","832","0.898626530099899","0.879070111794127","0.91818294840567"
"No","2001","Lower Saxony","vocational + Abi","85","0.844019670609343","0.773605639813163","0.914433701405524"
"No","2001","Lower Saxony","higher vocational","93","0.859098514794592","0.794374437001565","0.92382259258762"
"No","2001","Lower Saxony","higher education","126","0.802009899429128","0.738661171330949","0.865358627527308"
"No","2001","Bremen","in school","1","","",""
"No","2001","Bremen","inadequately","2","","",""
"No","2001","Bremen","general elemantary","20","","",""
"No","2001","Bremen","middle vocational","70","0.922224508797123","0.861612710334337","0.982836307259908"
"No","2001","Bremen","vocational + Abi","13","","",""
"No","2001","Bremen","higher vocational","10","","",""
"No","2001","Bremen","higher education","20","","",""
"No","2001","North Rhine-Westphalia","in school","79","0.966162766756458","0.927264377694418","1.0050611558185"
"No","2001","North Rhine-Westphalia","inadequately","117","0.976288473470781","0.948951939537212","1.00362500740435"
"No","2001","North Rhine-Westphalia","general elemantary","651","0.971566416054569","0.958999882252555","0.984132949856583"
"No","2001","North Rhine-Westphalia","middle vocational","1871","0.865286687124635","0.850804491135803","0.879768883113467"
"No","2001","North Rhine-Westphalia","vocational + Abi","246","0.834970169070622","0.792538400561332","0.877401937579911"
"No","2001","North Rhine-Westphalia","higher vocational","250","0.820051761832013","0.776726713885228","0.863376809778797"
"No","2001","North Rhine-Westphalia","higher education","300","0.695791657724701","0.651527805111826","0.740055510337576"
"No","2001","Hesse","in school","27","","",""
"No","2001","Hesse","inadequately","25","","",""
"No","2001","Hesse","general elemantary","228","0.987463199328032","0.973115048901233","1.00181134975483"
"No","2001","Hesse","middle vocational","632","0.924277629271291","0.904451708684931","0.944103549857652"
"No","2001","Hesse","vocational + Abi","80","0.774164228289917","0.691379930324792","0.856948526255042"
"No","2001","Hesse","higher vocational","61","0.853600853194574","0.769579373076403","0.937622333312745"
"No","2001","Hesse","higher education","131","0.855747930162402","0.800613899015896","0.910881961308908"
"No","2001","Rhineland-Palatinate,Saarland","in school","21","","",""
"No","2001","Rhineland-Palatinate,Saarland","inadequately","27","","",""
"No","2001","Rhineland-Palatinate,Saarland","general elemantary","228","0.975431988162869","0.955597378164792","0.995266598160946"
"No","2001","Rhineland-Palatinate,Saarland","middle vocational","611","0.925043305970181","0.904938882291931","0.945147729648431"
"No","2001","Rhineland-Palatinate,Saarland","vocational + Abi","51","0.880102045691623","0.79502224195901","0.965181849424236"
"No","2001","Rhineland-Palatinate,Saarland","higher vocational","76","0.912812576958997","0.852483570038354","0.97314158387964"
"No","2001","Rhineland-Palatinate,Saarland","higher education","73","0.942167372639527","0.890364805605349","0.993969939673706"
"No","2001","Baden-Württemberg","in school","48","0.923923033511142","0.851863589006711","0.995982478015573"
"No","2001","Baden-Württemberg","inadequately","54","1","1","1"
"No","2001","Baden-Württemberg","general elemantary","495","0.951547589535244","0.933038895763415","0.970056283307072"
"No","2001","Baden-Württemberg","middle vocational","990","0.851153223678668","0.830445910537422","0.871860536819913"
"No","2001","Baden-Württemberg","vocational + Abi","102","0.936633313291665","0.890898159695452","0.982368466887878"
"No","2001","Baden-Württemberg","higher vocational","154","0.841443549468035","0.787934649139844","0.894952449796225"
"No","2001","Baden-Württemberg","higher education","181","0.731193017196097","0.675103879808571","0.787282154583623"
"No","2001","Bavaria","in school","41","0.955772687928624","0.8943206281816","1.01722474767565"
