"ple0098_v5","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2010","Single parent ","higher vocational","20","","","","1"
"Yes","2010","Single parent ","higher education","67","0.293030057790206","0.236834190168275","0.349225925412138","1"
"Yes","2010","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2010","Couple + C. LE 16 ","inadequately","5","","","","1"
"Yes","2010","Couple + C. LE 16 ","general elemantary","35","0.0618426430417768","0.0427593093087489","0.0809259767748047","1"
"Yes","2010","Couple + C. LE 16 ","middle vocational","661","0.200206305746858","0.18679525203561","0.213617359458106","1"
"Yes","2010","Couple + C. LE 16 ","vocational + Abi","215","0.282717620015533","0.25091050730767","0.314524732723395","1"
"Yes","2010","Couple + C. LE 16 ","higher vocational","124","0.291011160398196","0.248227428449315","0.333794892347078","1"
"Yes","2010","Couple + C. LE 16 ","higher education","360","0.270454880227912","0.246391770175763","0.29451799028006","1"
"Yes","2010","1-pers.-HH","in school","","","","","1"
"Yes","2010","1-pers.-HH","inadequately","","","","","1"
"Yes","2010","1-pers.-HH","general elemantary","30","0.0844589225491308","0.0561248556724326","0.112792989425829","1"
"Yes","2010","1-pers.-HH","middle vocational","219","0.170727058825278","0.150257396827611","0.191196720822945","1"
"Yes","2010","1-pers.-HH","vocational + Abi","39","0.333852574449067","0.249122585059622","0.418582563838513","1"
"Yes","2010","1-pers.-HH","higher vocational","39","0.26330458786365","0.195061087369556","0.331548088357744","1"
"Yes","2010","1-pers.-HH","higher education","123","0.320118361392026","0.274053270870465","0.366183451913586","1"
"Yes","2010","(Married) couple without C. ","in school","","","","","1"
"Yes","2010","(Married) couple without C. ","inadequately","1","","","","1"
"Yes","2010","(Married) couple without C. ","general elemantary","48","0.0837720469777231","0.0582314992803516","0.109312594675095","1"
"Yes","2010","(Married) couple without C. ","middle vocational","650","0.209827992457296","0.195161663549423","0.224494321365169","1"
"Yes","2010","(Married) couple without C. ","vocational + Abi","99","0.375111319978228","0.315216033820785","0.435006606135671","1"
"Yes","2010","(Married) couple without C. ","higher vocational","94","0.224024832314824","0.184570796261131","0.263478868368517","1"
"Yes","2010","(Married) couple without C. ","higher education","386","0.370894815862942","0.342426777587121","0.399362854138762","1"
"Yes","2010","Couple + C. GT 16 ","in school","12","","","","1"
"Yes","2010","Couple + C. GT 16 ","inadequately","1","","","","1"
"Yes","2010","Couple + C. GT 16 ","general elemantary","27","","","","1"
"Yes","2010","Couple + C. GT 16 ","middle vocational","212","0.166939045925494","0.146612378485369","0.187265713365618","1"
"Yes","2010","Couple + C. GT 16 ","vocational + Abi","38","0.316915716445135","0.237240825376151","0.396590607514119","1"
"Yes","2010","Couple + C. GT 16 ","higher vocational","38","0.192289213630441","0.132156400439251","0.25242202682163","1"
"Yes","2010","Couple + C. GT 16 ","higher education","109","0.294409112204712","0.246315139885714","0.34250308452371","1"
"Yes","2010","Couple + C. LE and GT 16","in school","21","","","","1"
"Yes","2010","Couple + C. LE and GT 16","inadequately","2","","","","1"
"Yes","2010","Couple + C. LE and GT 16","general elemantary","17","","","","1"
"Yes","2010","Couple + C. LE and GT 16","middle vocational","111","0.169504735755926","0.139730359524281","0.199279111987571","1"
"Yes","2010","Couple + C. LE and GT 16","vocational + Abi","20","","","","1"
"Yes","2010","Couple + C. LE and GT 16","higher vocational","21","","","","1"
"Yes","2010","Couple + C. LE and GT 16","higher education","43","0.328578820136457","0.256026308028258","0.401131332244656","1"
"No","2011","1-pers.-HH","in school","7","","","","2"
"No","2011","1-pers.-HH","inadequately","44","0.987442029747982","0.954906538874825","1.01997752062114","2"
"No","2011","1-pers.-HH","general elemantary","445","0.913340056834858","0.888250096302303","0.938430017367414","2"
"No","2011","1-pers.-HH","middle vocational","1390","0.831155363751182","0.813209882704257","0.849100844798106","2"
"No","2011","1-pers.-HH","vocational + Abi","134","0.715091340808438","0.649872546842316","0.78031013477456","2"
"No","2011","1-pers.-HH","higher vocational","135","0.756862974170228","0.694540228677518","0.819185719662939","2"
"No","2011","1-pers.-HH","higher education","341","0.659162483933894","0.617657603727593","0.700667364140195","2"
"No","2011","(Married) couple without C. ","in school","","","","","2"
"No","2011","(Married) couple without C. ","inadequately","65","0.9865638060062","0.958995415512814","1.01413219649959","2"
"No","2011","(Married) couple without C. ","general elemantary","581","0.883927542015731","0.859582518852887","0.908272565178576","2"
"No","2011","(Married) couple without C. ","middle vocational","2957","0.773438120065744","0.76021702164886","0.786659218482629","2"
"No","2011","(Married) couple without C. ","vocational + Abi","196","0.603373469637027","0.550432102187257","0.656314837086796","2"
"No","2011","(Married) couple without C. ","higher vocational","409","0.792285146841148","0.757780676590884","0.826789617091412","2"
"No","2011","(Married) couple without C. ","higher education","849","0.638891886521834","0.612861745037273","0.664922028006395","2"
"No","2011","Single parent ","in school","36","0.952791197314298","0.888650480837974","1.01693191379062","2"
"No","2011","Single parent ","inadequately","29","","","","2"
"No","2011","Single parent ","general elemantary","189","0.91877873492083","0.881474784682251","0.95608268515941","2"
"No","2011","Single parent ","middle vocational","436","0.845499000285976","0.814314022690177","0.876683977881776","2"
"No","2011","Single parent ","vocational + Abi","42","0.665206945150759","0.547739140107515","0.782674750194003","2"
"No","2011","Single parent ","higher vocational","26","","","","2"
"No","2011","Single parent ","higher education","92","0.737618119730983","0.661405688784826","0.813830550677139","2"
"No","2011","Couple + C. LE 16 ","in school","","","","","2"
"No","2011","Couple + C. LE 16 ","inadequately","28","","","","2"
"No","2011","Couple + C. LE 16 ","general elemantary","155","0.919758370466003","0.878920755074991","0.960595985857015","2"
"No","2011","Couple + C. LE 16 ","middle vocational","1067","0.764700260210962","0.742344299206604","0.78705622121532","2"
"No","2011","Couple + C. LE 16 ","vocational + Abi","194","0.72779194651364","0.674993532731316","0.780590360295965","2"
"No","2011","Couple + C. LE 16 ","higher vocational","155","0.689070895546951","0.627626470372536","0.750515320721366","2"
"No","2011","Couple + C. LE 16 ","higher education","366","0.70402132246344","0.665011107994209","0.74303153693267","2"
"No","2011","Couple + C. GT 16 ","in school","97","0.868477875902592","0.806707825223645","0.930247926581539","2"
"No","2011","Couple + C. GT 16 ","inadequately","32","1","1","1","2"
"No","2011","Couple + C. GT 16 ","general elemantary","294","0.94195705379696","0.916257545940732","0.967656561653189","2"
"No","2011","Couple + C. GT 16 ","middle vocational","1181","0.822191029365302","0.802394539280858","0.841987519449745","2"
"No","2011","Couple + C. GT 16 ","vocational + Abi","116","0.710592800094107","0.640975150630559","0.780210449557655","2"
"No","2011","Couple + C. GT 16 ","higher vocational","133","0.80784289188879","0.749634789917294","0.866050993860286","2"
"No","2011","Couple + C. GT 16 ","higher education","259","0.710299115722306","0.664325587231805","0.756272644212807","2"
"No","2011","Couple + C. LE and GT 16","in school","66","0.79564156960331","0.70557621974888","0.88570691945774","2"
"No","2011","Couple + C. LE and GT 16","inadequately","9","","","","2"
"No","2011","Couple + C. LE and GT 16","general elemantary","164","0.910314040340433","0.867858798683917","0.952769281996949","2"
"No","2011","Couple + C. LE and GT 16","middle vocational","411","0.804040860437575","0.769658559892814","0.838423160982336","2"
"No","2011","Couple + C. LE and GT 16","vocational + Abi","46","0.719494106071206","0.608560678428564","0.830427533713847","2"
"No","2011","Couple + C. LE and GT 16","higher vocational","42","0.756511460124509","0.651362466023559","0.861660454225458","2"
"No","2011","Couple + C. LE and GT 16","higher education","88","0.614920415310865","0.534600500721064","0.695240329900666","2"
"Yes","2011","Single parent ","in school","6","","","","1"
"Yes","2011","Single parent ","inadequately","","","","","1"
"Yes","2011","Single parent ","general elemantary","17","","","","1"
"Yes","2011","Single parent ","middle vocational","80","0.154500999714024","0.123316022118224","0.185685977309823","1"
"Yes","2011","Single parent ","vocational + Abi","20","","","","1"
"Yes","2011","Single parent ","higher vocational","9","","","","1"
"Yes","2011","Single parent ","higher education","36","0.262381880269017","0.186169449322861","0.338594311215174","1"
"Yes","2011","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2011","Couple + C. LE 16 ","inadequately","1","","","","1"
"Yes","2011","Couple + C. LE 16 ","general elemantary","15","","","","1"
"Yes","2011","Couple + C. LE 16 ","middle vocational","316","0.235299739789038","0.21294377878468","0.257655700793396","1"
"Yes","2011","Couple + C. LE 16 ","vocational + Abi","79","0.27220805348636","0.219409639704035","0.325006467268684","1"
"Yes","2011","Couple + C. LE 16 ","higher vocational","63","0.310929104453049","0.249484679278634","0.372373529627464","1"
"Yes","2011","Couple + C. LE 16 ","higher education","160","0.29597867753656","0.25696846306733","0.33498889200579","1"
"Yes","2011","1-pers.-HH","vocational + Abi","50","0.284908659191562","0.21968986522544","0.350127453157684","1"
"Yes","2011","1-pers.-HH","higher vocational","47","0.243137025829772","0.180814280337061","0.305459771322482","1"
"Yes","2011","1-pers.-HH","higher education","160","0.340837516066106","0.299332635859805","0.382342396272407","1"
"Yes","2011","(Married) couple without C. ","in school","","","","","1"
"Yes","2011","(Married) couple without C. ","inadequately","2","","","","1"
"Yes","2011","(Married) couple without C. ","general elemantary","84","0.116072457984269","0.0917274348214245","0.140417481147113","1"
"Yes","2011","(Married) couple without C. ","middle vocational","894","0.226561879934256","0.213340781517371","0.23978297835114","1"
"Yes","2011","(Married) couple without C. ","vocational + Abi","132","0.396626530362973","0.343685162913204","0.449567897812743","1"
"Yes","2011","(Married) couple without C. ","higher vocational","122","0.207714853158852","0.173210382908588","0.242219323409116","1"
"Yes","2011","(Married) couple without C. ","higher education","459","0.361108113478166","0.335077971993605","0.387138254962727","1"
"Yes","2011","1-pers.-HH","in school","","","","","1"
"Yes","2011","1-pers.-HH","inadequately","1","","","","1"
"Yes","2011","1-pers.-HH","general elemantary","38","0.0866599431651416","0.0615699826325859","0.111749903697697","1"
"Yes","2011","1-pers.-HH","middle vocational","284","0.168844636248818","0.150899155201894","0.186790117295743","1"
"Yes","2011","Couple + C. GT 16 ","in school","18","","","","1"
"Yes","2011","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2011","Couple + C. GT 16 ","general elemantary","24","","","","1"
"Yes","2011","Couple + C. GT 16 ","middle vocational","252","0.177808970634698","0.158012480550255","0.197605460719142","1"
"Yes","2011","Couple + C. GT 16 ","vocational + Abi","47","0.289407199905893","0.219789550442345","0.359024849369441","1"
"Yes","2011","Couple + C. GT 16 ","higher vocational","43","0.19215710811121","0.133949006139714","0.250365210082706","1"
"Yes","2011","Couple + C. GT 16 ","higher education","115","0.289700884277694","0.243727355787193","0.335674412768195","1"
"Yes","2011","Couple + C. LE and GT 16","in school","11","","","","1"
"Yes","2011","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2011","Couple + C. LE and GT 16","general elemantary","10","","","","1"
"Yes","2011","Couple + C. LE and GT 16","middle vocational","101","0.195959139562425","0.161576839017664","0.230341440107186","1"
"Yes","2011","Couple + C. LE and GT 16","vocational + Abi","17","","","","1"
"Yes","2011","Couple + C. LE and GT 16","higher vocational","22","","","","1"
"Yes","2011","Couple + C. LE and GT 16","higher education","53","0.385079584689135","0.304759670099334","0.465399499278936","1"
"No","2012","1-pers.-HH","in school","6","","","","2"
"No","2012","1-pers.-HH","inadequately","44","1","1","1","2"
"No","2012","1-pers.-HH","general elemantary","439","0.914362338899216","0.889432643400308","0.939292034398124","2"
"No","2012","1-pers.-HH","middle vocational","1437","0.820963876211407","0.803083152252358","0.838844600170456","2"
"No","2012","1-pers.-HH","vocational + Abi","136","0.694298725779343","0.630127947807999","0.758469503750688","2"
"No","2012","1-pers.-HH","higher vocational","147","0.776636921906316","0.716941366478925","0.836332477333707","2"
"No","2012","1-pers.-HH","higher education","378","0.672782486811931","0.633921870297486","0.711643103326376","2"
"No","2012","(Married) couple without C. ","in school","5","","","","2"
"No","2012","(Married) couple without C. ","inadequately","57","0.94380110027582","0.886474472879772","1.00112772767187","2"
"No","2012","(Married) couple without C. ","general elemantary","562","0.85083527860911","0.823697462115829","0.877973095102392","2"
"No","2012","(Married) couple without C. ","middle vocational","2903","0.748797518182707","0.735106679259568","0.762488357105846","2"
"No","2012","(Married) couple without C. ","vocational + Abi","213","0.660189543624177","0.610568401192927","0.709810686055428","2"
"No","2012","(Married) couple without C. ","higher vocational","399","0.713956874288503","0.676051261929627","0.751862486647379","2"
"No","2012","(Married) couple without C. ","higher education","869","0.657646967037137","0.632165203619616","0.683128730454657","2"
"No","2012","Single parent ","in school","106","0.898252696885959","0.844162546828031","0.952342846943886","2"
"No","2012","Single parent ","inadequately","54","0.982635941549035","0.94811451862716","1.01715736447091","2"
"No","2012","Single parent ","general elemantary","395","0.95099481091372","0.9306376914222","0.971351930405239","2"
"No","2012","Single parent ","middle vocational","1020","0.843555289547294","0.823448786631159","0.863661792463429","2"
"No","2012","Single parent ","vocational + Abi","166","0.76463813066688","0.710167029035718","0.819109232298041","2"
"No","2012","Single parent ","higher vocational","55","0.640427473083228","0.536562433033195","0.744292513133262","2"
"No","2012","Single parent ","higher education","225","0.701842033453217","0.651484858728029","0.752199208178405","2"
"No","2012","Couple + C. LE 16 ","in school","","","","","2"
"No","2012","Couple + C. LE 16 ","inadequately","122","0.995053998805474","0.982755743128823","1.00735225448213","2"
"No","2012","Couple + C. LE 16 ","general elemantary","491","0.912409745984955","0.88827372725909","0.93654576471082","2"
"No","2012","Couple + C. LE 16 ","middle vocational","2477","0.764612141552494","0.749850805109728","0.779373477995261","2"
"No","2012","Couple + C. LE 16 ","vocational + Abi","507","0.716454579958649","0.6835553215379","0.749353838379398","2"
"No","2012","Couple + C. LE 16 ","higher vocational","307","0.707660888255002","0.664670643134821","0.750651133375184","2"
"No","2012","Couple + C. LE 16 ","higher education","912","0.693337401324615","0.668386634734293","0.718288167914936","2"
"No","2012","Couple + C. GT 16 ","in school","97","0.879081665432047","0.818154294542996","0.940009036321098","2"
"No","2012","Couple + C. GT 16 ","inadequately","25","","","","2"
"No","2012","Couple + C. GT 16 ","general elemantary","268","0.911097745953648","0.878675648433008","0.943519843474289","2"
"No","2012","Couple + C. GT 16 ","middle vocational","1155","0.820096114448365","0.800264012358279","0.839928216538452","2"
"No","2012","Couple + C. GT 16 ","vocational + Abi","115","0.797123272701558","0.733402470403565","0.860844074999552","2"
"No","2012","Couple + C. GT 16 ","higher vocational","123","0.79086539522046","0.728998505415322","0.852732285025599","2"
"No","2012","Couple + C. GT 16 ","higher education","262","0.731168364571367","0.686235803504756","0.776100925637977","2"
"No","2012","Couple + C. LE and GT 16","in school","127","0.920897257039669","0.876505198942009","0.965289315137329","2"
"No","2012","Couple + C. LE and GT 16","inadequately","48","0.945475784119463","0.881903184600339","1.00904838363859","2"
"No","2012","Couple + C. LE and GT 16","general elemantary","282","0.957370923771906","0.934586518493716","0.980155329050097","2"
"No","2012","Couple + C. LE and GT 16","middle vocational","631","0.829421177035527","0.803158735488002","0.855683618583052","2"
"No","2012","Couple + C. LE and GT 16","vocational + Abi","101","0.755171487378716","0.684198624523664","0.826144350233769","2"
"No","2012","Couple + C. LE and GT 16","higher vocational","73","0.660406883146332","0.568950354375639","0.751863411917025","2"
"No","2012","Couple + C. LE and GT 16","higher education","136","0.674676091693147","0.610069317537059","0.739282865849235","2"
"Yes","2012","Single parent ","in school","14","","","","1"
"Yes","2012","Single parent ","inadequately","1","","","","1"
"Yes","2012","Single parent ","general elemantary","37","0.0490051890862801","0.0286480695947605","0.0693623085777997","1"
"Yes","2012","Single parent ","middle vocational","234","0.156444710452706","0.136338207536571","0.176551213368841","1"
"Yes","2012","Single parent ","vocational + Abi","67","0.23536186933312","0.180890767701958","0.289832970964282","1"
"Yes","2012","Single parent ","higher vocational","27","","","","1"
"Yes","2012","Single parent ","higher education","92","0.298157966546783","0.247800791821594","0.348515141271971","1"
"Yes","2012","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2012","Couple + C. LE 16 ","inadequately","3","","","","1"
"Yes","2012","Couple + C. LE 16 ","general elemantary","36","0.0875902540150447","0.0634542352891799","0.11172627274091","1"
"Yes","2012","Couple + C. LE 16 ","middle vocational","696","0.235387858447506","0.220626522004739","0.250149194890272","1"
"Yes","2012","Couple + C. LE 16 ","vocational + Abi","214","0.283545420041351","0.250646161620602","0.3164446784621","1"
"Yes","2012","Couple + C. LE 16 ","higher vocational","123","0.292339111744998","0.249348866624816","0.335329356865179","1"
"Yes","2012","Couple + C. LE 16 ","higher education","400","0.306662598675385","0.281711832085064","0.331613365265707","1"
"Yes","2012","1-pers.-HH","vocational + Abi","62","0.305701274220657","0.241530496249312","0.369872052192001","1"
"Yes","2012","1-pers.-HH","higher vocational","40","0.223363078093684","0.163667522666293","0.283058633521075","1"
"Yes","2012","1-pers.-HH","higher education","182","0.327217513188069","0.288356896673624","0.366078129702513","1"
"Yes","2012","(Married) couple without C. ","in school","","","","","1"
"Yes","2012","(Married) couple without C. ","inadequately","5","","","","1"
"Yes","2012","1-pers.-HH","in school","","","","","1"
"Yes","2012","1-pers.-HH","inadequately","","","","","1"
"Yes","2012","1-pers.-HH","general elemantary","45","0.0856376611007842","0.0607079656018761","0.110567356599692","1"
"Yes","2012","1-pers.-HH","middle vocational","329","0.179036123788593","0.161155399829543","0.196916847747642","1"
"Yes","2012","(Married) couple without C. ","general elemantary","100","0.14916472139089","0.122026904897608","0.176302537884171","1"
"Yes","2012","(Married) couple without C. ","middle vocational","952","0.251202481817293","0.237511642894154","0.264893320740432","1"
"Yes","2012","(Married) couple without C. ","vocational + Abi","137","0.339810456375823","0.290189313944572","0.389431598807073","1"
"Yes","2012","(Married) couple without C. ","higher vocational","147","0.286043125711497","0.248137513352621","0.323948738070373","1"
"Yes","2012","(Married) couple without C. ","higher education","463","0.342353032962863","0.316871269545343","0.367834796380384","1"
"Yes","2012","Couple + C. LE and GT 16","higher education","66","0.325323908306853","0.260717134150765","0.389930682462941","1"
"Yes","2012","Couple + C. GT 16 ","in school","13","","","","1"
"Yes","2012","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2012","Couple + C. GT 16 ","general elemantary","28","","","","1"
"Yes","2012","Couple + C. GT 16 ","middle vocational","286","0.179903885551634","0.160071783461548","0.19973598764172","1"
"Yes","2012","Couple + C. GT 16 ","vocational + Abi","38","0.202876727298441","0.139155925000448","0.266597529596435","1"
"Yes","2012","Couple + C. GT 16 ","higher vocational","43","0.20913460477954","0.147267714974401","0.271001494584678","1"
"Yes","2012","Couple + C. GT 16 ","higher education","112","0.268831635428633","0.223899074362023","0.313764196495244","1"
"Yes","2012","Couple + C. LE and GT 16","in school","15","","","","1"
"Yes","2012","Couple + C. LE and GT 16","inadequately","1","","","","1"
"Yes","2012","Couple + C. LE and GT 16","general elemantary","20","","","","1"
"Yes","2012","Couple + C. LE and GT 16","middle vocational","157","0.170578822964473","0.144316381416948","0.196841264511998","1"
"Yes","2012","Couple + C. LE and GT 16","vocational + Abi","40","0.244828512621284","0.173855649766231","0.315801375476336","1"
"Yes","2012","Couple + C. LE and GT 16","higher vocational","30","0.339593116853668","0.248136588082975","0.431049645624361","1"
"No","2013","1-pers.-HH","in school","1","","","","2"
"No","2013","1-pers.-HH","inadequately","46","1","1","1","2"
"No","2013","1-pers.-HH","general elemantary","381","0.891289113031722","0.861730155612013","0.92084807045143","2"
"No","2013","1-pers.-HH","middle vocational","1285","0.802625935651753","0.783178080746925","0.822073790556582","2"
"No","2013","1-pers.-HH","vocational + Abi","117","0.632713210327949","0.563247843733799","0.702178576922099","2"
"No","2013","1-pers.-HH","higher vocational","128","0.718279325102184","0.651440391857158","0.78511825834721","2"
"No","2013","1-pers.-HH","higher education","366","0.655294855221436","0.615134345617369","0.695455364825503","2"
"No","2013","(Married) couple without C. ","in school","3","","","","2"
"No","2013","(Married) couple without C. ","inadequately","48","0.960912106088811","0.908236518705884","1.01358769347174","2"
"No","2013","(Married) couple without C. ","general elemantary","510","0.87497091362442","0.848259751670688","0.901682075578152","2"
"No","2013","(Married) couple without C. ","middle vocational","2644","0.741773068924072","0.727420532303221","0.756125605544922","2"
"No","2013","(Married) couple without C. ","vocational + Abi","190","0.637800462302854","0.584036005302546","0.691564919303161","2"
"No","2013","(Married) couple without C. ","higher vocational","360","0.740972710786807","0.702339706374125","0.779605715199488","2"
"No","2013","(Married) couple without C. ","higher education","857","0.642034764499479","0.616241142707153","0.667828386291806","2"
"No","2013","Single parent ","in school","37","0.821614205841418","0.710981565301984","0.932246846380852","2"
"No","2013","Single parent ","inadequately","19","","","","2"
"No","2013","Single parent ","general elemantary","164","0.954288250871662","0.92325500694235","0.985321494800973","2"
"No","2013","Single parent ","middle vocational","418","0.824302298396064","0.791338336301461","0.857266260490667","2"
"No","2013","Single parent ","vocational + Abi","40","0.737272024423675","0.622000744675971","0.852543304171379","2"
"No","2013","Single parent ","higher vocational","17","","","","2"
"No","2013","Single parent ","higher education","82","0.652112116181283","0.567594164716012","0.736630067646555","2"
"No","2013","Couple + C. LE 16 ","in school","1","","","","2"
"No","2013","Couple + C. LE 16 ","inadequately","25","","","","2"
"No","2013","Couple + C. LE 16 ","general elemantary","159","0.887544228757404","0.84060247150736","0.934485986007448","2"
"No","2013","Couple + C. LE 16 ","middle vocational","874","0.742078599051643","0.717148479464053","0.767008718639234","2"
"No","2013","Couple + C. LE 16 ","vocational + Abi","157","0.632581530365122","0.572580183895029","0.692582876835216","2"
"No","2013","Couple + C. LE 16 ","higher vocational","136","0.684087838676463","0.617986478233639","0.750189199119286","2"
"No","2013","Couple + C. LE 16 ","higher education","326","0.616792626912665","0.574722296442017","0.658862957383312","2"
"No","2013","Couple + C. GT 16 ","in school","70","0.818670301137385","0.738170326599947","0.899170275674823","2"
"No","2013","Couple + C. GT 16 ","inadequately","17","","","","2"
"No","2013","Couple + C. GT 16 ","general elemantary","224","0.916372663223169","0.881566580349827","0.95117874609651","2"
"No","2013","Couple + C. GT 16 ","middle vocational","960","0.773117370402576","0.749673668255914","0.796561072549237","2"
"No","2013","Couple + C. GT 16 ","vocational + Abi","91","0.758758547667918","0.685213373575898","0.832303721759938","2"
"No","2013","Couple + C. GT 16 ","higher vocational","104","0.837295163456378","0.776372615648764","0.898217711263991","2"
"No","2013","Couple + C. GT 16 ","higher education","211","0.680242998146494","0.629538267239989","0.730947729052998","2"
"No","2013","Couple + C. LE and GT 16","in school","52","0.710023118462491","0.599714525484797","0.820331711440185","2"
"No","2013","Couple + C. LE and GT 16","inadequately","15","","","","2"
"No","2013","Couple + C. LE and GT 16","general elemantary","111","0.945581066963921","0.904994542486831","0.986167591441012","2"
"No","2013","Couple + C. LE and GT 16","middle vocational","280","0.745115748557207","0.700407770268577","0.789823726845837","2"
"No","2013","Couple + C. LE and GT 16","vocational + Abi","37","0.598433999179605","0.474394768700893","0.722473229658318","2"
"No","2013","Couple + C. LE and GT 16","higher vocational","39","0.628732982489594","0.505451345773296","0.752014619205892","2"
"No","2013","Couple + C. LE and GT 16","higher education","63","0.605096205431583","0.50731163265657","0.702880778206597","2"
"Yes","2013","Single parent ","in school","9","","","","1"
"Yes","2013","Single parent ","inadequately","1","","","","1"
"Yes","2013","Single parent ","general elemantary","10","","","","1"
"Yes","2013","Single parent ","middle vocational","94","0.175697701603936","0.142733739509334","0.208661663698539","1"
"Yes","2013","Single parent ","vocational + Abi","16","","","","1"
"Yes","2013","Single parent ","higher vocational","14","","","","1"
"Yes","2013","Single parent ","higher education","40","0.347887883818717","0.263369932353445","0.432405835283988","1"
"Yes","2013","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2013","Couple + C. LE 16 ","inadequately","2","","","","1"
"Yes","2013","Couple + C. LE 16 ","general elemantary","15","","","","1"
"Yes","2013","Couple + C. LE 16 ","middle vocational","309","0.257921400948357","0.232991281360766","0.282851520535947","1"
"Yes","2013","Couple + C. LE 16 ","vocational + Abi","91","0.367418469634878","0.307417123164784","0.427419816104971","1"
"Yes","2013","Couple + C. LE 16 ","higher vocational","54","0.315912161323537","0.249810800880714","0.382013521766361","1"
"Yes","2013","Couple + C. LE 16 ","higher education","187","0.383207373087335","0.341137042616688","0.425277703557983","1"
"Yes","2013","1-pers.-HH","vocational + Abi","68","0.367286789672051","0.297821423077901","0.436752156266201","1"
"Yes","2013","1-pers.-HH","higher vocational","46","0.281720674897816","0.21488174165279","0.348559608142842","1"
"Yes","2013","1-pers.-HH","higher education","172","0.344705144778564","0.304544635174498","0.384865654382631","1"
"Yes","2013","(Married) couple without C. ","in school","1","","","","1"
"Yes","2013","(Married) couple without C. ","inadequately","4","","","","1"
"Yes","2013","Couple + C. LE and GT 16","higher education","33","0.394903794568417","0.297119221793403","0.49268836734343","1"
"Yes","2013","1-pers.-HH","in school","","","","","1"
"Yes","2013","1-pers.-HH","inadequately","","","","","1"
"Yes","2013","1-pers.-HH","general elemantary","45","0.108710886968279","0.0791519295485705","0.138269844387987","1"
"Yes","2013","1-pers.-HH","middle vocational","324","0.197374064348247","0.177926209443418","0.216821919253075","1"
"Yes","2013","(Married) couple without C. ","general elemantary","79","0.12502908637558","0.0983179244218476","0.151740248329312","1"
"Yes","2013","(Married) couple without C. ","middle vocational","928","0.258226931075928","0.243874394455078","0.272579467696779","1"
"Yes","2013","(Married) couple without C. ","vocational + Abi","117","0.362199537697146","0.308435080696839","0.415963994697454","1"
"Yes","2013","(Married) couple without C. ","higher vocational","134","0.259027289213193","0.220394284800512","0.297660293625875","1"
"Yes","2013","(Married) couple without C. ","higher education","470","0.357965235500521","0.332171613708194","0.383758857292847","1"
"Yes","2013","Couple + C. GT 16 ","vocational + Abi","39","0.241241452332082","0.167696278240062","0.314786626424102","1"
"Yes","2013","Couple + C. GT 16 ","higher vocational","37","0.162704836543622","0.101782288736009","0.223627384351236","1"
"Yes","2013","Couple + C. GT 16 ","higher education","114","0.319757001853506","0.269052270947002","0.370461732760011","1"
"Yes","2013","Couple + C. LE and GT 16","in school","13","","","","1"
"Yes","2013","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2013","Couple + C. LE and GT 16","general elemantary","9","","","","1"
"Yes","2013","Couple + C. LE and GT 16","middle vocational","85","0.254884251442793","0.210176273154163","0.299592229731423","1"
"Yes","2013","Couple + C. LE and GT 16","vocational + Abi","23","","","","1"
"Yes","2013","Couple + C. LE and GT 16","higher vocational","20","","","","1"
"Yes","2013","Couple + C. GT 16 ","in school","18","","","","1"
"Yes","2013","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2013","Couple + C. GT 16 ","general elemantary","19","","","","1"
"Yes","2013","Couple + C. GT 16 ","middle vocational","266","0.226882629597424","0.203438927450763","0.250326331744086","1"
"No","2014","1-pers.-HH","in school","1","","","","2"
"No","2014","1-pers.-HH","inadequately","42","0.977499839450137","0.933173178374826","1.02182650052545","2"
"No","2014","1-pers.-HH","general elemantary","405","0.897544946079918","0.869558057674265","0.925531834485572","2"
"No","2014","1-pers.-HH","middle vocational","1313","0.791424285690346","0.771967224639877","0.810881346740815","2"
"No","2014","1-pers.-HH","vocational + Abi","149","0.719615174557018","0.658862436917407","0.780367912196629","2"
"No","2014","1-pers.-HH","higher vocational","121","0.746123236740711","0.679714857948545","0.812531615532878","2"
"No","2014","1-pers.-HH","higher education","425","0.695574753682775","0.658907140427629","0.732242366937921","2"
"No","2014","(Married) couple without C. ","in school","4","","","","2"
"No","2014","(Married) couple without C. ","inadequately","66","0.956180060937523","0.90856715998769","1.00379296188736","2"
"No","2014","(Married) couple without C. ","general elemantary","550","0.859292638199921","0.832268709344455","0.886316567055387","2"
"No","2014","(Married) couple without C. ","middle vocational","2746","0.738589199468659","0.724375106927645","0.752803292009673","2"
"No","2014","(Married) couple without C. ","vocational + Abi","285","0.662158501506818","0.616320685811315","0.707996317202322","2"
"No","2014","(Married) couple without C. ","higher vocational","341","0.721675669423867","0.681286572835021","0.762064766012713","2"
