"ple0098_v5","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2015","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2015","no migration background","(2a) intermediate vocational","","","",""
"Yes","2015","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2015","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","no migration background","(3a) lower tertiary education","","","",""
"Yes","2015","no migration background","(3b) higher tertiary education","","","",""
"Yes","2015","direct migration background","(0) in school","","","",""
"Yes","2015","direct migration background","(1a) inadequately completed","","","",""
"Yes","2015","direct migration background","(1b) general elementary school","","","",""
"Yes","2015","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2015","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2015","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2015","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2015","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2015","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2015","indirect migration background","(0) in school","","","",""
"Yes","2015","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2015","indirect migration background","(1b) general elementary school","","","",""
"Yes","2015","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2015","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2015","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2015","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2015","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2015","indirect migration background","(3b) higher tertiary education","","","",""
"No","2015","no migration background","(0) in school","","","",""
"No","2015","no migration background","(1a) inadequately completed","","","",""
"No","2015","no migration background","(1b) general elementary school","","","",""
"No","2015","no migration background","(1c) basic vocational qualification","","","",""
"No","2015","no migration background","(2b) intermediate general qualification","","","",""
"No","2015","no migration background","(2a) intermediate vocational","","","",""
"No","2015","no migration background","(2c_gen) general maturity certificate","","","",""
"No","2015","no migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2015","no migration background","(3a) lower tertiary education","","","",""
"No","2015","no migration background","(3b) higher tertiary education","","","",""
"No","2015","direct migration background","(0) in school","","","",""
"No","2015","direct migration background","(1a) inadequately completed","","","",""
"No","2015","direct migration background","(1b) general elementary school","","","",""
"No","2015","direct migration background","(1c) basic vocational qualification","","","",""
"No","2015","direct migration background","(2b) intermediate general qualification","","","",""
"No","2015","direct migration background","(2a) intermediate vocational","","","",""
"No","2015","direct migration background","(2c_gen) general maturity certificate","","","",""
"No","2015","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2015","direct migration background","(3a) lower tertiary education","","","",""
"No","2015","direct migration background","(3b) higher tertiary education","","","",""
"No","2015","indirect migration background","(0) in school","","","",""
"No","2015","indirect migration background","(1a) inadequately completed","","","",""
"No","2015","indirect migration background","(1b) general elementary school","","","",""
"No","2015","indirect migration background","(1c) basic vocational qualification","","","",""
"No","2015","indirect migration background","(2b) intermediate general qualification","","","",""
"No","2015","indirect migration background","(2a) intermediate vocational","","","",""
"No","2015","indirect migration background","(2c_gen) general maturity certificate","","","",""
"No","2015","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2015","indirect migration background","(3a) lower tertiary education","","","",""
"No","2015","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2016","no migration background","(0) in school","27","","",""
"Yes","2016","no migration background","(1a) inadequately completed","16","","",""
"Yes","2016","no migration background","(1b) general elementary school","90","0.0813720932425323","0.0645770253662429","0.0981671611188217"
"Yes","2016","no migration background","(1c) basic vocational qualification","742","0.19584112858696","0.183103904787557","0.208578352386363"
"Yes","2016","no migration background","(2b) intermediate general qualification","63","0.161923536990717","0.127887526646779","0.195959547334656"
"Yes","2016","no migration background","(2a) intermediate vocational","1199","0.269931350797271","0.256808512941341","0.283054188653202"
"Yes","2016","no migration background","(2c_gen) general maturity certificate","115","0.192514033659618","0.159974806970082","0.225053260349155"
"Yes","2016","no migration background","(2c_voc) vocational maturity certificate","486","0.338696862964676","0.313525653448312","0.36386807248104"
"Yes","2016","no migration background","(3a) lower tertiary education","411","0.329037374759394","0.303114080243155","0.354960669275633"
"Yes","2016","no migration background","(3b) higher tertiary education","568","0.355325929369667","0.33222543283606","0.378426425903274"
"Yes","2016","direct migration background","(0) in school","","","",""
"Yes","2016","direct migration background","(1a) inadequately completed","6","","",""
"Yes","2016","direct migration background","(1b) general elementary school","30","0.0569129392453057","0.0398235264133187","0.0740023520772927"
"Yes","2016","direct migration background","(1c) basic vocational qualification","50","0.102552089173588","0.0825986165422651","0.122505561804911"
"Yes","2016","direct migration background","(2b) intermediate general qualification","6","","",""
"Yes","2016","direct migration background","(2a) intermediate vocational","32","0.173645780398342","0.125418901147331","0.221872659649353"
"Yes","2016","direct migration background","(2c_gen) general maturity certificate","19","","",""
"Yes","2016","direct migration background","(2c_voc) vocational maturity certificate","66","0.088759248911119","0.0683100141811386","0.109208483641099"
"Yes","2016","direct migration background","(3a) lower tertiary education","21","","",""
"Yes","2016","direct migration background","(3b) higher tertiary education","136","0.144284333042469","0.12287750867288","0.165691157412059"
"Yes","2016","indirect migration background","(0) in school","2","","",""
"Yes","2016","indirect migration background","(1a) inadequately completed","2","","",""
"Yes","2016","indirect migration background","(1b) general elementary school","5","","",""
"Yes","2016","indirect migration background","(1c) basic vocational qualification","37","0.210463879638678","0.154388159501001","0.266539599776356"
"Yes","2016","indirect migration background","(2b) intermediate general qualification","10","","",""
"Yes","2016","indirect migration background","(2a) intermediate vocational","43","0.224959891304727","0.170760388412712","0.279159394196742"
"Yes","2016","indirect migration background","(2c_gen) general maturity certificate","19","","",""
"Yes","2016","indirect migration background","(2c_voc) vocational maturity certificate","32","0.188678436267657","0.121161787213722","0.256195085321591"
"Yes","2016","indirect migration background","(3a) lower tertiary education","10","","",""
"Yes","2016","indirect migration background","(3b) higher tertiary education","37","0.322606291521995","0.242554798005984","0.402657785038005"
"No","2016","no migration background","(0) in school","146","0.871740126055125","0.821913215259474","0.921567036850776"
"No","2016","no migration background","(1a) inadequately completed","134","0.902426160702745","0.854939131953988","0.949913189451502"
"No","2016","no migration background","(1b) general elementary school","928","0.918627906757468","0.901832838881178","0.935422974633757"
"No","2016","no migration background","(1c) basic vocational qualification","2987","0.80415887141304","0.791421647613637","0.816896095212443"
"No","2016","no migration background","(2b) intermediate general qualification","387","0.838076463009283","0.804040452665344","0.872112473353221"
"No","2016","no migration background","(2a) intermediate vocational","3197","0.730068649202729","0.716945811346798","0.743191487058659"
"No","2016","no migration background","(2c_gen) general maturity certificate","449","0.807485966340382","0.774946739650845","0.840025193029918"
"No","2016","no migration background","(2c_voc) vocational maturity certificate","872","0.661303137035324","0.636131927518961","0.686474346551688"
"No","2016","no migration background","(3a) lower tertiary education","851","0.670962625240606","0.645039330724367","0.696885919756845"
"No","2016","no migration background","(3b) higher tertiary education","1081","0.644674070630333","0.621573574096726","0.667774567163939"
"No","2016","direct migration background","(0) in school","42","1","1","1"
"No","2016","direct migration background","(1a) inadequately completed","290","0.965108783283407","0.944203867289605","0.986013699277208"
"No","2016","direct migration background","(1b) general elementary school","676","0.943087060754694","0.925997647922707","0.960176473586681"
"No","2016","direct migration background","(1c) basic vocational qualification","838","0.897447910826412","0.877494438195089","0.917401383457735"
"No","2016","direct migration background","(2b) intermediate general qualification","63","0.938945409762878","0.882451337951206","0.99543948157455"
"No","2016","direct migration background","(2a) intermediate vocational","205","0.826354219601658","0.778127340350647","0.874581098852669"
"No","2016","direct migration background","(2c_gen) general maturity certificate","363","0.918881664616579","0.891503412565047","0.946259916668111"
"No","2016","direct migration background","(2c_voc) vocational maturity certificate","677","0.911240751088881","0.890791516358901","0.931689985818861"
"No","2016","direct migration background","(3a) lower tertiary education","78","0.880399796790308","0.816479847860542","0.944319745720074"
"No","2016","direct migration background","(3b) higher tertiary education","899","0.855715666957531","0.834308842587941","0.87712249132712"
"No","2016","indirect migration background","(0) in school","69","0.983047076296022","0.953018940005965","1.01307521258608"
"No","2016","indirect migration background","(1a) inadequately completed","22","","",""
"No","2016","indirect migration background","(1b) general elementary school","162","0.965847604914058","0.938301846009428","0.993393363818689"
"No","2016","indirect migration background","(1c) basic vocational qualification","166","0.789536120361322","0.733460400223644","0.845611840498999"
"No","2016","indirect migration background","(2b) intermediate general qualification","125","0.957471576744615","0.923432028104263","0.991511125384968"
"No","2016","indirect migration background","(2a) intermediate vocational","185","0.775040108695273","0.720840605803258","0.829239611587288"
"No","2016","indirect migration background","(2c_gen) general maturity certificate","159","0.897021805399293","0.852372754990482","0.941670855808105"
"No","2016","indirect migration background","(2c_voc) vocational maturity certificate","97","0.811321563732344","0.743804914678409","0.878838212786278"
"No","2016","indirect migration background","(3a) lower tertiary education","46","0.744222947085153","0.629951850395512","0.858494043774794"
"No","2016","indirect migration background","(3b) higher tertiary education","94","0.677393708478005","0.597342214961995","0.757445201994016"
"Yes","2017","no migration background","(0) in school","","","",""
"Yes","2017","no migration background","(1a) inadequately completed","","","",""
"Yes","2017","no migration background","(1b) general elementary school","","","",""
"Yes","2017","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2017","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2017","no migration background","(2a) intermediate vocational","","","",""
"Yes","2017","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2017","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","no migration background","(3a) lower tertiary education","","","",""
"Yes","2017","no migration background","(3b) higher tertiary education","","","",""
"Yes","2017","direct migration background","(0) in school","","","",""
"Yes","2017","direct migration background","(1a) inadequately completed","","","",""
"Yes","2017","direct migration background","(1b) general elementary school","","","",""
"Yes","2017","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2017","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2017","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2017","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2017","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2017","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2017","indirect migration background","(0) in school","","","",""
"Yes","2017","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2017","indirect migration background","(1b) general elementary school","","","",""
"Yes","2017","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2017","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2017","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2017","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2017","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2017","indirect migration background","(3b) higher tertiary education","","","",""
"No","2017","no migration background","(0) in school","","","",""
"No","2017","no migration background","(1a) inadequately completed","","","",""
"No","2017","no migration background","(1b) general elementary school","","","",""
"No","2017","no migration background","(1c) basic vocational qualification","","","",""
"No","2017","no migration background","(2b) intermediate general qualification","","","",""
"No","2017","no migration background","(2a) intermediate vocational","","","",""
"No","2017","no migration background","(2c_gen) general maturity certificate","","","",""
"No","2017","no migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2017","no migration background","(3a) lower tertiary education","","","",""
"No","2017","no migration background","(3b) higher tertiary education","","","",""
"No","2017","direct migration background","(0) in school","","","",""
"No","2017","direct migration background","(1a) inadequately completed","","","",""
"No","2017","direct migration background","(1b) general elementary school","","","",""
"No","2017","direct migration background","(1c) basic vocational qualification","","","",""
"No","2017","direct migration background","(2b) intermediate general qualification","","","",""
"No","2017","direct migration background","(2a) intermediate vocational","","","",""
"No","2017","direct migration background","(2c_gen) general maturity certificate","","","",""
"No","2017","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2017","direct migration background","(3a) lower tertiary education","","","",""
"No","2017","direct migration background","(3b) higher tertiary education","","","",""
"No","2017","indirect migration background","(0) in school","","","",""
"No","2017","indirect migration background","(1a) inadequately completed","","","",""
"No","2017","indirect migration background","(1b) general elementary school","","","",""
"No","2017","indirect migration background","(1c) basic vocational qualification","","","",""
"No","2017","indirect migration background","(2b) intermediate general qualification","","","",""
"No","2017","indirect migration background","(2a) intermediate vocational","","","",""
"No","2017","indirect migration background","(2c_gen) general maturity certificate","","","",""
"No","2017","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2017","indirect migration background","(3a) lower tertiary education","","","",""
"No","2017","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2018","no migration background","(0) in school","19","","",""
"Yes","2018","no migration background","(1a) inadequately completed","14","","",""
"Yes","2018","no migration background","(1b) general elementary school","92","0.0990347055107177","0.0810947638902841","0.116974647131151"
"Yes","2018","no migration background","(1c) basic vocational qualification","725","0.202948795488962","0.189870482026981","0.216027108950944"
"Yes","2018","no migration background","(2b) intermediate general qualification","82","0.157900487661133","0.127672054931901","0.188128920390365"
"Yes","2018","no migration background","(2a) intermediate vocational","1347","0.277636165146674","0.265024801758849","0.290247528534499"
"Yes","2018","no migration background","(2c_gen) general maturity certificate","132","0.173899718908339","0.146117885991202","0.201681551825477"
"Yes","2018","no migration background","(2c_voc) vocational maturity certificate","544","0.348572755327586","0.32503172831039","0.372113782344783"
"Yes","2018","no migration background","(3a) lower tertiary education","486","0.355927019987702","0.330819841658706","0.381034198316697"
"Yes","2018","no migration background","(3b) higher tertiary education","638","0.325217301061827","0.304235996304154","0.3461986058195"
"Yes","2018","direct migration background","(0) in school","","","",""
"Yes","2018","direct migration background","(1a) inadequately completed","6","","",""
"Yes","2018","direct migration background","(1b) general elementary school","32","0.076372662338905","0.0560947734870529","0.0966505511907571"
"Yes","2018","direct migration background","(1c) basic vocational qualification","58","0.116084121320795","0.0933403498783568","0.138827892763234"
"Yes","2018","direct migration background","(2b) intermediate general qualification","3","","",""
"Yes","2018","direct migration background","(2a) intermediate vocational","41","0.232752197875944","0.178491565316778","0.287012830435111"
"Yes","2018","direct migration background","(2c_gen) general maturity certificate","18","","",""
"Yes","2018","direct migration background","(2c_voc) vocational maturity certificate","55","0.102969757613918","0.0787722761035981","0.127167239124237"
"Yes","2018","direct migration background","(3a) lower tertiary education","23","","",""
"Yes","2018","direct migration background","(3b) higher tertiary education","130","0.146943513706323","0.124651448358955","0.16923557905369"
"Yes","2018","indirect migration background","(0) in school","8","","",""
"Yes","2018","indirect migration background","(1a) inadequately completed","3","","",""
"Yes","2018","indirect migration background","(1b) general elementary school","3","","",""
"Yes","2018","indirect migration background","(1c) basic vocational qualification","28","","",""
"Yes","2018","indirect migration background","(2b) intermediate general qualification","10","","",""
"Yes","2018","indirect migration background","(2a) intermediate vocational","51","0.218046909229901","0.167563712572793","0.268530105887009"
"Yes","2018","indirect migration background","(2c_gen) general maturity certificate","25","","",""
"Yes","2018","indirect migration background","(2c_voc) vocational maturity certificate","32","0.149399026429583","0.0901368615693178","0.208661191289848"
"Yes","2018","indirect migration background","(3a) lower tertiary education","17","","",""
"Yes","2018","indirect migration background","(3b) higher tertiary education","40","0.369569674414408","0.293085939569657","0.446053409259159"
"No","2018","no migration background","(0) in school","162","0.836421903917583","0.782534895154243","0.890308912680923"
"No","2018","no migration background","(1a) inadequately completed","167","0.905705109261525","0.863130929138449","0.948279289384602"
"No","2018","no migration background","(1b) general elementary school","973","0.900965294489282","0.883025352868849","0.918905236109716"
"No","2018","no migration background","(1c) basic vocational qualification","2908","0.797051204511038","0.783972891049056","0.810129517973019"
"No","2018","no migration background","(2b) intermediate general qualification","477","0.842099512338867","0.811871079609635","0.872327945068099"
"No","2018","no migration background","(2a) intermediate vocational","3497","0.722363834853326","0.709752471465501","0.734975198241151"
"No","2018","no migration background","(2c_gen) general maturity certificate","583","0.826100281091661","0.798318448174523","0.853882114008798"
"No","2018","no migration background","(2c_voc) vocational maturity certificate","1030","0.651427244672414","0.627886217655217","0.67496827168961"
"No","2018","no migration background","(3a) lower tertiary education","911","0.644072980012298","0.618965801683302","0.669180158341294"
"No","2018","no migration background","(3b) higher tertiary education","1277","0.674782698938173","0.6538013941805","0.695764003695846"
"No","2018","direct migration background","(0) in school","34","1","1","1"
"No","2018","direct migration background","(1a) inadequately completed","298","0.974889282520981","0.957301199452709","0.992477365589253"
"No","2018","direct migration background","(1b) general elementary school","627","0.923627337661095","0.903349448809243","0.943905226512947"
"No","2018","direct migration background","(1c) basic vocational qualification","704","0.883915878679205","0.861172107236766","0.906659650121643"
"No","2018","direct migration background","(2b) intermediate general qualification","60","0.968852240393599","0.925955924253897","1.0117485565333"
"No","2018","direct migration background","(2a) intermediate vocational","192","0.767247802124056","0.712987169564889","0.821508434683222"
"No","2018","direct migration background","(2c_gen) general maturity certificate","357","0.935431854930627","0.910557736957687","0.960305972903566"
"No","2018","direct migration background","(2c_voc) vocational maturity certificate","551","0.897030242386082","0.872832760875763","0.921227723896402"
"No","2018","direct migration background","(3a) lower tertiary education","65","0.825775798565819","0.746527112288655","0.905024484842983"
"No","2018","direct migration background","(3b) higher tertiary education","839","0.853056486293677","0.83076442094631","0.875348551641045"
"No","2018","indirect migration background","(0) in school","74","0.88335593916365","0.813879052842188","0.952832825485112"
"No","2018","indirect migration background","(1a) inadequately completed","35","0.87195514925989","0.765716038925932","0.978194259593849"
"No","2018","indirect migration background","(1b) general elementary school","159","0.981588761856661","0.960887497552468","1.00229002616085"
"No","2018","indirect migration background","(1c) basic vocational qualification","176","0.839330173034784","0.78893759370053","0.889722752369037"
"No","2018","indirect migration background","(2b) intermediate general qualification","115","0.916248887749315","0.867687050801964","0.964810724696666"
"No","2018","indirect migration background","(2a) intermediate vocational","206","0.781953090770099","0.731469894112991","0.832436287427207"
"No","2018","indirect migration background","(2c_gen) general maturity certificate","171","0.812987340580085","0.758399307011842","0.867575374148328"
"No","2018","indirect migration background","(2c_voc) vocational maturity certificate","107","0.850600973570417","0.791338808710152","0.909863138430682"
"No","2018","indirect migration background","(3a) lower tertiary education","43","0.818025279690189","0.720400209616855","0.915650349763524"
"No","2018","indirect migration background","(3b) higher tertiary education","113","0.630430325585592","0.553946590740841","0.706914060430343"
