"ple0098_v5","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2000","Rhineland-Palatinate,Saarland","(0) in school","1","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","(1b) general elementary school","6","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","21","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","1","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","33","0.1514874979212","0.104219253425087","0.198755742417314"
"Yes","2000","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","5","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","8","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","5","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","1","","",""
"Yes","2000","Baden-Württemberg","(0) in school","1","","",""
"Yes","2000","Baden-Württemberg","(1a) inadequately completed","1","","",""
"Yes","2000","Baden-Württemberg","(1b) general elementary school","12","","",""
"Yes","2000","Baden-Württemberg","(1c) basic vocational qualification","74","0.0983550874739455","0.0787353750041028","0.117974799943788"
"Yes","2000","Baden-Württemberg","(2b) intermediate general qualification","10","","",""
"Yes","2000","Baden-Württemberg","(2a) intermediate vocational","79","0.175014632956803","0.139388582716527","0.210640683197079"
"Yes","2000","Baden-Württemberg","(2c_gen) general maturity certificate","11","","",""
"Yes","2000","Baden-Württemberg","(2c_voc) vocational maturity certificate","16","","",""
"Yes","2000","Baden-Württemberg","(3a) lower tertiary education","32","0.285332369764019","0.199769807842803","0.370894931685234"
"Yes","2000","Baden-Württemberg","(3b) higher tertiary education","29","","",""
"Yes","2000","Bavaria","(0) in school","5","","",""
"Yes","2000","Bavaria","(1a) inadequately completed","3","","",""
"Yes","2000","Bavaria","(1b) general elementary school","17","","",""
"Yes","2000","Bavaria","(1c) basic vocational qualification","105","0.0900893509601087","0.0740431966093858","0.106135505310832"
"Yes","2000","Bavaria","(2b) intermediate general qualification","8","","",""
"Yes","2000","Bavaria","(2a) intermediate vocational","95","0.187923878392561","0.155597577267398","0.220250179517724"
"Yes","2000","Bavaria","(2c_gen) general maturity certificate","6","","",""
"Yes","2000","Bavaria","(2c_voc) vocational maturity certificate","29","","",""
"Yes","2000","Bavaria","(3a) lower tertiary education","29","","",""
"Yes","2000","Bavaria","(3b) higher tertiary education","35","0.201575341700225","0.13758781993867","0.26556286346178"
"Yes","2000","Berlin","(0) in school","3","","",""
"Yes","2000","Berlin","(1a) inadequately completed","","","",""
"Yes","2000","Berlin","(1b) general elementary school","3","","",""
"Yes","2000","Berlin","(1c) basic vocational qualification","5","","",""
"Yes","2000","Berlin","(2b) intermediate general qualification","2","","",""
"Yes","2000","Berlin","(2a) intermediate vocational","9","","",""
"Yes","2000","Berlin","(2c_gen) general maturity certificate","4","","",""
"Yes","2000","Berlin","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2000","Berlin","(3a) lower tertiary education","11","","",""
"Yes","2000","Berlin","(3b) higher tertiary education","10","","",""
"Yes","2000","Brandenburg","(0) in school","","","",""
"Yes","2000","Brandenburg","(1a) inadequately completed","","","",""
"Yes","2000","Brandenburg","(1b) general elementary school","","","",""
"Yes","2000","Brandenburg","(1c) basic vocational qualification","4","","",""
"Yes","2000","Brandenburg","(2b) intermediate general qualification","2","","",""
"Yes","2000","Brandenburg","(2a) intermediate vocational","16","","",""
"Yes","2000","Brandenburg","(2c_gen) general maturity certificate","3","","",""
"Yes","2000","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Brandenburg","(3a) lower tertiary education","9","","",""
"Yes","2000","Brandenburg","(3b) higher tertiary education","10","","",""
"Yes","2000","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Yes","2000","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Yes","2000","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Yes","2000","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","2","","",""
"Yes","2000","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Yes","2000","Mecklenburg-Western Pomerania","(2a) intermediate vocational","7","","",""
"Yes","2000","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","1","","",""
"Yes","2000","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2000","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Yes","2000","Mecklenburg-Western Pomerania","(3b) higher tertiary education","1","","",""
"Yes","2000","Saxony","(0) in school","2","","",""
"Yes","2000","Saxony","(1a) inadequately completed","","","",""
"Yes","2000","Saxony","(1b) general elementary school","2","","",""
"Yes","2000","Saxony","(1c) basic vocational qualification","4","","",""
"Yes","2000","Saxony","(2b) intermediate general qualification","5","","",""
"Yes","2000","Saxony","(2a) intermediate vocational","30","0.0650624545186034","0.0457110577225816","0.0844138513146253"
"Yes","2000","Saxony","(2c_gen) general maturity certificate","1","","",""
"Yes","2000","Saxony","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2000","Saxony","(3a) lower tertiary education","17","","",""
"Yes","2000","Saxony","(3b) higher tertiary education","4","","",""
"Yes","2000","Saxony-Anhalt","(0) in school","1","","",""
"Yes","2000","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Yes","2000","Saxony-Anhalt","(1b) general elementary school","1","","",""
"Yes","2000","Saxony-Anhalt","(1c) basic vocational qualification","3","","",""
"Yes","2000","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Yes","2000","Saxony-Anhalt","(2a) intermediate vocational","11","","",""
"Yes","2000","Saxony-Anhalt","(2c_gen) general maturity certificate","3","","",""
"Yes","2000","Saxony-Anhalt","(2c_voc) vocational maturity certificate","2","","",""
"Yes","2000","Saxony-Anhalt","(3a) lower tertiary education","4","","",""
"Yes","2000","Saxony-Anhalt","(3b) higher tertiary education","3","","",""
"Yes","2000","Thuringia","(0) in school","1","","",""
"Yes","2000","Thuringia","(1a) inadequately completed","","","",""
"Yes","2000","Thuringia","(1b) general elementary school","","","",""
"Yes","2000","Thuringia","(1c) basic vocational qualification","8","","",""
"Yes","2000","Thuringia","(2b) intermediate general qualification","1","","",""
"Yes","2000","Thuringia","(2a) intermediate vocational","23","","",""
"Yes","2000","Thuringia","(2c_gen) general maturity certificate","3","","",""
"Yes","2000","Thuringia","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2000","Thuringia","(3a) lower tertiary education","5","","",""
"Yes","2000","Thuringia","(3b) higher tertiary education","2","","",""
"No","2000","Schleswig-Holstein","(0) in school","16","","",""
"No","2000","Schleswig-Holstein","(1a) inadequately completed","8","","",""
"No","2000","Schleswig-Holstein","(1b) general elementary school","73","0.972604939107036","0.935662817829951","1.00954706038412"
"No","2000","Schleswig-Holstein","(1c) basic vocational qualification","219","0.944206305735958","0.914798259691309","0.973614351780606"
"No","2000","Schleswig-Holstein","(2b) intermediate general qualification","17","","",""
"No","2000","Schleswig-Holstein","(2a) intermediate vocational","114","0.90502627057051","0.854628798378634","0.955423742762387"
"No","2000","Schleswig-Holstein","(2c_gen) general maturity certificate","12","","",""
"No","2000","Schleswig-Holstein","(2c_voc) vocational maturity certificate","36","0.882842334874194","0.780587648271494","0.985097021476893"
"No","2000","Schleswig-Holstein","(3a) lower tertiary education","29","","",""
"No","2000","Schleswig-Holstein","(3b) higher tertiary education","18","","",""
"No","2000","Hamburg","(0) in school","4","","",""
"No","2000","Hamburg","(1a) inadequately completed","2","","",""
"No","2000","Hamburg","(1b) general elementary school","28","","",""
"No","2000","Hamburg","(1c) basic vocational qualification","74","0.968516044026684","0.929763622311482","1.00726846574189"
"No","2000","Hamburg","(2b) intermediate general qualification","6","","",""
"No","2000","Hamburg","(2a) intermediate vocational","61","0.916870325298232","0.851251925743535","0.982488724852929"
"No","2000","Hamburg","(2c_gen) general maturity certificate","9","","",""
"No","2000","Hamburg","(2c_voc) vocational maturity certificate","20","","",""
"No","2000","Hamburg","(3a) lower tertiary education","14","","",""
"No","2000","Hamburg","(3b) higher tertiary education","20","","",""
"No","2000","Lower Saxony","(0) in school","29","","",""
"No","2000","Lower Saxony","(1a) inadequately completed","30","1","1","1"
"No","2000","Lower Saxony","(1b) general elementary school","239","0.965599228602886","0.942777549495349","0.988420907710424"
"No","2000","Lower Saxony","(1c) basic vocational qualification","604","0.912897525538636","0.891302500973021","0.934492550104252"
"No","2000","Lower Saxony","(2b) intermediate general qualification","70","0.935331105904311","0.880037908948623","0.99062430286"
"No","2000","Lower Saxony","(2a) intermediate vocational","373","0.868552411209575","0.836578646694353","0.900526175724798"
"No","2000","Lower Saxony","(2c_gen) general maturity certificate","41","0.904069931262087","0.818966403011319","0.989173459512854"
"No","2000","Lower Saxony","(2c_voc) vocational maturity certificate","122","0.872437566011156","0.816778344818514","0.928096787203797"
"No","2000","Lower Saxony","(3a) lower tertiary education","66","0.893083901065219","0.823150420768602","0.963017381361836"
"No","2000","Lower Saxony","(3b) higher tertiary education","59","0.784544730411253","0.691497194969264","0.877592265853242"
"No","2000","Bremen","(0) in school","4","","",""
"No","2000","Bremen","(1a) inadequately completed","","","",""
"No","2000","Bremen","(1b) general elementary school","23","","",""
"No","2000","Bremen","(1c) basic vocational qualification","55","0.923443391995109","0.855598279704767","0.991288504285452"
"No","2000","Bremen","(2b) intermediate general qualification","7","","",""
"No","2000","Bremen","(2a) intermediate vocational","26","","",""
"No","2000","Bremen","(2c_gen) general maturity certificate","6","","",""
"No","2000","Bremen","(2c_voc) vocational maturity certificate","17","","",""
"No","2000","Bremen","(3a) lower tertiary education","3","","",""
"No","2000","Bremen","(3b) higher tertiary education","24","","",""
"No","2000","North Rhine-Westphalia","(0) in school","69","0.896424716831287","0.82880306650031","0.964046367162265"
"No","2000","North Rhine-Westphalia","(1a) inadequately completed","144","0.961202568977493","0.930298802903403","0.992106335051583"
"No","2000","North Rhine-Westphalia","(1b) general elementary school","625","0.959297056135926","0.94408282343695","0.974511288834902"
"No","2000","North Rhine-Westphalia","(1c) basic vocational qualification","1498","0.898722973759366","0.884257646672439","0.913188300846292"
"No","2000","North Rhine-Westphalia","(2b) intermediate general qualification","125","0.902082114309105","0.85213243703968","0.95203179157853"
"No","2000","North Rhine-Westphalia","(2a) intermediate vocational","627","0.807354705176244","0.779426366674267","0.835283043678221"
"No","2000","North Rhine-Westphalia","(2c_gen) general maturity certificate","145","0.853311432300543","0.800438209408556","0.906184655192529"
"No","2000","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","349","0.838751464786431","0.803283391260382","0.87421953831248"
"No","2000","North Rhine-Westphalia","(3a) lower tertiary education","121","0.587817702215581","0.516695502899404","0.658939901531758"
"No","2000","North Rhine-Westphalia","(3b) higher tertiary education","194","0.682929841447894","0.627218139760523","0.738641543135265"
"No","2000","Hesse","(0) in school","28","","",""
"No","2000","Hesse","(1a) inadequately completed","42","0.944605155020873","0.876233877534495","1.01297643250725"
"No","2000","Hesse","(1b) general elementary school","218","0.996929296685394","0.989601437049805","1.00425715632098"
"No","2000","Hesse","(1c) basic vocational qualification","450","0.934005130583694","0.911771517064215","0.956238744103174"
"No","2000","Hesse","(2b) intermediate general qualification","57","0.977929788197279","0.940121137183771","1.01573843921079"
"No","2000","Hesse","(2a) intermediate vocational","254","0.847302490862843","0.805904019033718","0.888700962691969"
"No","2000","Hesse","(2c_gen) general maturity certificate","51","1","1","1"
"No","2000","Hesse","(2c_voc) vocational maturity certificate","97","0.841492320749233","0.774450485017024","0.908534156481443"
"No","2000","Hesse","(3a) lower tertiary education","58","0.816047151875602","0.727168482137144","0.90492582161406"
"No","2000","Hesse","(3b) higher tertiary education","100","0.779036616968921","0.705414675397967","0.852658558539874"
