"plj0587","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Rarely ","2013","Bavaria","Couple + C. GT 16 ","196","0.410950898064758","0.366797959040237","0.455103837089279"
"Rarely ","2013","Bavaria","Couple + C. LE and GT 16","166","0.391660509679471","0.344354715906415","0.438966303452527"
"Rarely ","2013","Berlin","1-pers.-HH","81","0.368439447453317","0.306765077855727","0.430113817050906"
"Rarely ","2013","Berlin","(Married) couple without C. ","121","0.40137330861728","0.34627178826365","0.456474828970911"
"Rarely ","2013","Berlin","Single parent ","46","0.348423198502663","0.266830972537507","0.43001542446782"
"Rarely ","2013","Berlin","Couple + C. LE 16 ","71","0.342122285760746","0.277178974175311","0.407065597346181"
"Rarely ","2013","Berlin","Couple + C. GT 16 ","24","","",""
"Rarely ","2013","Berlin","Couple + C. LE and GT 16","12","","",""
"Rarely ","2013","Brandenburg","1-pers.-HH","42","0.269048006948535","0.198548575599954","0.339547438297115"
"Rarely ","2013","Brandenburg","(Married) couple without C. ","165","0.38285306070849","0.334977833343839","0.430728288073141"
"Rarely ","2013","Brandenburg","Single parent ","35","0.305065815054316","0.219410323497982","0.390721306610651"
"Rarely ","2013","Brandenburg","Couple + C. LE 16 ","83","0.388283819637912","0.324029610158096","0.452538029117727"
"Rarely ","2013","Brandenburg","Couple + C. GT 16 ","23","","",""
"Rarely ","2013","Brandenburg","Couple + C. LE and GT 16","23","","",""
"Rarely ","2013","Mecklenburg-Western Pomerania","1-pers.-HH","29","","",""
"Rarely ","2013","Mecklenburg-Western Pomerania","(Married) couple without C. ","81","0.381803208734915","0.315937691262133","0.447668726207696"
"Rarely ","2013","Mecklenburg-Western Pomerania","Single parent ","21","","",""
"Rarely ","2013","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","46","0.323940446706418","0.246696652145456","0.401184241267381"
"Rarely ","2013","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","15","","",""
"Rarely ","2013","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","12","","",""
"Rarely ","2013","Saxony","1-pers.-HH","74","0.297874822287771","0.241962735590262","0.35378690898528"
"Rarely ","2013","Saxony","(Married) couple without C. ","238","0.407415263660281","0.367253937335574","0.447576589984989"
"Rarely ","2013","Saxony","Single parent ","49","0.343661627663939","0.266091186005744","0.421232069322133"
"Rarely ","2013","Saxony","Couple + C. LE 16 ","162","0.406985201434505","0.360278876047309","0.453691526821701"
"Rarely ","2013","Saxony","Couple + C. GT 16 ","73","0.410685511754226","0.341098894219905","0.480272129288546"
"Rarely ","2013","Saxony","Couple + C. LE and GT 16","46","0.593410592721296","0.49665275133729","0.690168434105301"
"Rarely ","2013","Saxony-Anhalt","1-pers.-HH","58","0.346730212652904","0.27156275524097","0.421897670064838"
"Rarely ","2013","Saxony-Anhalt","(Married) couple without C. ","166","0.556034307158924","0.503222122586605","0.608846491731242"
"Rarely ","2013","Saxony-Anhalt","Single parent ","25","","",""
"Rarely ","2013","Saxony-Anhalt","Couple + C. LE 16 ","73","0.304666315615146","0.24150635334197","0.367826277888321"
"Rarely ","2013","Saxony-Anhalt","Couple + C. GT 16 ","47","0.453239295424489","0.354173290584092","0.552305300264886"
"Rarely ","2013","Saxony-Anhalt","Couple + C. LE and GT 16","18","","",""
"Rarely ","2013","Thuringia","1-pers.-HH","37","0.182069242548687","0.119897391780374","0.244241093317001"
"Rarely ","2013","Thuringia","(Married) couple without C. ","126","0.369698270207725","0.318159850327458","0.421236690087992"
"Rarely ","2013","Thuringia","Single parent ","15","","",""
"Rarely ","2013","Thuringia","Couple + C. LE 16 ","80","0.384834274794621","0.319645301375718","0.450023248213523"
"Rarely ","2013","Thuringia","Couple + C. GT 16 ","49","0.37581931916888","0.293195391238239","0.458443247099522"
"Rarely ","2013","Thuringia","Couple + C. LE and GT 16","23","","",""
"Never","2013","Schleswig-Holstein","1-pers.-HH","13","","",""
"Never","2013","Schleswig-Holstein","(Married) couple without C. ","48","0.154401822596646","0.109431036311445","0.199372608881848"
"Never","2013","Schleswig-Holstein","Single parent ","10","","",""
"Never","2013","Schleswig-Holstein","Couple + C. LE 16 ","33","0.127762870797246","0.0859620639645823","0.169563677629909"
"Never","2013","Schleswig-Holstein","Couple + C. GT 16 ","7","","",""
"Never","2013","Schleswig-Holstein","Couple + C. LE and GT 16","8","","",""
"Never","2013","Hamburg","1-pers.-HH","11","","",""
"Never","2013","Hamburg","(Married) couple without C. ","35","0.231493878101123","0.157255124922159","0.305732631280087"
"Never","2013","Hamburg","Single parent ","10","","",""
"Never","2013","Hamburg","Couple + C. LE 16 ","39","0.2325931552649","0.151395643521783","0.313790667008016"
"Never","2013","Hamburg","Couple + C. GT 16 ","9","","",""
"Never","2013","Hamburg","Couple + C. LE and GT 16","9","","",""
"Never","2013","Lower Saxony","1-pers.-HH","28","","",""
"Never","2013","Lower Saxony","(Married) couple without C. ","143","0.165136111099074","0.138527257944336","0.191744964253813"
"Never","2013","Lower Saxony","Single parent ","36","0.170856092560329","0.126044163737561","0.215668021383097"
"Never","2013","Lower Saxony","Couple + C. LE 16 ","109","0.161083978122545","0.1319118178387","0.190256138406389"
"Never","2013","Lower Saxony","Couple + C. GT 16 ","51","0.144455784812669","0.10252288393142","0.186388685693919"
"Never","2013","Lower Saxony","Couple + C. LE and GT 16","48","0.324995631922066","0.264726331257958","0.385264932586175"
"Never","2013","Bremen","1-pers.-HH","3","","",""
"Never","2013","Bremen","(Married) couple without C. ","10","","",""
"Never","2013","Bremen","Single parent ","8","","",""
"Never","2013","Bremen","Couple + C. LE 16 ","12","","",""
"Never","2013","Bremen","Couple + C. GT 16 ","7","","",""
"Never","2013","Bremen","Couple + C. LE and GT 16","","","",""
"Never","2013","North Rhine-Westphalia","1-pers.-HH","94","0.141656631587852","0.114767249930464","0.16854601324524"
"Never","2013","North Rhine-Westphalia","(Married) couple without C. ","322","0.218605086375909","0.197361330158082","0.239848842593736"
"Never","2013","North Rhine-Westphalia","Single parent ","89","0.180707270200753","0.147793638695541","0.213620901705965"
"Never","2013","North Rhine-Westphalia","Couple + C. LE 16 ","279","0.194372082803045","0.173455971713882","0.215288193892208"
"Never","2013","North Rhine-Westphalia","Couple + C. GT 16 ","172","0.214078791003107","0.182275359031201","0.245882222975013"
"Never","2013","North Rhine-Westphalia","Couple + C. LE and GT 16","98","0.220107967442534","0.179656834339287","0.260559100545781"
"Never","2013","Hesse","1-pers.-HH","33","0.14092171926554","0.0966242154549992","0.185219223076081"
"Never","2013","Hesse","(Married) couple without C. ","82","0.164613214907825","0.132616942244702","0.196609487570948"
"Never","2013","Hesse","Single parent ","13","","",""
"Never","2013","Hesse","Couple + C. LE 16 ","65","0.155569928463382","0.123009561857114","0.188130295069649"
"Never","2013","Hesse","Couple + C. GT 16 ","23","","",""
"Never","2013","Hesse","Couple + C. LE and GT 16","28","","",""
"Never","2013","Rhineland-Palatinate,Saarland","1-pers.-HH","49","0.219198965367383","0.163899835071716","0.274498095663049"
"Never","2013","Rhineland-Palatinate,Saarland","(Married) couple without C. ","129","0.248748114913686","0.206955469081042","0.290540760746329"
"Never","2013","Rhineland-Palatinate,Saarland","Single parent ","32","0.258334000400895","0.189646017749499","0.327021983052291"
"Never","2013","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","74","0.191021123962327","0.150581783185229","0.231460464739425"
"Never","2013","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","42","0.23241298498939","0.164134570516105","0.300691399462674"
"Never","2013","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","23","","",""
"Never","2013","Baden-Württemberg","1-pers.-HH","43","0.116741081334431","0.0840659751358595","0.149416187533002"
"Never","2013","Baden-Württemberg","(Married) couple without C. ","164","0.187641744247517","0.160886435369898","0.214397053125136"
"Never","2013","Baden-Württemberg","Single parent ","49","0.215965372576971","0.165459987786679","0.266470757367263"
"Never","2013","Baden-Württemberg","Couple + C. LE 16 ","148","0.170377536803136","0.145102892805276","0.195652180800996"
"Never","2013","Baden-Württemberg","Couple + C. GT 16 ","84","0.208917605145854","0.166687567240441","0.251147643051266"
"Never","2013","Baden-Württemberg","Couple + C. LE and GT 16","68","0.194824590898669","0.15052027438295","0.239128907414388"
"Never","2013","Bavaria","1-pers.-HH","103","0.174708410191786","0.142974224267208","0.206442596116365"
"Never","2013","Bavaria","(Married) couple without C. ","230","0.231829717771404","0.207126212066382","0.256533223476425"
"Never","2013","Bavaria","Single parent ","73","0.225082796307931","0.183844683491923","0.266320909123938"
"Never","2013","Bavaria","Couple + C. LE 16 ","172","0.145726643361923","0.12392360533386","0.167529681389987"
"Never","2013","Bavaria","Couple + C. GT 16 ","99","0.199321688042455","0.163471188443381","0.235172187641529"
"Never","2013","Bavaria","Couple + C. LE and GT 16","81","0.254740174199087","0.21251329235187","0.296967056046304"
"Never","2013","Berlin","1-pers.-HH","23","","",""
"Never","2013","Berlin","(Married) couple without C. ","41","0.125981894685007","0.088680456079687","0.163283333290326"
"Never","2013","Berlin","Single parent ","14","","",""
"Never","2013","Berlin","Couple + C. LE 16 ","34","0.194474686635799","0.140294275414537","0.248655097857062"
"Never","2013","Berlin","Couple + C. GT 16 ","12","","",""
"Never","2013","Berlin","Couple + C. LE and GT 16","3","","",""
"Never","2013","Brandenburg","1-pers.-HH","20","","",""
"Never","2013","Brandenburg","(Married) couple without C. ","40","0.0853700007072959","0.0578482623689659","0.112891739045626"
"Never","2013","Brandenburg","Single parent ","23","","",""
"Never","2013","Brandenburg","Couple + C. LE 16 ","30","0.0853782295718896","0.0485359669590695","0.12222049218471"
"Never","2013","Brandenburg","Couple + C. GT 16 ","12","","",""
"Never","2013","Brandenburg","Couple + C. LE and GT 16","8","","",""
"Never","2013","Mecklenburg-Western Pomerania","1-pers.-HH","13","","",""
"Never","2013","Mecklenburg-Western Pomerania","(Married) couple without C. ","17","","",""
"Never","2013","Mecklenburg-Western Pomerania","Single parent ","5","","",""
"Never","2013","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","18","","",""
"Never","2013","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Never","2013","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","3","","",""
"Never","2013","Saxony","1-pers.-HH","30","0.0846810081786217","0.050643263513016","0.118718752844227"
"Never","2013","Saxony","(Married) couple without C. ","74","0.101766587990955","0.0770543897945411","0.126478786187368"
"Never","2013","Saxony","Single parent ","17","","",""
"Never","2013","Saxony","Couple + C. LE 16 ","71","0.127938324419332","0.0961821955431292","0.159694453295534"
"Never","2013","Saxony","Couple + C. GT 16 ","34","0.13432849373285","0.0860939571287027","0.182563030336997"
"Never","2013","Saxony","Couple + C. LE and GT 16","18","","",""
"Never","2013","Saxony-Anhalt","1-pers.-HH","13","","",""
"Never","2013","Saxony-Anhalt","(Married) couple without C. ","41","0.110282013684926","0.0769863894663754","0.143577637903476"
"Never","2013","Saxony-Anhalt","Single parent ","20","","",""
"Never","2013","Saxony-Anhalt","Couple + C. LE 16 ","26","","",""
"Never","2013","Saxony-Anhalt","Couple + C. GT 16 ","17","","",""
"Never","2013","Saxony-Anhalt","Couple + C. LE and GT 16","4","","",""
"Never","2013","Thuringia","1-pers.-HH","31","0.227816620122874","0.160244093128904","0.295389147116844"
"Never","2013","Thuringia","(Married) couple without C. ","76","0.212916475830802","0.169209758836898","0.256623192824707"
"Never","2013","Thuringia","Single parent ","22","","",""
"Never","2013","Thuringia","Couple + C. LE 16 ","34","0.155472283986026","0.106923914655361","0.204020653316692"
"Never","2013","Thuringia","Couple + C. GT 16 ","18","","",""
"Never","2013","Thuringia","Couple + C. LE and GT 16","7","","",""
"Very often","2014","Schleswig-Holstein","1-pers.-HH","","","",""
"Very often","2014","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Very often","2014","Schleswig-Holstein","Single parent ","","","",""
"Very often","2014","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Very often","2014","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Very often","2014","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Very often","2014","Hamburg","1-pers.-HH","","","",""
"Very often","2014","Hamburg","(Married) couple without C. ","","","",""
"Very often","2014","Hamburg","Single parent ","","","",""
"Very often","2014","Hamburg","Couple + C. LE 16 ","","","",""
"Very often","2014","Hamburg","Couple + C. GT 16 ","","","",""
"Very often","2014","Hamburg","Couple + C. LE and GT 16","","","",""
"Very often","2014","Lower Saxony","1-pers.-HH","","","",""
"Very often","2014","Lower Saxony","(Married) couple without C. ","","","",""
"Very often","2014","Lower Saxony","Single parent ","","","",""
"Very often","2014","Lower Saxony","Couple + C. LE 16 ","","","",""
"Very often","2014","Lower Saxony","Couple + C. GT 16 ","","","",""
"Very often","2014","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Very often","2014","Bremen","1-pers.-HH","","","",""
"Very often","2014","Bremen","(Married) couple without C. ","","","",""
"Very often","2014","Bremen","Single parent ","","","",""
"Very often","2014","Bremen","Couple + C. LE 16 ","","","",""
"Very often","2014","Bremen","Couple + C. GT 16 ","","","",""
"Very often","2014","Bremen","Couple + C. LE and GT 16","","","",""
"Very often","2014","North Rhine-Westphalia","1-pers.-HH","","","",""
"Very often","2014","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Very often","2014","North Rhine-Westphalia","Single parent ","","","",""
"Very often","2014","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Very often","2014","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Very often","2014","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Very often","2014","Hesse","1-pers.-HH","","","",""
"Very often","2014","Hesse","(Married) couple without C. ","","","",""
"Very often","2014","Hesse","Single parent ","","","",""
"Very often","2014","Hesse","Couple + C. LE 16 ","","","",""
"Very often","2014","Hesse","Couple + C. GT 16 ","","","",""
"Very often","2014","Hesse","Couple + C. LE and GT 16","","","",""
"Very often","2014","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Very often","2014","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Very often","2014","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Very often","2014","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Very often","2014","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Very often","2014","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Very often","2014","Baden-Württemberg","1-pers.-HH","","","",""
"Very often","2014","Baden-Württemberg","(Married) couple without C. ","","","",""
"Very often","2014","Baden-Württemberg","Single parent ","","","",""
"Very often","2014","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Very often","2014","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Very often","2014","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
