"m11125","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"7 on Scale 1 to 10","1990","higher education","Rural Area","92","0.142612840022525","0.116233495096988","0.168992184948062","7"
"7 on Scale 1 to 10","1990","inadequately","Urban Area","77","0.13067559731679","0.102685224968474","0.158665969665106","7"
"7 on Scale 1 to 10","1990","inadequately","Rural Area","10","","","","7"
"7 on Scale 1 to 10","1990","higher vocational","Rural Area","36","0.131247836543242","0.0916255060984675","0.170870166988017","7"
"8 on Scale 1 to 10","1990","in school","Urban Area","27","","","","8"
"8 on Scale 1 to 10","1990","in school","Rural Area","14","","","","8"
"8 on Scale 1 to 10","1990","inadequately","Urban Area","96","0.18041420705582","0.148480225424168","0.212348188687473","8"
"8 on Scale 1 to 10","1990","inadequately","Rural Area","13","","","","8"
"8 on Scale 1 to 10","1990","general elemantary","Urban Area","423","0.178326949059725","0.161978486427769","0.19467541169168","8"
"8 on Scale 1 to 10","1990","general elemantary","Rural Area","125","0.151683011063066","0.128009572083023","0.175356450043109","8"
"8 on Scale 1 to 10","1990","middle vocational","Urban Area","988","0.227195403140399","0.214811569852364","0.239579236428435","8"
"8 on Scale 1 to 10","1990","middle vocational","Rural Area","571","0.219108199029006","0.203329511577245","0.234886886480766","8"
"8 on Scale 1 to 10","1990","vocational + Abi","Urban Area","77","0.283073134205273","0.231224676007737","0.334921592402808","8"
"8 on Scale 1 to 10","1990","vocational + Abi","Rural Area","25","","","","8"
"8 on Scale 1 to 10","1990","higher vocational","Urban Area","121","0.223927587297965","0.187016658441382","0.260838516154548","8"
"8 on Scale 1 to 10","1990","higher vocational","Rural Area","65","0.22070187573082","0.172038658583347","0.269365092878292","8"
"8 on Scale 1 to 10","1990","higher education","Rural Area","162","0.24383062838752","0.211437725071097","0.276223531703943","8"
"8 on Scale 1 to 10","1990","higher education","Urban Area","261","0.251268750130609","0.224412433417849","0.278125066843369","8"
"9 on Scale 1 to 10","1990","in school","Urban Area","32","0.262189064290284","0.189592115905796","0.334786012674773","9"
"9 on Scale 1 to 10","1990","in school","Rural Area","8","","","","9"
"9 on Scale 1 to 10","1990","inadequately","Urban Area","45","0.0855189020727836","0.0622948007113102","0.108743003434257","9"
"9 on Scale 1 to 10","1990","inadequately","Rural Area","15","","","","9"
"9 on Scale 1 to 10","1990","general elemantary","Urban Area","225","0.0905753503794014","0.0783176985972024","0.102833002161601","9"
"9 on Scale 1 to 10","1990","general elemantary","Rural Area","80","0.0687821023408529","0.0520797677822572","0.0854844368994486","9"
"9 on Scale 1 to 10","1990","middle vocational","Urban Area","493","0.0988314889554968","0.0900114368316434","0.10765154107935","9"
"9 on Scale 1 to 10","1990","vocational + Abi","Rural Area","12","","","","9"
"9 on Scale 1 to 10","1990","higher vocational","Urban Area","44","0.0806497939444404","0.0565400737086155","0.104759514180265","9"
"9 on Scale 1 to 10","1990","higher vocational","Rural Area","34","0.114917643011677","0.0774952818162152","0.152340004207139","9"
"9 on Scale 1 to 10","1990","higher education","Urban Area","141","0.152107454585031","0.129871289577249","0.174343619592813","9"
"9 on Scale 1 to 10","1990","middle vocational","Rural Area","248","0.0950622363616575","0.0838740550170695","0.106250417706245","9"
"9 on Scale 1 to 10","1990","vocational + Abi","Urban Area","38","0.147637253048829","0.106809140783569","0.18846536531409","9"
"9 on Scale 1 to 10","1990","higher education","Rural Area","94","0.149934545647865","0.123002258125765","0.176866833169964","9"
"0 Completely dissatisfied","1991","higher vocational","Urban Area","10","","","","0"
"0 Completely dissatisfied","1991","middle vocational","Urban Area","83","0.026640532826324","0.0218285843333225","0.0314524813193255","0"
"0 Completely dissatisfied","1991","in school","Rural Area","","","","","0"
"0 Completely dissatisfied","1991","inadequately","Rural Area","2","","","","0"
"0 Completely dissatisfied","1991","vocational + Abi","Urban Area","4","","","","0"
"0 Completely dissatisfied","1991","in school","Urban Area","2","","","","0"
"0 Completely dissatisfied","1991","inadequately","Urban Area","6","","","","0"
"0 Completely dissatisfied","1991","general elemantary","Urban Area","54","0.0408020235814454","0.0321897821749092","0.0494142649879815","0"
"0 Completely dissatisfied","1991","general elemantary","Rural Area","31","0.0329566738362968","0.0209268972309881","0.0449864504416054","0"
"0 Completely dissatisfied","1991","middle vocational","Rural Area","48","0.0198845304846184","0.0144882645380227","0.025280796431214","0"
"0 Completely dissatisfied","1991","vocational + Abi","Rural Area","","","","","0"
"0 Completely dissatisfied","1991","higher vocational","Rural Area","4","","","","0"
"0 Completely dissatisfied","1991","higher education","Urban Area","9","","","","0"
"0 Completely dissatisfied","1991","higher education","Rural Area","8","","","","0"
"1 on Scale 1 to 10","1991","in school","Urban Area","","","","","1"
"1 on Scale 1 to 10","1991","in school","Rural Area","","","","","1"
"1 on Scale 1 to 10","1991","inadequately","Urban Area","10","","","","1"
"1 on Scale 1 to 10","1991","inadequately","Rural Area","3","","","","1"
"1 on Scale 1 to 10","1991","general elemantary","Urban Area","31","0.0188219281519876","0.0129059414494935","0.0247379148544817","1"
"1 on Scale 1 to 10","1991","general elemantary","Rural Area","12","","","","1"
"1 on Scale 1 to 10","1991","middle vocational","Urban Area","55","0.0152569120554741","0.0115941586570129","0.0189196654539353","1"
"1 on Scale 1 to 10","1991","middle vocational","Rural Area","22","","","","1"
"1 on Scale 1 to 10","1991","vocational + Abi","Urban Area","2","","","","1"
"1 on Scale 1 to 10","1991","vocational + Abi","Rural Area","1","","","","1"
"1 on Scale 1 to 10","1991","higher vocational","Urban Area","1","","","","1"
"1 on Scale 1 to 10","1991","higher vocational","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1991","higher education","Urban Area","7","","","","1"
"1 on Scale 1 to 10","1991","higher education","Rural Area","5","","","","1"
"10 Completely satisfied","1991","in school","Rural Area","8","","","","10"
"10 Completely satisfied","1991","general elemantary","Urban Area","241","0.0917672885070749","0.0791993589941726","0.104335218019977","10"
"10 Completely satisfied","1991","in school","Urban Area","40","0.287851028138706","0.207509979869494","0.368192076407918","10"
"10 Completely satisfied","1991","general elemantary","Rural Area","73","0.0698098826390055","0.0526384225808406","0.0869813426971704","10"
"10 Completely satisfied","1991","inadequately","Rural Area","26","","","","10"
"10 Completely satisfied","1991","vocational + Abi","Urban Area","23","","","","10"
"10 Completely satisfied","1991","vocational + Abi","Rural Area","5","","","","10"
"10 Completely satisfied","1991","higher education","Urban Area","77","0.0743633663664941","0.0580369058303457","0.0906898269026425","10"
"10 Completely satisfied","1991","middle vocational","Urban Area","433","0.0885537907113726","0.0800642931508029","0.0970432882719424","10"
"10 Completely satisfied","1991","higher education","Rural Area","72","0.103509792024422","0.0804608856349462","0.126558698413897","10"
"10 Completely satisfied","1991","inadequately","Urban Area","47","0.0930002778936953","0.0687719048263378","0.117228650961053","10"
"10 Completely satisfied","1991","middle vocational","Rural Area","304","0.104381320499964","0.0925626121015178","0.11620002889841","10"
"10 Completely satisfied","1991","higher vocational","Urban Area","38","0.0743392242598796","0.050773566962587","0.0979048815571722","10"
"10 Completely satisfied","1991","higher vocational","Rural Area","32","0.105130235213692","0.069074909064514","0.141185561362869","10"
"2 on Scale 1 to 10","1991","general elemantary","Rural Area","31","0.0464366683920945","0.0322569303577325","0.0606164064264565","2"
"2 on Scale 1 to 10","1991","higher education","Rural Area","12","","","","2"
"2 on Scale 1 to 10","1991","in school","Urban Area","","","","","2"
"2 on Scale 1 to 10","1991","higher education","Urban Area","21","","","","2"
"2 on Scale 1 to 10","1991","general elemantary","Urban Area","43","0.0289538534925238","0.0216543329097022","0.0362533740753453","2"
"2 on Scale 1 to 10","1991","inadequately","Rural Area","7","","","","2"
"2 on Scale 1 to 10","1991","middle vocational","Urban Area","98","0.0265950992626031","0.0217871435344727","0.0314030549907336","2"
"2 on Scale 1 to 10","1991","middle vocational","Rural Area","45","0.0163823730465755","0.01147557018673","0.0212891759064211","2"
"2 on Scale 1 to 10","1991","higher vocational","Urban Area","17","","","","2"
"2 on Scale 1 to 10","1991","higher vocational","Rural Area","6","","","","2"
"2 on Scale 1 to 10","1991","in school","Rural Area","1","","","","2"
"2 on Scale 1 to 10","1991","inadequately","Urban Area","18","","","","2"
"2 on Scale 1 to 10","1991","vocational + Abi","Urban Area","6","","","","2"
"2 on Scale 1 to 10","1991","vocational + Abi","Rural Area","2","","","","2"
"3 on Scale 1 to 10","1991","in school","Urban Area","2","","","","3"
"3 on Scale 1 to 10","1991","in school","Rural Area","","","","","3"
"3 on Scale 1 to 10","1991","inadequately","Urban Area","45","0.075895833646787","0.053803174908869","0.097988492384705","3"
"3 on Scale 1 to 10","1991","middle vocational","Rural Area","107","0.0481972048956236","0.0399181365642425","0.0564762732270047","3"
"3 on Scale 1 to 10","1991","vocational + Abi","Urban Area","17","","","","3"
"3 on Scale 1 to 10","1991","vocational + Abi","Rural Area","4","","","","3"
"3 on Scale 1 to 10","1991","higher education","Rural Area","24","","","","3"
"3 on Scale 1 to 10","1991","inadequately","Rural Area","2","","","","3"
"3 on Scale 1 to 10","1991","middle vocational","Urban Area","197","0.0513242803969737","0.0447305191891597","0.0579180416047877","3"
"3 on Scale 1 to 10","1991","general elemantary","Urban Area","111","0.0642171408411937","0.0535454252530272","0.0748888564293603","3"
"3 on Scale 1 to 10","1991","general elemantary","Rural Area","55","0.0671056357808498","0.0502455941791297","0.08396567738257","3"
"3 on Scale 1 to 10","1991","higher vocational","Urban Area","16","","","","3"
"3 on Scale 1 to 10","1991","higher vocational","Rural Area","10","","","","3"
"3 on Scale 1 to 10","1991","higher education","Urban Area","45","0.0425155685278009","0.0299601234973244","0.0550710135582774","3"
"4 on Scale 1 to 10","1991","inadequately","Urban Area","37","0.0611178749263895","0.041134528822756","0.0811012210300229","4"
"4 on Scale 1 to 10","1991","in school","Rural Area","1","","","","4"
"4 on Scale 1 to 10","1991","in school","Urban Area","2","","","","4"
"4 on Scale 1 to 10","1991","inadequately","Rural Area","2","","","","4"
"4 on Scale 1 to 10","1991","general elemantary","Urban Area","105","0.0591391960484743","0.0488703507077332","0.0694080413892154","4"
"4 on Scale 1 to 10","1991","middle vocational","Urban Area","207","0.0532729541745418","0.0465620865786772","0.0599838217704064","4"
"4 on Scale 1 to 10","1991","middle vocational","Rural Area","125","0.0565212037285864","0.0475949582510393","0.0654474492061335","4"
"4 on Scale 1 to 10","1991","vocational + Abi","Urban Area","12","","","","4"
"4 on Scale 1 to 10","1991","vocational + Abi","Rural Area","5","","","","4"
"4 on Scale 1 to 10","1991","higher vocational","Urban Area","38","0.0821482266213394","0.0574804511603769","0.106816002082302","4"
"4 on Scale 1 to 10","1991","higher vocational","Rural Area","11","","","","4"
"4 on Scale 1 to 10","1991","general elemantary","Rural Area","44","0.0556574969605085","0.0402088832603204","0.0711061106606965","4"
"4 on Scale 1 to 10","1991","higher education","Urban Area","44","0.0512344713151225","0.0375145116980342","0.0649544309322107","4"
"4 on Scale 1 to 10","1991","higher education","Rural Area","35","0.057555164662691","0.0399330934995757","0.0751772358258063","4"
"5 on Scale 1 to 10","1991","inadequately","Rural Area","15","","","","5"
"5 on Scale 1 to 10","1991","inadequately","Urban Area","84","0.141011964102588","0.111978417496359","0.170045510708817","5"
"5 on Scale 1 to 10","1991","middle vocational","Urban Area","625","0.153615126369568","0.142840212040021","0.164390040699116","5"
"5 on Scale 1 to 10","1991","higher education","Urban Area","131","0.147461447834157","0.125397231077361","0.169525664590953","5"
"5 on Scale 1 to 10","1991","higher education","Rural Area","94","0.179965885772376","0.150899041424068","0.209032730120684","5"
"5 on Scale 1 to 10","1991","general elemantary","Urban Area","321","0.188411904857437","0.17138862570829","0.205435184006584","5"
"5 on Scale 1 to 10","1991","general elemantary","Rural Area","149","0.188296022960241","0.161951986421118","0.214640059499364","5"
"5 on Scale 1 to 10","1991","middle vocational","Rural Area","451","0.177879704834049","0.163097883881371","0.192661525786727","5"
"5 on Scale 1 to 10","1991","higher vocational","Urban Area","59","0.123377805844043","0.0938338009343936","0.152921810753692","5"
"5 on Scale 1 to 10","1991","in school","Rural Area","1","","","","5"
"5 on Scale 1 to 10","1991","higher vocational","Rural Area","47","0.170873716689392","0.126627752116468","0.215119681262315","5"
"5 on Scale 1 to 10","1991","in school","Urban Area","3","","","","5"
"5 on Scale 1 to 10","1991","vocational + Abi","Urban Area","23","","","","5"
"5 on Scale 1 to 10","1991","vocational + Abi","Rural Area","10","","","","5"
"6 on Scale 1 to 10","1991","in school","Urban Area","7","","","","6"
"6 on Scale 1 to 10","1991","middle vocational","Urban Area","423","0.101941218348587","0.0928997247355078","0.110982711961665","6"
"6 on Scale 1 to 10","1991","middle vocational","Rural Area","252","0.105709000546284","0.0938241844485853","0.117593816643982","6"
"6 on Scale 1 to 10","1991","vocational + Abi","Urban Area","21","","","","6"
"6 on Scale 1 to 10","1991","general elemantary","Rural Area","89","0.10474827435278","0.0841130625251051","0.125383486180455","6"
"6 on Scale 1 to 10","1991","in school","Rural Area","1","","","","6"
