"m11125","year","migback","n","percent","lower_confidence","upper_confidence"
"0 Completely dissatisfied","2011","direct migration background","35","0.0103579697733604","0.00667940860556224","0.0140365309411586"
"0 Completely dissatisfied","2011","indirect migration background","9","","",""
"1 on Scale 1 to 10","2011","no migration background","234","0.0135502593102544","0.0120140164771796","0.0150865021433291"
"1 on Scale 1 to 10","2011","direct migration background","40","0.0148378150664404","0.0104450250861863","0.0192306050466945"
"1 on Scale 1 to 10","2011","indirect migration background","5","","",""
"2 on Scale 1 to 10","2011","no migration background","667","0.0382957334111889","0.0357457077420837","0.0408457590802941"
"2 on Scale 1 to 10","2011","direct migration background","71","0.0384383748801408","0.0314532742528952","0.0454234755073864"
"2 on Scale 1 to 10","2011","indirect migration background","19","","",""
"3 on Scale 1 to 10","2011","no migration background","1126","0.0587521185855373","0.0556273895938201","0.0618768475772544"
"3 on Scale 1 to 10","2011","direct migration background","146","0.0545127485737689","0.0462641821651114","0.0627613149824264"
"3 on Scale 1 to 10","2011","indirect migration background","37","0.0176506436417591","0.0102586855826904","0.0250426017008277"
"4 on Scale 1 to 10","2011","no migration background","1234","0.0657882515711119","0.0624940860317576","0.0690824171104662"
"4 on Scale 1 to 10","2011","direct migration background","144","0.0560929924192225","0.0477327185156094","0.0644532663228357"
"4 on Scale 1 to 10","2011","indirect migration background","45","0.0305551072232289","0.0208934926633589","0.0402167217830989"
"5 on Scale 1 to 10","2011","no migration background","2853","0.142559954099029","0.137914274652241","0.147205633545817"
"5 on Scale 1 to 10","2011","direct migration background","391","0.156977981106089","0.143760751781967","0.170195210430211"
"5 on Scale 1 to 10","2011","indirect migration background","108","0.0949089358147571","0.0784559043323921","0.111361967297122"
"6 on Scale 1 to 10","2011","no migration background","2153","0.103718167624444","0.0996668312844076","0.10776950396448"
"6 on Scale 1 to 10","2011","direct migration background","274","0.099040607435355","0.0881873312987911","0.109893883571919"
"6 on Scale 1 to 10","2011","indirect migration background","108","0.0770747839864422","0.062102582868292","0.0920469851045924"
"7 on Scale 1 to 10","2011","no migration background","3660","0.167717713172255","0.162753237610888","0.172682188733623"
"7 on Scale 1 to 10","2011","direct migration background","462","0.160957397822334","0.147605313267397","0.17430948237727"
"7 on Scale 1 to 10","2011","indirect migration background","181","0.166311551446495","0.145408516930603","0.187214585962387"
"8 on Scale 1 to 10","2011","no migration background","5186","0.22035898564732","0.214851399405706","0.225866571888934"
"8 on Scale 1 to 10","2011","direct migration background","643","0.203523410869078","0.188895062637562","0.218151759100594"
"8 on Scale 1 to 10","2011","indirect migration background","313","0.287706070987056","0.262293396551351","0.313118745422761"
"9 on Scale 1 to 10","2011","no migration background","2763","0.106442519741803","0.1023445626578","0.110540476825806"
"9 on Scale 1 to 10","2011","direct migration background","371","0.12027824249488","0.108459594444651","0.132096890545109"
"9 on Scale 1 to 10","2011","indirect migration background","212","0.167995243577062","0.147007892104971","0.188982595049153"
"10 Completely satisfied","2011","no migration background","1623","0.0687348169168345","0.0653730030946326","0.0720966307390363"
"10 Completely satisfied","2011","direct migration background","333","0.0849824595593316","0.07485079146162","0.0951141276570431"
"10 Completely satisfied","2011","indirect migration background","182","0.123562462802537","0.105088928085859","0.142035997519216"
"0 Completely dissatisfied","2012","no migration background","272","0.0136985746260129","0.0121755764447584","0.0152215728072674"
"0 Completely dissatisfied","2012","direct migration background","37","0.0137280447075922","0.00949961695213781","0.0179564724630467"
"0 Completely dissatisfied","2012","indirect migration background","9","","",""
"1 on Scale 1 to 10","2012","no migration background","259","0.013424261710369","0.011916379959978","0.01493214346076"
"1 on Scale 1 to 10","2012","direct migration background","33","0.0118983576394552","0.00795813692037498","0.0158385783585354"
"1 on Scale 1 to 10","2012","indirect migration background","11","","",""
"2 on Scale 1 to 10","2012","no migration background","630","0.0331167075726248","0.0307721145468185","0.0354613005984311"
"2 on Scale 1 to 10","2012","direct migration background","84","0.0344801986190617","0.0278497684985217","0.0411106287396017"
"2 on Scale 1 to 10","2012","indirect migration background","17","","",""
"3 on Scale 1 to 10","2012","no migration background","1129","0.0561094981472496","0.0530941610940872","0.059124835200412"
"3 on Scale 1 to 10","2012","direct migration background","126","0.0454192141946961","0.0378525862027922","0.0529858421866"
"3 on Scale 1 to 10","2012","indirect migration background","40","0.0326992841816742","0.0227480788600708","0.0426504895032777"
"4 on Scale 1 to 10","2012","no migration background","1249","0.0589574004002949","0.0558711534825773","0.0620436473180125"
"4 on Scale 1 to 10","2012","direct migration background","127","0.0478970388505688","0.0401368458829423","0.0556572318181953"
"4 on Scale 1 to 10","2012","indirect migration background","52","0.0444188739249105","0.0328911554036562","0.0559465924461649"
"5 on Scale 1 to 10","2012","no migration background","2812","0.136071879316969","0.131579464395937","0.140564294238001"
"5 on Scale 1 to 10","2012","direct migration background","385","0.147634422579409","0.134743529788099","0.160525315370719"
"5 on Scale 1 to 10","2012","indirect migration background","112","0.0870173428613336","0.0712463156017217","0.102788370120945"
"6 on Scale 1 to 10","2012","no migration background","2263","0.105421751455688","0.101398000016329","0.109445502895047"
"6 on Scale 1 to 10","2012","direct migration background","272","0.0963918342784401","0.085667102827161","0.107116565729719"
"6 on Scale 1 to 10","2012","indirect migration background","100","0.0720104603664136","0.0575462362032405","0.0864746845295867"
"7 on Scale 1 to 10","2012","no migration background","3965","0.175044367616154","0.170065320558254","0.180023414674054"
"7 on Scale 1 to 10","2012","direct migration background","474","0.163878973814756","0.150427421012016","0.177330526617497"
"7 on Scale 1 to 10","2012","indirect migration background","200","0.166529786532662","0.145684070654334","0.187375502410991"
"8 on Scale 1 to 10","2012","no migration background","5495","0.234551357408034","0.228999556695548","0.24010315812052"
"8 on Scale 1 to 10","2012","direct migration background","708","0.221277238641161","0.206192560907059","0.236361916375263"
"8 on Scale 1 to 10","2012","indirect migration background","321","0.261920969657867","0.237319424890836","0.286522514424898"
"9 on Scale 1 to 10","2012","no migration background","2770","0.108604970591324","0.104528194873918","0.11268174630873"
"9 on Scale 1 to 10","2012","direct migration background","362","0.128832163201031","0.116657995037412","0.14100633136465"
"9 on Scale 1 to 10","2012","indirect migration background","185","0.157254542649881","0.136885265389529","0.177623819910233"
"10 Completely satisfied","2012","no migration background","1532","0.0649992311552799","0.061769123789338","0.0682293385212218"
"10 Completely satisfied","2012","direct migration background","301","0.0885625134738283","0.0782381177899085","0.0988869091577481"
"10 Completely satisfied","2012","indirect migration background","180","0.147565444306051","0.127720555588737","0.167410333023366"
"0 Completely dissatisfied","2013","no migration background","254","0.0136809257112784","0.0121522885619142","0.0152095628606426"
"0 Completely dissatisfied","2013","direct migration background","96","0.0165879119041736","0.0134600169804024","0.0197158068279447"
"0 Completely dissatisfied","2013","indirect migration background","18","","",""
"1 on Scale 1 to 10","2013","no migration background","246","0.0144684952600282","0.0128971019834943","0.0160398885365621"
"1 on Scale 1 to 10","2013","direct migration background","66","0.0109507016899255","0.00840200316393725","0.0134994002159138"
"1 on Scale 1 to 10","2013","indirect migration background","7","","",""
"2 on Scale 1 to 10","2013","no migration background","673","0.0344446552392645","0.0320447866658982","0.0368445238126308"
"2 on Scale 1 to 10","2013","direct migration background","160","0.0278859002617006","0.0238537242649619","0.0319180762584394"
"2 on Scale 1 to 10","2013","indirect migration background","27","","",""
"3 on Scale 1 to 10","2013","no migration background","1124","0.0581301118926602","0.0550509396214305","0.0612092841638899"
"3 on Scale 1 to 10","2013","direct migration background","235","0.044095672936632","0.0390676908113189","0.0491236550619452"
"3 on Scale 1 to 10","2013","indirect migration background","56","0.0315773338128168","0.024157894525203","0.0389967731004307"
"4 on Scale 1 to 10","2013","no migration background","1255","0.0625752160538432","0.0593880305168236","0.0657624015908627"
"4 on Scale 1 to 10","2013","direct migration background","293","0.0522806130383833","0.0468293298705169","0.0577318962062497"
"4 on Scale 1 to 10","2013","indirect migration background","79","0.0361646591697714","0.0282433950374409","0.0440859233021019"
"5 on Scale 1 to 10","2013","no migration background","2736","0.136098126283303","0.131585844294426","0.140610408272181"
"5 on Scale 1 to 10","2013","direct migration background","768","0.12643945327614","0.118300354214668","0.134578552337611"
"5 on Scale 1 to 10","2013","indirect migration background","151","0.0630758336376945","0.0527616560796534","0.0733900111957357"
"6 on Scale 1 to 10","2013","no migration background","2245","0.100168280146964","0.0962174922998782","0.104119067994051"
"6 on Scale 1 to 10","2013","direct migration background","538","0.0896330719211694","0.0826373763766697","0.096628767465669"
"6 on Scale 1 to 10","2013","indirect migration background","117","0.0515756989625695","0.0421919845631309","0.0609594133620081"
"7 on Scale 1 to 10","2013","no migration background","4008","0.178418234488083","0.173379946755298","0.183456522220868"
"7 on Scale 1 to 10","2013","direct migration background","879","0.150288993852762","0.141537388317902","0.159040599387621"
"7 on Scale 1 to 10","2013","indirect migration background","336","0.171340145323299","0.155353085551871","0.187327205094728"
"8 on Scale 1 to 10","2013","no migration background","5361","0.226712070052144","0.221202142502402","0.232221997601885"
"8 on Scale 1 to 10","2013","direct migration background","1446","0.221315073425652","0.211148492898206","0.231481653953097"
"8 on Scale 1 to 10","2013","indirect migration background","566","0.248937260305068","0.230591574775532","0.267282945834605"
"9 on Scale 1 to 10","2013","no migration background","2794","0.110709407358447","0.106580339089315","0.114838475627579"
"9 on Scale 1 to 10","2013","direct migration background","883","0.119546516706301","0.111601218624952","0.127491814787649"
"9 on Scale 1 to 10","2013","indirect migration background","359","0.168443770870839","0.152564733468824","0.184322808272853"
"10 Completely satisfied","2013","no migration background","1487","0.0645944775139845","0.0613597655780516","0.0678291894499174"
"10 Completely satisfied","2013","direct migration background","1041","0.140976090987162","0.13245365237042","0.149498529603904"
"10 Completely satisfied","2013","indirect migration background","418","0.197816636226748","0.180915374959889","0.214717897493608"
"0 Completely dissatisfied","2014","no migration background","227","0.0129215752069475","0.011366539037392","0.0144766113765031"
"0 Completely dissatisfied","2014","direct migration background","68","0.015715126080699","0.0123120910159429","0.019118161145455"
"0 Completely dissatisfied","2014","indirect migration background","12","","",""
"1 on Scale 1 to 10","2014","no migration background","245","0.01433691655245","0.0127001035747841","0.0159737295301159"
"1 on Scale 1 to 10","2014","direct migration background","36","0.0107410664984731","0.00792056862395939","0.0135615643729869"
"1 on Scale 1 to 10","2014","indirect migration background","11","","",""
"2 on Scale 1 to 10","2014","no migration background","585","0.0344948780205135","0.0319820571336836","0.0370076989073435"
"2 on Scale 1 to 10","2014","direct migration background","148","0.0280045090455961","0.0234901802157768","0.0325188378754154"
"2 on Scale 1 to 10","2014","indirect migration background","31","0.0205222020244237","0.0139633906380703","0.0270810134107771"
"3 on Scale 1 to 10","2014","no migration background","1093","0.0572824713423275","0.0540827762150896","0.0604821664695654"
"3 on Scale 1 to 10","2014","direct migration background","198","0.0479507153782125","0.0421045062781308","0.0537969244782941"
"3 on Scale 1 to 10","2014","indirect migration background","40","0.0300549585945987","0.0221564063494635","0.037953510839734"
"4 on Scale 1 to 10","2014","no migration background","1130","0.0594183576377948","0.0561632488589503","0.0626734664166392"
"4 on Scale 1 to 10","2014","direct migration background","223","0.0464190717741132","0.0406623652754926","0.0521757782727338"
"4 on Scale 1 to 10","2014","indirect migration background","72","0.0403140399028038","0.0312147270782731","0.0494133527273346"
"5 on Scale 1 to 10","2014","no migration background","2583","0.135261439604939","0.130552356542618","0.13997052266726"
"5 on Scale 1 to 10","2014","direct migration background","636","0.128792751516926","0.119627306962885","0.137958196070967"
"5 on Scale 1 to 10","2014","indirect migration background","148","0.0825848390914283","0.069851304146977","0.0953183740358797"
"6 on Scale 1 to 10","2014","no migration background","2126","0.1063205778939","0.102076273934126","0.110564881853675"
"6 on Scale 1 to 10","2014","direct migration background","482","0.100214945207344","0.0919985235613878","0.108431366853301"
"6 on Scale 1 to 10","2014","indirect migration background","136","0.0755394615304099","0.0633145142276794","0.0877644088331404"
"7 on Scale 1 to 10","2014","no migration background","3681","0.175071462177891","0.169838799018094","0.180304125337688"
"7 on Scale 1 to 10","2014","direct migration background","820","0.157680949105831","0.147709115845245","0.167652782366417"
"7 on Scale 1 to 10","2014","indirect migration background","291","0.16169735734775","0.144665275192652","0.178729439502847"
"8 on Scale 1 to 10","2014","no migration background","4862","0.230310806692769","0.224513559909819","0.236108053475718"
"8 on Scale 1 to 10","2014","direct migration background","1273","0.242650179865406","0.230920513596809","0.254379846134003"
"8 on Scale 1 to 10","2014","indirect migration background","467","0.259775581828421","0.23948956734071","0.280061596316131"
"9 on Scale 1 to 10","2014","no migration background","2513","0.113670799994394","0.109300322155631","0.118041277833156"
"9 on Scale 1 to 10","2014","direct migration background","616","0.108384433025685","0.0998785509012474","0.116890315150123"
"9 on Scale 1 to 10","2014","indirect migration background","286","0.152958411231556","0.136306851727544","0.169609970735567"
"10 Completely satisfied","2014","no migration background","1217","0.0609107148760729","0.0576175973786362","0.0642038323735096"
"10 Completely satisfied","2014","direct migration background","631","0.113446252501714","0.104768751033902","0.122123753969526"
"10 Completely satisfied","2014","indirect migration background","301","0.166277802661408","0.149053419213074","0.183502186109743"
"0 Completely dissatisfied","2015","no migration background","192","0.0135667180101704","0.0119297565801599","0.0152036794401809"
"0 Completely dissatisfied","2015","direct migration background","41","0.0132562685223389","0.00984457586269474","0.0166679611819831"
"0 Completely dissatisfied","2015","indirect migration background","8","","",""
"1 on Scale 1 to 10","2015","no migration background","196","0.010915261120492","0.00944497788775403","0.0123855443532301"
"1 on Scale 1 to 10","2015","direct migration background","53","0.0170144353752743","0.0131566380506805","0.0208722326998681"
"1 on Scale 1 to 10","2015","indirect migration background","6","","",""
"2 on Scale 1 to 10","2015","no migration background","599","0.0376405645624051","0.0349473936951066","0.0403337354297036"
"2 on Scale 1 to 10","2015","direct migration background","120","0.0274832608028084","0.0226064069745152","0.0323601146311015"
"2 on Scale 1 to 10","2015","indirect migration background","26","","",""
"3 on Scale 1 to 10","2015","no migration background","1014","0.0556737526846743","0.0524292101820435","0.0589182951873052"
"3 on Scale 1 to 10","2015","direct migration background","166","0.0524789713893399","0.0458270952738745","0.0591308475048054"
"3 on Scale 1 to 10","2015","indirect migration background","38","0.0210963029850035","0.0141156821014679","0.028076923868539"
"4 on Scale 1 to 10","2015","no migration background","1098","0.0586412208114011","0.0553165681523721","0.0619658734704301"
"4 on Scale 1 to 10","2015","direct migration background","183","0.0451691451247419","0.0389741463538393","0.0513641438956446"
"4 on Scale 1 to 10","2015","indirect migration background","70","0.0492296263081912","0.0387203700850928","0.0597388825312896"
"5 on Scale 1 to 10","2015","no migration background","2397","0.133672266205898","0.128856904069295","0.138487628342502"
"5 on Scale 1 to 10","2015","direct migration background","497","0.122153453821476","0.112385148074115","0.131921759568836"
"5 on Scale 1 to 10","2015","indirect migration background","133","0.078238899039592","0.0651939783113363","0.0912838197678476"
"6 on Scale 1 to 10","2015","no migration background","1990","0.104565852742441","0.100235941867907","0.108895763616975"
"6 on Scale 1 to 10","2015","direct migration background","410","0.103205555232556","0.0941303791829937","0.112280731282119"
"6 on Scale 1 to 10","2015","indirect migration background","133","0.074085538837344","0.0613630216502254","0.0868080560244626"
"7 on Scale 1 to 10","2015","no migration background","3586","0.184048128352992","0.17856453598402","0.189531720721963"
"7 on Scale 1 to 10","2015","direct migration background","709","0.16855687548745","0.157389616816283","0.179724134158618"
"7 on Scale 1 to 10","2015","indirect migration background","276","0.169759854831942","0.151523406817052","0.187996302846832"
"8 on Scale 1 to 10","2015","no migration background","4621","0.230645012654629","0.224684239286599","0.236605786022659"
"8 on Scale 1 to 10","2015","direct migration background","1058","0.223035201657486","0.210617407838233","0.235452995476739"
"8 on Scale 1 to 10","2015","indirect migration background","409","0.26309619990323","0.241707539923877","0.284484859882583"
"9 on Scale 1 to 10","2015","no migration background","2369","0.113705945866929","0.109213863666933","0.118198028066924"
"9 on Scale 1 to 10","2015","direct migration background","614","0.129972211109533","0.119941103658785","0.14000331856028"
"9 on Scale 1 to 10","2015","indirect migration background","282","0.17986496518212","0.161208177807601","0.19852175255664"
"10 Completely satisfied","2015","no migration background","1123","0.0569252769879682","0.0536466438970186","0.0602039100789177"
"10 Completely satisfied","2015","direct migration background","466","0.0976746214769957","0.0888187863741944","0.106530456579797"
"10 Completely satisfied","2015","indirect migration background","247","0.145004136767276","0.127900317704456","0.162107955830096"
"0 Completely dissatisfied","2016","no migration background","195","0.0126550493460004","0.011018438350715","0.0142916603412858"
"0 Completely dissatisfied","2016","direct migration background","162","0.0125357164955119","0.0102649587145469","0.0148064742764769"
"0 Completely dissatisfied","2016","indirect migration background","12","","",""
"1 on Scale 1 to 10","2016","no migration background","214","0.0124524469695024","0.010828823025203","0.0140760709138018"
"1 on Scale 1 to 10","2016","direct migration background","88","0.0135132256103935","0.0111567623153742","0.0158696889054128"
"1 on Scale 1 to 10","2016","indirect migration background","11","","",""
"2 on Scale 1 to 10","2016","no migration background","516","0.0320790732077998","0.0294991312564068","0.0346590151591927"
"2 on Scale 1 to 10","2016","direct migration background","167","0.0219368927465942","0.0189473378905497","0.0249264476026387"
"2 on Scale 1 to 10","2016","indirect migration background","23","","",""
"3 on Scale 1 to 10","2016","no migration background","937","0.0607384239538113","0.0572413555623073","0.0642354923453154"
"3 on Scale 1 to 10","2016","direct migration background","315","0.0365750531180141","0.0327438342866355","0.0404062719493927"
"3 on Scale 1 to 10","2016","indirect migration background","49","0.0273925513303262","0.0192614822543085","0.035523620406344"
"4 on Scale 1 to 10","2016","no migration background","1035","0.0569872855530353","0.0535931682483882","0.0603814028576824"
"4 on Scale 1 to 10","2016","direct migration background","354","0.0554990455029587","0.0508262207945091","0.0601718702114083"
"4 on Scale 1 to 10","2016","indirect migration background","67","0.0449157727426189","0.0345980729526116","0.0552334725326262"
"5 on Scale 1 to 10","2016","no migration background","2221","0.130213701341895","0.125286347947406","0.135141054736384"
"5 on Scale 1 to 10","2016","direct migration background","924","0.118532851306419","0.111935676930769","0.125130025682069"
"5 on Scale 1 to 10","2016","indirect migration background","138","0.0851682013857795","0.0712631698986979","0.099073232872861"
"6 on Scale 1 to 10","2016","no migration background","1920","0.107442662951697","0.102908621018475","0.111976704884919"
"6 on Scale 1 to 10","2016","direct migration background","696","0.0971481509544324","0.0911036416911986","0.103192660217666"
"6 on Scale 1 to 10","2016","indirect migration background","139","0.0950024149209053","0.0803956632628902","0.10960916657892"
"7 on Scale 1 to 10","2016","no migration background","3441","0.195266116318615","0.189462232949199","0.201069999688032"
"7 on Scale 1 to 10","2016","direct migration background","1183","0.165835879961079","0.158244852987095","0.173426906935062"
"7 on Scale 1 to 10","2016","indirect migration background","252","0.154275056112835","0.136281167020513","0.172268945205157"
"8 on Scale 1 to 10","2016","no migration background","4420","0.233517664883225","0.227323396290748","0.239711933475703"
"8 on Scale 1 to 10","2016","direct migration background","1777","0.226670103395978","0.218125044635484","0.235215162156471"
"8 on Scale 1 to 10","2016","indirect migration background","365","0.259970809996813","0.238120916129813","0.281820703863813"
"9 on Scale 1 to 10","2016","no migration background","2068","0.106995241298514","0.10246951582805","0.111520966768979"
"9 on Scale 1 to 10","2016","direct migration background","1291","0.133241558544063","0.126305632973175","0.14017748411495"
"9 on Scale 1 to 10","2016","indirect migration background","256","0.162886116164801","0.144491237843983","0.18128099448562"
"10 Completely satisfied","2016","no migration background","953","0.0516523341759042","0.0484118653020152","0.0548928030497932"
"10 Completely satisfied","2016","direct migration background","2265","0.118511522364558","0.111914861758748","0.125108182970367"
"10 Completely satisfied","2016","indirect migration background","236","0.147649871968921","0.12997777175812","0.165321972179721"
"0 Completely dissatisfied","2017","no migration background","202","0.0115058025590266","0.0100387141361506","0.0129728909819026"
"0 Completely dissatisfied","2017","direct migration background","160","0.0151919544761381","0.0128101585259112","0.0175737504263651"
"0 Completely dissatisfied","2017","indirect migration background","16","","",""
"1 on Scale 1 to 10","2017","no migration background","228","0.0124126775757427","0.0108895676102378","0.0139357875412476"
"1 on Scale 1 to 10","2017","direct migration background","102","0.012287270589334","0.010142084510365","0.0144324566683029"
"1 on Scale 1 to 10","2017","indirect migration background","7","","",""
"2 on Scale 1 to 10","2017","no migration background","596","0.0340061119753345","0.0315128009998136","0.0364994229508553"
"2 on Scale 1 to 10","2017","direct migration background","241","0.0300300887806865","0.026706713596256","0.033353463965117"
"2 on Scale 1 to 10","2017","indirect migration background","33","0.0134746047311693","0.00797608968139357","0.018973119780945"
"3 on Scale 1 to 10","2017","no migration background","1141","0.0630109913678266","0.059668377784279","0.0663536049513742"
"3 on Scale 1 to 10","2017","direct migration background","323","0.0431632449973415","0.0392059547770655","0.0471205352176175"
"3 on Scale 1 to 10","2017","indirect migration background","54","0.0352103689666956","0.0264204500704916","0.0440002878628996"
"4 on Scale 1 to 10","2017","no migration background","1198","0.0631088779057668","0.0597638437224866","0.0664539120890471"
"4 on Scale 1 to 10","2017","direct migration background","387","0.0514846328589543","0.0471815180926953","0.0557877476252132"
"4 on Scale 1 to 10","2017","indirect migration background","60","0.0327097920951432","0.0242267708674183","0.041192813322868"
"5 on Scale 1 to 10","2017","no migration background","2467","0.132261632467516","0.127601244107816","0.136922020827215"
"5 on Scale 1 to 10","2017","direct migration background","1009","0.117932302656469","0.111651874073873","0.124212731239064"
"5 on Scale 1 to 10","2017","indirect migration background","162","0.0922339247518129","0.0784343537603852","0.106033495743241"
"6 on Scale 1 to 10","2017","no migration background","2081","0.103752873728825","0.0995579436674041","0.107947803790246"
"6 on Scale 1 to 10","2017","direct migration background","747","0.103874709762726","0.0979336870591494","0.109815732466303"
"6 on Scale 1 to 10","2017","indirect migration background","140","0.0825374727259672","0.0694138717509517","0.0956610737009826"
"7 on Scale 1 to 10","2017","no migration background","3896","0.192174978423419","0.186754746868983","0.197595209977854"
"7 on Scale 1 to 10","2017","direct migration background","1334","0.17174078222391","0.164396627960623","0.179084936487197"
"7 on Scale 1 to 10","2017","indirect migration background","290","0.152902042631848","0.135738508140375","0.17006557712332"
"8 on Scale 1 to 10","2017","no migration background","4830","0.221344635769436","0.215633560159957","0.227055711378914"
"8 on Scale 1 to 10","2017","direct migration background","1925","0.224950798298562","0.216820053324839","0.233081543272285"
"8 on Scale 1 to 10","2017","indirect migration background","416","0.259618613932404","0.238709822739927","0.280527405124882"
"9 on Scale 1 to 10","2017","no migration background","2480","0.110518857146852","0.106205679611297","0.114832034682407"
"9 on Scale 1 to 10","2017","direct migration background","1292","0.114515110157403","0.108314364635919","0.120715855678887"
"9 on Scale 1 to 10","2017","indirect migration background","281","0.17579326759219","0.157640098022203","0.193946437162176"
"10 Completely satisfied","2017","no migration background","1180","0.0559025610802556","0.0527422121776221","0.0590629099828891"
"10 Completely satisfied","2017","direct migration background","2611","0.114829105198475","0.108620965423611","0.121037244973339"
"10 Completely satisfied","2017","indirect migration background","230","0.14313218550724","0.126430556492597","0.159833814521883"
"0 Completely dissatisfied","2018","no migration background","226","0.0116349374722232","0.0101337755474223","0.0131360993970241"
"0 Completely dissatisfied","2018","direct migration background","131","0.0154758058807963","0.012883544159592","0.0180680676020006"
"0 Completely dissatisfied","2018","indirect migration background","16","","",""
"1 on Scale 1 to 10","2018","no migration background","222","0.013739587525254","0.0121100308515208","0.0153691441989873"
"1 on Scale 1 to 10","2018","direct migration background","111","0.0180959478676704","0.0152965527045942","0.0208953430307465"
"1 on Scale 1 to 10","2018","indirect migration background","11","","",""
"2 on Scale 1 to 10","2018","no migration background","561","0.0323024108489854","0.0298274170288026","0.0347774046691681"
"2 on Scale 1 to 10","2018","direct migration background","186","0.0235206952566171","0.0203379959263434","0.0267033945868908"
"2 on Scale 1 to 10","2018","indirect migration background","30","0.0230871214372215","0.015948136897508","0.0302261059769349"
"3 on Scale 1 to 10","2018","no migration background","1075","0.060138587407965","0.056810495262853","0.063466679553077"
"3 on Scale 1 to 10","2018","direct migration background","307","0.0492991990244307","0.044752660503393","0.0538457375454685"
"3 on Scale 1 to 10","2018","indirect migration background","54","0.0275366041725988","0.0197577531735036","0.035315455171694"
"4 on Scale 1 to 10","2018","no migration background","1193","0.0640326459541925","0.0606056160376947","0.0674596758706903"
"4 on Scale 1 to 10","2018","direct migration background","343","0.0500244039180053","0.0454462941742079","0.0546025136618026"
"4 on Scale 1 to 10","2018","indirect migration background","84","0.0464666705279313","0.0364606279445029","0.0564727131113597"
"5 on Scale 1 to 10","2018","no migration background","2452","0.137643666255444","0.132820765604933","0.142466566905954"
"5 on Scale 1 to 10","2018","direct migration background","922","0.132535790411377","0.125414947872369","0.139656632950385"
"5 on Scale 1 to 10","2018","indirect migration background","129","0.0659544621719466","0.0541558820263415","0.0777530423175517"
"6 on Scale 1 to 10","2018","no migration background","2101","0.107450705925336","0.103115521647208","0.111785890203464"
"6 on Scale 1 to 10","2018","direct migration background","662","0.102521579483109","0.096151297379162","0.108891861587056"
"6 on Scale 1 to 10","2018","indirect migration background","153","0.10764817878134","0.0929150484444536","0.122381309118226"
"7 on Scale 1 to 10","2018","no migration background","3705","0.188637349957002","0.183160785919529","0.194113913994474"
"7 on Scale 1 to 10","2018","direct migration background","1249","0.189746682893082","0.181512196456223","0.197981169329942"
"7 on Scale 1 to 10","2018","indirect migration background","288","0.164025689586537","0.14642312152079","0.181628257652284"
"8 on Scale 1 to 10","2018","no migration background","4643","0.228255693680416","0.222380335498026","0.234131051862806"
"8 on Scale 1 to 10","2018","direct migration background","1585","0.201569980448659","0.193144971535475","0.209994989361843"
"8 on Scale 1 to 10","2018","indirect migration background","395","0.224513051238481","0.204678075527306","0.244348026949657"
"9 on Scale 1 to 10","2018","no migration background","2305","0.103729250803758","0.0994609300009334","0.107997571606582"
"9 on Scale 1 to 10","2018","direct migration background","1064","0.105136767770274","0.0986951543745682","0.111578381165979"
"9 on Scale 1 to 10","2018","indirect migration background","261","0.169607028199211","0.151767334844521","0.187446721553901"
"10 Completely satisfied","2018","no migration background","1120","0.0524351641694253","0.0493148192368059","0.0555555091020446"
"10 Completely satisfied","2018","direct migration background","2150","0.112073147045979","0.105448261307593","0.118698032784365"
"10 Completely satisfied","2018","indirect migration background","279","0.160568389307686","0.143116344653223","0.178020433962149"
"0 Completely dissatisfied","2019","no migration background","206","0.0121779657935983","0.0106688853406766","0.0136870462465201"
"0 Completely dissatisfied","2019","direct migration background","88","0.0123089689137399","0.00984731608262044","0.0147706217448593"
"0 Completely dissatisfied","2019","indirect migration background","13","","",""
"1 on Scale 1 to 10","2019","no migration background","219","0.0128493919143414","0.0112997952934562","0.0143989885352267"
"1 on Scale 1 to 10","2019","direct migration background","89","0.00918695452621025","0.00705691798993036","0.0113169910624901"
"1 on Scale 1 to 10","2019","indirect migration background","17","","",""
"2 on Scale 1 to 10","2019","no migration background","545","0.031856402566155","0.0294400855155646","0.0342727196167454"
"2 on Scale 1 to 10","2019","direct migration background","162","0.0233405758185517","0.0199697775118515","0.0267113741252519"
"2 on Scale 1 to 10","2019","indirect migration background","24","","",""
"3 on Scale 1 to 10","2019","no migration background","1040","0.0565434806228203","0.0533655978080593","0.0597213634375813"
"3 on Scale 1 to 10","2019","direct migration background","254","0.0390826163754894","0.034756081075378","0.0434091516756008"
"3 on Scale 1 to 10","2019","indirect migration background","64","0.0371922385603156","0.0282258194071647","0.0461586577134665"
"4 on Scale 1 to 10","2019","no migration background","1058","0.0623220593947449","0.0589959738737046","0.0656481449157851"
"4 on Scale 1 to 10","2019","direct migration background","323","0.0441954336864282","0.0396068499445256","0.0487840174283308"
"4 on Scale 1 to 10","2019","indirect migration background","69","0.0330506351314257","0.0245800218014813","0.0415212484613701"
"5 on Scale 1 to 10","2019","no migration background","2323","0.126212372842135","0.121643179077529","0.13078156660674"
"5 on Scale 1 to 10","2019","direct migration background","812","0.129430387455714","0.121936187282187","0.136924587629241"
"5 on Scale 1 to 10","2019","indirect migration background","132","0.0905954033291107","0.0769949075444552","0.104195899113766"
"6 on Scale 1 to 10","2019","no migration background","2048","0.104235160798117","0.100030898625719","0.108439422970516"
