"m11125","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"1 on Scale 1 to 10","1997","Rural Area","Female","29","","",""
"1 on Scale 1 to 10","1997","Rural Area","Male","26","","",""
"1 on Scale 1 to 10","1997","Urban Area","Female","60","0.0167400158018849","0.0129573479842407","0.0205226836195291"
"1 on Scale 1 to 10","1997","Urban Area","Male","38","0.0105679102942486","0.00744020249327202","0.0136956180952251"
"10 Completely satisfied","1997","Rural Area","Female","130","0.0604945109375552","0.0506285111865595","0.0703605106885509"
"10 Completely satisfied","1997","Rural Area","Male","141","0.0579728144703781","0.0480086186687205","0.0679370102720357"
"10 Completely satisfied","1997","Urban Area","Female","298","0.0670543800039523","0.0596799606436955","0.0744287993642092"
"10 Completely satisfied","1997","Urban Area","Male","369","0.0724473825846966","0.0645183674653614","0.0803763977040318"
"2 on Scale 1 to 10","1997","Rural Area","Female","65","0.0381903763238109","0.0302588826480011","0.0461218699996206"
"2 on Scale 1 to 10","1997","Rural Area","Male","42","0.0214533065675399","0.0152754725064135","0.0276311406286662"
"2 on Scale 1 to 10","1997","Urban Area","Female","143","0.0344777769982788","0.02909833962969","0.0398572143668676"
"2 on Scale 1 to 10","1997","Urban Area","Male","100","0.0304885274088762","0.0252297677940262","0.0357472870237261"
"3 on Scale 1 to 10","1997","Rural Area","Female","121","0.0704765552686563","0.0598843603862883","0.0810687501510242"
"3 on Scale 1 to 10","1997","Rural Area","Male","128","0.0696040318936357","0.0587535393958205","0.080454524391451"
"3 on Scale 1 to 10","1997","Urban Area","Female","244","0.0590562610316393","0.0521060035746053","0.0660065184886732"
"3 on Scale 1 to 10","1997","Urban Area","Male","207","0.0533193543478072","0.0464473597633585","0.060191348932256"
"4 on Scale 1 to 10","1997","Rural Area","Female","148","0.0631046544673227","0.0530420664661277","0.0731672424685177"
"4 on Scale 1 to 10","1997","Rural Area","Male","118","0.0656378321247904","0.0550785819450287","0.0761970823045521"
"4 on Scale 1 to 10","1997","Urban Area","Female","291","0.0737409100859486","0.0660353080022427","0.0814465121696546"
"4 on Scale 1 to 10","1997","Urban Area","Male","263","0.0693058042926111","0.0615374875477903","0.0770741210374318"
"5 on Scale 1 to 10","1997","Rural Area","Female","343","0.15780922934536","0.142722159788024","0.172896298902696"
"5 on Scale 1 to 10","1997","Rural Area","Male","307","0.165037978984375","0.149210066084865","0.180865891883885"
"5 on Scale 1 to 10","1997","Urban Area","Female","668","0.152528862522138","0.141928406121403","0.163129318922872"
"5 on Scale 1 to 10","1997","Urban Area","Male","475","0.120163949761185","0.110218450433175","0.130109449089195"
"6 on Scale 1 to 10","1997","Rural Area","Female","264","0.103245062513187","0.0906527646447322","0.115837360381642"
"6 on Scale 1 to 10","1997","Rural Area","Male","248","0.117002992505941","0.103298074450813","0.130707910561069"
"6 on Scale 1 to 10","1997","Urban Area","Female","468","0.111411690973674","0.102134814566197","0.120688567381151"
"6 on Scale 1 to 10","1997","Urban Area","Male","432","0.103393270571073","0.0940803531460549","0.112706187996091"
"7 on Scale 1 to 10","1997","Rural Area","Female","401","0.175849707066467","0.16009510320948","0.191604310923453"
"7 on Scale 1 to 10","1997","Rural Area","Male","405","0.181744289348227","0.165301584854143","0.19818699384231"
"7 on Scale 1 to 10","1997","Urban Area","Female","706","0.158840229936243","0.148063038667579","0.169617421204907"
"7 on Scale 1 to 10","1997","Urban Area","Male","718","0.182611904507621","0.170794630229324","0.194429178785918"
"8 on Scale 1 to 10","1997","Rural Area","Female","498","0.214064529055349","0.197089940587994","0.231039117522704"
"8 on Scale 1 to 10","1997","Rural Area","Male","464","0.194341388404913","0.177469778715007","0.211212998094819"
"8 on Scale 1 to 10","1997","Urban Area","Female","1034","0.221265031469534","0.209026274227445","0.233503788711623"
"8 on Scale 1 to 10","1997","Urban Area","Male","990","0.24168188104125","0.228587457588172","0.254776304494328"
"9 on Scale 1 to 10","1997","Rural Area","Female","215","0.0841671835399419","0.072677370757809","0.0956569963220748"
"9 on Scale 1 to 10","1997","Rural Area","Male","219","0.10548315906926","0.0923857869399735","0.118580531198546"
"9 on Scale 1 to 10","1997","Urban Area","Female","451","0.0878880025735727","0.0795401461381949","0.0962358590089504"
"9 on Scale 1 to 10","1997","Urban Area","Male","471","0.102783226826158","0.0934946658913895","0.112071787760927"
"0 Completely dissatisfied","1998","Rural Area","Female","31","0.0165970117652615","0.0115860679580247","0.0216079555724982"
"0 Completely dissatisfied","1998","Rural Area","Male","27","","",""
"0 Completely dissatisfied","1998","Urban Area","Female","68","0.0150862766361454","0.0116683598295009","0.01850419344279"
"0 Completely dissatisfied","1998","Urban Area","Male","51","0.0110828339738463","0.00803016052601366","0.0141355074216789"
"1 on Scale 1 to 10","1998","Rural Area","Female","29","","",""
"1 on Scale 1 to 10","1998","Rural Area","Male","14","","",""
"1 on Scale 1 to 10","1998","Urban Area","Female","59","0.0162002156942573","0.0126603635723781","0.0197400678161365"
"1 on Scale 1 to 10","1998","Urban Area","Male","46","0.00895429613933879","0.00620742968245092","0.0117011625962267"
"10 Completely satisfied","1998","Rural Area","Female","189","0.086295863226816","0.0752820779792791","0.0973096484743529"
"10 Completely satisfied","1998","Rural Area","Male","192","0.0806913114449472","0.0697330087823605","0.0916496141075339"
"10 Completely satisfied","1998","Urban Area","Female","371","0.0745671792504152","0.0672014175212491","0.0819329409795812"
"10 Completely satisfied","1998","Urban Area","Male","412","0.0869048750482145","0.0786908682207422","0.0951188818756867"
"2 on Scale 1 to 10","1998","Rural Area","Female","80","0.0470227523599696","0.0387197701238529","0.0553257345960863"
"2 on Scale 1 to 10","1998","Rural Area","Male","60","0.0292167430661667","0.0224406983810036","0.0359927877513298"
"2 on Scale 1 to 10","1998","Urban Area","Female","159","0.0414523841073436","0.0358631414845893","0.0470416267300978"
"2 on Scale 1 to 10","1998","Urban Area","Male","124","0.0339765617715262","0.0286938304405935","0.0392592931024588"
"3 on Scale 1 to 10","1998","Rural Area","Female","137","0.0537324936749632","0.0448881770558032","0.0625768102941232"
"3 on Scale 1 to 10","1998","Rural Area","Male","113","0.0517023345178427","0.0427933821031874","0.060611286932498"
"3 on Scale 1 to 10","1998","Urban Area","Female","267","0.0560223673551751","0.0495742498936933","0.0624704848166568"
"3 on Scale 1 to 10","1998","Urban Area","Male","199","0.0493774279661262","0.0430599567642704","0.055694899167982"
"4 on Scale 1 to 10","1998","Rural Area","Female","145","0.058055689869061","0.0488834832696688","0.0672278964684532"
"4 on Scale 1 to 10","1998","Rural Area","Male","131","0.0580687743345391","0.0486589796228237","0.0674785690462545"
"4 on Scale 1 to 10","1998","Urban Area","Female","303","0.0633345871790522","0.0565051632222688","0.0701640111358355"
"4 on Scale 1 to 10","1998","Urban Area","Male","217","0.0522372005403086","0.0457491420846887","0.0587252589959284"
"5 on Scale 1 to 10","1998","Rural Area","Female","386","0.161997096173729","0.147545520660974","0.176448671686483"
"5 on Scale 1 to 10","1998","Rural Area","Male","339","0.159183801440124","0.144464093510327","0.173903509369922"
"5 on Scale 1 to 10","1998","Urban Area","Female","723","0.159719584909887","0.149447406191387","0.169991763628387"
"5 on Scale 1 to 10","1998","Urban Area","Male","569","0.130992926596309","0.121154841924527","0.14083101126809"
"6 on Scale 1 to 10","1998","Rural Area","Female","281","0.115233644191281","0.102709652583727","0.127757635798835"
"6 on Scale 1 to 10","1998","Rural Area","Male","276","0.112368400367993","0.0996615563591372","0.125075244376848"
"6 on Scale 1 to 10","1998","Urban Area","Female","480","0.096889669189146","0.0885953546382994","0.105183983739993"
"6 on Scale 1 to 10","1998","Urban Area","Male","467","0.101606489525958","0.0927966295813026","0.110416349470613"
"7 on Scale 1 to 10","1998","Rural Area","Female","409","0.155578169426202","0.141361663361192","0.169794675491212"
"7 on Scale 1 to 10","1998","Rural Area","Male","428","0.17287665044747","0.157662330949996","0.188090969944944"
"7 on Scale 1 to 10","1998","Urban Area","Female","802","0.158203212159516","0.147970691258861","0.168435733060171"
"7 on Scale 1 to 10","1998","Urban Area","Male","781","0.165813350988913","0.154968680935937","0.176658021041889"
"8 on Scale 1 to 10","1998","Rural Area","Female","567","0.20088320519265","0.185168155323438","0.216598255061862"
"8 on Scale 1 to 10","1998","Rural Area","Male","552","0.219440420640777","0.202788644475537","0.236092196806018"
"8 on Scale 1 to 10","1998","Urban Area","Female","1151","0.220663919475835","0.209036069623956","0.232291769327715"
"8 on Scale 1 to 10","1998","Urban Area","Male","1133","0.244252826549194","0.231724789109435","0.256780863988953"
"9 on Scale 1 to 10","1998","Rural Area","Female","243","0.0904596212690997","0.0792089821439917","0.101710260394208"
"9 on Scale 1 to 10","1998","Rural Area","Male","241","0.0990271042384929","0.0870091063114219","0.111045102165564"
"9 on Scale 1 to 10","1998","Urban Area","Female","503","0.0978606040432269","0.0895293163799305","0.106191891706523"
"9 on Scale 1 to 10","1998","Urban Area","Male","519","0.114801210900266","0.105505799455975","0.124096622344558"
"0 Completely dissatisfied","1999","Rural Area","Female","34","0.020642524000065","0.0149881262610977","0.0262969217390324"
"0 Completely dissatisfied","1999","Rural Area","Male","29","","",""
"0 Completely dissatisfied","1999","Urban Area","Female","76","0.0186919634743831","0.0148067686013101","0.0225771583474562"
"0 Completely dissatisfied","1999","Urban Area","Male","54","0.0171771706457381","0.0133124632836019","0.0210418780078743"
"1 on Scale 1 to 10","1999","Rural Area","Female","36","0.0187249069461267","0.0133342765540634","0.0241155373381901"
"1 on Scale 1 to 10","1999","Rural Area","Male","13","","",""
"1 on Scale 1 to 10","1999","Urban Area","Female","55","0.0147110467178913","0.0112573335891124","0.0181647598466702"
"1 on Scale 1 to 10","1999","Urban Area","Male","46","0.0120490279606579","0.00880378748504724","0.0152942684362687"
"10 Completely satisfied","1999","Rural Area","Female","149","0.064188568139991","0.0544418737087979","0.073935262571184"
"10 Completely satisfied","1999","Rural Area","Male","144","0.0616838510077566","0.0518281951595832","0.0715395068559301"
"10 Completely satisfied","1999","Urban Area","Female","331","0.069874104126113","0.0625608332150819","0.0771873750371441"
"10 Completely satisfied","1999","Urban Area","Male","385","0.0837592894560063","0.0755193415515206","0.0919992373604919"
"2 on Scale 1 to 10","1999","Rural Area","Female","60","0.0265238198681573","0.0201336113004626","0.032914028435852"
"2 on Scale 1 to 10","1999","Rural Area","Male","68","0.0329505531995511","0.0256378004428116","0.0402633059562905"
"2 on Scale 1 to 10","1999","Urban Area","Female","156","0.0353980489775637","0.0300971881972","0.0406989097579274"
"2 on Scale 1 to 10","1999","Urban Area","Male","110","0.0300351188725526","0.0249582509611153","0.0351119867839899"
"3 on Scale 1 to 10","1999","Rural Area","Female","144","0.0708528265854012","0.0606491853802999","0.0810564677905025"
"3 on Scale 1 to 10","1999","Rural Area","Male","117","0.0507630540550001","0.0417704311392546","0.0597556769707456"
"3 on Scale 1 to 10","1999","Urban Area","Female","266","0.0674780650882871","0.0602820261310465","0.0746741040455278"
"3 on Scale 1 to 10","1999","Urban Area","Male","193","0.0493576304229681","0.0429146187870774","0.0558006420588588"
"4 on Scale 1 to 10","1999","Rural Area","Female","151","0.0630657969140368","0.0533989281160465","0.0727326657120271"
"4 on Scale 1 to 10","1999","Rural Area","Male","134","0.0517374904762708","0.0426636285863004","0.0608113523662411"
"4 on Scale 1 to 10","1999","Urban Area","Female","269","0.0639459066835003","0.0569274840725672","0.0709643292944335"
"4 on Scale 1 to 10","1999","Urban Area","Male","227","0.0562945902242189","0.0494388439726807","0.0631503364757572"
"5 on Scale 1 to 10","1999","Rural Area","Female","383","0.163539822571616","0.148831310895527","0.178248334247705"
"5 on Scale 1 to 10","1999","Rural Area","Male","329","0.15561308782671","0.140763342637694","0.170462833015727"
"5 on Scale 1 to 10","1999","Urban Area","Female","660","0.144419544539317","0.134335701421024","0.15450338765761"
"5 on Scale 1 to 10","1999","Urban Area","Male","549","0.127313813645609","0.117399332390191","0.137228294901028"
"6 on Scale 1 to 10","1999","Rural Area","Female","258","0.107964073720226","0.0956226535597426","0.120305493880709"
"6 on Scale 1 to 10","1999","Rural Area","Male","265","0.118644405497791","0.105397195840604","0.131891615154977"
"6 on Scale 1 to 10","1999","Urban Area","Female","484","0.105934331906101","0.0971058558697689","0.114762807942433"
"6 on Scale 1 to 10","1999","Urban Area","Male","445","0.103446671265597","0.0943883127511337","0.11250502978006"
"7 on Scale 1 to 10","1999","Rural Area","Female","441","0.164028867063511","0.14930268665193","0.178755047475092"
"7 on Scale 1 to 10","1999","Rural Area","Male","429","0.186436379221053","0.170481765831442","0.202390992610663"
"7 on Scale 1 to 10","1999","Urban Area","Female","765","0.159095436745687","0.148602794064899","0.169588079426475"
"7 on Scale 1 to 10","1999","Urban Area","Male","725","0.15694473269774","0.146125297828567","0.167764167566914"
"8 on Scale 1 to 10","1999","Rural Area","Female","533","0.203849496308475","0.187828602489887","0.219870390127062"
"8 on Scale 1 to 10","1999","Rural Area","Male","519","0.224077190383212","0.206995404281065","0.24115897648536"
"8 on Scale 1 to 10","1999","Urban Area","Female","1060","0.213157451546541","0.201409102389204","0.224905800703878"
"8 on Scale 1 to 10","1999","Urban Area","Male","1051","0.240864306823604","0.228145419759535","0.253583193887674"
"9 on Scale 1 to 10","1999","Rural Area","Female","240","0.0966192978823938","0.0848702769726189","0.108368318792169"
"9 on Scale 1 to 10","1999","Rural Area","Male","242","0.0958710018418091","0.083809982141053","0.107932021542565"
"9 on Scale 1 to 10","1999","Urban Area","Female","546","0.107294100194615","0.0984159029211568","0.116172297468074"
"9 on Scale 1 to 10","1999","Urban Area","Male","557","0.122757647985308","0.11299680658438","0.132518489386236"
"0 Completely dissatisfied","2000","Rural Area","Female","64","0.0174312309154226","0.013508165611307","0.0213542962195383"
"0 Completely dissatisfied","2000","Rural Area","Male","48","0.0120198810920901","0.008651205011339","0.0153885571728413"
"0 Completely dissatisfied","2000","Urban Area","Female","129","0.0185129414262574","0.0156147465692241","0.0214111362832906"
"0 Completely dissatisfied","2000","Urban Area","Male","96","0.0138354818866987","0.0112126470966477","0.0164583166767497"
"1 on Scale 1 to 10","2000","Rural Area","Female","48","0.0135526293225395","0.0100866276230493","0.0170186310220297"
"1 on Scale 1 to 10","2000","Rural Area","Male","44","0.0138953310177221","0.0102768106577324","0.0175138513777118"
"1 on Scale 1 to 10","2000","Urban Area","Female","108","0.0157172576881885","0.0130430452699444","0.0183914701064327"
"1 on Scale 1 to 10","2000","Urban Area","Male","61","0.00888337180784921","0.00677644036075072","0.0109903032549477"
"10 Completely satisfied","2000","Rural Area","Female","392","0.0944625598225122","0.0856953158478804","0.103229803797144"
"10 Completely satisfied","2000","Rural Area","Male","362","0.0932083251777737","0.0842212954392189","0.102195354916329"
"10 Completely satisfied","2000","Urban Area","Female","877","0.103177759473012","0.0966375175897317","0.109718001356292"
"10 Completely satisfied","2000","Urban Area","Male","844","0.11317244669693","0.106058853171105","0.120286040222756"
"2 on Scale 1 to 10","2000","Rural Area","Female","131","0.0322197382287466","0.0269264027981133","0.0375130736593798"
"2 on Scale 1 to 10","2000","Rural Area","Male","91","0.0239883237526107","0.0192583087101878","0.0287183387950336"
"2 on Scale 1 to 10","2000","Urban Area","Female","213","0.0283433978219777","0.0247753559824989","0.0319114396614565"
"2 on Scale 1 to 10","2000","Urban Area","Male","177","0.0238700631727246","0.0204425454855406","0.0272975808599087"
"3 on Scale 1 to 10","2000","Rural Area","Female","216","0.0555703180264491","0.0487030138134582","0.06243762223944"
"3 on Scale 1 to 10","2000","Rural Area","Male","205","0.0542706609504805","0.047267388035377","0.061273933865584"
"3 on Scale 1 to 10","2000","Urban Area","Female","375","0.0512521100676403","0.0465110127958583","0.0559932073394224"
"3 on Scale 1 to 10","2000","Urban Area","Male","335","0.0484971990710548","0.0436736970125254","0.0533207011295842"
"4 on Scale 1 to 10","2000","Rural Area","Female","226","0.0579546581003952","0.0509504327764989","0.0649588834242914"
"4 on Scale 1 to 10","2000","Rural Area","Male","217","0.0552254975257516","0.0481644527566521","0.0622865422948512"
"4 on Scale 1 to 10","2000","Urban Area","Female","447","0.0558746171880904","0.050936405576001","0.0608128288001798"
"4 on Scale 1 to 10","2000","Urban Area","Male","365","0.0481664015609146","0.0433585425831585","0.0529742605386708"
"5 on Scale 1 to 10","2000","Rural Area","Female","703","0.173771682391191","0.162413219272405","0.185130145509976"
"5 on Scale 1 to 10","2000","Rural Area","Male","549","0.13807553791679","0.127411343852874","0.148739731980705"
"5 on Scale 1 to 10","2000","Urban Area","Female","1171","0.149965618539092","0.142289146423456","0.157642090654728"
"5 on Scale 1 to 10","2000","Urban Area","Male","945","0.126574041088228","0.119108101441282","0.134039980735174"
"6 on Scale 1 to 10","2000","Rural Area","Female","434","0.0982482200531025","0.0893257339307805","0.107170706175425"
"6 on Scale 1 to 10","2000","Rural Area","Male","413","0.100568196911418","0.0912710537980118","0.109865340024823"
"6 on Scale 1 to 10","2000","Urban Area","Female","829","0.097032273909229","0.0906681035338539","0.103396444284604"
"6 on Scale 1 to 10","2000","Urban Area","Male","751","0.0963382872566227","0.0897130489272951","0.10296352558595"
"7 on Scale 1 to 10","2000","Rural Area","Female","672","0.15171956214216","0.1409655493743","0.162473574910019"
"7 on Scale 1 to 10","2000","Rural Area","Male","701","0.170230719548327","0.158612683808696","0.181848755287958"
"7 on Scale 1 to 10","2000","Urban Area","Female","1290","0.151999400907589","0.144280302159324","0.159718499655854"
"7 on Scale 1 to 10","2000","Urban Area","Male","1240","0.165006827903579","0.156672098125046","0.173341557682113"
"8 on Scale 1 to 10","2000","Rural Area","Female","928","0.205666346052477","0.193550238241598","0.217782453863356"
"8 on Scale 1 to 10","2000","Rural Area","Male","959","0.233823496509682","0.220739405558949","0.246907587460415"
"8 on Scale 1 to 10","2000","Urban Area","Female","1831","0.211177203204318","0.202401926439827","0.219952479968809"
"8 on Scale 1 to 10","2000","Urban Area","Male","1874","0.238021281692625","0.228458628184504","0.247583935200747"
"9 on Scale 1 to 10","2000","Rural Area","Female","461","0.0994030549450051","0.0904340320613864","0.108372077828624"
"9 on Scale 1 to 10","2000","Rural Area","Male","431","0.104694029597355","0.0952298763773439","0.114158182817366"
"9 on Scale 1 to 10","2000","Urban Area","Female","1040","0.116947419774606","0.11003808583712","0.123856753712091"
"9 on Scale 1 to 10","2000","Urban Area","Male","931","0.117634597862772","0.110400391791371","0.124868803934174"
"0 Completely dissatisfied","2001","Rural Area","Female","50","0.0138999202735253","0.0102060864532848","0.0175937540937659"
"0 Completely dissatisfied","2001","Rural Area","Male","40","0.00927549972870751","0.00616303802187023","0.0123879614355448"
"0 Completely dissatisfied","2001","Urban Area","Female","102","0.017814087983923","0.014836114789406","0.0207920611784399"
"0 Completely dissatisfied","2001","Urban Area","Male","88","0.0138411777053935","0.0110847155658532","0.0165976398449339"
"1 on Scale 1 to 10","2001","Rural Area","Female","49","0.0145268714869305","0.01075185248267","0.018301890491191"
"1 on Scale 1 to 10","2001","Rural Area","Male","33","0.0108902656320396","0.0075204946867841","0.0142600365772951"
"1 on Scale 1 to 10","2001","Urban Area","Female","72","0.011895509584995","0.00945469325865357","0.0143363259113365"
"1 on Scale 1 to 10","2001","Urban Area","Male","50","0.00889584003922268","0.00668047545131034","0.011111204627135"
"10 Completely satisfied","2001","Rural Area","Female","332","0.0977182922730879","0.0883497997940957","0.10708678475208"
"10 Completely satisfied","2001","Rural Area","Male","310","0.0903872102046313","0.0810774032207626","0.0996970171885001"
"10 Completely satisfied","2001","Urban Area","Female","718","0.091220097276951","0.0847379818517573","0.0977022127021447"
"10 Completely satisfied","2001","Urban Area","Male","728","0.108383176785463","0.101048818144404","0.115717535426521"
"2 on Scale 1 to 10","2001","Rural Area","Female","104","0.0337122653523886","0.0280177351125874","0.0394067955921897"
"2 on Scale 1 to 10","2001","Rural Area","Male","91","0.0241245547392613","0.0191427608528482","0.0291063486256744"
"2 on Scale 1 to 10","2001","Urban Area","Female","194","0.0286776772415075","0.024920204759958","0.032435149723057"
"2 on Scale 1 to 10","2001","Urban Area","Male","175","0.0278163798478741","0.0239365155923955","0.0316962441033527"
"3 on Scale 1 to 10","2001","Rural Area","Female","202","0.0569241431772186","0.049613892556569","0.0642343937978682"
"3 on Scale 1 to 10","2001","Rural Area","Male","183","0.0534817308951281","0.0461766314146198","0.0607868303756363"
"3 on Scale 1 to 10","2001","Urban Area","Female","378","0.0543816021137404","0.0492762453852502","0.0594869588422305"
"3 on Scale 1 to 10","2001","Urban Area","Male","307","0.0467408108730367","0.0417606233176968","0.0517209984283765"
"4 on Scale 1 to 10","2001","Rural Area","Female","242","0.068546915169502","0.0605745872869584","0.0765192430520455"
"4 on Scale 1 to 10","2001","Rural Area","Male","195","0.0524466553490023","0.0452086376620262","0.0596846730359784"
"4 on Scale 1 to 10","2001","Urban Area","Female","421","0.0561950057061858","0.0510102042205309","0.0613798071918407"
"4 on Scale 1 to 10","2001","Urban Area","Male","332","0.0478196477693422","0.0427851648513159","0.0528541306873685"
"5 on Scale 1 to 10","2001","Rural Area","Female","586","0.158137071932094","0.146625139256986","0.169649004607202"
"5 on Scale 1 to 10","2001","Rural Area","Male","503","0.144812060419909","0.133386117318246","0.156238003521572"
"5 on Scale 1 to 10","2001","Urban Area","Female","1062","0.147862769582389","0.139871305976781","0.155854233187998"
"5 on Scale 1 to 10","2001","Urban Area","Male","798","0.119012114478084","0.11137247909991","0.126651749856259"
"6 on Scale 1 to 10","2001","Rural Area","Female","393","0.101095377160937","0.0915842243985497","0.110606529923324"
"6 on Scale 1 to 10","2001","Rural Area","Male","395","0.112898963184394","0.102623759796688","0.1231741665721"
"6 on Scale 1 to 10","2001","Urban Area","Female","683","0.0899240672503476","0.0834835770599665","0.0963645574407288"
"6 on Scale 1 to 10","2001","Urban Area","Male","682","0.103038529289886","0.0958658932011504","0.110211165378622"
"7 on Scale 1 to 10","2001","Rural Area","Female","621","0.144421512220061","0.13333087309927","0.155512151340853"
"7 on Scale 1 to 10","2001","Rural Area","Male","608","0.15858736982834","0.146727014006694","0.170447725649987"
"7 on Scale 1 to 10","2001","Urban Area","Female","1221","0.162464184210656","0.154159509069902","0.17076885935141"
"7 on Scale 1 to 10","2001","Urban Area","Male","1160","0.167400470766182","0.15859224383027","0.176208697702095"
"8 on Scale 1 to 10","2001","Rural Area","Female","881","0.215740295175153","0.202762339491453","0.228718250858853"
"8 on Scale 1 to 10","2001","Rural Area","Male","859","0.226795472738098","0.213199092817335","0.24039185265886"
"8 on Scale 1 to 10","2001","Urban Area","Female","1806","0.224361087300579","0.214969355110781","0.233752819490377"
"8 on Scale 1 to 10","2001","Urban Area","Male","1708","0.237140507000324","0.227105510466549","0.247175503534098"
"9 on Scale 1 to 10","2001","Rural Area","Female","399","0.0952773357791013","0.0860140888955715","0.104540582662631"
"9 on Scale 1 to 10","2001","Rural Area","Male","427","0.116300217280489","0.105891396185313","0.126709038375664"
"9 on Scale 1 to 10","2001","Urban Area","Female","922","0.115203911748726","0.108016089191068","0.122391734306384"
"9 on Scale 1 to 10","2001","Urban Area","Male","873","0.119911345445191","0.112246817244354","0.127575873646029"
"0 Completely dissatisfied","2002","Rural Area","Female","51","0.0158508829195428","0.0119444999038231","0.0197572659352624"
"0 Completely dissatisfied","2002","Rural Area","Male","47","0.0135371798124829","0.00982369988676813","0.0172506597381977"
"0 Completely dissatisfied","2002","Urban Area","Female","116","0.0182449810408487","0.0153171586160335","0.021172803465664"
"0 Completely dissatisfied","2002","Urban Area","Male","56","0.00856066376288138","0.00646573285318644","0.0106555946725763"
"1 on Scale 1 to 10","2002","Rural Area","Female","37","0.0114650007080352","0.00813533442452597","0.0147946669915444"
"1 on Scale 1 to 10","2002","Rural Area","Male","45","0.0156244838302823","0.0116391944479687","0.019609773212596"
"1 on Scale 1 to 10","2002","Urban Area","Female","72","0.0119547489390761","0.00957719648581461","0.0143323013923375"
"1 on Scale 1 to 10","2002","Urban Area","Male","72","0.0122982370268283","0.00979202819644066","0.0148044458572159"
"10 Completely satisfied","2002","Rural Area","Female","304","0.088367617062838","0.0794904563141481","0.0972447778115278"
"10 Completely satisfied","2002","Rural Area","Male","280","0.0773485884397706","0.0687639572357977","0.0859332196437435"
"10 Completely satisfied","2002","Urban Area","Female","665","0.0772660235877667","0.0714247977601049","0.0831072494154286"
"10 Completely satisfied","2002","Urban Area","Male","664","0.0868711755595033","0.0804666525950949","0.0932756985239116"
"2 on Scale 1 to 10","2002","Rural Area","Female","124","0.0362600260089597","0.0304133149400049","0.0421067370779144"
"2 on Scale 1 to 10","2002","Rural Area","Male","101","0.0280149363071884","0.0227121852841902","0.0333176873301867"
"2 on Scale 1 to 10","2002","Urban Area","Female","213","0.0349037111714568","0.0308886461256705","0.0389187762172431"
"2 on Scale 1 to 10","2002","Urban Area","Male","183","0.0271376368886957","0.0234428054818712","0.0308324682955201"
"3 on Scale 1 to 10","2002","Rural Area","Female","196","0.0536654814979135","0.0466171309350713","0.0607138320607557"
"3 on Scale 1 to 10","2002","Rural Area","Male","195","0.0607363365108765","0.0530610485526426","0.0684116244691103"
"3 on Scale 1 to 10","2002","Urban Area","Female","377","0.0529426157843587","0.0480441248979593","0.0578411066707581"
"3 on Scale 1 to 10","2002","Urban Area","Male","317","0.04685903436176","0.0420533178632374","0.0516647508602825"
"4 on Scale 1 to 10","2002","Rural Area","Female","228","0.0633572926460437","0.0557382058003625","0.0709763794917248"
"4 on Scale 1 to 10","2002","Rural Area","Male","195","0.0536072699707298","0.0463691768832503","0.0608453630582093"
"4 on Scale 1 to 10","2002","Urban Area","Female","438","0.057549372333853","0.0524546436701073","0.0626441009975986"
"4 on Scale 1 to 10","2002","Urban Area","Male","369","0.0540185008492933","0.0488781176332642","0.0591588840653224"
"5 on Scale 1 to 10","2002","Rural Area","Female","600","0.162179584075333","0.150650595706732","0.173708572443933"
"5 on Scale 1 to 10","2002","Rural Area","Male","490","0.142442218016572","0.13121097870764","0.153673457325503"
"5 on Scale 1 to 10","2002","Urban Area","Female","1162","0.163395235661478","0.155307046107002","0.171483425215953"
"5 on Scale 1 to 10","2002","Urban Area","Male","884","0.131248896189641","0.123570360161026","0.138927432218257"
"6 on Scale 1 to 10","2002","Rural Area","Female","423","0.106117051573443","0.0964842956947924","0.115749807452093"
"6 on Scale 1 to 10","2002","Rural Area","Male","398","0.113401891433284","0.103212454856665","0.123591328009903"
"6 on Scale 1 to 10","2002","Urban Area","Female","757","0.0953110373639918","0.0888872271191379","0.101734847608846"
"6 on Scale 1 to 10","2002","Urban Area","Male","733","0.0974103685859804","0.0906677176771562","0.104153019494805"
"7 on Scale 1 to 10","2002","Rural Area","Female","668","0.158665966786437","0.147238663337409","0.170093270235464"
"7 on Scale 1 to 10","2002","Rural Area","Male","671","0.172392393134804","0.160254371500037","0.184530414769571"
"7 on Scale 1 to 10","2002","Urban Area","Female","1297","0.165741417628997","0.157606796589037","0.173876038668957"
"7 on Scale 1 to 10","2002","Urban Area","Male","1313","0.171330955290348","0.162762719922364","0.179899190658332"
"8 on Scale 1 to 10","2002","Rural Area","Female","888","0.208897223979299","0.196182690521235","0.221611757437364"
"8 on Scale 1 to 10","2002","Rural Area","Male","890","0.220813326154205","0.20748394400939","0.234142708299021"
"8 on Scale 1 to 10","2002","Urban Area","Female","1896","0.21341016768185","0.20444717220616","0.22237316315754"
"8 on Scale 1 to 10","2002","Urban Area","Male","1812","0.2331516634089","0.223536494653959","0.242766832163841"
"9 on Scale 1 to 10","2002","Rural Area","Female","408","0.0951738727421557","0.0859956397650137","0.104352105719298"
"9 on Scale 1 to 10","2002","Rural Area","Male","408","0.102081376389804","0.0923523726734212","0.111810380106187"
"9 on Scale 1 to 10","2002","Urban Area","Female","1034","0.109280688806323","0.102455516727271","0.116105860885375"
"9 on Scale 1 to 10","2002","Urban Area","Male","1026","0.131112868076168","0.123437711334518","0.138788024817819"
