"m11125","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"1 on Scale 1 to 10","2007","direct migration background","Male","9","","","","1"
"1 on Scale 1 to 10","2007","indirect migration background","Female","2","","","","1"
"1 on Scale 1 to 10","2007","direct migration background","Female","13","","","","1"
"1 on Scale 1 to 10","2007","indirect migration background","Male","2","","","","1"
"10 Completely satisfied","2007","no migration background","Male","486","0.0582087766840667","0.0532151069090553","0.0632024464590781","10"
"10 Completely satisfied","2007","direct migration background","Male","75","0.0937395300515762","0.0755283349860366","0.111950725117116","10"
"10 Completely satisfied","2007","direct migration background","Female","65","0.0616918218313592","0.0477742428168248","0.0756094008458935","10"
"10 Completely satisfied","2007","no migration background","Female","532","0.0574411332183541","0.0526913703857308","0.0621908960509773","10"
"10 Completely satisfied","2007","indirect migration background","Male","45","0.13430123848678","0.0995579729245139","0.169044504049046","10"
"10 Completely satisfied","2007","indirect migration background","Female","47","0.131320529599586","0.0987860389324844","0.163855020266687","10"
"2 on Scale 1 to 10","2007","no migration background","Male","223","0.0293665181535875","0.0257656922278948","0.0329673440792802","2"
"2 on Scale 1 to 10","2007","no migration background","Female","295","0.0376000865722593","0.0337169881933966","0.041483184951122","2"
"2 on Scale 1 to 10","2007","direct migration background","Male","48","0.0421455844197479","0.0295917517731325","0.0546994170663633","2"
"2 on Scale 1 to 10","2007","direct migration background","Female","39","0.0385573951347317","0.0274197680717023","0.0496950221977611","2"
"2 on Scale 1 to 10","2007","indirect migration background","Male","4","","","","2"
"2 on Scale 1 to 10","2007","indirect migration background","Female","12","","","","2"
"3 on Scale 1 to 10","2007","no migration background","Male","469","0.0555767244988883","0.0506904475501927","0.0604630014475839","3"
"3 on Scale 1 to 10","2007","no migration background","Female","501","0.0581539548514335","0.0533766190377572","0.0629312906651098","3"
"3 on Scale 1 to 10","2007","indirect migration background","Male","7","","","","3"
"3 on Scale 1 to 10","2007","direct migration background","Male","59","0.0709453266272176","0.0549042662231844","0.0869863870312507","3"
"3 on Scale 1 to 10","2007","direct migration background","Female","66","0.0692798421021794","0.0545909124253085","0.0839687717790503","3"
"3 on Scale 1 to 10","2007","indirect migration background","Female","7","","","","3"
"4 on Scale 1 to 10","2007","no migration background","Male","500","0.0597804219397263","0.0547240105934968","0.0648368332859559","4"
"4 on Scale 1 to 10","2007","no migration background","Female","576","0.0701462079621642","0.06493287316425","0.0753595427600783","4"
"4 on Scale 1 to 10","2007","direct migration background","Male","46","0.0545556815708883","0.0403654816904379","0.0687458814513388","4"
"4 on Scale 1 to 10","2007","direct migration background","Female","76","0.0796511945080744","0.0639891115467073","0.0953132774694415","4"
"4 on Scale 1 to 10","2007","indirect migration background","Male","12","","","","4"
"4 on Scale 1 to 10","2007","indirect migration background","Female","19","","","","4"
"5 on Scale 1 to 10","2007","no migration background","Male","1079","0.134824279708417","0.12754003578997","0.142108523626864","5"
"5 on Scale 1 to 10","2007","no migration background","Female","1278","0.146501190140429","0.139283001630884","0.153719378649975","5"
"5 on Scale 1 to 10","2007","direct migration background","Male","143","0.16794703594613","0.144590297385397","0.191303774506863","5"
"5 on Scale 1 to 10","2007","direct migration background","Female","180","0.173545624490353","0.151638094096144","0.195453154884562","5"
"5 on Scale 1 to 10","2007","indirect migration background","Male","26","","","","5"
"5 on Scale 1 to 10","2007","indirect migration background","Female","47","0.119422255660317","0.0881848895338747","0.150659621786759","5"
"6 on Scale 1 to 10","2007","indirect migration background","Male","22","","","","6"
"6 on Scale 1 to 10","2007","no migration background","Male","933","0.109056898104554","0.102408763264956","0.115705032944153","6"
"6 on Scale 1 to 10","2007","no migration background","Female","1007","0.109521073747232","0.103146269503839","0.115895877990625","6"
"6 on Scale 1 to 10","2007","direct migration background","Male","108","0.10327140972478","0.0842575142203379","0.122285305229222","6"
"6 on Scale 1 to 10","2007","direct migration background","Female","130","0.10757324029276","0.0896500397398362","0.125496440845683","6"
"6 on Scale 1 to 10","2007","indirect migration background","Female","30","0.0768470409405782","0.0511904867368597","0.102503595144297","6"
"7 on Scale 1 to 10","2007","no migration background","Male","1558","0.178592003140401","0.17042319432941","0.186760811951391","7"
"7 on Scale 1 to 10","2007","no migration background","Female","1584","0.158836757787877","0.151375331834054","0.1662981837417","7"
"7 on Scale 1 to 10","2007","indirect migration background","Male","66","0.176341017735231","0.13750831485175","0.215173720618712","7"
"7 on Scale 1 to 10","2007","direct migration background","Male","168","0.151680101366507","0.129267375770435","0.17409282696258","7"
"7 on Scale 1 to 10","2007","direct migration background","Female","207","0.180057409935478","0.15783074159976","0.202284078271197","7"
"7 on Scale 1 to 10","2007","indirect migration background","Female","59","0.149160930362063","0.11484473163072","0.183477129093406","7"
"8 on Scale 1 to 10","2007","no migration background","Male","2072","0.242974717072556","0.233827605031304","0.252121829113808","8"
"8 on Scale 1 to 10","2007","direct migration background","Female","236","0.180433658042796","0.158188884894814","0.202678431190778","8"
"8 on Scale 1 to 10","2007","no migration background","Female","2168","0.22766218287552","0.219102547172819","0.23622181857822","8"
"8 on Scale 1 to 10","2007","direct migration background","Male","209","0.19079317868811","0.166242600131506","0.215343757244714","8"
"8 on Scale 1 to 10","2007","indirect migration background","Female","107","0.246681058493904","0.205156476832341","0.288205640155467","8"
"8 on Scale 1 to 10","2007","indirect migration background","Male","108","0.262804432559858","0.217955208923559","0.307653656196156","8"
"9 on Scale 1 to 10","2007","no migration background","Male","925","0.1035414417909","0.0970435798912383","0.110039303690562","9"
"9 on Scale 1 to 10","2007","no migration background","Female","1051","0.104206721075908","0.0979699766330316","0.110443465518784","9"
"9 on Scale 1 to 10","2007","direct migration background","Male","109","0.105671206297706","0.0864634126612777","0.124878999934133","9"
"9 on Scale 1 to 10","2007","direct migration background","Female","116","0.0843173897127887","0.0682439728996746","0.100390806525903","9"
"9 on Scale 1 to 10","2007","indirect migration background","Male","77","0.193400044157558","0.153155722602376","0.23364436571274","9"
"9 on Scale 1 to 10","2007","indirect migration background","Female","84","0.18422537902245","0.146882504540289","0.221568253504612","9"
"0 Completely dissatisfied","2008","no migration background","Male","84","0.0113481715559423","0.0090244886531158","0.0136718544587688","0"
"0 Completely dissatisfied","2008","no migration background","Female","97","0.0156907249050415","0.0130842493645304","0.0182972004455526","0"
"0 Completely dissatisfied","2008","direct migration background","Male","18","","","","0"
"0 Completely dissatisfied","2008","direct migration background","Female","12","","","","0"
"0 Completely dissatisfied","2008","indirect migration background","Female","5","","","","0"
"0 Completely dissatisfied","2008","indirect migration background","Male","","","","","0"
"1 on Scale 1 to 10","2008","no migration background","Male","87","0.0129036746923975","0.0104277997769999","0.0153795496077951","1"
"1 on Scale 1 to 10","2008","no migration background","Female","96","0.0126545066831979","0.0103101507746606","0.0149988625917352","1"
"1 on Scale 1 to 10","2008","direct migration background","Male","10","","","","1"
"1 on Scale 1 to 10","2008","direct migration background","Female","11","","","","1"
"1 on Scale 1 to 10","2008","indirect migration background","Male","2","","","","1"
"1 on Scale 1 to 10","2008","indirect migration background","Female","2","","","","1"
"10 Completely satisfied","2008","no migration background","Male","434","0.0526907379115144","0.0477895058992998","0.0575919699237289","10"
"10 Completely satisfied","2008","no migration background","Female","453","0.0550729611720652","0.0502884815047156","0.0598574408394148","10"
"10 Completely satisfied","2008","direct migration background","Female","62","0.0624722796751513","0.0476925934340288","0.0772519659162737","10"
"10 Completely satisfied","2008","indirect migration background","Male","54","0.141341537685264","0.105940030331493","0.176743045039036","10"
"10 Completely satisfied","2008","indirect migration background","Female","56","0.147957221752273","0.113205631053755","0.182708812450791","10"
"10 Completely satisfied","2008","direct migration background","Male","59","0.0738907984309921","0.0566561378442745","0.0911254590177096","10"
"2 on Scale 1 to 10","2008","no migration background","Male","230","0.030429031930709","0.0266609000111952","0.0341971638502227","2"
"2 on Scale 1 to 10","2008","no migration background","Female","244","0.0314186644622259","0.0277599520896745","0.0350773768347774","2"
"2 on Scale 1 to 10","2008","direct migration background","Male","32","0.047773345535107","0.0337213031688502","0.0618253879013639","2"
"2 on Scale 1 to 10","2008","indirect migration background","Male","7","","","","2"
"2 on Scale 1 to 10","2008","indirect migration background","Female","9","","","","2"
"2 on Scale 1 to 10","2008","direct migration background","Female","41","0.0430121486853085","0.0306219502990736","0.0554023470715434","2"
"3 on Scale 1 to 10","2008","no migration background","Male","377","0.0509638389061564","0.0461392015323626","0.0557884762799503","3"
"3 on Scale 1 to 10","2008","no migration background","Female","529","0.0599264603942759","0.0549484409511868","0.0649044798373651","3"
"3 on Scale 1 to 10","2008","direct migration background","Female","73","0.0734203414493607","0.0574916881524073","0.0893489947463141","3"
"3 on Scale 1 to 10","2008","direct migration background","Male","48","0.0497948261345918","0.0354638008830786","0.0641258513861051","3"
