"m11125","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1989","66 and older","middle vocational","31","0.0670191766465365","0.0446259726212676","0.0894123806718054","0"
"0 Completely dissatisfied","1989","66 and older","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1989","66 and older","higher vocational","","","","","0"
"0 Completely dissatisfied","1989","66 and older","higher education","1","","","","0"
"1 on Scale 1 to 10","1989","66 and older","higher education","","","","","1"
"1 on Scale 1 to 10","1989","66 and older","middle vocational","15","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","general elemantary","6","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","middle vocational","6","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1989","66 and older","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1989","66 and older","higher vocational","3","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","higher education","1","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","in school","2","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","inadequately","1","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","in school","","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","inadequately","14","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","general elemantary","22","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","middle vocational","32","0.0137410556048149","0.0090452985091545","0.0184368127004752","1"
"1 on Scale 1 to 10","1989","35-65 y.","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","higher vocational","3","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","higher education","","","","","1"
"1 on Scale 1 to 10","1989","66 and older","in school","","","","","1"
"1 on Scale 1 to 10","1989","66 and older","inadequately","1","","","","1"
"1 on Scale 1 to 10","1989","66 and older","general elemantary","12","","","","1"
"10 Completely satisfied","1989","66 and older","vocational + Abi","1","","","","10"
"10 Completely satisfied","1989","66 and older","middle vocational","39","0.0790150657127679","0.0548570338297677","0.103173097595768","10"
"10 Completely satisfied","1989","66 and older","higher vocational","2","","","","10"
"10 Completely satisfied","1989","66 and older","higher education","2","","","","10"
"10 Completely satisfied","1989","16-34 y.","in school","56","0.330227055829117","0.26054849163522","0.399905620023014","10"
"10 Completely satisfied","1989","16-34 y.","inadequately","33","0.138639261482956","0.0866924034550126","0.190586119510899","10"
"10 Completely satisfied","1989","16-34 y.","general elemantary","237","0.222609185717541","0.196877248834238","0.248341122600844","10"
"10 Completely satisfied","1989","16-34 y.","middle vocational","295","0.156946313149775","0.14007648965142","0.173816136648129","10"
"10 Completely satisfied","1989","16-34 y.","vocational + Abi","26","","","","10"
"10 Completely satisfied","1989","16-34 y.","higher vocational","20","","","","10"
"10 Completely satisfied","1989","16-34 y.","higher education","38","0.179972699918909","0.127512257082057","0.232433142755761","10"
"10 Completely satisfied","1989","35-65 y.","in school","","","","","10"
"10 Completely satisfied","1989","35-65 y.","inadequately","37","0.086600765406685","0.0612279722748558","0.111973558538514","10"
"10 Completely satisfied","1989","35-65 y.","general elemantary","89","0.0599240821842685","0.046444563983749","0.073403600384788","10"
"10 Completely satisfied","1989","35-65 y.","middle vocational","183","0.0785061059176837","0.0676568976469417","0.0893553141884257","10"
"10 Completely satisfied","1989","35-65 y.","vocational + Abi","13","","","","10"
"10 Completely satisfied","1989","35-65 y.","higher vocational","19","","","","10"
"10 Completely satisfied","1989","35-65 y.","higher education","42","0.0879483746713208","0.0613943109987917","0.11450243834385","10"
"10 Completely satisfied","1989","66 and older","in school","","","","","10"
"10 Completely satisfied","1989","66 and older","inadequately","","","","","10"
"10 Completely satisfied","1989","66 and older","general elemantary","24","","","","10"
"2 on Scale 1 to 10","1989","66 and older","vocational + Abi","1","","","","2"
"2 on Scale 1 to 10","1989","66 and older","higher vocational","11","","","","2"
"2 on Scale 1 to 10","1989","66 and older","middle vocational","33","0.068314928768586","0.0457219906623656","0.0909078668748063","2"
"2 on Scale 1 to 10","1989","16-34 y.","in school","","","","","2"
"2 on Scale 1 to 10","1989","16-34 y.","inadequately","7","","","","2"
"2 on Scale 1 to 10","1989","35-65 y.","inadequately","23","","","","2"
"2 on Scale 1 to 10","1989","35-65 y.","general elemantary","41","0.0335471019280218","0.0233210013295864","0.0437732025264572","2"
"2 on Scale 1 to 10","1989","35-65 y.","middle vocational","81","0.0364767889255837","0.0289147399083488","0.0440388379428186","2"
"2 on Scale 1 to 10","1989","16-34 y.","general elemantary","13","","","","2"
"2 on Scale 1 to 10","1989","16-34 y.","middle vocational","20","","","","2"
"2 on Scale 1 to 10","1989","16-34 y.","vocational + Abi","3","","","","2"
"2 on Scale 1 to 10","1989","16-34 y.","higher vocational","","","","","2"
"2 on Scale 1 to 10","1989","16-34 y.","higher education","3","","","","2"
"2 on Scale 1 to 10","1989","35-65 y.","in school","","","","","2"
"2 on Scale 1 to 10","1989","35-65 y.","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1989","35-65 y.","higher vocational","8","","","","2"
"2 on Scale 1 to 10","1989","35-65 y.","higher education","12","","","","2"
"2 on Scale 1 to 10","1989","66 and older","in school","","","","","2"
"2 on Scale 1 to 10","1989","66 and older","inadequately","","","","","2"
"2 on Scale 1 to 10","1989","66 and older","general elemantary","22","","","","2"
"2 on Scale 1 to 10","1989","66 and older","higher education","4","","","","2"
"3 on Scale 1 to 10","1989","66 and older","higher education","7","","","","3"
"3 on Scale 1 to 10","1989","35-65 y.","inadequately","42","0.0868248744978118","0.0614223891047437","0.11222735989088","3"
"3 on Scale 1 to 10","1989","35-65 y.","general elemantary","71","0.0645574147858274","0.0506010007769978","0.0785138287946569","3"
"3 on Scale 1 to 10","1989","35-65 y.","middle vocational","133","0.0562136769433115","0.0469227737718612","0.0655045801147619","3"
"3 on Scale 1 to 10","1989","35-65 y.","vocational + Abi","6","","","","3"
"3 on Scale 1 to 10","1989","35-65 y.","higher vocational","18","","","","3"
"3 on Scale 1 to 10","1989","66 and older","in school","","","","","3"
"3 on Scale 1 to 10","1989","66 and older","middle vocational","36","0.0790060362720234","0.0548492663401207","0.103162806203926","3"
"3 on Scale 1 to 10","1989","66 and older","vocational + Abi","2","","","","3"
"3 on Scale 1 to 10","1989","66 and older","higher vocational","6","","","","3"
"3 on Scale 1 to 10","1989","35-65 y.","higher education","18","","","","3"
"3 on Scale 1 to 10","1989","66 and older","inadequately","2","","","","3"
"3 on Scale 1 to 10","1989","16-34 y.","in school","2","","","","3"
"3 on Scale 1 to 10","1989","16-34 y.","inadequately","2","","","","3"
"3 on Scale 1 to 10","1989","16-34 y.","general elemantary","30","0.0338619809520677","0.0226738638981018","0.0450500980060336","3"
"3 on Scale 1 to 10","1989","16-34 y.","vocational + Abi","6","","","","3"
"3 on Scale 1 to 10","1989","16-34 y.","higher vocational","4","","","","3"
"3 on Scale 1 to 10","1989","16-34 y.","higher education","8","","","","3"
"3 on Scale 1 to 10","1989","35-65 y.","in school","","","","","3"
"3 on Scale 1 to 10","1989","16-34 y.","middle vocational","37","0.0228151987045735","0.0158903890017848","0.0297400084073621","3"
"3 on Scale 1 to 10","1989","66 and older","general elemantary","35","0.0818454644937588","0.0545338226037021","0.109157106383816","3"
"4 on Scale 1 to 10","1989","66 and older","higher education","2","","","","4"
"4 on Scale 1 to 10","1989","16-34 y.","middle vocational","57","0.0344529184068868","0.0259941506862449","0.0429116861275287","4"
"4 on Scale 1 to 10","1989","66 and older","middle vocational","27","","","","4"
"4 on Scale 1 to 10","1989","66 and older","vocational + Abi","1","","","","4"
"4 on Scale 1 to 10","1989","66 and older","higher vocational","5","","","","4"
"4 on Scale 1 to 10","1989","16-34 y.","general elemantary","27","","","","4"
"4 on Scale 1 to 10","1989","16-34 y.","in school","7","","","","4"
"4 on Scale 1 to 10","1989","16-34 y.","inadequately","6","","","","4"
"4 on Scale 1 to 10","1989","16-34 y.","vocational + Abi","3","","","","4"
"4 on Scale 1 to 10","1989","16-34 y.","higher vocational","4","","","","4"
"4 on Scale 1 to 10","1989","16-34 y.","higher education","4","","","","4"
"4 on Scale 1 to 10","1989","35-65 y.","in school","","","","","4"
"4 on Scale 1 to 10","1989","35-65 y.","inadequately","32","0.0642375214042364","0.0421190915986667","0.0863559512098061","4"
"4 on Scale 1 to 10","1989","35-65 y.","general elemantary","72","0.0563198015529752","0.0432269214972014","0.0694126816087491","4"
"4 on Scale 1 to 10","1989","35-65 y.","middle vocational","149","0.0659224651273461","0.0559130596979402","0.075931870556752","4"
"4 on Scale 1 to 10","1989","35-65 y.","vocational + Abi","6","","","","4"
"4 on Scale 1 to 10","1989","35-65 y.","higher vocational","19","","","","4"
"4 on Scale 1 to 10","1989","35-65 y.","higher education","26","","","","4"
"4 on Scale 1 to 10","1989","66 and older","in school","","","","","4"
"4 on Scale 1 to 10","1989","66 and older","inadequately","","","","","4"
"4 on Scale 1 to 10","1989","66 and older","general elemantary","38","0.0935245699286565","0.0645155212408849","0.122533618616428","4"
"5 on Scale 1 to 10","1989","66 and older","middle vocational","104","0.214833843825238","0.17805378076316","0.251613906887315","5"
"5 on Scale 1 to 10","1989","35-65 y.","inadequately","72","0.133293952537337","0.102630699404104","0.16395720567057","5"
"5 on Scale 1 to 10","1989","35-65 y.","general elemantary","246","0.227861196308258","0.204039368228123","0.251683024388392","5"
"5 on Scale 1 to 10","1989","35-65 y.","higher education","61","0.135285799643051","0.103217954732865","0.167353644553238","5"
"5 on Scale 1 to 10","1989","66 and older","in school","","","","","5"
"5 on Scale 1 to 10","1989","66 and older","vocational + Abi","7","","","","5"
"5 on Scale 1 to 10","1989","66 and older","higher vocational","19","","","","5"
"5 on Scale 1 to 10","1989","66 and older","higher education","7","","","","5"
"5 on Scale 1 to 10","1989","16-34 y.","middle vocational","191","0.108152201662365","0.0937486226800679","0.122555780644662","5"
"5 on Scale 1 to 10","1989","16-34 y.","vocational + Abi","11","","","","5"
"5 on Scale 1 to 10","1989","66 and older","inadequately","1","","","","5"
"5 on Scale 1 to 10","1989","66 and older","general elemantary","84","0.232947484432998","0.190832739935596","0.2750622289304","5"
"5 on Scale 1 to 10","1989","16-34 y.","in school","12","","","","5"
"5 on Scale 1 to 10","1989","16-34 y.","inadequately","18","","","","5"
"5 on Scale 1 to 10","1989","16-34 y.","general elemantary","81","0.0864655217175973","0.0690809022338129","0.103850141201382","5"
"5 on Scale 1 to 10","1989","16-34 y.","higher vocational","12","","","","5"
"5 on Scale 1 to 10","1989","16-34 y.","higher education","13","","","","5"
"5 on Scale 1 to 10","1989","35-65 y.","in school","","","","","5"
"5 on Scale 1 to 10","1989","35-65 y.","middle vocational","393","0.167169640150217","0.152118927108691","0.182220353191742","5"
"5 on Scale 1 to 10","1989","35-65 y.","vocational + Abi","18","","","","5"
"5 on Scale 1 to 10","1989","35-65 y.","higher vocational","37","0.119589819212442","0.0823085036427289","0.156871134782156","5"
"6 on Scale 1 to 10","1989","35-65 y.","general elemantary","143","0.122457392640334","0.103840001617772","0.141074783662895","6"
"6 on Scale 1 to 10","1989","66 and older","middle vocational","52","0.109950545098227","0.0819358373015494","0.137965252894905","6"
"6 on Scale 1 to 10","1989","66 and older","vocational + Abi","4","","","","6"
"6 on Scale 1 to 10","1989","66 and older","higher education","5","","","","6"
"6 on Scale 1 to 10","1989","35-65 y.","inadequately","50","0.0850434595772749","0.0598784103551363","0.110208508799414","6"
"6 on Scale 1 to 10","1989","35-65 y.","higher education","48","0.117830481176142","0.0876022857003826","0.148058676651901","6"
"6 on Scale 1 to 10","1989","16-34 y.","higher education","14","","","","6"
"6 on Scale 1 to 10","1989","35-65 y.","middle vocational","243","0.106910720028369","0.0944466992901803","0.119374740766557","6"
"6 on Scale 1 to 10","1989","16-34 y.","general elemantary","65","0.0715180832532956","0.055578539259164","0.0874576272474272","6"
"6 on Scale 1 to 10","1989","16-34 y.","middle vocational","121","0.0705630946724986","0.0586861118064832","0.0824400775385139","6"
"6 on Scale 1 to 10","1989","16-34 y.","vocational + Abi","11","","","","6"
"6 on Scale 1 to 10","1989","16-34 y.","higher vocational","11","","","","6"
"6 on Scale 1 to 10","1989","35-65 y.","higher vocational","34","0.112907767311541","0.0765457562484639","0.149269778374618","6"
"6 on Scale 1 to 10","1989","66 and older","in school","","","","","6"
"6 on Scale 1 to 10","1989","66 and older","higher vocational","5","","","","6"
"6 on Scale 1 to 10","1989","35-65 y.","vocational + Abi","7","","","","6"
"6 on Scale 1 to 10","1989","16-34 y.","in school","5","","","","6"
"6 on Scale 1 to 10","1989","16-34 y.","inadequately","13","","","","6"
"6 on Scale 1 to 10","1989","35-65 y.","in school","","","","","6"
"6 on Scale 1 to 10","1989","66 and older","inadequately","1","","","","6"
"6 on Scale 1 to 10","1989","66 and older","general elemantary","52","0.127387828941004","0.0941703086007236","0.160605349281285","6"
"7 on Scale 1 to 10","1989","66 and older","middle vocational","58","0.116396540861766","0.0876768953585475","0.145116186364985","7"
"7 on Scale 1 to 10","1989","66 and older","vocational + Abi","3","","","","7"
"7 on Scale 1 to 10","1989","66 and older","higher vocational","6","","","","7"
"7 on Scale 1 to 10","1989","66 and older","higher education","8","","","","7"
"7 on Scale 1 to 10","1989","16-34 y.","general elemantary","126","0.132265578517878","0.111310076699779","0.153221080335978","7"
"7 on Scale 1 to 10","1989","16-34 y.","in school","19","","","","7"
"7 on Scale 1 to 10","1989","16-34 y.","inadequately","22","","","","7"
"7 on Scale 1 to 10","1989","16-34 y.","middle vocational","244","0.142907298977996","0.126676179764774","0.159138418191218","7"
"7 on Scale 1 to 10","1989","16-34 y.","vocational + Abi","26","","","","7"
