"m11125","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"5 on Scale 1 to 10","2007","indirect migration background","Rural Area","13","","","","5"
"5 on Scale 1 to 10","2007","indirect migration background","Urban Area","60","0.102003036474275","0.0791203274220044","0.124885745526546","5"
"6 on Scale 1 to 10","2007","no migration background","Urban Area","1196","0.1073060098395","0.101574571356862","0.113037448322139","6"
"6 on Scale 1 to 10","2007","no migration background","Rural Area","744","0.113060066836314","0.105339195104347","0.120780938568281","6"
"6 on Scale 1 to 10","2007","direct migration background","Urban Area","194","0.104250809810894","0.0898758658169687","0.118625753804819","6"
"6 on Scale 1 to 10","2007","direct migration background","Rural Area","44","0.110958116977529","0.0800237561042118","0.141892477850846","6"
"6 on Scale 1 to 10","2007","indirect migration background","Urban Area","43","0.0707289258425087","0.0513453813619163","0.0901124703231012","6"
"6 on Scale 1 to 10","2007","indirect migration background","Rural Area","9","","","","6"
"7 on Scale 1 to 10","2007","no migration background","Urban Area","2014","0.171555058210054","0.164573796869658","0.17853631955045","7"
"7 on Scale 1 to 10","2007","no migration background","Rural Area","1128","0.162561209331958","0.153565205913403","0.171557212750513","7"
"7 on Scale 1 to 10","2007","indirect migration background","Urban Area","104","0.160724425095262","0.132955652300651","0.188493197889872","7"
"7 on Scale 1 to 10","2007","direct migration background","Urban Area","314","0.171756879544625","0.154014608079672","0.189499151009579","7"
"7 on Scale 1 to 10","2007","direct migration background","Rural Area","61","0.144803728571915","0.110144150639884","0.179463306503946","7"
"7 on Scale 1 to 10","2007","indirect migration background","Rural Area","21","","","","7"
"8 on Scale 1 to 10","2007","no migration background","Urban Area","2749","0.235989123830195","0.228125982686988","0.243852264973401","8"
"8 on Scale 1 to 10","2007","direct migration background","Rural Area","85","0.202748676333985","0.163150322105625","0.242347030562345","8"
"8 on Scale 1 to 10","2007","no migration background","Rural Area","1491","0.233446821355807","0.22313275927646","0.243760883435155","8"
"8 on Scale 1 to 10","2007","direct migration background","Urban Area","360","0.181230437235239","0.163109959452019","0.199350915018459","8"
"8 on Scale 1 to 10","2007","indirect migration background","Urban Area","184","0.242745961265565","0.210329898833129","0.275162023698001","8"
"8 on Scale 1 to 10","2007","indirect migration background","Rural Area","31","0.322946519044673","0.2363469220014","0.409546116087946","8"
"9 on Scale 1 to 10","2007","no migration background","Urban Area","1318","0.10553919019803","0.0998495101627044","0.111228870233355","9"
"9 on Scale 1 to 10","2007","no migration background","Rural Area","658","0.100749001216481","0.0934101944398216","0.108087807993141","9"
"9 on Scale 1 to 10","2007","direct migration background","Urban Area","182","0.0946311849114806","0.0808621615959877","0.108400208226973","9"
"9 on Scale 1 to 10","2007","direct migration background","Rural Area","43","0.0936435157003366","0.0649496622254673","0.122337369175206","9"
"9 on Scale 1 to 10","2007","indirect migration background","Urban Area","146","0.201733703774208","0.171392934900707","0.23207447264771","9"
"9 on Scale 1 to 10","2007","indirect migration background","Rural Area","15","","","","9"
"0 Completely dissatisfied","2008","no migration background","Urban Area","124","0.0148775387391198","0.0125739706451722","0.0171811068330674","0"
"0 Completely dissatisfied","2008","no migration background","Rural Area","57","0.0111097967533811","0.008480543917385","0.0137390495893773","0"
"0 Completely dissatisfied","2008","direct migration background","Urban Area","25","","","","0"
"0 Completely dissatisfied","2008","direct migration background","Rural Area","5","","","","0"
"0 Completely dissatisfied","2008","indirect migration background","Rural Area","3","","","","0"
"0 Completely dissatisfied","2008","indirect migration background","Urban Area","2","","","","0"
"1 on Scale 1 to 10","2008","no migration background","Urban Area","111","0.0126095780525786","0.0104864062819667","0.0147327498231905","1"
"1 on Scale 1 to 10","2008","no migration background","Rural Area","72","0.0130922592193083","0.0102409072327681","0.0159436112058485","1"
"1 on Scale 1 to 10","2008","direct migration background","Urban Area","19","","","","1"
"1 on Scale 1 to 10","2008","indirect migration background","Rural Area","","","","","1"
"1 on Scale 1 to 10","2008","direct migration background","Rural Area","2","","","","1"
"1 on Scale 1 to 10","2008","indirect migration background","Urban Area","4","","","","1"
"10 Completely satisfied","2008","no migration background","Urban Area","589","0.0543922320016383","0.0500768985987329","0.0587075654045437","10"
"10 Completely satisfied","2008","no migration background","Rural Area","298","0.0530080566033813","0.0473878880560566","0.058628225150706","10"
"10 Completely satisfied","2008","direct migration background","Rural Area","23","","","","10"
"10 Completely satisfied","2008","indirect migration background","Urban Area","86","0.126139593312572","0.100810311978875","0.151468874646268","10"
"10 Completely satisfied","2008","indirect migration background","Rural Area","24","","","","10"
"10 Completely satisfied","2008","direct migration background","Urban Area","98","0.0610992888840019","0.0492366823970522","0.0729618953709516","10"
"2 on Scale 1 to 10","2008","no migration background","Urban Area","290","0.0305708274309258","0.0272951431389455","0.033846511722906","2"
"2 on Scale 1 to 10","2008","no migration background","Rural Area","184","0.0316399326331766","0.0272491547501626","0.0360307105161906","2"
"2 on Scale 1 to 10","2008","direct migration background","Urban Area","62","0.0479407837421267","0.0373595390464742","0.0585220284377793","2"
"2 on Scale 1 to 10","2008","direct migration background","Rural Area","11","","","","2"
"2 on Scale 1 to 10","2008","indirect migration background","Urban Area","13","","","","2"
"2 on Scale 1 to 10","2008","indirect migration background","Rural Area","3","","","","2"
"3 on Scale 1 to 10","2008","no migration background","Urban Area","536","0.0525668182971849","0.0483204218271476","0.0568132147672222","3"
"3 on Scale 1 to 10","2008","no migration background","Rural Area","370","0.0613215481608197","0.0553032979951815","0.0673397983264579","3"
"3 on Scale 1 to 10","2008","indirect migration background","Urban Area","16","","","","3"
"3 on Scale 1 to 10","2008","direct migration background","Urban Area","97","0.0614679039862601","0.0495719033456483","0.0733639046268719","3"
"3 on Scale 1 to 10","2008","direct migration background","Rural Area","24","","","","3"
"3 on Scale 1 to 10","2008","indirect migration background","Rural Area","5","","","","3"
"4 on Scale 1 to 10","2008","no migration background","Urban Area","653","0.0624391135979743","0.0578352918083035","0.067042935387645","4"
"4 on Scale 1 to 10","2008","no migration background","Rural Area","426","0.0687729191000838","0.0624248479646268","0.0751209902355407","4"
"4 on Scale 1 to 10","2008","direct migration background","Urban Area","105","0.0804414164332119","0.0669709768593199","0.093911856007104","4"
"4 on Scale 1 to 10","2008","direct migration background","Rural Area","35","0.122965051679432","0.0885114462586923","0.157418657100172","4"
"4 on Scale 1 to 10","2008","indirect migration background","Urban Area","21","","","","4"
"4 on Scale 1 to 10","2008","indirect migration background","Rural Area","4","","","","4"
"5 on Scale 1 to 10","2008","no migration background","Urban Area","1363","0.144774284428182","0.138078885042271","0.151469683814092","5"
"5 on Scale 1 to 10","2008","no migration background","Rural Area","922","0.153577113249843","0.144533078844216","0.16262114765547","5"
"5 on Scale 1 to 10","2008","direct migration background","Urban Area","227","0.159402685298933","0.14127284293712","0.177532527660746","5"
"5 on Scale 1 to 10","2008","direct migration background","Rural Area","50","0.129011831918976","0.0938431350588856","0.164180528779066","5"
"5 on Scale 1 to 10","2008","indirect migration background","Urban Area","62","0.126866862319752","0.101475239494515","0.152258485144989","5"
"5 on Scale 1 to 10","2008","indirect migration background","Rural Area","9","","","","5"
"6 on Scale 1 to 10","2008","no migration background","Urban Area","1183","0.11850151435344","0.112351684016719","0.124651344690162","6"
"6 on Scale 1 to 10","2008","indirect migration background","Urban Area","55","0.08556409498373","0.0642238923503775","0.106904297617083","6"
"6 on Scale 1 to 10","2008","direct migration background","Urban Area","162","0.0921845982977537","0.0778567765699228","0.106512420025585","6"
"6 on Scale 1 to 10","2008","no migration background","Rural Area","667","0.111511617559223","0.103615907511861","0.119407327606584","6"
"6 on Scale 1 to 10","2008","direct migration background","Rural Area","38","0.0853030304166041","0.055997051852142","0.114609008981066","6"
"6 on Scale 1 to 10","2008","indirect migration background","Rural Area","6","","","","6"
"7 on Scale 1 to 10","2008","no migration background","Urban Area","2011","0.182331419012501","0.1749844228981","0.189678415126902","7"
"7 on Scale 1 to 10","2008","no migration background","Rural Area","1073","0.167135184562702","0.157776248995699","0.176494120129705","7"
"7 on Scale 1 to 10","2008","direct migration background","Urban Area","266","0.152741326053974","0.13492416513796","0.170558486969988","7"
"7 on Scale 1 to 10","2008","indirect migration background","Urban Area","106","0.159675048489231","0.13172913687487","0.187620960103592","7"
"7 on Scale 1 to 10","2008","direct migration background","Rural Area","52","0.136490334928371","0.100472307146966","0.172508362709775","7"
"7 on Scale 1 to 10","2008","indirect migration background","Rural Area","14","","","","7"
"8 on Scale 1 to 10","2008","no migration background","Urban Area","2586","0.224124080657905","0.216189375454515","0.232058785861295","8"
"8 on Scale 1 to 10","2008","no migration background","Rural Area","1420","0.22506452389312","0.214588618915015","0.235540428871226","8"
"8 on Scale 1 to 10","2008","direct migration background","Urban Area","330","0.19543247294954","0.175792909682264","0.215072036216817","8"
"8 on Scale 1 to 10","2008","direct migration background","Rural Area","70","0.1920269505264","0.150701755907581","0.233352145145218","8"
"8 on Scale 1 to 10","2008","indirect migration background","Rural Area","30","0.243689181561775","0.164534400808783","0.322843962314767","8"
"8 on Scale 1 to 10","2008","indirect migration background","Urban Area","168","0.241036408535024","0.208405593730137","0.273667223339912","8"
"9 on Scale 1 to 10","2008","no migration background","Urban Area","1164","0.10281259342855","0.0970335608774729","0.108591625979628","9"
"9 on Scale 1 to 10","2008","no migration background","Rural Area","616","0.103767048264961","0.0961173299723519","0.11141676655757","9"
"9 on Scale 1 to 10","2008","direct migration background","Urban Area","175","0.113059157442576","0.0973753171407915","0.128742997744361","9"
"9 on Scale 1 to 10","2008","direct migration background","Rural Area","39","0.131608472135103","0.0961406035949904","0.167076340675215","9"
