"plb0219","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes, every week","2012","Hamburg","Couple + C. LE 16 ","4","","",""
"Yes, every week","2012","Hamburg","Couple + C. GT 16 ","","","",""
"Yes, every week","2012","Hamburg","Couple + C. LE and GT 16","","","",""
"Yes, every week","2012","Lower Saxony","1-pers.-HH","1","","",""
"Yes, every week","2012","Lower Saxony","(Married) couple without C. ","","","",""
"Yes, every week","2012","Lower Saxony","Single parent ","9","","",""
"Yes, every week","2012","Lower Saxony","Couple + C. LE 16 ","28","","",""
"Yes, every week","2012","Lower Saxony","Couple + C. GT 16 ","1","","",""
"Yes, every week","2012","Lower Saxony","Couple + C. LE and GT 16","4","","",""
"Yes, every week","2012","Bremen","1-pers.-HH","","","",""
"Yes, every week","2012","Bremen","(Married) couple without C. ","","","",""
"Yes, every week","2012","Bremen","Single parent ","4","","",""
"Yes, every week","2012","Bremen","Couple + C. LE 16 ","3","","",""
"Yes, every week","2012","Bremen","Couple + C. GT 16 ","","","",""
"Yes, every week","2012","Bremen","Couple + C. LE and GT 16","","","",""
"Yes, every week","2012","North Rhine-Westphalia","1-pers.-HH","1","","",""
"Yes, every week","2012","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Yes, every week","2012","North Rhine-Westphalia","Single parent ","10","","",""
"Yes, every week","2012","North Rhine-Westphalia","Couple + C. LE 16 ","54","0.0784524060335068","0.0575555210833699","0.0993492909836437"
"Yes, every week","2012","North Rhine-Westphalia","Couple + C. GT 16 ","1","","",""
"Yes, every week","2012","North Rhine-Westphalia","Couple + C. LE and GT 16","6","","",""
"Yes, every week","2012","Hesse","1-pers.-HH","","","",""
"Yes, every week","2012","Hesse","(Married) couple without C. ","1","","",""
"Yes, every week","2012","Hesse","Single parent ","8","","",""
"Yes, every week","2012","Hesse","Couple + C. LE 16 ","18","","",""
"Yes, every week","2012","Hesse","Couple + C. GT 16 ","1","","",""
"Yes, every week","2012","Hesse","Couple + C. LE and GT 16","6","","",""
"Yes, every week","2012","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Yes, every week","2012","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Yes, every week","2012","Rhineland-Palatinate,Saarland","Single parent ","3","","",""
"Yes, every week","2012","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","18","","",""
"Yes, every week","2012","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Yes, every week","2012","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","3","","",""
"Yes, every week","2012","Baden-Württemberg","1-pers.-HH","1","","",""
"Yes, every week","2012","Baden-Württemberg","(Married) couple without C. ","","","",""
"Yes, every week","2012","Baden-Württemberg","Single parent ","8","","",""
"Yes, every week","2012","Baden-Württemberg","Couple + C. LE 16 ","30","0.0457636882396895","0.0265200373899456","0.0650073390894335"
"Yes, every week","2012","Baden-Württemberg","Couple + C. GT 16 ","2","","",""
"Yes, every week","2012","Baden-Württemberg","Couple + C. LE and GT 16","8","","",""
"Yes, every week","2012","Bavaria","1-pers.-HH","","","",""
"Yes, every week","2012","Bavaria","(Married) couple without C. ","","","",""
"Yes, every week","2012","Bavaria","Single parent ","10","","",""
"Yes, every week","2012","Bavaria","Couple + C. LE 16 ","43","0.0645377084941518","0.0438901571569391","0.0851852598313645"
"Yes, every week","2012","Bavaria","Couple + C. GT 16 ","2","","",""
"Yes, every week","2012","Bavaria","Couple + C. LE and GT 16","8","","",""
"Yes, every week","2012","Berlin","1-pers.-HH","","","",""
"Yes, every week","2012","Berlin","(Married) couple without C. ","","","",""
"Yes, every week","2012","Berlin","Single parent ","6","","",""
"Yes, every week","2012","Berlin","Couple + C. LE 16 ","8","","",""
"Yes, every week","2012","Berlin","Couple + C. GT 16 ","","","",""
"Yes, every week","2012","Berlin","Couple + C. LE and GT 16","","","",""
"Yes, every week","2012","Brandenburg","1-pers.-HH","","","",""
"Yes, every week","2012","Brandenburg","(Married) couple without C. ","","","",""
"Yes, every week","2012","Brandenburg","Single parent ","10","","",""
"Yes, every week","2012","Brandenburg","Couple + C. LE 16 ","4","","",""
"Yes, every week","2012","Brandenburg","Couple + C. GT 16 ","1","","",""
"Yes, every week","2012","Brandenburg","Couple + C. LE and GT 16","2","","",""
"Yes, every week","2012","Mecklenburg-Western Pomerania","1-pers.-HH","1","","",""
"Yes, every week","2012","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Yes, every week","2012","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Yes, every week","2012","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","12","","",""
"Yes, every week","2012","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Yes, every week","2012","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","1","","",""
"Yes, every week","2012","Saxony","1-pers.-HH","","","",""
"Yes, every week","2012","Saxony","(Married) couple without C. ","","","",""
"Yes, every week","2012","Saxony","Single parent ","1","","",""
"Yes, every week","2012","Saxony","Couple + C. LE 16 ","12","","",""
"Yes, every week","2012","Saxony","Couple + C. GT 16 ","","","",""
"Yes, every week","2012","Saxony","Couple + C. LE and GT 16","2","","",""
"Yes, every week","2012","Saxony-Anhalt","1-pers.-HH","","","",""
"Yes, every week","2012","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Yes, every week","2012","Saxony-Anhalt","Single parent ","","","",""
"Yes, every week","2012","Saxony-Anhalt","Couple + C. LE 16 ","7","","",""
"Yes, every week","2012","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Yes, every week","2012","Saxony-Anhalt","Couple + C. LE and GT 16","1","","",""
"Yes, every week","2012","Thuringia","1-pers.-HH","","","",""
"Yes, every week","2012","Thuringia","(Married) couple without C. ","","","",""
"Yes, every week","2012","Thuringia","Single parent ","1","","",""
"Yes, every week","2012","Thuringia","Couple + C. LE 16 ","3","","",""
"Yes, every week","2012","Thuringia","Couple + C. GT 16 ","","","",""
"Yes, every week","2012","Thuringia","Couple + C. LE and GT 16","2","","",""
"Yes, every 2 weeks","2012","Schleswig-Holstein","1-pers.-HH","3","","",""
"Yes, every 2 weeks","2012","Schleswig-Holstein","(Married) couple without C. ","1","","",""
"Yes, every 2 weeks","2012","Schleswig-Holstein","Single parent ","8","","",""
"Yes, every 2 weeks","2012","Schleswig-Holstein","Couple + C. LE 16 ","19","","",""
"Yes, every 2 weeks","2012","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2012","Schleswig-Holstein","Couple + C. LE and GT 16","2","","",""
"Yes, every 2 weeks","2012","Hamburg","1-pers.-HH","","","",""
"Yes, every 2 weeks","2012","Hamburg","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2012","Hamburg","Single parent ","3","","",""
"Yes, every 2 weeks","2012","Hamburg","Couple + C. LE 16 ","10","","",""
"Yes, every 2 weeks","2012","Hamburg","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2012","Hamburg","Couple + C. LE and GT 16","1","","",""
"Yes, every 2 weeks","2012","Lower Saxony","1-pers.-HH","1","","",""
"Yes, every 2 weeks","2012","Lower Saxony","(Married) couple without C. ","1","","",""
"Yes, every 2 weeks","2012","Lower Saxony","Single parent ","16","","",""
"Yes, every 2 weeks","2012","Lower Saxony","Couple + C. LE 16 ","28","","",""
"Yes, every 2 weeks","2012","Lower Saxony","Couple + C. GT 16 ","1","","",""
"Yes, every 2 weeks","2012","Lower Saxony","Couple + C. LE and GT 16","5","","",""
"Yes, every 2 weeks","2012","Bremen","1-pers.-HH","1","","",""
"Yes, every 2 weeks","2012","Bremen","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2012","Bremen","Single parent ","","","",""
"Yes, every 2 weeks","2012","Bremen","Couple + C. LE 16 ","6","","",""
"Yes, every 2 weeks","2012","Bremen","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2012","Bremen","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2012","North Rhine-Westphalia","1-pers.-HH","1","","",""
"Yes, every 2 weeks","2012","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2012","North Rhine-Westphalia","Single parent ","29","","",""
"Yes, every 2 weeks","2012","North Rhine-Westphalia","Couple + C. LE 16 ","72","0.0957411722381186","0.072873851559629","0.118608492916608"
"Yes, every 2 weeks","2012","North Rhine-Westphalia","Couple + C. GT 16 ","1","","",""
"Yes, every 2 weeks","2012","North Rhine-Westphalia","Couple + C. LE and GT 16","10","","",""
"Yes, every 2 weeks","2012","Hesse","1-pers.-HH","","","",""
"Yes, every 2 weeks","2012","Hesse","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2012","Hesse","Single parent ","5","","",""
"Yes, every 2 weeks","2012","Hesse","Couple + C. LE 16 ","21","","",""
"Yes, every 2 weeks","2012","Hesse","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2012","Hesse","Couple + C. LE and GT 16","2","","",""
"Yes, every 2 weeks","2012","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Yes, every 2 weeks","2012","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2012","Rhineland-Palatinate,Saarland","Single parent ","6","","",""
"Yes, every 2 weeks","2012","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","16","","",""
"Yes, every 2 weeks","2012","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2012","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","3","","",""
"Yes, every 2 weeks","2012","Baden-Württemberg","1-pers.-HH","","","",""
"Yes, every 2 weeks","2012","Baden-Württemberg","(Married) couple without C. ","1","","",""
"Yes, every 2 weeks","2012","Baden-Württemberg","Single parent ","13","","",""
"Yes, every 2 weeks","2012","Baden-Württemberg","Couple + C. LE 16 ","35","0.0787463816328841","0.0539433996981506","0.103549363567618"
"Yes, every 2 weeks","2012","Baden-Württemberg","Couple + C. GT 16 ","2","","",""
"Yes, every 2 weeks","2012","Baden-Württemberg","Couple + C. LE and GT 16","13","","",""
"Yes, every 2 weeks","2012","Bavaria","1-pers.-HH","1","","",""
"Yes, every 2 weeks","2012","Bavaria","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2012","Bavaria","Single parent ","21","","",""
"Yes, every 2 weeks","2012","Bavaria","Couple + C. LE 16 ","45","0.074515742809553","0.0524480374622419","0.0965834481568641"
"Yes, every 2 weeks","2012","Bavaria","Couple + C. GT 16 ","1","","",""
"Yes, every 2 weeks","2012","Bavaria","Couple + C. LE and GT 16","13","","",""
"Yes, every 2 weeks","2012","Berlin","1-pers.-HH","","","",""
"Yes, every 2 weeks","2012","Berlin","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2012","Berlin","Single parent ","7","","",""
"Yes, every 2 weeks","2012","Berlin","Couple + C. LE 16 ","10","","",""
"Yes, every 2 weeks","2012","Berlin","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2012","Berlin","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2012","Brandenburg","1-pers.-HH","1","","",""
"Yes, every 2 weeks","2012","Brandenburg","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2012","Brandenburg","Single parent ","3","","",""
"Yes, every 2 weeks","2012","Brandenburg","Couple + C. LE 16 ","10","","",""
"Yes, every 2 weeks","2012","Brandenburg","Couple + C. GT 16 ","1","","",""
"Yes, every 2 weeks","2012","Brandenburg","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2012","Mecklenburg-Western Pomerania","1-pers.-HH","2","","",""
"Yes, every 2 weeks","2012","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2012","Mecklenburg-Western Pomerania","Single parent ","3","","",""
"Yes, every 2 weeks","2012","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","5","","",""
"Yes, every 2 weeks","2012","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2012","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","3","","",""
"Yes, every 2 weeks","2012","Saxony","1-pers.-HH","","","",""
"Yes, every 2 weeks","2012","Saxony","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2012","Saxony","Single parent ","6","","",""
"Yes, every 2 weeks","2012","Saxony","Couple + C. LE 16 ","18","","",""
"Yes, every 2 weeks","2012","Saxony","Couple + C. GT 16 ","3","","",""
"Yes, every 2 weeks","2012","Saxony","Couple + C. LE and GT 16","2","","",""
"Yes, every 2 weeks","2012","Saxony-Anhalt","1-pers.-HH","","","",""
"Yes, every 2 weeks","2012","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2012","Saxony-Anhalt","Single parent ","4","","",""
"Yes, every 2 weeks","2012","Saxony-Anhalt","Couple + C. LE 16 ","11","","",""
"Yes, every 2 weeks","2012","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2012","Saxony-Anhalt","Couple + C. LE and GT 16","2","","",""
"Yes, every 2 weeks","2012","Thuringia","1-pers.-HH","","","",""
"Yes, every 2 weeks","2012","Thuringia","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2012","Thuringia","Single parent ","1","","",""
"Yes, every 2 weeks","2012","Thuringia","Couple + C. LE 16 ","7","","",""
"Yes, every 2 weeks","2012","Thuringia","Couple + C. GT 16 ","2","","",""
"Yes, every 2 weeks","2012","Thuringia","Couple + C. LE and GT 16","5","","",""
"Yes, every 3-4 weeks","2012","Schleswig-Holstein","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2012","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2012","Schleswig-Holstein","Single parent ","6","","",""
"Yes, every 3-4 weeks","2012","Schleswig-Holstein","Couple + C. LE 16 ","12","","",""
"Yes, every 3-4 weeks","2012","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2012","Schleswig-Holstein","Couple + C. LE and GT 16","3","","",""
"Yes, every 3-4 weeks","2012","Hamburg","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2012","Hamburg","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2012","Hamburg","Single parent ","1","","",""
"Yes, every 3-4 weeks","2012","Hamburg","Couple + C. LE 16 ","1","","",""
"Yes, every 3-4 weeks","2012","Hamburg","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2012","Hamburg","Couple + C. LE and GT 16","1","","",""
"Yes, every 3-4 weeks","2012","Lower Saxony","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2012","Lower Saxony","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2012","Lower Saxony","Single parent ","1","","",""
"Yes, every 3-4 weeks","2012","Lower Saxony","Couple + C. LE 16 ","13","","",""
"Yes, every 3-4 weeks","2012","Lower Saxony","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2012","Lower Saxony","Couple + C. LE and GT 16","3","","",""
"Yes, every 3-4 weeks","2012","Bremen","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2012","Bremen","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2012","Bremen","Single parent ","2","","",""
"Yes, every 3-4 weeks","2012","Bremen","Couple + C. LE 16 ","3","","",""
"Yes, every 3-4 weeks","2012","Bremen","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2012","Bremen","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2012","North Rhine-Westphalia","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2012","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2012","North Rhine-Westphalia","Single parent ","10","","",""
"Yes, every 3-4 weeks","2012","North Rhine-Westphalia","Couple + C. LE 16 ","29","","",""
"Yes, every 3-4 weeks","2012","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2012","North Rhine-Westphalia","Couple + C. LE and GT 16","10","","",""
"Yes, every 3-4 weeks","2012","Hesse","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2012","Hesse","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2012","Hesse","Single parent ","4","","",""
"Yes, every 3-4 weeks","2012","Hesse","Couple + C. LE 16 ","15","","",""
"Yes, every 3-4 weeks","2012","Hesse","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2012","Hesse","Couple + C. LE and GT 16","4","","",""
"Yes, every 3-4 weeks","2012","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2012","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2012","Rhineland-Palatinate,Saarland","Single parent ","1","","",""
"Yes, every 3-4 weeks","2012","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","16","","",""
"Yes, every 3-4 weeks","2012","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2012","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","2","","",""
"Yes, every 3-4 weeks","2012","Baden-Württemberg","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2012","Baden-Württemberg","(Married) couple without C. ","1","","",""
