"pgoeffd","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2019","(Married) couple without C. ","Female","1353","0.676191172105136","0.655486055526519","0.696896288683752","2"
"No","2019","(Married) couple without C. ","Male","1304","0.751643040324811","0.731086446372856","0.772199634276766","2"
"No","2019","1-pers.-HH","Female","666","0.666590596039598","0.637239131388433","0.695942060690763","2"
"No","2019","1-pers.-HH","Male","1072","0.776430627254276","0.753791122303258","0.799070132205293","2"
"No","2019","Couple + C. GT 16 ","Male","759","0.831470367736385","0.807346954891355","0.855593780581415","2"
"No","2019","Couple + C. LE 16 ","Female","1305","0.714305196076039","0.693493768159325","0.735116623992752","2"
"No","2019","Couple + C. LE 16 ","Male","1825","0.792008095250213","0.775267374633321","0.808748815867105","2"
"No","2019","Couple + C. LE and GT 16","Male","689","0.818014485348561","0.791573943747558","0.844455026949565","2"
"No","2019","Couple + C. LE and GT 16","Female","543","0.740878053898183","0.709727429345211","0.772028678451154","2"
"No","2019","Couple + C. GT 16 ","Female","661","0.685275922500211","0.656214872048354","0.714336972952067","2"
"No","2019","Single parent ","Female","709","0.709813460659726","0.68145639499307","0.738170526326383","2"
"No","2019","Single parent ","Male","299","0.820170624451118","0.780388405712333","0.859952843189903","2"
"Yes","2019","(Married) couple without C. ","Female","609","0.323808827894864","0.303103711316248","0.344513944473481","1"
"Yes","2019","(Married) couple without C. ","Male","393","0.248356959675189","0.227800365723235","0.268913553627144","1"
"Yes","2019","1-pers.-HH","Female","325","0.333409403960402","0.304057939309237","0.362760868611567","1"
"Yes","2019","1-pers.-HH","Male","229","0.223569372745724","0.200929867794707","0.246208877696742","1"
"Yes","2019","Couple + C. GT 16 ","Female","320","0.314724077499789","0.285663027047933","0.343785127951645","1"
"Yes","2019","Couple + C. GT 16 ","Male","166","0.168529632263615","0.144406219418585","0.192653045108646","1"
"Yes","2019","Couple + C. LE 16 ","Female","505","0.285694803923961","0.264883376007248","0.306506231840675","1"
"Yes","2019","Couple + C. LE 16 ","Male","433","0.207991904749787","0.191251184132895","0.224732625366679","1"
"Yes","2019","Couple + C. LE and GT 16","Female","217","0.259121946101817","0.227971321548846","0.290272570654789","1"
"Yes","2019","Couple + C. LE and GT 16","Male","129","0.181985514651439","0.155544973050435","0.208426056252442","1"
"Yes","2019","Single parent ","Female","275","0.290186539340274","0.261829473673617","0.31854360500693","1"
"Yes","2019","Single parent ","Male","59","0.179829375548882","0.140047156810097","0.219611594287667","1"
