"pgoeffd","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2017","Full Time","(1a) inadequately completed","10","","",""
"Yes","2017","Full Time","(1b) general elementary school","48","0.131909858559637","0.100748238405433","0.163071478713841"
"Yes","2017","Full Time","(1c) basic vocational qualification","221","0.145511658262884","0.127848739903889","0.16317457662188"
"Yes","2017","Full Time","(2b) intermediate general qualification","50","0.185257957341776","0.136105982748066","0.234409931935487"
"Yes","2017","Full Time","(2a) intermediate vocational","587","0.223766035606511","0.207668741499705","0.239863329713316"
"Yes","2017","Full Time","(2c_gen) general maturity certificate","76","0.20266860645311","0.16055458233514","0.24478263057108"
"Yes","2017","Full Time","(2c_voc) vocational maturity certificate","298","0.274374288434431","0.248641601520828","0.300106975348035"
"Yes","2017","Full Time","(3a) lower tertiary education","308","0.358848898642614","0.326772358779214","0.390925438506013"
"Yes","2017","Full Time","(3b) higher tertiary education","706","0.400930743616455","0.378682366718664","0.423179120514245"
"Yes","2017","Part Time","(0) in school","2","","",""
"Yes","2017","Part Time","(1a) inadequately completed","13","","",""
"Yes","2017","Part Time","(1b) general elementary school","57","0.155369600968235","0.120806854571554","0.189932347364916"
"Yes","2017","Part Time","(1c) basic vocational qualification","159","0.165725599120557","0.141619649149536","0.189831549091577"
"Yes","2017","Part Time","(2b) intermediate general qualification","31","0.205264973432426","0.143637449403347","0.266892497461505"
"Yes","2017","Part Time","(2a) intermediate vocational","365","0.234660830437398","0.213419015525435","0.255902645349361"
"Yes","2017","Part Time","(2c_gen) general maturity certificate","99","0.232610467449271","0.193088514808352","0.27213242009019"
"Yes","2017","Part Time","(2c_voc) vocational maturity certificate","199","0.269554794953485","0.238172490375499","0.300937099531471"
"Yes","2017","Part Time","(3a) lower tertiary education","146","0.347530604413478","0.300748133563259","0.394313075263697"
"Yes","2017","Part Time","(3b) higher tertiary education","420","0.440089712509291","0.409230507709815","0.470948917308768"
"Yes","2017","Not Working","(0) in school","3","","",""
"Yes","2017","Not Working","(1a) inadequately completed","18","","",""
"Yes","2017","Not Working","(1b) general elementary school","13","","",""
"Yes","2017","Not Working","(1c) basic vocational qualification","12","","",""
"Yes","2017","Not Working","(2b) intermediate general qualification","6","","",""
"Yes","2017","Not Working","(2a) intermediate vocational","19","","",""
"Yes","2017","Not Working","(2c_gen) general maturity certificate","24","","",""
"Yes","2017","Not Working","(2c_voc) vocational maturity certificate","6","","",""
"Yes","2017","Not Working","(3a) lower tertiary education","6","","",""
"Yes","2017","Not Working","(3b) higher tertiary education","43","0.380687770591992","0.312711185066796","0.448664356117188"
"No","2017","Full Time","(0) in school","1","","",""
"No","2017","Full Time","(1a) inadequately completed","91","0.894576733681969","0.834685337502909","0.954468129861028"
"No","2017","Full Time","(1b) general elementary school","405","0.868090141440363","0.836928521286159","0.899251761594567"
"No","2017","Full Time","(1c) basic vocational qualification","1310","0.854488341737116","0.83682542337812","0.872151260096111"
"No","2017","Full Time","(2b) intermediate general qualification","190","0.814742042658224","0.765590068064513","0.863894017251934"
"No","2017","Full Time","(2a) intermediate vocational","1988","0.776233964393489","0.760136670286684","0.792331258500295"
"No","2017","Full Time","(2c_gen) general maturity certificate","274","0.79733139354689","0.75521736942892","0.83944541766486"
"No","2017","Full Time","(2c_voc) vocational maturity certificate","857","0.725625711565569","0.699893024651965","0.751358398479172"
"No","2017","Full Time","(3a) lower tertiary education","551","0.641151101357387","0.609074561493987","0.673227641220786"
"No","2017","Full Time","(3b) higher tertiary education","1158","0.599069256383545","0.576820879485755","0.621317633281336"
"No","2017","Part Time","(0) in school","44","0.975304068036475","0.930455156948809","1.02015297912414"
"No","2017","Part Time","(1a) inadequately completed","110","0.885820496116184","0.82961711103891","0.942023881193458"
"No","2017","Part Time","(1b) general elementary school","365","0.844630399031765","0.810067652635084","0.879193145428446"
"No","2017","Part Time","(1c) basic vocational qualification","755","0.834274400879443","0.810168450908422","0.858380350850464"
"No","2017","Part Time","(2b) intermediate general qualification","134","0.794735026567574","0.733107502538495","0.856362550596653"
"No","2017","Part Time","(2a) intermediate vocational","1164","0.765339169562602","0.744097354650639","0.786580984474565"
"No","2017","Part Time","(2c_gen) general maturity certificate","340","0.767389532550729","0.72786757990981","0.806911485191648"
"No","2017","Part Time","(2c_voc) vocational maturity certificate","569","0.730445205046515","0.699062900468528","0.761827509624501"
"No","2017","Part Time","(3a) lower tertiary education","252","0.652469395586522","0.605686924736303","0.699251866436741"
"No","2017","Part Time","(3b) higher tertiary education","574","0.559910287490709","0.529051082691232","0.590769492290185"
"No","2017","Not Working","(0) in school","21","","",""
"No","2017","Not Working","(1a) inadequately completed","191","0.927786171629462","0.892694094090951","0.962878249167974"
"No","2017","Not Working","(1b) general elementary school","187","0.906707807306592","0.866399977036276","0.947015637576909"
"No","2017","Not Working","(1c) basic vocational qualification","59","0.852809618942403","0.770398715239067","0.93522052264574"
"No","2017","Not Working","(2b) intermediate general qualification","36","0.762632448365849","0.633958164242478","0.891306732489219"
"No","2017","Not Working","(2a) intermediate vocational","51","0.72577381441338","0.621264697048856","0.830282931777905"
"No","2017","Not Working","(2c_gen) general maturity certificate","155","0.871750183602722","0.822767116491542","0.920733250713902"
"No","2017","Not Working","(2c_voc) vocational maturity certificate","45","0.881833548759696","0.793239732826905","0.970427364692488"
"No","2017","Not Working","(3a) lower tertiary education","9","","",""
"No","2017","Not Working","(3b) higher tertiary education","153","0.619312229408008","0.551335643882812","0.687288814933204"
"Yes","2018","Full Time","(0) in school","","","",""
"Yes","2018","Full Time","(1a) inadequately completed","15","","",""
"Yes","2018","Full Time","(1b) general elementary school","50","0.152685504607037","0.118245571284589","0.187125437929485"
"Yes","2018","Full Time","(1c) basic vocational qualification","196","0.160282318364453","0.14076286622406","0.179801770504846"
"Yes","2018","Full Time","(2b) intermediate general qualification","42","0.184701733174708","0.13342380195163","0.235979664397785"
"Yes","2018","Full Time","(2a) intermediate vocational","536","0.220583376848999","0.203725563086005","0.237441190611993"
"Yes","2018","Full Time","(2c_gen) general maturity certificate","71","0.19638608002204","0.154587413227648","0.238184746816433"
"Yes","2018","Full Time","(2c_voc) vocational maturity certificate","285","0.251354169078797","0.225530693016313","0.277177645141281"
"Yes","2018","Full Time","(3a) lower tertiary education","327","0.39518253925932","0.362180153399707","0.428184925118933"
"Yes","2018","Full Time","(3b) higher tertiary education","707","0.417201829810056","0.394118985357694","0.440284674262419"
"Yes","2018","Part Time","(0) in school","","","",""
"Yes","2018","Part Time","(1a) inadequately completed","12","","",""
"Yes","2018","Part Time","(1b) general elementary school","59","0.165070699972245","0.130996511825917","0.199144888118573"
"Yes","2018","Part Time","(1c) basic vocational qualification","153","0.199013937869752","0.172014005639928","0.226013870099576"
"Yes","2018","Part Time","(2b) intermediate general qualification","20","","",""
"Yes","2018","Part Time","(2a) intermediate vocational","350","0.256373082338896","0.233860364361787","0.278885800316006"
"Yes","2018","Part Time","(2c_gen) general maturity certificate","91","0.224417681696733","0.187017248864114","0.261818114529353"
"Yes","2018","Part Time","(2c_voc) vocational maturity certificate","184","0.280170183899216","0.246973377789083","0.31336699000935"
"Yes","2018","Part Time","(3a) lower tertiary education","120","0.325496966415168","0.276548151061032","0.374445781769304"
"Yes","2018","Part Time","(3b) higher tertiary education","405","0.461364814470523","0.429879753222082","0.492849875718963"
"Yes","2018","Not Working","(0) in school","","","",""
"Yes","2018","Not Working","(1a) inadequately completed","15","","",""
"Yes","2018","Not Working","(1b) general elementary school","15","","",""
"Yes","2018","Not Working","(1c) basic vocational qualification","6","","",""
"Yes","2018","Not Working","(2b) intermediate general qualification","2","","",""
"Yes","2018","Not Working","(2a) intermediate vocational","12","","",""
"Yes","2018","Not Working","(2c_gen) general maturity certificate","26","","",""
"Yes","2018","Not Working","(2c_voc) vocational maturity certificate","14","","",""
"Yes","2018","Not Working","(3a) lower tertiary education","1","","",""
"Yes","2018","Not Working","(3b) higher tertiary education","45","0.240106868746799","0.180307223603988","0.299906513889611"
"No","2018","Full Time","(0) in school","1","","",""
"No","2018","Full Time","(1a) inadequately completed","111","0.863456420682031","0.803502350540313","0.92341049082375"
"No","2018","Full Time","(1b) general elementary school","369","0.847314495392963","0.812874562070515","0.881754428715411"
"No","2018","Full Time","(1c) basic vocational qualification","1161","0.839717681635547","0.820198229495154","0.85923713377594"
"No","2018","Full Time","(2b) intermediate general qualification","178","0.815298266825292","0.764020335602215","0.866576198048369"
"No","2018","Full Time","(2a) intermediate vocational","1788","0.779416623151001","0.762558809388007","0.796274436913995"
"No","2018","Full Time","(2c_gen) general maturity certificate","276","0.80361391997796","0.761815253183567","0.845412586772352"
"No","2018","Full Time","(2c_voc) vocational maturity certificate","799","0.748645830921203","0.722822354858718","0.774469306983687"
"No","2018","Full Time","(3a) lower tertiary education","516","0.60481746074068","0.571815074881067","0.637819846600293"
"No","2018","Full Time","(3b) higher tertiary education","1046","0.582798170189944","0.559715325737581","0.605881014642306"
"No","2018","Part Time","(0) in school","33","1","1","1"
"No","2018","Part Time","(1a) inadequately completed","145","0.912282197995115","0.868032864316526","0.956531531673704"
"No","2018","Part Time","(1b) general elementary school","397","0.834929300027755","0.800855111881427","0.869003488174083"
"No","2018","Part Time","(1c) basic vocational qualification","687","0.800986062130248","0.773986129900424","0.827985994360072"
