"pgoeffd","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2010","Saxony","(0) in school","","","",""
"Yes","2010","Saxony","(1a) inadequately completed","","","",""
"Yes","2010","Saxony","(1b) general elementary school","","","",""
"Yes","2010","Saxony","(1c) basic vocational qualification","","","",""
"Yes","2010","Saxony","(2b) intermediate general qualification","","","",""
"Yes","2010","Saxony","(2a) intermediate vocational","88","0.232191056881288","0.19445774891631","0.269924364846265"
"Yes","2010","Saxony","(2c_gen) general maturity certificate","","","",""
"Yes","2010","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","Saxony","(3a) lower tertiary education","","","",""
"Yes","2010","Saxony","(3b) higher tertiary education","52","0.313780626929025","0.2379907161994","0.38957053765865"
"Yes","2010","Saxony-Anhalt","(0) in school","","","",""
"Yes","2010","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Yes","2010","Saxony-Anhalt","(1b) general elementary school","","","",""
"Yes","2010","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Yes","2010","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Yes","2010","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Yes","2010","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Yes","2010","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Yes","2010","Saxony-Anhalt","(3b) higher tertiary education","32","0.409356383394034","0.294981027741409","0.523731739046659"
"Yes","2010","Thuringia","(0) in school","","","",""
"Yes","2010","Thuringia","(1a) inadequately completed","","","",""
"Yes","2010","Thuringia","(1b) general elementary school","","","",""
"Yes","2010","Thuringia","(1c) basic vocational qualification","","","",""
"Yes","2010","Thuringia","(2b) intermediate general qualification","","","",""
"Yes","2010","Thuringia","(2a) intermediate vocational","36","0.204270941090512","0.15627004449316","0.252271837687863"
"Yes","2010","Thuringia","(2c_gen) general maturity certificate","","","",""
"Yes","2010","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","Thuringia","(3a) lower tertiary education","","","",""
"Yes","2010","Thuringia","(3b) higher tertiary education","45","0.6381707940466","0.532872006766984","0.743469581326216"
"No","2010","Schleswig-Holstein","(0) in school","","","",""
"No","2010","Schleswig-Holstein","(1a) inadequately completed","","","",""
"No","2010","Schleswig-Holstein","(1b) general elementary school","","","",""
"No","2010","Schleswig-Holstein","(1c) basic vocational qualification","68","0.808390152163056","0.7237203656051","0.893059938721012"
"No","2010","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"No","2010","Schleswig-Holstein","(2a) intermediate vocational","82","0.720606800517498","0.637134247756517","0.804079353278479"
"No","2010","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"No","2010","Schleswig-Holstein","(2c_voc) vocational maturity certificate","34","0.853611361362123","0.751457931103412","0.955764791620834"
"No","2010","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"No","2010","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"No","2010","Hamburg","(0) in school","","","",""
"No","2010","Hamburg","(1a) inadequately completed","","","",""
"No","2010","Hamburg","(1b) general elementary school","","","",""
"No","2010","Hamburg","(1c) basic vocational qualification","","","",""
"No","2010","Hamburg","(2b) intermediate general qualification","","","",""
"No","2010","Hamburg","(2a) intermediate vocational","43","0.970076432816516","0.92084087820704","1.01931198742599"
"No","2010","Hamburg","(2c_gen) general maturity certificate","","","",""
"No","2010","Hamburg","(2c_voc) vocational maturity certificate","35","0.730967766557887","0.591790898501194","0.87014463461458"
"No","2010","Hamburg","(3a) lower tertiary education","","","",""
"No","2010","Hamburg","(3b) higher tertiary education","34","0.587410588318724","0.458471676090927","0.71634950054652"
"No","2010","Lower Saxony","(0) in school","","","",""
"No","2010","Lower Saxony","(1a) inadequately completed","","","",""
"No","2010","Lower Saxony","(1b) general elementary school","43","0.77478438794992","0.662323933775008","0.887244842124833"
"No","2010","Lower Saxony","(1c) basic vocational qualification","201","0.803373481486002","0.753908022702769","0.852838940269234"
"No","2010","Lower Saxony","(2b) intermediate general qualification","","","",""
"No","2010","Lower Saxony","(2a) intermediate vocational","312","0.776251897223883","0.736009809720042","0.816493984727724"
"No","2010","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"No","2010","Lower Saxony","(2c_voc) vocational maturity certificate","97","0.799385357497299","0.730546156099453","0.868224558895146"
"No","2010","Lower Saxony","(3a) lower tertiary education","67","0.477499301114263","0.384156343750749","0.570842258477777"
"No","2010","Lower Saxony","(3b) higher tertiary education","98","0.563507410752498","0.492424444721193","0.634590376783804"
"No","2010","Bremen","(0) in school","","","",""
"No","2010","Bremen","(1a) inadequately completed","","","",""
"No","2010","Bremen","(1b) general elementary school","","","",""
"No","2010","Bremen","(1c) basic vocational qualification","","","",""
"No","2010","Bremen","(2b) intermediate general qualification","","","",""
"No","2010","Bremen","(2a) intermediate vocational","","","",""
"No","2010","Bremen","(2c_gen) general maturity certificate","","","",""
"No","2010","Bremen","(2c_voc) vocational maturity certificate","","","",""
"No","2010","Bremen","(3a) lower tertiary education","","","",""
"No","2010","Bremen","(3b) higher tertiary education","","","",""
"No","2010","North Rhine-Westphalia","(0) in school","","","",""
"No","2010","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"No","2010","North Rhine-Westphalia","(1b) general elementary school","150","0.863614089355689","0.812023766737199","0.915204411974179"
"No","2010","North Rhine-Westphalia","(1c) basic vocational qualification","482","0.861593667847008","0.832966959313167","0.890220376380849"
"No","2010","North Rhine-Westphalia","(2b) intermediate general qualification","61","0.892023661464108","0.819834598904438","0.964212724023779"
"No","2010","North Rhine-Westphalia","(2a) intermediate vocational","463","0.746988496988387","0.712740919511564","0.781236074465209"
"No","2010","North Rhine-Westphalia","(2c_gen) general maturity certificate","98","0.72179801007494","0.642925583093851","0.800670437056028"
"No","2010","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","312","0.74411025305096","0.702866426670321","0.7853540794316"
"No","2010","North Rhine-Westphalia","(3a) lower tertiary education","127","0.668819031087726","0.603264533503697","0.734373528671755"
"No","2010","North Rhine-Westphalia","(3b) higher tertiary education","313","0.589249924381058","0.545734227920024","0.632765620842092"
"No","2010","Hesse","(0) in school","","","",""
"No","2010","Hesse","(1a) inadequately completed","","","",""
"No","2010","Hesse","(1b) general elementary school","32","0.853698220977325","0.745521664061684","0.961874777892967"
"No","2010","Hesse","(1c) basic vocational qualification","140","0.840885090978627","0.785737251557616","0.896032930399637"
"No","2010","Hesse","(2b) intermediate general qualification","","","",""
"No","2010","Hesse","(2a) intermediate vocational","186","0.737935675639173","0.682757621260418","0.793113730017928"
"No","2010","Hesse","(2c_gen) general maturity certificate","30","0.854192123563647","0.74198393111521","0.966400316012084"
"No","2010","Hesse","(2c_voc) vocational maturity certificate","86","0.789836846960596","0.713699326130703","0.865974367790488"
"No","2010","Hesse","(3a) lower tertiary education","66","0.734877396528625","0.642654750740326","0.827100042316923"
"No","2010","Hesse","(3b) higher tertiary education","166","0.664070087374135","0.60575524336976","0.722384931378511"
"No","2010","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"No","2010","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"No","2010","Rhineland-Palatinate,Saarland","(1b) general elementary school","54","0.985037306021475","0.953240367020508","1.01683424502244"
"No","2010","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","182","0.833119300229617","0.784720196268634","0.881518404190601"
"No","2010","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"No","2010","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","130","0.784720911603156","0.724170096504959","0.845271726701353"
"No","2010","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"No","2010","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","55","0.686952237573186","0.584039445050524","0.789865030095848"
"No","2010","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","30","0.478368698870384","0.347535705821447","0.609201691919321"
"No","2010","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","53","0.607007603754029","0.509810938837411","0.704204268670647"
"No","2010","Baden-Württemberg","(0) in school","","","",""
"No","2010","Baden-Württemberg","(1a) inadequately completed","","","",""
"No","2010","Baden-Württemberg","(1b) general elementary school","102","0.854102000092081","0.789863020318532","0.91834097986563"
"No","2010","Baden-Württemberg","(1c) basic vocational qualification","329","0.845368438683235","0.809064170350953","0.881672707015517"
"No","2010","Baden-Württemberg","(2b) intermediate general qualification","36","0.942176852957203","0.871587285075796","1.01276642083861"
"No","2010","Baden-Württemberg","(2a) intermediate vocational","349","0.788295426937852","0.750296946523748","0.826293907351957"
"No","2010","Baden-Württemberg","(2c_gen) general maturity certificate","36","0.786404169958137","0.665305034810578","0.907503305105697"
"No","2010","Baden-Württemberg","(2c_voc) vocational maturity certificate","140","0.824228298475966","0.766842691745155","0.881613905206776"
"No","2010","Baden-Württemberg","(3a) lower tertiary education","109","0.709923806023158","0.640043870136204","0.779803741910113"
"No","2010","Baden-Württemberg","(3b) higher tertiary education","199","0.672519356273316","0.619851773878587","0.725186938668046"
"No","2010","Bavaria","(0) in school","","","",""
"No","2010","Bavaria","(1a) inadequately completed","","","",""
"No","2010","Bavaria","(1b) general elementary school","85","0.830101087533696","0.755748541582021","0.904453633485371"
"No","2010","Bavaria","(1c) basic vocational qualification","574","0.832300546386318","0.804074732564609","0.860526360208028"
"No","2010","Bavaria","(2b) intermediate general qualification","36","0.853512272714652","0.750201088478418","0.956823456950885"
"No","2010","Bavaria","(2a) intermediate vocational","445","0.763004198495087","0.728125214401564","0.79788318258861"
"No","2010","Bavaria","(2c_gen) general maturity certificate","34","0.888979990037263","0.792818145225255","0.985141834849271"
"No","2010","Bavaria","(2c_voc) vocational maturity certificate","142","0.686855434426137","0.618143183509366","0.755567685342908"
"No","2010","Bavaria","(3a) lower tertiary education","131","0.85807563635218","0.806372090285001","0.90977918241936"
"No","2010","Bavaria","(3b) higher tertiary education","180","0.628411680175886","0.573911520963005","0.682911839388767"
"No","2010","Berlin","(0) in school","","","",""
"No","2010","Berlin","(1a) inadequately completed","","","",""
"No","2010","Berlin","(1b) general elementary school","","","",""
"No","2010","Berlin","(1c) basic vocational qualification","","","",""
"No","2010","Berlin","(2b) intermediate general qualification","","","",""
"No","2010","Berlin","(2a) intermediate vocational","85","0.667288250182732","0.584687518837773","0.749888981527692"
"No","2010","Berlin","(2c_gen) general maturity certificate","","","",""
"No","2010","Berlin","(2c_voc) vocational maturity certificate","35","0.581503490707275","0.435741652770631","0.72726532864392"
"No","2010","Berlin","(3a) lower tertiary education","47","0.708675891556053","0.600680387191662","0.816671395920443"
"No","2010","Berlin","(3b) higher tertiary education","97","0.620017084948993","0.543604286427874","0.696429883470111"
"No","2010","Brandenburg","(0) in school","","","",""
"No","2010","Brandenburg","(1a) inadequately completed","","","",""
"No","2010","Brandenburg","(1b) general elementary school","","","",""
"No","2010","Brandenburg","(1c) basic vocational qualification","","","",""
"No","2010","Brandenburg","(2b) intermediate general qualification","","","",""
"No","2010","Brandenburg","(2a) intermediate vocational","180","0.693146702042176","0.633151966860388","0.753141437223964"
"No","2010","Brandenburg","(2c_gen) general maturity certificate","","","",""
