"pgoeffd","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","2017","Rhineland-Palatinate,Saarland","Rural Area","58","0.304728712294166","0.247209308852505","0.362248115735828"
"Yes","2017","Baden-Württemberg","Urban Area","428","0.245182463925218","0.225374734836299","0.264990193014137"
"Yes","2017","Baden-Württemberg","Rural Area","69","0.319364288119663","0.260623340339038","0.378105235900287"
"Yes","2017","Bavaria","Urban Area","281","0.218814436932021","0.195652628108641","0.241976245755401"
"Yes","2017","Bavaria","Rural Area","326","0.196928884271663","0.177182113832242","0.216675654711084"
"Yes","2017","Berlin","Urban Area","158","0.292762248279034","0.255242136686627","0.330282359871441"
"Yes","2017","Berlin","Rural Area","","","",""
"Yes","2017","Brandenburg","Urban Area","15","","",""
"Yes","2017","Brandenburg","Rural Area","112","0.192026573213302","0.157604002305476","0.226449144121128"
"Yes","2017","Mecklenburg-Western Pomerania","Urban Area","11","","",""
"Yes","2017","Mecklenburg-Western Pomerania","Rural Area","69","0.261333625981994","0.207721867823882","0.314945384140107"
"Yes","2017","Saxony","Urban Area","112","0.226706455496653","0.189557867092837","0.26385504390047"
"Yes","2017","Saxony","Rural Area","107","0.196340296388183","0.159841107760538","0.232839485015829"
"Yes","2017","Saxony-Anhalt","Urban Area","30","0.321869607744294","0.225348249173109","0.418390966315479"
"Yes","2017","Saxony-Anhalt","Rural Area","93","0.217114084664528","0.177871427916728","0.256356741412329"
"Yes","2017","Thuringia","Urban Area","38","0.284531011330016","0.218617864016824","0.350444158643209"
"Yes","2017","Thuringia","Rural Area","85","0.263984683218062","0.220841846688009","0.307127519748116"
"No","2017","Schleswig-Holstein","Urban Area","146","0.708472191070151","0.645487574266322","0.771456807873979"
"No","2017","Schleswig-Holstein","Rural Area","301","0.761266113182726","0.719644313814349","0.802887912551102"
"No","2017","Hamburg","Urban Area","224","0.736265571672523","0.685106068171764","0.787425075173282"
"No","2017","Hamburg","Rural Area","","","",""
"No","2017","Lower Saxony","Urban Area","482","0.686281107839458","0.651734705083168","0.720827510595747"
"No","2017","Lower Saxony","Rural Area","756","0.740638507491023","0.713419372823913","0.767857642158133"
"No","2017","Bremen","Urban Area","96","0.618270873478057","0.535394990510073","0.701146756446042"
"No","2017","Bremen","Rural Area","","","",""
"No","2017","North Rhine-Westphalia","Urban Area","2443","0.730877376592365","0.715734173570133","0.746020579614597"
"No","2017","North Rhine-Westphalia","Rural Area","54","0.728265499038584","0.628252015539532","0.828278982537635"
"No","2017","Hesse","Urban Area","685","0.743137131485769","0.714905282496915","0.771368980474624"
"No","2017","Hesse","Rural Area","190","0.781243509321742","0.731185781760707","0.831301236882776"
"No","2017","Rhineland-Palatinate,Saarland","Urban Area","565","0.794070936588765","0.764389029679107","0.823752843498423"
"No","2017","Rhineland-Palatinate,Saarland","Rural Area","188","0.695271287705834","0.637751884264172","0.752790691147495"
"No","2017","Baden-Württemberg","Urban Area","1384","0.754817536074782","0.735009806985863","0.7746252651637"
"No","2017","Baden-Württemberg","Rural Area","173","0.680635711880337","0.621894764099712","0.739376659660962"
"No","2017","Bavaria","Urban Area","943","0.781185563067979","0.758023754244599","0.804347371891359"
"No","2017","Bavaria","Rural Area","1232","0.803071115728337","0.783324345288916","0.822817886167759"
"No","2017","Berlin","Urban Area","407","0.707237751720966","0.669717640128559","0.744757863313373"
"No","2017","Berlin","Rural Area","","","",""
"No","2017","Brandenburg","Urban Area","36","0.563661611107085","0.427553519830007","0.699769702384163"
"No","2017","Brandenburg","Rural Area","391","0.807973426786698","0.773550855878872","0.842395997694524"
"No","2017","Mecklenburg-Western Pomerania","Urban Area","38","0.666728896733346","0.534744217962088","0.798713575504604"
"No","2017","Mecklenburg-Western Pomerania","Rural Area","189","0.738666374018006","0.685054615859893","0.792278132176118"
"No","2017","Saxony","Urban Area","376","0.773293544503347","0.73614495609953","0.810442132907163"
"No","2017","Saxony","Rural Area","348","0.803659703611817","0.767160514984171","0.840158892239462"
"No","2017","Saxony-Anhalt","Urban Area","60","0.678130392255706","0.581609033684521","0.774651750826891"
"No","2017","Saxony-Anhalt","Rural Area","331","0.782885915335472","0.743643258587671","0.822128572083272"
"No","2017","Thuringia","Urban Area","142","0.715468988669984","0.649555841356791","0.781382135983176"
"No","2017","Thuringia","Rural Area","316","0.736015316781938","0.692872480251884","0.779158153311991"
"Yes","2018","Schleswig-Holstein","Urban Area","55","0.234654195887138","0.178655261147709","0.290653130626568"
"Yes","2018","Schleswig-Holstein","Rural Area","107","0.263004715114497","0.218738701357006","0.307270728871987"
"Yes","2018","Hamburg","Urban Area","55","0.257029463067131","0.20647210246822","0.307586823666042"
"Yes","2018","Hamburg","Rural Area","","","",""
"Yes","2018","Lower Saxony","Urban Area","187","0.316488428833985","0.281556192572694","0.351420665095276"
"Yes","2018","Lower Saxony","Rural Area","230","0.257567179847168","0.229522628579131","0.285611731115205"
"Yes","2018","Bremen","Urban Area","38","0.411086710211293","0.32808756824108","0.494085852181506"
"Yes","2018","Bremen","Rural Area","","","",""
"Yes","2018","North Rhine-Westphalia","Urban Area","808","0.267847256750434","0.252424269211998","0.283270244288869"
"Yes","2018","North Rhine-Westphalia","Rural Area","24","","",""
"Yes","2018","Hesse","Urban Area","245","0.279110430766736","0.249788629259882","0.308432232273589"
"Yes","2018","Hesse","Rural Area","63","0.210970177940321","0.159026683657875","0.262913672222767"
"Yes","2018","Rhineland-Palatinate,Saarland","Urban Area","147","0.216501772958873","0.186099694872137","0.246903851045608"
"Yes","2018","Rhineland-Palatinate,Saarland","Rural Area","60","0.350809349873752","0.29200498840788","0.409613711339624"
"Yes","2018","Baden-Württemberg","Urban Area","393","0.247978063025869","0.227122439536025","0.268833686515712"
"Yes","2018","Baden-Württemberg","Rural Area","62","0.291235431579688","0.231062781615897","0.351408081543479"
"Yes","2018","Bavaria","Urban Area","265","0.242147500106546","0.216878044079961","0.267416956133132"
"Yes","2018","Bavaria","Rural Area","317","0.22103646798703","0.19969347547289","0.242379460501171"
"Yes","2018","Berlin","Urban Area","169","0.287140890308843","0.250031876736075","0.324249903881612"
"Yes","2018","Berlin","Rural Area","","","",""
"Yes","2018","Brandenburg","Urban Area","16","","",""
"Yes","2018","Brandenburg","Rural Area","112","0.205228874276713","0.169722185910026","0.2407355626434"
"Yes","2018","Mecklenburg-Western Pomerania","Urban Area","12","","",""
"Yes","2018","Mecklenburg-Western Pomerania","Rural Area","61","0.281529926583504","0.226111466287117","0.336948386879891"
"Yes","2018","Saxony","Urban Area","116","0.24024822516164","0.202800189258448","0.277696261064833"
"Yes","2018","Saxony","Rural Area","99","0.230439126463193","0.190449910342012","0.270428342584375"
"Yes","2018","Saxony-Anhalt","Urban Area","30","0.364954616101203","0.270123184669458","0.459786047532948"
"Yes","2018","Saxony-Anhalt","Rural Area","95","0.237315682310335","0.195830496860312","0.278800867760358"
"Yes","2018","Thuringia","Urban Area","36","0.288418339248283","0.221489149663943","0.355347528832623"
"Yes","2018","Thuringia","Rural Area","71","0.214001656749111","0.172212210911473","0.255791102586749"
"No","2018","Schleswig-Holstein","Urban Area","165","0.765345804112862","0.709346869373432","0.821344738852291"
"No","2018","Schleswig-Holstein","Rural Area","273","0.736995284885503","0.692729271128013","0.781261298642994"
"No","2018","Hamburg","Urban Area","232","0.742970536932869","0.692413176333958","0.79352789753178"
"No","2018","Hamburg","Rural Area","","","",""
"No","2018","Lower Saxony","Urban Area","494","0.683511571166015","0.648579334904724","0.718443807427306"
"No","2018","Lower Saxony","Rural Area","704","0.742432820152832","0.714388268884795","0.770477371420869"
"No","2018","Bremen","Urban Area","97","0.588913289788707","0.505914147818494","0.67191243175892"
"No","2018","Bremen","Rural Area","","","",""
"No","2018","North Rhine-Westphalia","Urban Area","2359","0.732152743249566","0.716729755711131","0.747575730788002"
"No","2018","North Rhine-Westphalia","Rural Area","46","0.736069079992742","0.632815886151213","0.83932227383427"
"No","2018","Hesse","Urban Area","654","0.720889569233264","0.691567767726411","0.750211370740118"
"No","2018","Hesse","Rural Area","174","0.789029822059679","0.737086327777233","0.840973316342125"
"No","2018","Rhineland-Palatinate,Saarland","Urban Area","558","0.783498227041127","0.753096148954392","0.813900305127862"
"No","2018","Rhineland-Palatinate,Saarland","Rural Area","193","0.649190650126248","0.590386288660376","0.70799501159212"
"No","2018","Baden-Württemberg","Urban Area","1254","0.752021936974131","0.731166313484288","0.772877560463975"
"No","2018","Baden-Württemberg","Rural Area","157","0.708764568420312","0.648591918456521","0.768937218384103"
"No","2018","Bavaria","Urban Area","839","0.757852499893454","0.732583043866868","0.78312195592004"
"No","2018","Bavaria","Rural Area","1135","0.77896353201297","0.757620539498829","0.80030652452711"
"No","2018","Berlin","Urban Area","402","0.712859109691157","0.675750096118388","0.749968123263925"
"No","2018","Berlin","Rural Area","","","",""
"No","2018","Brandenburg","Urban Area","41","0.55044826512897","0.421308867644616","0.679587662613323"
"No","2018","Brandenburg","Rural Area","385","0.794771125723287","0.759264437356601","0.830277814089974"
"No","2018","Mecklenburg-Western Pomerania","Urban Area","37","0.58225231637461","0.44416217039799","0.720342462351229"
"No","2018","Mecklenburg-Western Pomerania","Rural Area","192","0.718470073416496","0.663051613120109","0.773888533712883"
"No","2018","Saxony","Urban Area","384","0.75975177483836","0.722303738935167","0.797199810741552"
"No","2018","Saxony","Rural Area","327","0.769560873536807","0.729571657415625","0.809550089657988"
"No","2018","Saxony-Anhalt","Urban Area","69","0.635045383898797","0.540213952467052","0.729876815330542"
"No","2018","Saxony-Anhalt","Rural Area","309","0.762684317689665","0.721199132239642","0.804169503139688"
"No","2018","Thuringia","Urban Area","140","0.711581660751717","0.644652471167377","0.778510850336057"
"No","2018","Thuringia","Rural Area","299","0.785998343250889","0.744208897413251","0.827787789088527"
"Yes","2019","Schleswig-Holstein","Urban Area","53","0.219092504137993","0.164310289015277","0.273874719260709"
"Yes","2019","Schleswig-Holstein","Rural Area","88","0.216515025489356","0.173850596847754","0.259179454130959"
"Yes","2019","Hamburg","Urban Area","54","0.270470378582762","0.217583886051836","0.323356871113688"
"Yes","2019","Hamburg","Rural Area","","","",""
"Yes","2019","Lower Saxony","Urban Area","181","0.300268483289565","0.264894104122444","0.335642862456685"
"Yes","2019","Lower Saxony","Rural Area","225","0.269262015943856","0.240394272605256","0.298129759282456"
"Yes","2019","Bremen","Urban Area","28","","",""
"Yes","2019","Bremen","Rural Area","","","",""
"Yes","2019","North Rhine-Westphalia","Urban Area","784","0.280687987297272","0.264834649995399","0.296541324599146"
"Yes","2019","North Rhine-Westphalia","Rural Area","24","","",""
"Yes","2019","Hesse","Urban Area","203","0.252517261570448","0.222907053736277","0.282127469404618"
"Yes","2019","Hesse","Rural Area","53","0.201478581527782","0.147987800081947","0.254969362973616"
"Yes","2019","Rhineland-Palatinate,Saarland","Urban Area","144","0.226756648346897","0.194541224135017","0.258972072558777"
"Yes","2019","Rhineland-Palatinate,Saarland","Rural Area","63","0.338401720872346","0.275877222587601","0.400926219157091"
"Yes","2019","Baden-Württemberg","Urban Area","364","0.240064613443089","0.218862583604606","0.261266643281573"
"Yes","2019","Baden-Württemberg","Rural Area","46","0.254635804017051","0.19425803085348","0.315013577180623"
"Yes","2019","Bavaria","Urban Area","251","0.251429684076304","0.224740232769864","0.278119135382743"
"Yes","2019","Bavaria","Rural Area","306","0.248343327498792","0.225523249350226","0.271163405647357"
"Yes","2019","Berlin","Urban Area","","","",""
"Yes","2019","Berlin","Rural Area","","","",""
"Yes","2019","Brandenburg","Urban Area","15","","",""
"Yes","2019","Brandenburg","Rural Area","122","0.24523865707463","0.207678092486596","0.282799221662664"
"Yes","2019","Mecklenburg-Western Pomerania","Urban Area","9","","",""
"Yes","2019","Mecklenburg-Western Pomerania","Rural Area","58","0.262445067113927","0.206313329991299","0.318576804236555"
"Yes","2019","Saxony","Urban Area","110","0.251919499148422","0.213043157168723","0.29079584112812"
"Yes","2019","Saxony","Rural Area","101","0.244087589440441","0.203201671773851","0.284973507107032"
"Yes","2019","Saxony-Anhalt","Urban Area","25","","",""
"Yes","2019","Saxony-Anhalt","Rural Area","84","0.218319448472832","0.175467078177162","0.261171818768503"
"Yes","2019","Thuringia","Urban Area","38","0.364437007382876","0.286900225872374","0.441973788893378"
"Yes","2019","Thuringia","Rural Area","61","0.212447927641925","0.169222951864051","0.255672903419799"
"No","2019","Schleswig-Holstein","Urban Area","166","0.780907495862007","0.726125280739291","0.835689710984723"
"No","2019","Schleswig-Holstein","Rural Area","270","0.783484974510644","0.740820545869041","0.826149403152246"
"No","2019","Hamburg","Urban Area","217","0.729529621417238","0.676643128886312","0.782416113948164"
"No","2019","Hamburg","Rural Area","","","",""
"No","2019","Lower Saxony","Urban Area","464","0.699731516710435","0.664357137543315","0.735105895877556"
"No","2019","Lower Saxony","Rural Area","682","0.730737984056144","0.701870240717544","0.759605727394744"
"No","2019","Bremen","Urban Area","93","0.67262745666465","0.589016377729851","0.756238535599449"
"No","2019","Bremen","Rural Area","","","",""
"No","2019","North Rhine-Westphalia","Urban Area","2302","0.719312012702728","0.703458675400854","0.735165350004601"
"No","2019","North Rhine-Westphalia","Rural Area","41","0.72636070064682","0.617978786464755","0.834742614828885"
"No","2019","Hesse","Urban Area","624","0.747482738429552","0.717872530595382","0.777092946263723"
"No","2019","Hesse","Rural Area","163","0.798521418472218","0.745030637026384","0.852012199918053"
"No","2019","Rhineland-Palatinate,Saarland","Urban Area","505","0.773243351653103","0.741027927441223","0.805458775864983"
