"pgoeffd","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","1997","lower secondary degree","higher vocational","37","0.262555711391963","0.194374699426141","0.330736723357785"
"Yes","1997","lower secondary degree","higher education","18","","",""
"Yes","1997","secondary school degree","in school","","","",""
"Yes","1997","secondary school degree","inadequately","","","",""
"Yes","1997","secondary school degree","general elemantary","53","0.207406565904483","0.160902261702448","0.253910870106517"
"Yes","1997","secondary school degree","middle vocational","447","0.296379450054218","0.273826616569808","0.318932283538628"
"Yes","1997","secondary school degree","vocational + Abi","","","",""
"Yes","1997","secondary school degree","higher vocational","78","0.297619314091923","0.242362345861794","0.352876282322053"
"Yes","1997","secondary school degree","higher education","175","0.436258960068019","0.385863823423436","0.486654096712601"
"Yes","1997","college entrance qualification","in school","","","",""
"Yes","1997","college entrance qualification","inadequately","","","",""
"Yes","1997","college entrance qualification","general elemantary","","","",""
"Yes","1997","college entrance qualification","middle vocational","56","0.29626842881702","0.228227341660741","0.3643095159733"
"Yes","1997","college entrance qualification","vocational + Abi","52","0.211303694809845","0.160597985052785","0.262009404566905"
"Yes","1997","college entrance qualification","higher vocational","65","0.593362923562174","0.499852753150712","0.686873093973636"
"Yes","1997","college entrance qualification","higher education","356","0.411407945435297","0.378576785389726","0.444239105480868"
"Yes","1997","Other degree","in school","","","",""
"Yes","1997","Other degree","inadequately","1","","",""
"Yes","1997","Other degree","general elemantary","22","","",""
"Yes","1997","Other degree","middle vocational","26","","",""
"Yes","1997","Other degree","vocational + Abi","10","","",""
"Yes","1997","Other degree","higher vocational","","","",""
"Yes","1997","Other degree","higher education","18","","",""
"Yes","1997","no degree/no degree yet","in school","","","",""
"Yes","1997","no degree/no degree yet","inadequately","31","0.183429651009112","0.12575876650109","0.241100535517134"
"Yes","1997","no degree/no degree yet","general elemantary","","","",""
"Yes","1997","no degree/no degree yet","middle vocational","6","","",""
"Yes","1997","no degree/no degree yet","vocational + Abi","","","",""
"Yes","1997","no degree/no degree yet","higher vocational","1","","",""
"Yes","1997","no degree/no degree yet","higher education","","","",""
"No","1997","lower secondary degree","in school","","","",""
"No","1997","lower secondary degree","inadequately","","","",""
"No","1997","lower secondary degree","general elemantary","449","0.831334184211266","0.799087537006715","0.863580831415818"
"No","1997","lower secondary degree","middle vocational","1408","0.811387534920114","0.792931982184703","0.829843087655525"
"No","1997","lower secondary degree","vocational + Abi","5","","",""
"No","1997","lower secondary degree","higher vocational","123","0.737444288608037","0.669263276642215","0.805625300573859"
"No","1997","lower secondary degree","higher education","20","","",""
"No","1997","secondary school degree","in school","","","",""
"No","1997","secondary school degree","inadequately","","","",""
"No","1997","secondary school degree","general elemantary","239","0.792593434095517","0.746089129893483","0.839097738297552"
"No","1997","secondary school degree","middle vocational","1128","0.703620549945782","0.681067716461372","0.726173383430192"
"No","1997","secondary school degree","vocational + Abi","2","","",""
"No","1997","secondary school degree","higher vocational","185","0.702380685908077","0.647123717677947","0.757637654138206"
"No","1997","secondary school degree","higher education","197","0.563741039931981","0.513345903287399","0.614136176576564"
"No","1997","college entrance qualification","in school","","","",""
"No","1997","college entrance qualification","inadequately","","","",""
"No","1997","college entrance qualification","general elemantary","","","",""
"No","1997","college entrance qualification","middle vocational","117","0.70373157118298","0.6356904840267","0.77177265833926"
"No","1997","college entrance qualification","vocational + Abi","197","0.788696305190155","0.737990595433095","0.839402014947215"
"No","1997","college entrance qualification","higher vocational","41","0.406637076437826","0.313126906026364","0.500147246849288"
"No","1997","college entrance qualification","higher education","507","0.588592054564703","0.555760894519132","0.621423214610274"
"No","1997","Other degree","in school","","","",""
"No","1997","Other degree","inadequately","12","","",""
"No","1997","Other degree","general elemantary","192","0.905070853434176","0.86579892006734","0.944342786801011"
"No","1997","Other degree","middle vocational","212","0.836065212647542","0.789030851439398","0.883099573855685"
"No","1997","Other degree","vocational + Abi","42","0.724947031267015","0.603578044737624","0.846316017796405"
"No","1997","Other degree","higher vocational","1","","",""
"No","1997","Other degree","higher education","39","0.683470447330531","0.56272308138261","0.804217813278452"
"No","1997","no degree/no degree yet","in school","8","","",""
"No","1997","no degree/no degree yet","inadequately","142","0.816570348990888","0.758899464482866","0.87424123349891"
"No","1997","no degree/no degree yet","general elemantary","","","",""
"No","1997","no degree/no degree yet","middle vocational","32","0.827876946140047","0.707855540527737","0.947898351752357"
"No","1997","no degree/no degree yet","vocational + Abi","","","",""
"No","1997","no degree/no degree yet","higher vocational","","","",""
"No","1997","no degree/no degree yet","higher education","","","",""
"Yes","1998","lower secondary degree","in school","","","",""
"Yes","1998","lower secondary degree","inadequately","","","",""
"Yes","1998","lower secondary degree","general elemantary","74","0.160856137804516","0.130317636155137","0.191394639453896"
"Yes","1998","lower secondary degree","middle vocational","330","0.197384622346694","0.179133515271081","0.215635729422306"
"Yes","1998","lower secondary degree","vocational + Abi","3","","",""
"Yes","1998","lower secondary degree","higher vocational","43","0.249760053310696","0.185256057151505","0.314264049469887"
"Yes","1998","lower secondary degree","higher education","15","","",""
"Yes","1998","secondary school degree","in school","","","",""
"Yes","1998","secondary school degree","inadequately","","","",""
"Yes","1998","secondary school degree","general elemantary","65","0.217072398868459","0.171181100096482","0.262963697640436"
"Yes","1998","secondary school degree","middle vocational","485","0.284555591318088","0.263445940993742","0.305665241642435"
"Yes","1998","secondary school degree","vocational + Abi","","","",""
"Yes","1998","secondary school degree","higher vocational","81","0.309043447305951","0.255674702718034","0.362412191893867"
"Yes","1998","secondary school degree","higher education","193","0.488521031613656","0.438589688393708","0.538452374833605"
"Yes","1998","college entrance qualification","in school","","","",""
"Yes","1998","college entrance qualification","inadequately","","","",""
"Yes","1998","college entrance qualification","general elemantary","","","",""
"Yes","1998","college entrance qualification","middle vocational","55","0.251331428219729","0.189974207761152","0.312688648678305"
"Yes","1998","college entrance qualification","vocational + Abi","64","0.230307866972211","0.182343894410191","0.278271839534231"
"Yes","1998","college entrance qualification","higher vocational","63","0.543464441037364","0.451624469409428","0.6353044126653"
"Yes","1998","college entrance qualification","higher education","383","0.412209571866742","0.381088346534381","0.443330797199104"
"Yes","1998","Other degree","in school","","","",""
"Yes","1998","Other degree","inadequately","4","","",""
"Yes","1998","Other degree","general elemantary","23","","",""
"Yes","1998","Other degree","middle vocational","26","","",""
"Yes","1998","Other degree","vocational + Abi","14","","",""
"Yes","1998","Other degree","higher vocational","1","","",""
"Yes","1998","Other degree","higher education","22","","",""
"Yes","1998","no degree/no degree yet","in school","","","",""
"Yes","1998","no degree/no degree yet","inadequately","25","","",""
"Yes","1998","no degree/no degree yet","general elemantary","","","",""
"Yes","1998","no degree/no degree yet","middle vocational","3","","",""
"Yes","1998","no degree/no degree yet","vocational + Abi","","","",""
