"pli0097_h","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Never","1996","16-34 y.","Bremen","30","0.877629500792447","0.76581835612741","0.989440645457484"
"Never","1996","16-34 y.","North Rhine-Westphalia","867","0.892118203223249","0.872359502302359","0.911876904144139"
"Never","1996","16-34 y.","Hesse","286","0.905431043210563","0.873013663231623","0.937848423189502"
"Never","1996","16-34 y.","Rhineland-Palatinate,Saarland","239","0.941701021551796","0.912998827154138","0.970403215949454"
"Never","1996","16-34 y.","Baden-Württemberg","633","0.892982460876734","0.869866142513808","0.91609877923966"
"Never","1996","16-34 y.","Bavaria","612","0.904157412947972","0.881900509482438","0.926414316413506"
"Never","1996","16-34 y.","Berlin","179","0.946698418451816","0.914588068410879","0.978808768492753"
"Never","1996","16-34 y.","Brandenburg","176","0.9478797281451","0.915937031820393","0.979822424469807"
"Never","1996","16-34 y.","Mecklenburg-Western Pomerania","120","0.877098292892971","0.82129942841097","0.932897157374971"
"Never","1996","16-34 y.","Saxony","328","0.911134082383606","0.881534016647392","0.94073414811982"
"Never","1996","16-34 y.","Saxony-Anhalt","190","0.933505891254859","0.899565797747775","0.967445984761942"
"Never","1996","16-34 y.","Thuringia","212","0.945820145521065","0.916109036931102","0.975531254111027"
"Never","1996","35-65 y.","Schleswig-Holstein","113","0.786892391813622","0.718320685253554","0.85546409837369"
"Never","1996","35-65 y.","Hamburg","59","0.88841446089255","0.810041904362331","0.96678701742277"
"Never","1996","35-65 y.","Lower Saxony","456","0.868871527520418","0.839634084090819","0.898108970950017"
"Never","1996","35-65 y.","Bremen","28","","",""
"Never","1996","35-65 y.","North Rhine-Westphalia","1189","0.879158027922409","0.861653985639402","0.896662070205416"
"Never","1996","35-65 y.","Hesse","418","0.860838580005532","0.829778026654204","0.891899133356861"
"Never","1996","35-65 y.","Rhineland-Palatinate,Saarland","295","0.883847899025767","0.849689929815462","0.918005868236072"
"Never","1996","35-65 y.","Baden-Württemberg","734","0.867782787860232","0.844612788266265","0.890952787454198"
"Never","1996","35-65 y.","Bavaria","685","0.843168397762301","0.817746336086599","0.868590459438003"
"Never","1996","35-65 y.","Berlin","264","0.921411905229036","0.890440965586616","0.952382844871456"
"Never","1996","35-65 y.","Brandenburg","309","0.872939428614494","0.838147843459766","0.907731013769222"
"Never","1996","35-65 y.","Mecklenburg-Western Pomerania","203","0.879024141385654","0.83724207447624","0.920806208295068"
"Never","1996","35-65 y.","Saxony","544","0.898769146610129","0.874812834013986","0.922725459206272"
"Never","1996","35-65 y.","Saxony-Anhalt","339","0.89423009369505","0.863668289371432","0.924791898018669"
"Never","1996","35-65 y.","Thuringia","309","0.881847801057225","0.848222654761824","0.915472947352625"
"Never","1996","66 and older","Schleswig-Holstein","32","0.83386049101748","0.712275490636121","0.955445491398839"
"Never","1996","66 and older","Hamburg","24","","",""
"Never","1996","66 and older","Lower Saxony","112","0.910676467608395","0.859858135431617","0.961494799785174"
"Never","1996","66 and older","Bremen","27","","",""
"Never","1996","66 and older","North Rhine-Westphalia","256","0.924281497235487","0.89301459306498","0.955548401405995"
"Never","1996","66 and older","Hesse","113","0.895011952961688","0.840617761956302","0.949406143967073"
"Never","1996","66 and older","Rhineland-Palatinate,Saarland","92","0.93925455401442","0.892202454062588","0.986306653966252"
"Never","1996","66 and older","Baden-Württemberg","181","0.887821076705507","0.844408213362917","0.931233940048098"
"Never","1996","66 and older","Bavaria","175","0.881719518645236","0.836276309292222","0.927162727998251"
"Never","1996","66 and older","Berlin","60","0.955952809543683","0.906067950916498","1.00583766817087"
"Never","1996","66 and older","Brandenburg","57","0.926658954886025","0.861767762129264","0.991550147642786"
"Never","1996","66 and older","Mecklenburg-Western Pomerania","26","","",""
"Never","1996","66 and older","Saxony","126","0.940456089067215","0.900974330601644","0.979937847532787"
"Never","1996","66 and older","Saxony-Anhalt","68","0.882165374585687","0.810614943249522","0.953715805921852"
"Never","1996","66 and older","Thuringia","77","0.952861520185799","0.906707635311023","0.999015405060575"
"Daily","1997","16-34 y.","Schleswig-Holstein","","","",""
"Daily","1997","16-34 y.","Hamburg","","","",""
"Daily","1997","16-34 y.","Lower Saxony","","","",""
"Daily","1997","16-34 y.","Bremen","","","",""
"Daily","1997","16-34 y.","North Rhine-Westphalia","","","",""
"Daily","1997","16-34 y.","Hesse","","","",""
"Daily","1997","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","1997","16-34 y.","Baden-Württemberg","","","",""
"Daily","1997","16-34 y.","Bavaria","","","",""
"Daily","1997","16-34 y.","Berlin","","","",""
"Daily","1997","16-34 y.","Brandenburg","","","",""
"Daily","1997","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","1997","16-34 y.","Saxony","","","",""
"Daily","1997","16-34 y.","Saxony-Anhalt","","","",""
"Daily","1997","16-34 y.","Thuringia","","","",""
"Daily","1997","35-65 y.","Schleswig-Holstein","","","",""
"Daily","1997","35-65 y.","Hamburg","","","",""
"Daily","1997","35-65 y.","Lower Saxony","","","",""
"Daily","1997","35-65 y.","Bremen","","","",""
"Daily","1997","35-65 y.","North Rhine-Westphalia","","","",""
"Daily","1997","35-65 y.","Hesse","","","",""
"Daily","1997","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","1997","35-65 y.","Baden-Württemberg","","","",""
"Daily","1997","35-65 y.","Bavaria","","","",""
"Daily","1997","35-65 y.","Berlin","","","",""
"Daily","1997","35-65 y.","Brandenburg","","","",""
"Daily","1997","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","1997","35-65 y.","Saxony","","","",""
"Daily","1997","35-65 y.","Saxony-Anhalt","","","",""
"Daily","1997","35-65 y.","Thuringia","","","",""
"Daily","1997","66 and older","Schleswig-Holstein","","","",""
"Daily","1997","66 and older","Hamburg","","","",""
"Daily","1997","66 and older","Lower Saxony","","","",""
"Daily","1997","66 and older","Bremen","","","",""
"Daily","1997","66 and older","North Rhine-Westphalia","","","",""
"Daily","1997","66 and older","Hesse","","","",""
"Daily","1997","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Daily","1997","66 and older","Baden-Württemberg","","","",""
"Daily","1997","66 and older","Bavaria","","","",""
"Daily","1997","66 and older","Berlin","","","",""
"Daily","1997","66 and older","Brandenburg","","","",""
"Daily","1997","66 and older","Mecklenburg-Western Pomerania","","","",""
"Daily","1997","66 and older","Saxony","","","",""
"Daily","1997","66 and older","Saxony-Anhalt","","","",""
"Daily","1997","66 and older","Thuringia","","","",""
"Min 1x per week","1997","16-34 y.","Schleswig-Holstein","1","","",""
"Min 1x per week","1997","16-34 y.","Hamburg","","","",""
"Min 1x per week","1997","16-34 y.","Lower Saxony","2","","",""
"Min 1x per week","1997","16-34 y.","Bremen","","","",""
"Min 1x per week","1997","16-34 y.","North Rhine-Westphalia","3","","",""
"Min 1x per week","1997","16-34 y.","Hesse","","","",""
"Min 1x per week","1997","16-34 y.","Rhineland-Palatinate,Saarland","1","","",""
"Min 1x per week","1997","16-34 y.","Baden-Württemberg","2","","",""
"Min 1x per week","1997","16-34 y.","Bavaria","5","","",""
"Min 1x per week","1997","16-34 y.","Berlin","","","",""
"Min 1x per week","1997","16-34 y.","Brandenburg","","","",""
"Min 1x per week","1997","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","1997","16-34 y.","Saxony","","","",""
"Min 1x per week","1997","16-34 y.","Saxony-Anhalt","1","","",""
"Min 1x per week","1997","16-34 y.","Thuringia","","","",""
"Min 1x per week","1997","35-65 y.","Schleswig-Holstein","","","",""
"Min 1x per week","1997","35-65 y.","Hamburg","","","",""
"Min 1x per week","1997","35-65 y.","Lower Saxony","11","","",""
"Min 1x per week","1997","35-65 y.","Bremen","2","","",""
"Min 1x per week","1997","35-65 y.","North Rhine-Westphalia","11","","",""
"Min 1x per week","1997","35-65 y.","Hesse","8","","",""
"Min 1x per week","1997","35-65 y.","Rhineland-Palatinate,Saarland","4","","",""
"Min 1x per week","1997","35-65 y.","Baden-Württemberg","6","","",""
"Min 1x per week","1997","35-65 y.","Bavaria","12","","",""
"Min 1x per week","1997","35-65 y.","Berlin","2","","",""
"Min 1x per week","1997","35-65 y.","Brandenburg","4","","",""
"Min 1x per week","1997","35-65 y.","Mecklenburg-Western Pomerania","3","","",""
"Min 1x per week","1997","35-65 y.","Saxony","2","","",""
"Min 1x per week","1997","35-65 y.","Saxony-Anhalt","5","","",""
"Min 1x per week","1997","35-65 y.","Thuringia","2","","",""
"Min 1x per week","1997","66 and older","Schleswig-Holstein","","","",""
"Min 1x per week","1997","66 and older","Hamburg","","","",""
"Min 1x per week","1997","66 and older","Lower Saxony","","","",""
"Min 1x per week","1997","66 and older","Bremen","","","",""
"Min 1x per week","1997","66 and older","North Rhine-Westphalia","1","","",""
"Min 1x per week","1997","66 and older","Hesse","","","",""
"Min 1x per week","1997","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","1997","66 and older","Baden-Württemberg","","","",""
"Min 1x per week","1997","66 and older","Bavaria","1","","",""
"Min 1x per week","1997","66 and older","Berlin","","","",""
"Min 1x per week","1997","66 and older","Brandenburg","","","",""
"Min 1x per week","1997","66 and older","Mecklenburg-Western Pomerania","1","","",""
"Min 1x per week","1997","66 and older","Saxony","3","","",""
"Min 1x per week","1997","66 and older","Saxony-Anhalt","","","",""
"Min 1x per week","1997","66 and older","Thuringia","1","","",""
"Min 1x per month","1997","16-34 y.","Schleswig-Holstein","","","",""
"Min 1x per month","1997","16-34 y.","Hamburg","","","",""
"Min 1x per month","1997","16-34 y.","Lower Saxony","6","","",""
"Min 1x per month","1997","16-34 y.","Bremen","1","","",""
"Min 1x per month","1997","16-34 y.","North Rhine-Westphalia","11","","",""
"Min 1x per month","1997","16-34 y.","Hesse","5","","",""
"Min 1x per month","1997","16-34 y.","Rhineland-Palatinate,Saarland","2","","",""
"Min 1x per month","1997","16-34 y.","Baden-Württemberg","7","","",""
"Min 1x per month","1997","16-34 y.","Bavaria","6","","",""
"Min 1x per month","1997","16-34 y.","Berlin","1","","",""
"Min 1x per month","1997","16-34 y.","Brandenburg","1","","",""
"Min 1x per month","1997","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1997","16-34 y.","Saxony","3","","",""
"Min 1x per month","1997","16-34 y.","Saxony-Anhalt","1","","",""
"Min 1x per month","1997","16-34 y.","Thuringia","3","","",""
"Min 1x per month","1997","35-65 y.","Schleswig-Holstein","3","","",""
"Min 1x per month","1997","35-65 y.","Hamburg","1","","",""
"Min 1x per month","1997","35-65 y.","Lower Saxony","5","","",""
"Min 1x per month","1997","35-65 y.","Bremen","","","",""
"Min 1x per month","1997","35-65 y.","North Rhine-Westphalia","25","","",""
"Min 1x per month","1997","35-65 y.","Hesse","9","","",""
"Min 1x per month","1997","35-65 y.","Rhineland-Palatinate,Saarland","16","","",""
"Min 1x per month","1997","35-65 y.","Baden-Württemberg","7","","",""
"Min 1x per month","1997","35-65 y.","Bavaria","11","","",""
"Min 1x per month","1997","35-65 y.","Berlin","8","","",""
"Min 1x per month","1997","35-65 y.","Brandenburg","13","","",""
"Min 1x per month","1997","35-65 y.","Mecklenburg-Western Pomerania","7","","",""
"Min 1x per month","1997","35-65 y.","Saxony","13","","",""
"Min 1x per month","1997","35-65 y.","Saxony-Anhalt","7","","",""
"Min 1x per month","1997","35-65 y.","Thuringia","10","","",""
"Min 1x per month","1997","66 and older","Schleswig-Holstein","","","",""
"Min 1x per month","1997","66 and older","Hamburg","","","",""
"Min 1x per month","1997","66 and older","Lower Saxony","","","",""
"Min 1x per month","1997","66 and older","Bremen","1","","",""
"Min 1x per month","1997","66 and older","North Rhine-Westphalia","4","","",""
"Min 1x per month","1997","66 and older","Hesse","1","","",""
"Min 1x per month","1997","66 and older","Rhineland-Palatinate,Saarland","1","","",""
"Min 1x per month","1997","66 and older","Baden-Württemberg","3","","",""
"Min 1x per month","1997","66 and older","Bavaria","6","","",""
"Min 1x per month","1997","66 and older","Berlin","6","","",""
"Min 1x per month","1997","66 and older","Brandenburg","1","","",""
"Min 1x per month","1997","66 and older","Mecklenburg-Western Pomerania","4","","",""
"Min 1x per month","1997","66 and older","Saxony","6","","",""
"Min 1x per month","1997","66 and older","Saxony-Anhalt","","","",""
"Min 1x per month","1997","66 and older","Thuringia","","","",""
"Rarely","1997","16-34 y.","Schleswig-Holstein","5","","",""
"Rarely","1997","16-34 y.","Hamburg","1","","",""
"Rarely","1997","16-34 y.","Lower Saxony","15","","",""
"Rarely","1997","16-34 y.","Bremen","1","","",""
"Rarely","1997","16-34 y.","North Rhine-Westphalia","41","0.0454434761502543","0.031985158490138","0.0589017938103706"
"Rarely","1997","16-34 y.","Hesse","22","","",""
"Rarely","1997","16-34 y.","Rhineland-Palatinate,Saarland","12","","",""
"Rarely","1997","16-34 y.","Baden-Württemberg","39","0.066877227823613","0.0483316560562255","0.0854227995910004"
"Rarely","1997","16-34 y.","Bavaria","35","0.0500440674986844","0.033058726655337","0.0670294083420318"
"Rarely","1997","16-34 y.","Berlin","3","","",""
"Rarely","1997","16-34 y.","Brandenburg","8","","",""
"Rarely","1997","16-34 y.","Mecklenburg-Western Pomerania","9","","",""
"Rarely","1997","16-34 y.","Saxony","12","","",""
"Rarely","1997","16-34 y.","Saxony-Anhalt","6","","",""
"Rarely","1997","16-34 y.","Thuringia","11","","",""
"Rarely","1997","35-65 y.","Schleswig-Holstein","12","","",""
"Rarely","1997","35-65 y.","Hamburg","2","","",""
"Rarely","1997","35-65 y.","Lower Saxony","38","0.0820476570685452","0.0580405741905985","0.106054739946492"
"Rarely","1997","35-65 y.","Bremen","6","","",""
"Rarely","1997","35-65 y.","North Rhine-Westphalia","99","0.102589854172497","0.0861022657910269","0.119077442553967"
"Rarely","1997","35-65 y.","Hesse","34","0.103374462800094","0.0754004623481514","0.131348463252037"
"Rarely","1997","35-65 y.","Rhineland-Palatinate,Saarland","33","0.0808813855005007","0.0521524116797174","0.109610359321284"
"Rarely","1997","35-65 y.","Baden-Württemberg","62","0.0921477058738045","0.0723147738143802","0.111980637933229"
"Rarely","1997","35-65 y.","Bavaria","66","0.0853191045291556","0.0657770054383616","0.10486120361995"
"Rarely","1997","35-65 y.","Berlin","18","","",""
"Rarely","1997","35-65 y.","Brandenburg","22","","",""
"Rarely","1997","35-65 y.","Mecklenburg-Western Pomerania","16","","",""
"Rarely","1997","35-65 y.","Saxony","40","0.0560815122255497","0.0377175437311152","0.0744454807199842"
"Rarely","1997","35-65 y.","Saxony-Anhalt","31","0.0673444586952733","0.041945035124187","0.0927438822663595"
"Rarely","1997","35-65 y.","Thuringia","25","","",""
"Rarely","1997","66 and older","Schleswig-Holstein","2","","",""
"Rarely","1997","66 and older","Hamburg","","","",""
"Rarely","1997","66 and older","Lower Saxony","2","","",""
"Rarely","1997","66 and older","Bremen","","","",""
"Rarely","1997","66 and older","North Rhine-Westphalia","8","","",""
"Rarely","1997","66 and older","Hesse","4","","",""
"Rarely","1997","66 and older","Rhineland-Palatinate,Saarland","4","","",""
"Rarely","1997","66 and older","Baden-Württemberg","13","","",""
"Rarely","1997","66 and older","Bavaria","15","","",""
"Rarely","1997","66 and older","Berlin","1","","",""
"Rarely","1997","66 and older","Brandenburg","","","",""
"Rarely","1997","66 and older","Mecklenburg-Western Pomerania","","","",""
"Rarely","1997","66 and older","Saxony","7","","",""
"Rarely","1997","66 and older","Saxony-Anhalt","4","","",""
"Rarely","1997","66 and older","Thuringia","2","","",""
"Never","1997","16-34 y.","Schleswig-Holstein","92","0.93166128876597","0.881704159899352","0.981618417632587"
"Never","1997","16-34 y.","Hamburg","37","0.935610645269848","0.857571787091014","1.01364950344868"
"Never","1997","16-34 y.","Lower Saxony","380","0.927976793475379","0.902736154090702","0.953217432860055"
"Never","1997","16-34 y.","Bremen","28","","",""
"Never","1997","16-34 y.","North Rhine-Westphalia","865","0.939296806704171","0.923866968604563","0.95472664480378"
