"pli0093_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1994","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per month","1994","16-34 y.","Single parent ","","","",""
"Min 1x per month","1994","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","1994","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","1994","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1994","35-65 y.","1-pers.-HH","","","",""
"Min 1x per month","1994","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per month","1994","35-65 y.","Single parent ","","","",""
"Min 1x per month","1994","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","1994","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","1994","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1994","66 and older","1-pers.-HH","","","",""
"Min 1x per month","1994","66 and older","(Married) couple without C. ","","","",""
"Min 1x per month","1994","66 and older","Single parent ","","","",""
"Min 1x per month","1994","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per month","1994","66 and older","Couple + C. GT 16 ","","","",""
"Min 1x per month","1994","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely","1994","16-34 y.","1-pers.-HH","","","",""
"Rarely","1994","16-34 y.","(Married) couple without C. ","","","",""
"Rarely","1994","16-34 y.","Single parent ","","","",""
"Rarely","1994","16-34 y.","Couple + C. LE 16 ","","","",""
"Rarely","1994","16-34 y.","Couple + C. GT 16 ","","","",""
"Rarely","1994","16-34 y.","Couple + C. LE and GT 16","","","",""
"Rarely","1994","35-65 y.","1-pers.-HH","","","",""
"Rarely","1994","35-65 y.","(Married) couple without C. ","","","",""
"Rarely","1994","35-65 y.","Single parent ","","","",""
"Rarely","1994","35-65 y.","Couple + C. LE 16 ","","","",""
"Rarely","1994","35-65 y.","Couple + C. GT 16 ","","","",""
"Rarely","1994","35-65 y.","Couple + C. LE and GT 16","","","",""
"Rarely","1994","66 and older","1-pers.-HH","","","",""
"Rarely","1994","66 and older","(Married) couple without C. ","","","",""
"Rarely","1994","66 and older","Single parent ","","","",""
"Rarely","1994","66 and older","Couple + C. LE 16 ","","","",""
"Rarely","1994","66 and older","Couple + C. GT 16 ","","","",""
"Rarely","1994","66 and older","Couple + C. LE and GT 16","","","",""
"Never","1994","16-34 y.","1-pers.-HH","","","",""
"Never","1994","16-34 y.","(Married) couple without C. ","","","",""
"Never","1994","16-34 y.","Single parent ","","","",""
"Never","1994","16-34 y.","Couple + C. LE 16 ","","","",""
"Never","1994","16-34 y.","Couple + C. GT 16 ","","","",""
"Never","1994","16-34 y.","Couple + C. LE and GT 16","","","",""
"Never","1994","35-65 y.","1-pers.-HH","","","",""
"Never","1994","35-65 y.","(Married) couple without C. ","","","",""
"Never","1994","35-65 y.","Single parent ","","","",""
"Never","1994","35-65 y.","Couple + C. LE 16 ","","","",""
"Never","1994","35-65 y.","Couple + C. GT 16 ","","","",""
"Never","1994","35-65 y.","Couple + C. LE and GT 16","","","",""
"Never","1994","66 and older","1-pers.-HH","","","",""
"Never","1994","66 and older","(Married) couple without C. ","","","",""
"Never","1994","66 and older","Single parent ","","","",""
"Never","1994","66 and older","Couple + C. LE 16 ","","","",""
"Never","1994","66 and older","Couple + C. GT 16 ","","","",""
"Never","1994","66 and older","Couple + C. LE and GT 16","","","",""
"Daily","1995","16-34 y.","1-pers.-HH","20","","",""
"Daily","1995","16-34 y.","(Married) couple without C. ","25","","",""
"Daily","1995","16-34 y.","Single parent ","18","","",""
"Daily","1995","16-34 y.","Couple + C. LE 16 ","26","","",""
"Daily","1995","16-34 y.","Couple + C. GT 16 ","58","0.0731072491928109","0.0565103425518292","0.0897041558337926"
"Daily","1995","16-34 y.","Couple + C. LE and GT 16","39","0.0815882930258241","0.0573757740565477","0.1058008119951"
"Daily","1995","35-65 y.","1-pers.-HH","13","","",""
"Daily","1995","35-65 y.","(Married) couple without C. ","40","0.0257529455081363","0.0185252822389664","0.0329806087773063"
"Daily","1995","35-65 y.","Single parent ","5","","",""
"Daily","1995","35-65 y.","Couple + C. LE 16 ","23","","",""
"Daily","1995","35-65 y.","Couple + C. GT 16 ","22","","",""
"Daily","1995","35-65 y.","Couple + C. LE and GT 16","9","","",""
"Daily","1995","66 and older","1-pers.-HH","12","","",""
"Daily","1995","66 and older","(Married) couple without C. ","16","","",""
"Daily","1995","66 and older","Single parent ","1","","",""
"Daily","1995","66 and older","Couple + C. LE 16 ","","","",""
"Daily","1995","66 and older","Couple + C. GT 16 ","3","","",""
"Daily","1995","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1995","16-34 y.","1-pers.-HH","52","0.136712631637356","0.103499548323136","0.169925714951577"
"Min 1x per week","1995","16-34 y.","(Married) couple without C. ","83","0.0992247965698201","0.0798004814651145","0.118649111674526"
"Min 1x per week","1995","16-34 y.","Single parent ","36","0.124148218072336","0.0867091083345765","0.161587327810095"
"Min 1x per week","1995","16-34 y.","Couple + C. LE 16 ","105","0.0771566735452366","0.0638294873169087","0.0904838597735645"
"Min 1x per week","1995","16-34 y.","Couple + C. GT 16 ","131","0.150506941409313","0.127709276333304","0.173304606485323"
"Min 1x per week","1995","16-34 y.","Couple + C. LE and GT 16","80","0.195650800008949","0.160561841647963","0.230739758369935"
"Min 1x per week","1995","35-65 y.","1-pers.-HH","41","0.093174315315231","0.0677719527862068","0.118576677844255"
"Min 1x per week","1995","35-65 y.","(Married) couple without C. ","118","0.0799481284863637","0.0675727009024157","0.0923235560703118"
"Min 1x per week","1995","35-65 y.","Single parent ","19","","",""
"Min 1x per week","1995","35-65 y.","Couple + C. LE 16 ","146","0.102162233470585","0.087326926084287","0.116997540856882"
"Min 1x per week","1995","35-65 y.","Couple + C. GT 16 ","78","0.0725531873744476","0.0591830244563796","0.0859233502925157"
"Min 1x per week","1995","35-65 y.","Couple + C. LE and GT 16","53","0.0794678159951854","0.0601368170103726","0.0987988149799983"
"Min 1x per week","1995","66 and older","1-pers.-HH","27","","",""
"Min 1x per week","1995","66 and older","(Married) couple without C. ","61","0.0846389929458634","0.0647185538496575","0.104559432042069"
"Min 1x per week","1995","66 and older","Single parent ","","","",""
"Min 1x per week","1995","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per week","1995","66 and older","Couple + C. GT 16 ","6","","",""
"Min 1x per week","1995","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1995","16-34 y.","1-pers.-HH","57","0.143079064296087","0.109226965287359","0.176931163304815"
"Min 1x per month","1995","16-34 y.","(Married) couple without C. ","101","0.102177253346607","0.0824983991031182","0.121856107590096"
"Min 1x per month","1995","16-34 y.","Single parent ","31","0.0967356012058478","0.0631741622386711","0.130297040173024"
"Min 1x per month","1995","16-34 y.","Couple + C. LE 16 ","106","0.0694731613454487","0.0567744189478837","0.0821719037430136"
"Min 1x per month","1995","16-34 y.","Couple + C. GT 16 ","105","0.105613639232646","0.0860182102943017","0.12520906817099"
"Min 1x per month","1995","16-34 y.","Couple + C. LE and GT 16","49","0.0992992294361001","0.0728464962607906","0.12575196261141"
"Min 1x per month","1995","35-65 y.","1-pers.-HH","43","0.0982225784487308","0.0722138307054759","0.124231326191986"
"Min 1x per month","1995","35-65 y.","(Married) couple without C. ","139","0.098209515400654","0.0846301487696521","0.111788882031656"
"Min 1x per month","1995","35-65 y.","Single parent ","31","0.117139658406904","0.0790619511623887","0.155217365651419"
"Min 1x per month","1995","35-65 y.","Couple + C. LE 16 ","147","0.112963304328302","0.0974575852278034","0.1284690234288"
"Min 1x per month","1995","35-65 y.","Couple + C. GT 16 ","103","0.0892280340791345","0.074534731099932","0.103921337058337"
"Min 1x per month","1995","35-65 y.","Couple + C. LE and GT 16","46","0.0747401794158926","0.0559449301223125","0.0935354287094728"
"Min 1x per month","1995","66 and older","1-pers.-HH","18","","",""
"Min 1x per month","1995","66 and older","(Married) couple without C. ","57","0.0717574841851494","0.053286850750552","0.0902281176197467"
"Min 1x per month","1995","66 and older","Single parent ","2","","",""
"Min 1x per month","1995","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per month","1995","66 and older","Couple + C. GT 16 ","9","","",""
"Min 1x per month","1995","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely","1995","16-34 y.","1-pers.-HH","131","0.30158088912148","0.257211122340764","0.345950655902196"
"Rarely","1995","16-34 y.","(Married) couple without C. ","338","0.37885007479027","0.347332027547714","0.410368122032826"
"Rarely","1995","16-34 y.","Single parent ","75","0.258552069405775","0.208840863698682","0.308263275112868"
"Rarely","1995","16-34 y.","Couple + C. LE 16 ","499","0.348997156511999","0.325190954332804","0.372803358691194"
"Rarely","1995","16-34 y.","Couple + C. GT 16 ","278","0.293396804384672","0.264366761659281","0.322426847110063"
"Rarely","1995","16-34 y.","Couple + C. LE and GT 16","116","0.220211456508396","0.183557933417642","0.25686497959915"
"Rarely","1995","35-65 y.","1-pers.-HH","106","0.222679877766801","0.186321496394306","0.259038259139297"
"Rarely","1995","35-65 y.","(Married) couple without C. ","537","0.31743306529178","0.29619335394495","0.33867277663861"
"Rarely","1995","35-65 y.","Single parent ","73","0.302801127480749","0.248397245273152","0.357205009688345"
"Rarely","1995","35-65 y.","Couple + C. LE 16 ","536","0.345108782860387","0.321821703988488","0.368395861732285"
"Rarely","1995","35-65 y.","Couple + C. GT 16 ","423","0.315993827861497","0.292031265574443","0.339956390148551"
"Rarely","1995","35-65 y.","Couple + C. LE and GT 16","255","0.367365324108165","0.332909332947022","0.401821315269307"
"Rarely","1995","66 and older","1-pers.-HH","63","0.127913331762308","0.0995321807738328","0.156294482750784"
"Rarely","1995","66 and older","(Married) couple without C. ","122","0.171762122507408","0.14476865338438","0.198755591630435"
"Rarely","1995","66 and older","Single parent ","6","","",""
"Rarely","1995","66 and older","Couple + C. LE 16 ","","","",""
"Rarely","1995","66 and older","Couple + C. GT 16 ","18","","",""
"Rarely","1995","66 and older","Couple + C. LE and GT 16","","","",""
"Never","1995","16-34 y.","1-pers.-HH","151","0.373708173219036","0.326936613776741","0.420479732661331"
"Never","1995","16-34 y.","(Married) couple without C. ","363","0.383748983532157","0.352153148455253","0.41534481860906"
"Never","1995","16-34 y.","Single parent ","138","0.456052976199735","0.399503848700546","0.512602103698923"
"Never","1995","16-34 y.","Couple + C. LE 16 ","804","0.48422243589949","0.459262618257436","0.509182253541545"
"Never","1995","16-34 y.","Couple + C. GT 16 ","373","0.377375365780558","0.346470126525851","0.408280605035264"
"Never","1995","16-34 y.","Couple + C. LE and GT 16","207","0.403250221020731","0.359860107594538","0.446640334446923"
"Never","1995","35-65 y.","1-pers.-HH","300","0.551356402092315","0.507892266509527","0.594820537675102"
"Never","1995","35-65 y.","(Married) couple without C. ","1011","0.478656345313066","0.455862171159843","0.501450519466288"
"Never","1995","35-65 y.","Single parent ","146","0.496217772757264","0.437016589344972","0.555418956169557"
"Never","1995","35-65 y.","Couple + C. LE 16 ","749","0.423594578568384","0.399390327449443","0.447798829687325"
"Never","1995","35-65 y.","Couple + C. GT 16 ","820","0.501099763938222","0.475328667368659","0.526870860507785"
"Never","1995","35-65 y.","Couple + C. LE and GT 16","389","0.455751186847629","0.420155135858686","0.491347237836571"
"Never","1995","66 and older","1-pers.-HH","412","0.734598908911783","0.697078396025621","0.772119421797945"
"Never","1995","66 and older","(Married) couple without C. ","494","0.651190587610508","0.617081852493514","0.685299322727502"
"Never","1995","66 and older","Single parent ","30","0.761491922975193","0.627740015737945","0.89524383021244"
"Never","1995","66 and older","Couple + C. LE 16 ","1","","",""
"Never","1995","66 and older","Couple + C. GT 16 ","63","0.595035574651718","0.498339154500874","0.691731994802561"
"Never","1995","66 and older","Couple + C. LE and GT 16","","","",""
"Daily","1996","16-34 y.","1-pers.-HH","","","",""
"Daily","1996","16-34 y.","(Married) couple without C. ","","","",""
"Daily","1996","16-34 y.","Single parent ","","","",""
"Daily","1996","16-34 y.","Couple + C. LE 16 ","","","",""
"Daily","1996","16-34 y.","Couple + C. GT 16 ","","","",""
"Daily","1996","16-34 y.","Couple + C. LE and GT 16","","","",""
"Daily","1996","35-65 y.","1-pers.-HH","","","",""
"Daily","1996","35-65 y.","(Married) couple without C. ","","","",""
"Daily","1996","35-65 y.","Single parent ","","","",""
"Daily","1996","35-65 y.","Couple + C. LE 16 ","","","",""
"Daily","1996","35-65 y.","Couple + C. GT 16 ","","","",""
"Daily","1996","35-65 y.","Couple + C. LE and GT 16","","","",""
"Daily","1996","66 and older","1-pers.-HH","","","",""
"Daily","1996","66 and older","(Married) couple without C. ","","","",""
"Daily","1996","66 and older","Single parent ","","","",""
"Daily","1996","66 and older","Couple + C. LE 16 ","","","",""
"Daily","1996","66 and older","Couple + C. GT 16 ","","","",""
"Daily","1996","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1996","16-34 y.","1-pers.-HH","","","",""
"Min 1x per week","1996","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per week","1996","16-34 y.","Single parent ","","","",""
"Min 1x per week","1996","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","1996","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","1996","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1996","35-65 y.","1-pers.-HH","","","",""
"Min 1x per week","1996","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per week","1996","35-65 y.","Single parent ","","","",""
"Min 1x per week","1996","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","1996","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","1996","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1996","66 and older","1-pers.-HH","","","",""
"Min 1x per week","1996","66 and older","(Married) couple without C. ","","","",""
"Min 1x per week","1996","66 and older","Single parent ","","","",""
"Min 1x per week","1996","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per week","1996","66 and older","Couple + C. GT 16 ","","","",""
"Min 1x per week","1996","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1996","16-34 y.","1-pers.-HH","","","",""
"Min 1x per month","1996","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per month","1996","16-34 y.","Single parent ","","","",""
"Min 1x per month","1996","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","1996","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","1996","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1996","35-65 y.","1-pers.-HH","","","",""
"Min 1x per month","1996","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per month","1996","35-65 y.","Single parent ","","","",""
"Min 1x per month","1996","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","1996","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","1996","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1996","66 and older","1-pers.-HH","","","",""
"Min 1x per month","1996","66 and older","(Married) couple without C. ","","","",""
"Min 1x per month","1996","66 and older","Single parent ","","","",""
"Min 1x per month","1996","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per month","1996","66 and older","Couple + C. GT 16 ","","","",""
