"pli0093_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1997","Hamburg","Rural Area","","","","","3"
"Min 1x per month","1997","Brandenburg","Rural Area","","","","","3"
"Min 1x per month","1997","Mecklenburg-Western Pomerania","Urban Area","","","","","3"
"Min 1x per month","1997","Mecklenburg-Western Pomerania","Rural Area","","","","","3"
"Min 1x per month","1997","Saxony","Urban Area","","","","","3"
"Min 1x per month","1997","Saxony","Rural Area","","","","","3"
"Min 1x per month","1997","Saxony-Anhalt","Urban Area","","","","","3"
"Min 1x per month","1997","Saxony-Anhalt","Rural Area","","","","","3"
"Min 1x per month","1997","Thuringia","Urban Area","","","","","3"
"Min 1x per month","1997","Thuringia","Rural Area","","","","","3"
"Min 1x per month","1997","North Rhine-Westphalia","Urban Area","","","","","3"
"Min 1x per month","1997","North Rhine-Westphalia","Rural Area","","","","","3"
"Min 1x per month","1997","Bremen","Rural Area","","","","","3"
"Min 1x per month","1997","Hesse","Urban Area","","","","","3"
"Min 1x per month","1997","Hesse","Rural Area","","","","","3"
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","Urban Area","","","","","3"
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","Rural Area","","","","","3"
"Min 1x per month","1997","Baden-Württemberg","Urban Area","","","","","3"
"Min 1x per month","1997","Baden-Württemberg","Rural Area","","","","","3"
"Min 1x per month","1997","Bavaria","Urban Area","","","","","3"
"Min 1x per month","1997","Bavaria","Rural Area","","","","","3"
"Min 1x per month","1997","Berlin","Urban Area","","","","","3"
"Min 1x per month","1997","Berlin","Rural Area","","","","","3"
"Min 1x per month","1997","Brandenburg","Urban Area","","","","","3"
"Min 1x per month","1997","Lower Saxony","Rural Area","","","","","3"
"Min 1x per month","1997","Bremen","Urban Area","","","","","3"
"Min 1x per month","1997","Lower Saxony","Urban Area","","","","","3"
"Min 1x per week","1997","Brandenburg","Rural Area","","","","","2"
"Min 1x per week","1997","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Min 1x per week","1997","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"Min 1x per week","1997","Saxony","Urban Area","","","","","2"
"Min 1x per week","1997","Saxony","Rural Area","","","","","2"
"Min 1x per week","1997","Saxony-Anhalt","Urban Area","","","","","2"
"Min 1x per week","1997","Saxony-Anhalt","Rural Area","","","","","2"
"Min 1x per week","1997","Thuringia","Urban Area","","","","","2"
"Min 1x per week","1997","Thuringia","Rural Area","","","","","2"
"Min 1x per week","1997","North Rhine-Westphalia","Urban Area","","","","","2"
"Min 1x per week","1997","North Rhine-Westphalia","Rural Area","","","","","2"
"Min 1x per week","1997","Hesse","Urban Area","","","","","2"
"Min 1x per week","1997","Hesse","Rural Area","","","","","2"
"Min 1x per week","1997","Schleswig-Holstein","Urban Area","","","","","2"
"Min 1x per week","1997","Schleswig-Holstein","Rural Area","","","","","2"
"Min 1x per week","1997","Hamburg","Urban Area","","","","","2"
"Min 1x per week","1997","Baden-Württemberg","Urban Area","","","","","2"
"Min 1x per week","1997","Baden-Württemberg","Rural Area","","","","","2"
"Min 1x per week","1997","Bavaria","Urban Area","","","","","2"
"Min 1x per week","1997","Bavaria","Rural Area","","","","","2"
"Min 1x per week","1997","Berlin","Urban Area","","","","","2"
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"Min 1x per week","1997","Brandenburg","Urban Area","","","","","2"
"Min 1x per week","1997","Bremen","Urban Area","","","","","2"
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"Min 1x per week","1997","Lower Saxony","Rural Area","","","","","2"
"Min 1x per week","1997","Lower Saxony","Urban Area","","","","","2"
"Min 1x per week","1997","Bremen","Rural Area","","","","","2"
"Min 1x per week","1997","Berlin","Rural Area","","","","","2"
"Min 1x per week","1997","Hamburg","Rural Area","","","","","2"
"Never","1997","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"Never","1997","Thuringia","Urban Area","","","","","5"
"Never","1997","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Never","1997","Saxony","Urban Area","","","","","5"
"Never","1997","Thuringia","Rural Area","","","","","5"
"Never","1997","Brandenburg","Rural Area","","","","","5"
"Never","1997","Saxony","Rural Area","","","","","5"
"Never","1997","Saxony-Anhalt","Urban Area","","","","","5"
"Never","1997","Saxony-Anhalt","Rural Area","","","","","5"
"Never","1997","Schleswig-Holstein","Urban Area","","","","","5"
"Never","1997","Schleswig-Holstein","Rural Area","","","","","5"
"Never","1997","Hamburg","Urban Area","","","","","5"
"Never","1997","Hamburg","Rural Area","","","","","5"
"Never","1997","Lower Saxony","Urban Area","","","","","5"
"Never","1997","Lower Saxony","Rural Area","","","","","5"
"Never","1997","Bremen","Urban Area","","","","","5"
"Never","1997","Bremen","Rural Area","","","","","5"
"Never","1997","North Rhine-Westphalia","Urban Area","","","","","5"
"Never","1997","North Rhine-Westphalia","Rural Area","","","","","5"
"Never","1997","Hesse","Urban Area","","","","","5"
"Never","1997","Hesse","Rural Area","","","","","5"
"Never","1997","Rhineland-Palatinate,Saarland","Urban Area","","","","","5"
"Never","1997","Rhineland-Palatinate,Saarland","Rural Area","","","","","5"
"Never","1997","Baden-Württemberg","Urban Area","","","","","5"
"Never","1997","Baden-Württemberg","Rural Area","","","","","5"
"Never","1997","Bavaria","Urban Area","","","","","5"
"Never","1997","Bavaria","Rural Area","","","","","5"
"Never","1997","Berlin","Urban Area","","","","","5"
"Never","1997","Berlin","Rural Area","","","","","5"
"Never","1997","Brandenburg","Urban Area","","","","","5"
"Rarely","1997","Thuringia","Rural Area","","","","","4"
"Rarely","1997","Schleswig-Holstein","Urban Area","","","","","4"
"Rarely","1997","Schleswig-Holstein","Rural Area","","","","","4"
"Rarely","1997","Hamburg","Urban Area","","","","","4"
"Rarely","1997","Hamburg","Rural Area","","","","","4"
"Rarely","1997","Lower Saxony","Urban Area","","","","","4"
"Rarely","1997","Lower Saxony","Rural Area","","","","","4"
"Rarely","1997","Bremen","Urban Area","","","","","4"
"Rarely","1997","Bremen","Rural Area","","","","","4"
"Rarely","1997","North Rhine-Westphalia","Urban Area","","","","","4"
"Rarely","1997","Mecklenburg-Western Pomerania","Rural Area","","","","","4"
"Rarely","1997","Saxony","Urban Area","","","","","4"
"Rarely","1997","Saxony","Rural Area","","","","","4"
"Rarely","1997","Saxony-Anhalt","Urban Area","","","","","4"
"Rarely","1997","Saxony-Anhalt","Rural Area","","","","","4"
"Rarely","1997","Thuringia","Urban Area","","","","","4"
"Rarely","1997","North Rhine-Westphalia","Rural Area","","","","","4"
"Rarely","1997","Hesse","Urban Area","","","","","4"
"Rarely","1997","Hesse","Rural Area","","","","","4"
"Rarely","1997","Rhineland-Palatinate,Saarland","Urban Area","","","","","4"
"Rarely","1997","Rhineland-Palatinate,Saarland","Rural Area","","","","","4"
"Rarely","1997","Baden-Württemberg","Urban Area","","","","","4"
"Rarely","1997","Baden-Württemberg","Rural Area","","","","","4"
"Rarely","1997","Bavaria","Urban Area","","","","","4"
"Rarely","1997","Brandenburg","Rural Area","","","","","4"
"Rarely","1997","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Rarely","1997","Brandenburg","Urban Area","","","","","4"
"Rarely","1997","Bavaria","Rural Area","","","","","4"
"Rarely","1997","Berlin","Urban Area","","","","","4"
"Rarely","1997","Berlin","Rural Area","","","","","4"
"Daily","1998","Schleswig-Holstein","Urban Area","2","","","","1"
"Daily","1998","Schleswig-Holstein","Rural Area","4","","","","1"
"Daily","1998","Hamburg","Urban Area","6","","","","1"
"Daily","1998","Hamburg","Rural Area","","","","","1"
"Daily","1998","Lower Saxony","Urban Area","14","","","","1"
"Daily","1998","Lower Saxony","Rural Area","12","","","","1"
"Daily","1998","Bremen","Urban Area","5","","","","1"
"Daily","1998","Bremen","Rural Area","","","","","1"
"Daily","1998","North Rhine-Westphalia","Urban Area","75","0.0303565354520458","0.0239639631153749","0.0367491077887166","1"
"Daily","1998","North Rhine-Westphalia","Rural Area","","","","","1"
"Daily","1998","Hesse","Urban Area","21","","","","1"
"Daily","1998","Hesse","Rural Area","7","","","","1"
"Daily","1998","Rhineland-Palatinate,Saarland","Urban Area","21","","","","1"
"Daily","1998","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Daily","1998","Baden-Württemberg","Urban Area","26","","","","1"
"Daily","1998","Baden-Württemberg","Rural Area","4","","","","1"
"Daily","1998","Bavaria","Urban Area","24","","","","1"
"Daily","1998","Bavaria","Rural Area","22","","","","1"
"Daily","1998","Berlin","Urban Area","21","","","","1"
"Daily","1998","Berlin","Rural Area","","","","","1"
"Daily","1998","Brandenburg","Urban Area","4","","","","1"
"Daily","1998","Brandenburg","Rural Area","7","","","","1"
"Daily","1998","Mecklenburg-Western Pomerania","Urban Area","1","","","","1"
"Daily","1998","Mecklenburg-Western Pomerania","Rural Area","3","","","","1"
"Daily","1998","Saxony","Urban Area","17","","","","1"
"Daily","1998","Saxony","Rural Area","6","","","","1"
"Daily","1998","Saxony-Anhalt","Urban Area","4","","","","1"
"Daily","1998","Saxony-Anhalt","Rural Area","5","","","","1"
"Daily","1998","Thuringia","Urban Area","4","","","","1"
"Daily","1998","Thuringia","Rural Area","5","","","","1"
"Min 1x per month","1998","Schleswig-Holstein","Rural Area","14","","","","3"
"Min 1x per month","1998","Hamburg","Urban Area","16","","","","3"
"Min 1x per month","1998","Hamburg","Rural Area","","","","","3"
"Min 1x per month","1998","Schleswig-Holstein","Urban Area","17","","","","3"
"Min 1x per month","1998","Lower Saxony","Urban Area","60","0.117984391935612","0.092592055665557","0.143376728205667","3"
"Min 1x per month","1998","Lower Saxony","Rural Area","51","0.0927146576952879","0.0689879056474971","0.116441409743079","3"
"Min 1x per month","1998","Bremen","Urban Area","7","","","","3"
"Min 1x per month","1998","Bremen","Rural Area","","","","","3"
"Min 1x per month","1998","North Rhine-Westphalia","Urban Area","217","0.0770060646383126","0.0670724936451396","0.0869396356314856","3"
"Min 1x per month","1998","North Rhine-Westphalia","Rural Area","","","","","3"
"Min 1x per month","1998","Hesse","Urban Area","51","0.0624135738328132","0.0455556133870451","0.0792715342785812","3"
"Min 1x per month","1998","Hesse","Rural Area","13","","","","3"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","Urban Area","44","0.0689201419826713","0.0489157994412602","0.0889244845240825","3"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","Rural Area","15","","","","3"
"Min 1x per month","1998","Baden-Württemberg","Urban Area","110","0.080002836984864","0.0667177998376866","0.0932878741320413","3"
"Min 1x per month","1998","Baden-Württemberg","Rural Area","17","","","","3"
"Min 1x per month","1998","Bavaria","Urban Area","96","0.115320899013771","0.0944416372628835","0.136200160764658","3"
"Min 1x per month","1998","Bavaria","Rural Area","87","0.0870202921043567","0.0692272418687895","0.104813342339924","3"
"Min 1x per month","1998","Berlin","Urban Area","65","0.126475638608481","0.0982045988320129","0.154746678384948","3"
"Min 1x per month","1998","Berlin","Rural Area","","","","","3"
"Min 1x per month","1998","Brandenburg","Urban Area","3","","","","3"
"Min 1x per month","1998","Brandenburg","Rural Area","51","0.0847317659223114","0.0623178329906613","0.107145698853962","3"
"Min 1x per month","1998","Mecklenburg-Western Pomerania","Urban Area","4","","","","3"
"Min 1x per month","1998","Mecklenburg-Western Pomerania","Rural Area","26","","","","3"
"Min 1x per month","1998","Saxony","Urban Area","51","0.0669158768881369","0.0466151501512568","0.087216603625017","3"
"Min 1x per month","1998","Saxony","Rural Area","39","0.0665352515460151","0.0465274291501806","0.0865430739418495","3"
"Min 1x per month","1998","Saxony-Anhalt","Urban Area","18","","","","3"
"Min 1x per month","1998","Saxony-Anhalt","Rural Area","27","","","","3"
"Min 1x per month","1998","Thuringia","Urban Area","17","","","","3"
"Min 1x per month","1998","Thuringia","Rural Area","40","0.071228661009974","0.0489930880756581","0.0934642339442898","3"
"Min 1x per week","1998","Schleswig-Holstein","Rural Area","14","","","","2"
"Min 1x per week","1998","Schleswig-Holstein","Urban Area","29","","","","2"
"Min 1x per week","1998","Bremen","Urban Area","10","","","","2"
"Min 1x per week","1998","Lower Saxony","Rural Area","45","0.0770055391139644","0.0551956892968834","0.0988153889310455","2"
"Min 1x per week","1998","Hesse","Rural Area","17","","","","2"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","Urban Area","42","0.0829452416027019","0.061165581012244","0.10472490219316","2"
"Min 1x per week","1998","Hamburg","Urban Area","14","","","","2"
"Min 1x per week","1998","Hamburg","Rural Area","","","","","2"
"Min 1x per week","1998","Lower Saxony","Urban Area","54","0.102656362869874","0.0787658993122787","0.126546826427469","2"
"Min 1x per week","1998","Hesse","Urban Area","53","0.0702768773502683","0.0524636384112709","0.0880901162892658","2"
"Min 1x per week","1998","Bremen","Rural Area","","","","","2"
"Min 1x per week","1998","North Rhine-Westphalia","Urban Area","209","0.0844691174694558","0.0741074657851088","0.0948307691538029","2"
"Min 1x per week","1998","North Rhine-Westphalia","Rural Area","4","","","","2"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","Rural Area","11","","","","2"
"Min 1x per week","1998","Baden-Württemberg","Urban Area","132","0.0931337367765595","0.0789025220267612","0.107364951526358","2"
"Min 1x per week","1998","Baden-Württemberg","Rural Area","22","","","","2"
"Min 1x per week","1998","Bavaria","Urban Area","85","0.10458692759262","0.08458284389654","0.124591011288699","2"
"Min 1x per week","1998","Bavaria","Rural Area","94","0.108794774847243","0.0891384439277776","0.128451105766708","2"
"Min 1x per week","1998","Berlin","Urban Area","48","0.0751119878522012","0.0526938242820302","0.0975301514223723","2"
"Min 1x per week","1998","Berlin","Rural Area","","","","","2"
"Min 1x per week","1998","Brandenburg","Urban Area","6","","","","2"
"Min 1x per week","1998","Brandenburg","Rural Area","37","0.0603863111459762","0.0412144329053037","0.0795581893866486","2"
"Min 1x per week","1998","Mecklenburg-Western Pomerania","Urban Area","3","","","","2"
"Min 1x per week","1998","Mecklenburg-Western Pomerania","Rural Area","17","","","","2"
"Min 1x per week","1998","Saxony","Urban Area","44","0.0715350928165692","0.05059739546296","0.0924727901701784","2"
"Min 1x per week","1998","Saxony","Rural Area","34","0.0474038660352665","0.0303435823102576","0.0644641497602754","2"
"Min 1x per week","1998","Saxony-Anhalt","Urban Area","4","","","","2"
"Min 1x per week","1998","Saxony-Anhalt","Rural Area","28","","","","2"
"Min 1x per week","1998","Thuringia","Urban Area","9","","","","2"
"Min 1x per week","1998","Thuringia","Rural Area","36","0.0661533764299117","0.044666152217641","0.0876406006421824","2"
"Never","1998","Thuringia","Rural Area","282","0.603888475485505","0.561606658568413","0.646170292402596","5"
"Never","1998","Thuringia","Urban Area","116","0.559749060293573","0.493851903540115","0.625646217047031","5"
"Never","1998","Mecklenburg-Western Pomerania","Rural Area","185","0.584815548924426","0.533484935326037","0.636146162522816","5"
"Never","1998","Saxony","Urban Area","272","0.514268876224092","0.473663860262248","0.554873892185935","5"
"Never","1998","Saxony","Rural Area","346","0.608889220355528","0.569711063842417","0.648067376868639","5"
