"party","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"CDU/CSU","1995","Couple + C. LE and GT 16","East Germany","40","0.338679759471172","0.25180448409933","0.425555034843014","1"
"CDU/CSU","1995","Couple + C. LE 16 ","East Germany","109","0.346572935026478","0.291896841443923","0.401249028609033","1"
"CDU/CSU","1995","Couple + C. GT 16 ","West Germany","342","0.45310948220436","0.418785775463469","0.487433188945251","1"
"CDU/CSU","1995","(Married) couple without C. ","West Germany","570","0.428724500329383","0.402660855120779","0.454788145537986","1"
"CDU/CSU","1995","Couple + C. LE and GT 16","West Germany","118","0.381349902066118","0.327880808411198","0.434818995721038","1"
"CDU/CSU","1995","Single parent ","East Germany","12","","","","1"
"CDU/CSU","1995","Couple + C. LE 16 ","West Germany","327","0.343384068475366","0.313760641822194","0.373007495128537","1"
"CDU/CSU","1995","1-pers.-HH","East Germany","47","0.319239355271859","0.24030771556627","0.398170994977448","1"
"CDU/CSU","1995","Couple + C. GT 16 ","East Germany","116","0.493135575833104","0.431892473721266","0.554378677944941","1"
"FDP","1995","Couple + C. LE 16 ","East Germany","8","","","","3"
"FDP","1995","Couple + C. GT 16 ","West Germany","19","","","","3"
"FDP","1995","Couple + C. GT 16 ","East Germany","4","","","","3"
"FDP","1995","Couple + C. LE and GT 16","West Germany","6","","","","3"
"FDP","1995","1-pers.-HH","East Germany","3","","","","3"
"FDP","1995","Couple + C. LE 16 ","West Germany","28","","","","3"
"FDP","1995","Couple + C. LE and GT 16","East Germany","3","","","","3"
"FDP","1995","(Married) couple without C. ","East Germany","7","","","","3"
"FDP","1995","Single parent ","West Germany","1","","","","3"
"FDP","1995","1-pers.-HH","West Germany","18","","","","3"
"FDP","1995","(Married) couple without C. ","West Germany","37","0.0272258853789509","0.0186551080333702","0.0357966627245316","3"
"FDP","1995","Single parent ","East Germany","4","","","","3"
"NPD Combination","1995","1-pers.-HH","East Germany","6","","","","6"
"NPD Combination","1995","1-pers.-HH","West Germany","8","","","","6"
"NPD Combination","1995","(Married) couple without C. ","West Germany","12","","","","6"
"NPD Combination","1995","(Married) couple without C. ","East Germany","1","","","","6"
"NPD Combination","1995","Couple + C. LE 16 ","East Germany","2","","","","6"
"NPD Combination","1995","Couple + C. GT 16 ","West Germany","5","","","","6"
"NPD Combination","1995","Couple + C. LE and GT 16","East Germany","","","","","6"
"NPD Combination","1995","Couple + C. GT 16 ","East Germany","4","","","","6"
"NPD Combination","1995","Couple + C. LE and GT 16","West Germany","6","","","","6"
"NPD Combination","1995","Single parent ","East Germany","2","","","","6"
"NPD Combination","1995","Couple + C. LE 16 ","West Germany","5","","","","6"
"NPD Combination","1995","Single parent ","West Germany","3","","","","6"
"Other","1995","1-pers.-HH","West Germany","4","","","","8"
"Other","1995","1-pers.-HH","East Germany","2","","","","8"
"Other","1995","(Married) couple without C. ","West Germany","6","","","","8"
"Other","1995","(Married) couple without C. ","East Germany","3","","","","8"
"Other","1995","Single parent ","West Germany","3","","","","8"
"Other","1995","Single parent ","East Germany","","","","","8"
"Other","1995","Couple + C. LE 16 ","West Germany","8","","","","8"
"Other","1995","Couple + C. LE 16 ","East Germany","2","","","","8"
"Other","1995","Couple + C. GT 16 ","West Germany","10","","","","8"
"Other","1995","Couple + C. GT 16 ","East Germany","3","","","","8"
"Other","1995","Couple + C. LE and GT 16","West Germany","6","","","","8"
"Other","1995","Couple + C. LE and GT 16","East Germany","","","","","8"
"PDS/Linke","1995","1-pers.-HH","West Germany","3","","","","5"
"PDS/Linke","1995","1-pers.-HH","East Germany","31","0.259785185498354","0.185537696806387","0.334032674190322","5"
"PDS/Linke","1995","(Married) couple without C. ","West Germany","3","","","","5"
"PDS/Linke","1995","(Married) couple without C. ","East Germany","81","0.209998948767278","0.171854316651401","0.248143580883154","5"
"PDS/Linke","1995","Single parent ","West Germany","1","","","","5"
"PDS/Linke","1995","Couple + C. LE 16 ","West Germany","7","","","","5"
"PDS/Linke","1995","Couple + C. LE 16 ","East Germany","43","0.15127472815019","0.110105914322025","0.192443541978354","5"
"PDS/Linke","1995","Single parent ","East Germany","9","","","","5"
"PDS/Linke","1995","Couple + C. LE and GT 16","West Germany","","","","","5"
"PDS/Linke","1995","Couple + C. GT 16 ","East Germany","47","0.160338058825104","0.115391271665752","0.205284845984456","5"
"PDS/Linke","1995","Couple + C. GT 16 ","West Germany","7","","","","5"
"PDS/Linke","1995","Couple + C. LE and GT 16","East Germany","21","","","","5"
"SPD","1995","1-pers.-HH","West Germany","240","0.414208049111885","0.3731530079041","0.45526309031967","2"
"SPD","1995","(Married) couple without C. ","East Germany","158","0.349135682475794","0.304492681011847","0.393778683939741","2"
"SPD","1995","1-pers.-HH","East Germany","31","0.253603060817365","0.179938625821371","0.32726749581336","2"
"SPD","1995","(Married) couple without C. ","West Germany","651","0.473378766833115","0.447083548924828","0.499673984741402","2"
"SPD","1995","Single parent ","West Germany","80","0.403278391356574","0.33038941931719","0.476167363395958","2"
"SPD","1995","Single parent ","East Germany","15","","","","2"
"SPD","1995","Couple + C. LE 16 ","West Germany","473","0.453435617908115","0.422378010649339","0.484493225166891","2"
"SPD","1995","Couple + C. LE 16 ","East Germany","110","0.397282354152254","0.341060108595638","0.45350459970887","2"
"SPD","1995","Couple + C. GT 16 ","West Germany","351","0.407687506027102","0.373804529216746","0.441570482837457","2"
"SPD","1995","Couple + C. GT 16 ","East Germany","62","0.23013799992115","0.178576123056126","0.281699876786173","2"
"SPD","1995","Couple + C. LE and GT 16","East Germany","32","0.305749294924418","0.221175355139762","0.390323234709073","2"
"SPD","1995","Couple + C. LE and GT 16","West Germany","151","0.447735881613167","0.392996129848932","0.502475633377401","2"
"AfD","1996","1-pers.-HH","West Germany","","","","","7"
"AfD","1996","1-pers.-HH","East Germany","","","","","7"
"AfD","1996","(Married) couple without C. ","West Germany","","","","","7"
"AfD","1996","(Married) couple without C. ","East Germany","","","","","7"
"AfD","1996","Single parent ","West Germany","","","","","7"
"AfD","1996","Single parent ","East Germany","","","","","7"
"AfD","1996","Couple + C. LE 16 ","East Germany","","","","","7"
"AfD","1996","Couple + C. LE 16 ","West Germany","","","","","7"
"AfD","1996","Couple + C. GT 16 ","West Germany","","","","","7"
"AfD","1996","Couple + C. GT 16 ","East Germany","","","","","7"
"AfD","1996","Couple + C. LE and GT 16","East Germany","","","","","7"
"AfD","1996","Couple + C. LE and GT 16","West Germany","","","","","7"
"CDU/CSU","1996","Couple + C. LE and GT 16","East Germany","38","0.294420068798256","0.211833014716469","0.377007122880042","1"
"CDU/CSU","1996","1-pers.-HH","West Germany","222","0.435027828805911","0.393329348808823","0.476726308802999","1"
"CDU/CSU","1996","1-pers.-HH","East Germany","47","0.341245855542646","0.260968868370496","0.421522842714796","1"
"CDU/CSU","1996","Couple + C. LE and GT 16","West Germany","122","0.404366657654909","0.349557907041275","0.459175408268542","1"
"CDU/CSU","1996","Single parent ","West Germany","55","0.349989942718287","0.279523949512615","0.42045593592396","1"
"CDU/CSU","1996","(Married) couple without C. ","East Germany","177","0.412799097685828","0.366210228240041","0.459387967131615","1"
"CDU/CSU","1996","Single parent ","East Germany","14","","","","1"
"CDU/CSU","1996","Couple + C. LE 16 ","West Germany","328","0.380796164636497","0.349554281428226","0.412038047844769","1"
"CDU/CSU","1996","Couple + C. GT 16 ","West Germany","334","0.484879876199444","0.448675264931904","0.521084487466985","1"
"CDU/CSU","1996","Couple + C. GT 16 ","East Germany","95","0.419275354541902","0.354800313368549","0.483750395715255","1"
"CDU/CSU","1996","(Married) couple without C. ","West Germany","574","0.457600493701741","0.430734706704737","0.484466280698745","1"
"CDU/CSU","1996","Couple + C. LE 16 ","East Germany","106","0.432828157765524","0.370403597464698","0.495252718066351","1"
"FDP","1996","Couple + C. LE and GT 16","West Germany","2","","","","3"
"FDP","1996","Couple + C. LE and GT 16","East Germany","2","","","","3"
"FDP","1996","1-pers.-HH","West Germany","21","","","","3"
"FDP","1996","1-pers.-HH","East Germany","2","","","","3"
"FDP","1996","(Married) couple without C. ","East Germany","2","","","","3"
"FDP","1996","Single parent ","West Germany","3","","","","3"
"FDP","1996","Single parent ","East Germany","1","","","","3"
"FDP","1996","Couple + C. LE 16 ","East Germany","9","","","","3"
"FDP","1996","Couple + C. GT 16 ","East Germany","3","","","","3"
"FDP","1996","(Married) couple without C. ","West Germany","31","0.0269632355363996","0.0182285492857379","0.0356979217870613","3"
"FDP","1996","Couple + C. LE 16 ","West Germany","23","","","","3"
"FDP","1996","Couple + C. GT 16 ","West Germany","13","","","","3"
"NPD Combination","1996","1-pers.-HH","East Germany","6","","","","6"
"NPD Combination","1996","1-pers.-HH","West Germany","10","","","","6"
"NPD Combination","1996","(Married) couple without C. ","West Germany","16","","","","6"
"NPD Combination","1996","Single parent ","East Germany","1","","","","6"
"NPD Combination","1996","Couple + C. LE 16 ","West Germany","11","","","","6"
"NPD Combination","1996","Couple + C. LE 16 ","East Germany","3","","","","6"
"NPD Combination","1996","Couple + C. LE and GT 16","East Germany","4","","","","6"
"NPD Combination","1996","(Married) couple without C. ","East Germany","","","","","6"
"NPD Combination","1996","Couple + C. GT 16 ","West Germany","5","","","","6"
"NPD Combination","1996","Single parent ","West Germany","5","","","","6"
"NPD Combination","1996","Couple + C. LE and GT 16","West Germany","6","","","","6"
"NPD Combination","1996","Couple + C. GT 16 ","East Germany","6","","","","6"
"Other","1996","1-pers.-HH","West Germany","5","","","","8"
"Other","1996","1-pers.-HH","East Germany","1","","","","8"
"Other","1996","(Married) couple without C. ","West Germany","8","","","","8"
"Other","1996","(Married) couple without C. ","East Germany","4","","","","8"
"Other","1996","Single parent ","West Germany","2","","","","8"
"Other","1996","Single parent ","East Germany","1","","","","8"
"Other","1996","Couple + C. LE 16 ","West Germany","9","","","","8"
"Other","1996","Couple + C. LE 16 ","East Germany","1","","","","8"
"Other","1996","Couple + C. GT 16 ","West Germany","9","","","","8"
"Other","1996","Couple + C. GT 16 ","East Germany","1","","","","8"
"Other","1996","Couple + C. LE and GT 16","West Germany","5","","","","8"
"Other","1996","Couple + C. LE and GT 16","East Germany","1","","","","8"
"PDS/Linke","1996","1-pers.-HH","West Germany","4","","","","5"
"PDS/Linke","1996","1-pers.-HH","East Germany","36","0.256858395602316","0.182884521732288","0.330832269472343","5"
"PDS/Linke","1996","(Married) couple without C. ","West Germany","2","","","","5"
"PDS/Linke","1996","(Married) couple without C. ","East Germany","96","0.244892668907873","0.204200421115512","0.285584916700235","5"
"PDS/Linke","1996","Single parent ","West Germany","","","","","5"
"PDS/Linke","1996","Couple + C. LE 16 ","West Germany","8","","","","5"
"PDS/Linke","1996","Couple + C. LE 16 ","East Germany","39","0.155442616315587","0.109792694471195","0.201092538159978","5"
"PDS/Linke","1996","Single parent ","East Germany","11","","","","5"
"PDS/Linke","1996","Couple + C. GT 16 ","West Germany","7","","","","5"
"PDS/Linke","1996","Couple + C. GT 16 ","East Germany","37","0.159964176818741","0.112066207316702","0.20786214632078","5"
"PDS/Linke","1996","Couple + C. LE and GT 16","West Germany","1","","","","5"
"PDS/Linke","1996","Couple + C. LE and GT 16","East Germany","28","","","","5"
"SPD","1996","1-pers.-HH","West Germany","217","0.381546541237975","0.340688697035087","0.422404385440863","2"
"SPD","1996","1-pers.-HH","East Germany","29","","","","2"
"SPD","1996","Single parent ","West Germany","82","0.420480897590807","0.347552147490013","0.493409647691601","2"
"SPD","1996","(Married) couple without C. ","East Germany","135","0.300650644973104","0.25725985028116","0.344041439665047","2"
"SPD","1996","(Married) couple without C. ","West Germany","577","0.431828658002847","0.405117539455933","0.45853977654976","2"
"SPD","1996","Single parent ","East Germany","9","","","","2"
"SPD","1996","Couple + C. LE 16 ","West Germany","413","0.399987693545165","0.368468325843044","0.431507061247286","2"
"SPD","1996","Couple + C. LE 16 ","East Germany","53","0.209040853007787","0.157809831098412","0.260271874917162","2"
"SPD","1996","Couple + C. GT 16 ","West Germany","308","0.372157134929684","0.337139951840698","0.407174318018671","2"
"SPD","1996","Couple + C. GT 16 ","East Germany","51","0.220376594123635","0.166216177069542","0.274537011177728","2"
"SPD","1996","Couple + C. LE and GT 16","West Germany","132","0.395276425639455","0.340675294566051","0.449877556712858","2"
"SPD","1996","Couple + C. LE and GT 16","East Germany","28","","","","2"
"AfD","1997","1-pers.-HH","West Germany","","","","","7"
"AfD","1997","1-pers.-HH","East Germany","","","","","7"
"AfD","1997","(Married) couple without C. ","West Germany","","","","","7"
"AfD","1997","(Married) couple without C. ","East Germany","","","","","7"
"AfD","1997","Single parent ","West Germany","","","","","7"
"AfD","1997","Single parent ","East Germany","","","","","7"
"AfD","1997","Couple + C. LE 16 ","West Germany","","","","","7"
"AfD","1997","Couple + C. LE 16 ","East Germany","","","","","7"
"AfD","1997","Couple + C. GT 16 ","West Germany","","","","","7"
"AfD","1997","Couple + C. GT 16 ","East Germany","","","","","7"
"AfD","1997","Couple + C. LE and GT 16","West Germany","","","","","7"
"AfD","1997","Couple + C. LE and GT 16","East Germany","","","","","7"
"CDU/CSU","1997","Couple + C. LE and GT 16","East Germany","30","0.380306134730825","0.280010484050185","0.480601785411465","1"
"CDU/CSU","1997","1-pers.-HH","West Germany","201","0.408510645696622","0.366661623821427","0.450359667571816","1"
"CDU/CSU","1997","1-pers.-HH","East Germany","36","0.263059214693155","0.18327844604642","0.342839983339891","1"
"CDU/CSU","1997","Single parent ","West Germany","51","0.32843457865246","0.254971882150909","0.401897275154011","1"
"CDU/CSU","1997","Couple + C. LE and GT 16","West Germany","120","0.411676012193744","0.353720564418495","0.469631459968993","1"
"CDU/CSU","1997","(Married) couple without C. ","East Germany","171","0.401962784190179","0.356046359502017","0.447879208878341","1"
"CDU/CSU","1997","Single parent ","East Germany","21","","","","1"
