"party","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"AfD","2016","(2a) intermediate vocational","West Germany","61","0.0323179605938801","0.0231425730191294","0.0414933481686308"
"AfD","2016","(2a) intermediate vocational","East Germany","92","0.219399130803208","0.182905541251844","0.255892720354572"
"AfD","2016","(2c_gen) general maturity certificate","West Germany","19","","",""
"AfD","2016","(2c_gen) general maturity certificate","East Germany","1","","",""
"AfD","2016","(2c_voc) vocational maturity certificate","West Germany","36","0.0496479194498544","0.0351219776144112","0.0641738612852975"
"AfD","2016","(2c_voc) vocational maturity certificate","East Germany","20","","",""
"AfD","2016","(3a) lower tertiary education","West Germany","21","","",""
"AfD","2016","(3a) lower tertiary education","East Germany","12","","",""
"AfD","2016","(3b) higher tertiary education","West Germany","29","","",""
"AfD","2016","(3b) higher tertiary education","East Germany","15","","",""
"Other","2016","(0) in school","West Germany","5","","",""
"Other","2016","(0) in school","East Germany","","","",""
"Other","2016","(1a) inadequately completed","West Germany","3","","",""
"Other","2016","(1a) inadequately completed","East Germany","","","",""
"Other","2016","(1b) general elementary school","West Germany","8","","",""
"Other","2016","(1b) general elementary school","East Germany","2","","",""
"Other","2016","(1c) basic vocational qualification","West Germany","21","","",""
"Other","2016","(1c) basic vocational qualification","East Germany","","","",""
"Other","2016","(2b) intermediate general qualification","West Germany","9","","",""
"Other","2016","(2b) intermediate general qualification","East Germany","3","","",""
"Other","2016","(2a) intermediate vocational","West Germany","18","","",""
"Other","2016","(2a) intermediate vocational","East Germany","16","","",""
"Other","2016","(2c_gen) general maturity certificate","West Germany","11","","",""
"Other","2016","(2c_gen) general maturity certificate","East Germany","","","",""
"Other","2016","(2c_voc) vocational maturity certificate","West Germany","7","","",""
"Other","2016","(2c_voc) vocational maturity certificate","East Germany","2","","",""
"Other","2016","(3a) lower tertiary education","West Germany","15","","",""
"Other","2016","(3a) lower tertiary education","East Germany","2","","",""
"Other","2016","(3b) higher tertiary education","West Germany","20","","",""
"Other","2016","(3b) higher tertiary education","East Germany","3","","",""
"CDU/CSU","2017","(0) in school","West Germany","28","","",""
"CDU/CSU","2017","(0) in school","East Germany","2","","",""
"CDU/CSU","2017","(1a) inadequately completed","West Germany","108","0.237556270308985","0.17782277435056","0.297289766267409"
"CDU/CSU","2017","(1a) inadequately completed","East Germany","20","","",""
"CDU/CSU","2017","(1b) general elementary school","West Germany","246","0.406815879220397","0.365798680374948","0.447833078065846"
"CDU/CSU","2017","(1b) general elementary school","East Germany","24","","",""
"CDU/CSU","2017","(1c) basic vocational qualification","West Germany","789","0.432589872100198","0.409612832160632","0.455566912039764"
"CDU/CSU","2017","(1c) basic vocational qualification","East Germany","75","0.34506743870282","0.284671199843582","0.405463677562058"
"CDU/CSU","2017","(2b) intermediate general qualification","West Germany","74","0.48654132967284","0.414903915276888","0.558178744068792"
"CDU/CSU","2017","(2b) intermediate general qualification","East Germany","3","","",""
"CDU/CSU","2017","(2a) intermediate vocational","West Germany","729","0.435538648071305","0.411643441264952","0.459433854877657"
"CDU/CSU","2017","(2a) intermediate vocational","East Germany","192","0.299870700961655","0.262089130107651","0.337652271815658"
"CDU/CSU","2017","(2c_gen) general maturity certificate","West Germany","181","0.304021270839791","0.264522898655511","0.34351964302407"
"CDU/CSU","2017","(2c_gen) general maturity certificate","East Germany","23","","",""
"CDU/CSU","2017","(2c_voc) vocational maturity certificate","West Germany","374","0.349628254118625","0.319909264589812","0.379347243647439"
"CDU/CSU","2017","(2c_voc) vocational maturity certificate","East Germany","50","0.454585331633059","0.370590546667416","0.538580116598701"
"CDU/CSU","2017","(3a) lower tertiary education","West Germany","341","0.395215052726221","0.362034601249298","0.428395504203144"
"CDU/CSU","2017","(3a) lower tertiary education","East Germany","82","0.333492393519752","0.273085613854621","0.393899173184883"
"CDU/CSU","2017","(3b) higher tertiary education","West Germany","729","0.321316935146155","0.30100270416843","0.34163116612388"
"CDU/CSU","2017","(3b) higher tertiary education","East Germany","132","0.273226957776341","0.233278932046215","0.313174983506467"
"SPD","2017","(0) in school","West Germany","22","","",""
"SPD","2017","(0) in school","East Germany","3","","",""
"SPD","2017","(1a) inadequately completed","West Germany","52","0.53565662914111","0.465657336365879","0.605655921916341"
"SPD","2017","(1a) inadequately completed","East Germany","8","","",""
"SPD","2017","(1b) general elementary school","West Germany","207","0.43598007886208","0.394575074365159","0.477385083359001"
"SPD","2017","(1b) general elementary school","East Germany","7","","",""
"SPD","2017","(1c) basic vocational qualification","West Germany","693","0.420298743545295","0.397406490890661","0.44319099619993"
"SPD","2017","(1c) basic vocational qualification","East Germany","68","0.250178396195965","0.195152960616642","0.305203831775288"
"SPD","2017","(2b) intermediate general qualification","West Germany","59","0.260499662857044","0.197592505799677","0.32340681991441"
"SPD","2017","(2b) intermediate general qualification","East Germany","3","","",""
"SPD","2017","(2a) intermediate vocational","West Germany","542","0.333841740619521","0.311114884375039","0.356568596864004"
"SPD","2017","(2a) intermediate vocational","East Germany","122","0.200726590626475","0.16769921972869","0.233753961524261"
"SPD","2017","(2c_gen) general maturity certificate","West Germany","151","0.300823331220263","0.261443082814338","0.340203579626188"
"SPD","2017","(2c_gen) general maturity certificate","East Germany","11","","",""
"SPD","2017","(2c_voc) vocational maturity certificate","West Germany","304","0.322830385753062","0.293690631899419","0.351970139606705"
"SPD","2017","(2c_voc) vocational maturity certificate","East Germany","27","","",""
"SPD","2017","(3a) lower tertiary education","West Germany","215","0.25420948819316","0.22465867947439","0.28376029691193"
"SPD","2017","(3a) lower tertiary education","East Germany","64","0.259004739341564","0.202873874597155","0.315135604085973"
"SPD","2017","(3b) higher tertiary education","West Germany","502","0.253601562472444","0.23467545092824","0.272527674016649"
"SPD","2017","(3b) higher tertiary education","East Germany","98","0.214000563845929","0.177234027463849","0.250767100228008"
"FDP","2017","(0) in school","West Germany","7","","",""
"FDP","2017","(0) in school","East Germany","","","",""
"FDP","2017","(1a) inadequately completed","West Germany","4","","",""
"FDP","2017","(1a) inadequately completed","East Germany","","","",""
"FDP","2017","(1b) general elementary school","West Germany","7","","",""
"FDP","2017","(1b) general elementary school","East Germany","2","","",""
"FDP","2017","(1c) basic vocational qualification","West Germany","35","0.0221444296068491","0.0153198332508717","0.0289690259628265"
"FDP","2017","(1c) basic vocational qualification","East Germany","4","","",""
"FDP","2017","(2b) intermediate general qualification","West Germany","7","","",""
"FDP","2017","(2b) intermediate general qualification","East Germany","1","","",""
"FDP","2017","(2a) intermediate vocational","West Germany","51","0.036154173823538","0.0271578859344551","0.0451504617126208"
"FDP","2017","(2a) intermediate vocational","East Germany","12","","",""
"FDP","2017","(2c_gen) general maturity certificate","West Germany","25","","",""
"FDP","2017","(2c_gen) general maturity certificate","East Germany","3","","",""
"FDP","2017","(2c_voc) vocational maturity certificate","West Germany","52","0.0609121420937563","0.0460063522387669","0.0758179319487457"
"FDP","2017","(2c_voc) vocational maturity certificate","East Germany","1","","",""
"FDP","2017","(3a) lower tertiary education","West Germany","41","0.0456748960946754","0.0315054777154518","0.059844314473899"
"FDP","2017","(3a) lower tertiary education","East Germany","12","","",""
"FDP","2017","(3b) higher tertiary education","West Germany","141","0.0727442762661889","0.061446336703577","0.0840422158288009"
"FDP","2017","(3b) higher tertiary education","East Germany","28","","",""
"Grüne","2017","(0) in school","West Germany","18","","",""
"Grüne","2017","(0) in school","East Germany","4","","",""
"Grüne","2017","(1a) inadequately completed","West Germany","13","","",""
"Grüne","2017","(1a) inadequately completed","East Germany","","","",""
"Grüne","2017","(1b) general elementary school","West Germany","22","","",""
"Grüne","2017","(1b) general elementary school","East Germany","1","","",""
"Grüne","2017","(1c) basic vocational qualification","West Germany","79","0.0411160524131282","0.0319073997274705","0.0503247050987859"
"Grüne","2017","(1c) basic vocational qualification","East Germany","4","","",""
"Grüne","2017","(2b) intermediate general qualification","West Germany","21","","",""
"Grüne","2017","(2b) intermediate general qualification","East Germany","1","","",""
"Grüne","2017","(2a) intermediate vocational","West Germany","171","0.0946021521610785","0.0804978833800678","0.108706420942089"
"Grüne","2017","(2a) intermediate vocational","East Germany","15","","",""
"Grüne","2017","(2c_gen) general maturity certificate","West Germany","82","0.175330785172071","0.142679655668021","0.207981914676122"
"Grüne","2017","(2c_gen) general maturity certificate","East Germany","16","","",""
"Grüne","2017","(2c_voc) vocational maturity certificate","West Germany","160","0.14755102658586","0.125447821211958","0.169654231959762"
"Grüne","2017","(2c_voc) vocational maturity certificate","East Germany","12","","",""
"Grüne","2017","(3a) lower tertiary education","West Germany","169","0.211373198725333","0.183663883599882","0.239082513850784"
"Grüne","2017","(3a) lower tertiary education","East Germany","24","","",""
"Grüne","2017","(3b) higher tertiary education","West Germany","509","0.251114813346986","0.232250375912069","0.269979250781904"
"Grüne","2017","(3b) higher tertiary education","East Germany","69","0.128124877167292","0.0981623792533347","0.158087375081249"
"PDS/Linke","2017","(0) in school","West Germany","11","","",""
"PDS/Linke","2017","(0) in school","East Germany","4","","",""
"PDS/Linke","2017","(1a) inadequately completed","West Germany","5","","",""
"PDS/Linke","2017","(1a) inadequately completed","East Germany","1","","",""
"PDS/Linke","2017","(1b) general elementary school","West Germany","25","","",""
"PDS/Linke","2017","(1b) general elementary school","East Germany","13","","",""
"PDS/Linke","2017","(1c) basic vocational qualification","West Germany","45","0.0187305086690675","0.0124430332841465","0.0250179840539885"
"PDS/Linke","2017","(1c) basic vocational qualification","East Germany","49","0.222762782890312","0.169899062536812","0.275626503243812"
"PDS/Linke","2017","(2b) intermediate general qualification","West Germany","12","","",""
"PDS/Linke","2017","(2b) intermediate general qualification","East Germany","7","","",""
"PDS/Linke","2017","(2a) intermediate vocational","West Germany","63","0.0322020683451639","0.0236943213377462","0.0407098153525816"
"PDS/Linke","2017","(2a) intermediate vocational","East Germany","111","0.222565024015081","0.188265794620305","0.256864253409857"
"PDS/Linke","2017","(2c_gen) general maturity certificate","West Germany","48","0.100037689156822","0.0742731003304616","0.125802277983182"
"PDS/Linke","2017","(2c_gen) general maturity certificate","East Germany","27","","",""
"PDS/Linke","2017","(2c_voc) vocational maturity certificate","West Germany","51","0.0559276355875778","0.0416068838046429","0.0702483873705127"
"PDS/Linke","2017","(2c_voc) vocational maturity certificate","East Germany","27","","",""
"PDS/Linke","2017","(3a) lower tertiary education","West Germany","39","0.0651580463425206","0.0484079160347614","0.0819081766502798"
"PDS/Linke","2017","(3a) lower tertiary education","East Germany","41","0.151375870255851","0.105453301091023","0.19729843942068"
"PDS/Linke","2017","(3b) higher tertiary education","West Germany","96","0.0667667029044827","0.0559080700302262","0.0776253357787392"
"PDS/Linke","2017","(3b) higher tertiary education","East Germany","132","0.288050829976228","0.247453899099343","0.328647760853114"
"NPD Combination","2017","(0) in school","West Germany","","","",""
"NPD Combination","2017","(0) in school","East Germany","","","",""
"NPD Combination","2017","(1a) inadequately completed","West Germany","3","","",""
"NPD Combination","2017","(1a) inadequately completed","East Germany","","","",""
"NPD Combination","2017","(1b) general elementary school","West Germany","8","","",""
"NPD Combination","2017","(1b) general elementary school","East Germany","3","","",""
"NPD Combination","2017","(1c) basic vocational qualification","West Germany","17","","",""
"NPD Combination","2017","(1c) basic vocational qualification","East Germany","7","","",""
"NPD Combination","2017","(2b) intermediate general qualification","West Germany","1","","",""
"NPD Combination","2017","(2b) intermediate general qualification","East Germany","1","","",""
"NPD Combination","2017","(2a) intermediate vocational","West Germany","12","","",""
"NPD Combination","2017","(2a) intermediate vocational","East Germany","12","","",""
"NPD Combination","2017","(2c_gen) general maturity certificate","West Germany","2","","",""
"NPD Combination","2017","(2c_gen) general maturity certificate","East Germany","2","","",""
"NPD Combination","2017","(2c_voc) vocational maturity certificate","West Germany","6","","",""
"NPD Combination","2017","(2c_voc) vocational maturity certificate","East Germany","5","","",""
"NPD Combination","2017","(3a) lower tertiary education","West Germany","3","","",""
"NPD Combination","2017","(3a) lower tertiary education","East Germany","","","",""
"NPD Combination","2017","(3b) higher tertiary education","West Germany","2","","",""
"NPD Combination","2017","(3b) higher tertiary education","East Germany","1","","",""
"AfD","2017","(0) in school","West Germany","2","","",""
"AfD","2017","(0) in school","East Germany","1","","",""
"AfD","2017","(1a) inadequately completed","West Germany","7","","",""
"AfD","2017","(1a) inadequately completed","East Germany","2","","",""
"AfD","2017","(1b) general elementary school","West Germany","29","","",""
"AfD","2017","(1b) general elementary school","East Germany","6","","",""
"AfD","2017","(1c) basic vocational qualification","West Germany","118","0.0576561528995545","0.0468459239055886","0.0684663818935204"
"AfD","2017","(1c) basic vocational qualification","East Germany","29","","",""
"AfD","2017","(2b) intermediate general qualification","West Germany","8","","",""
"AfD","2017","(2b) intermediate general qualification","East Germany","5","","",""
"AfD","2017","(2a) intermediate vocational","West Germany","64","0.0476541354583789","0.0373875036781864","0.0579207672385714"
"AfD","2017","(2a) intermediate vocational","East Germany","98","0.218213345649797","0.184156168581352","0.252270522718242"
"AfD","2017","(2c_gen) general maturity certificate","West Germany","20","","",""
"AfD","2017","(2c_gen) general maturity certificate","East Germany","2","","",""
"AfD","2017","(2c_voc) vocational maturity certificate","West Germany","31","0.0449181540452583","0.0320094932045251","0.0578268148859916"
"AfD","2017","(2c_voc) vocational maturity certificate","East Germany","9","","",""
"AfD","2017","(3a) lower tertiary education","West Germany","18","","",""
"AfD","2017","(3a) lower tertiary education","East Germany","11","","",""
"AfD","2017","(3b) higher tertiary education","West Germany","34","0.0201118471295939","0.0140050385766114","0.0262186556825764"
"AfD","2017","(3b) higher tertiary education","East Germany","15","","",""
"Other","2017","(0) in school","West Germany","2","","",""
"Other","2017","(0) in school","East Germany","","","",""
"Other","2017","(1a) inadequately completed","West Germany","3","","",""
"Other","2017","(1a) inadequately completed","East Germany","","","",""
"Other","2017","(1b) general elementary school","West Germany","7","","",""
"Other","2017","(1b) general elementary school","East Germany","","","",""
"Other","2017","(1c) basic vocational qualification","West Germany","10","","",""
"Other","2017","(1c) basic vocational qualification","East Germany","2","","",""
"Other","2017","(2b) intermediate general qualification","West Germany","5","","",""
"Other","2017","(2b) intermediate general qualification","East Germany","3","","",""
"Other","2017","(2a) intermediate vocational","West Germany","22","","",""
"Other","2017","(2a) intermediate vocational","East Germany","3","","",""
"Other","2017","(2c_gen) general maturity certificate","West Germany","12","","",""
"Other","2017","(2c_gen) general maturity certificate","East Germany","1","","",""
"Other","2017","(2c_voc) vocational maturity certificate","West Germany","11","","",""
"Other","2017","(2c_voc) vocational maturity certificate","East Germany","4","","",""
"Other","2017","(3a) lower tertiary education","West Germany","8","","",""
"Other","2017","(3a) lower tertiary education","East Germany","","","",""
"Other","2017","(3b) higher tertiary education","West Germany","17","","",""
"Other","2017","(3b) higher tertiary education","East Germany","3","","",""
"CDU/CSU","2018","(0) in school","West Germany","21","","",""
"CDU/CSU","2018","(0) in school","East Germany","3","","",""
"CDU/CSU","2018","(1a) inadequately completed","West Germany","139","0.343210197059453","0.283267971747222","0.403152422371685"
"CDU/CSU","2018","(1a) inadequately completed","East Germany","17","","",""
"CDU/CSU","2018","(1b) general elementary school","West Germany","222","0.391700649883978","0.350415223857679","0.432986075910277"
"CDU/CSU","2018","(1b) general elementary school","East Germany","32","0.396198226550781","0.276369330092971","0.516027123008591"
"CDU/CSU","2018","(1c) basic vocational qualification","West Germany","758","0.449384628008154","0.425876549104776","0.472892706911533"
"CDU/CSU","2018","(1c) basic vocational qualification","East Germany","69","0.31360968065284","0.252161880651738","0.375057480653941"
"CDU/CSU","2018","(2b) intermediate general qualification","West Germany","74","0.356710088542444","0.293838168142939","0.419582008941948"
"CDU/CSU","2018","(2b) intermediate general qualification","East Germany","9","","",""
"CDU/CSU","2018","(2a) intermediate vocational","West Germany","693","0.429806376065052","0.405991865944818","0.453620886185286"
"CDU/CSU","2018","(2a) intermediate vocational","East Germany","172","0.266615057079566","0.230782443274561","0.302447670884571"
"CDU/CSU","2018","(2c_gen) general maturity certificate","West Germany","170","0.247627526077892","0.211521654981142","0.283733397174642"
"CDU/CSU","2018","(2c_gen) general maturity certificate","East Germany","19","","",""
"CDU/CSU","2018","(2c_voc) vocational maturity certificate","West Germany","361","0.358459013324887","0.328572042363403","0.388345984286372"
"CDU/CSU","2018","(2c_voc) vocational maturity certificate","East Germany","42","0.412389727840402","0.327769337575198","0.497010118105607"
"CDU/CSU","2018","(3a) lower tertiary education","West Germany","300","0.351917202750976","0.319289712489039","0.384544693012914"
"CDU/CSU","2018","(3a) lower tertiary education","East Germany","82","0.33505530230395","0.274448531951178","0.395662072656722"
"CDU/CSU","2018","(3b) higher tertiary education","West Germany","685","0.294646804228268","0.275213359644866","0.31408024881167"
"CDU/CSU","2018","(3b) higher tertiary education","East Germany","129","0.264175612656786","0.224230963143582","0.304120262169991"
"SPD","2018","(0) in school","West Germany","21","","",""
"SPD","2018","(0) in school","East Germany","","","",""
"SPD","2018","(1a) inadequately completed","West Germany","49","0.374390554102415","0.313288802561851","0.435492305642979"
"SPD","2018","(1a) inadequately completed","East Germany","5","","",""
"SPD","2018","(1b) general elementary school","West Germany","201","0.431279798653616","0.389391778512707","0.473167818794525"
"SPD","2018","(1b) general elementary school","East Germany","13","","",""
"SPD","2018","(1c) basic vocational qualification","West Germany","593","0.35865895423759","0.3359932496403","0.38132465883488"
"SPD","2018","(1c) basic vocational qualification","East Germany","55","0.228202499821528","0.172620020362731","0.283784979280325"
"SPD","2018","(2b) intermediate general qualification","West Germany","56","0.20081401336806","0.148234495744688","0.253393530991432"
"SPD","2018","(2b) intermediate general qualification","East Germany","2","","",""
"SPD","2018","(2a) intermediate vocational","West Germany","456","0.284649083442283","0.26294164836334","0.306356518521225"
"SPD","2018","(2a) intermediate vocational","East Germany","91","0.148888032864569","0.120041514562641","0.177734551166496"
"SPD","2018","(2c_gen) general maturity certificate","West Germany","114","0.240232537672553","0.204495530561914","0.275969544783193"
"SPD","2018","(2c_gen) general maturity certificate","East Germany","5","","",""
"SPD","2018","(2c_voc) vocational maturity certificate","West Germany","255","0.262505918940335","0.235083941771776","0.289927896108894"
"SPD","2018","(2c_voc) vocational maturity certificate","East Germany","19","","",""
"SPD","2018","(3a) lower tertiary education","West Germany","179","0.239231334230659","0.210085028710363","0.268377639750955"
"SPD","2018","(3a) lower tertiary education","East Germany","42","0.169691141796466","0.121494192240091","0.21788809135284"
"SPD","2018","(3b) higher tertiary education","West Germany","442","0.209582657947547","0.19223257715071","0.226932738744384"
"SPD","2018","(3b) higher tertiary education","East Germany","73","0.17070241021016","0.136614514489159","0.204790305931162"
"FDP","2018","(0) in school","West Germany","5","","",""
"FDP","2018","(0) in school","East Germany","","","",""
"FDP","2018","(1a) inadequately completed","West Germany","3","","",""
"FDP","2018","(1a) inadequately completed","East Germany","","","",""
"FDP","2018","(1b) general elementary school","West Germany","9","","",""
"FDP","2018","(1b) general elementary school","East Germany","1","","",""
"FDP","2018","(1c) basic vocational qualification","West Germany","50","0.0261072647819926","0.0185716252182819","0.0336429043457033"
"FDP","2018","(1c) basic vocational qualification","East Germany","3","","",""
"FDP","2018","(2b) intermediate general qualification","West Germany","10","","",""
"FDP","2018","(2b) intermediate general qualification","East Germany","2","","",""
"FDP","2018","(2a) intermediate vocational","West Germany","72","0.054541326182224","0.0436174147817416","0.0654652375827064"
"FDP","2018","(2a) intermediate vocational","East Germany","21","","",""
"FDP","2018","(2c_gen) general maturity certificate","West Germany","36","0.0558725787074378","0.036660401555822","0.0750847558590536"
"FDP","2018","(2c_gen) general maturity certificate","East Germany","4","","",""
"FDP","2018","(2c_voc) vocational maturity certificate","West Germany","58","0.0475664719201964","0.0343011512463841","0.0608317925940087"
"FDP","2018","(2c_voc) vocational maturity certificate","East Germany","4","","",""
"FDP","2018","(3a) lower tertiary education","West Germany","53","0.0594767455998465","0.0433180410246249","0.0756354501750681"
"FDP","2018","(3a) lower tertiary education","East Germany","9","","",""
"FDP","2018","(3b) higher tertiary education","West Germany","169","0.0892974516824041","0.0771410957325609","0.101453807632247"
"FDP","2018","(3b) higher tertiary education","East Germany","26","","",""
"Grüne","2018","(0) in school","West Germany","20","","",""
"Grüne","2018","(0) in school","East Germany","2","","",""
"Grüne","2018","(1a) inadequately completed","West Germany","27","","",""
"Grüne","2018","(1a) inadequately completed","East Germany","3","","",""
"Grüne","2018","(1b) general elementary school","West Germany","32","0.0297026727648192","0.0153441047069282","0.0440612408227101"
"Grüne","2018","(1b) general elementary school","East Germany","","","",""
"Grüne","2018","(1c) basic vocational qualification","West Germany","96","0.0533176399161533","0.0427001594998168","0.0639351203324898"
"Grüne","2018","(1c) basic vocational qualification","East Germany","7","","",""
"Grüne","2018","(2b) intermediate general qualification","West Germany","34","0.159652037183805","0.111577792720474","0.207726281647136"
"Grüne","2018","(2b) intermediate general qualification","East Germany","2","","",""
"Grüne","2018","(2a) intermediate vocational","West Germany","212","0.118247455869222","0.102714170874578","0.133780740863866"
"Grüne","2018","(2a) intermediate vocational","East Germany","25","","",""
"Grüne","2018","(2c_gen) general maturity certificate","West Germany","133","0.271305005741337","0.234111791196833","0.30849822028584"
"Grüne","2018","(2c_gen) general maturity certificate","East Germany","15","","",""
"Grüne","2018","(2c_voc) vocational maturity certificate","West Germany","192","0.186544715702708","0.162266975305738","0.210822456099678"
"Grüne","2018","(2c_voc) vocational maturity certificate","East Germany","17","","",""
"Grüne","2018","(3a) lower tertiary education","West Germany","214","0.240154112516413","0.210969364622264","0.269338860410563"
"Grüne","2018","(3a) lower tertiary education","East Germany","26","","",""
"Grüne","2018","(3b) higher tertiary education","West Germany","606","0.286186488976105","0.266919557852515","0.305453420099695"
"Grüne","2018","(3b) higher tertiary education","East Germany","78","0.161351882512193","0.128024433621838","0.194679331402548"
"PDS/Linke","2018","(0) in school","West Germany","10","","",""
"PDS/Linke","2018","(0) in school","East Germany","5","","",""
"PDS/Linke","2018","(1a) inadequately completed","West Germany","10","","",""
"PDS/Linke","2018","(1a) inadequately completed","East Germany","2","","",""
"PDS/Linke","2018","(1b) general elementary school","West Germany","26","","",""
"PDS/Linke","2018","(1b) general elementary school","East Germany","6","","",""
"PDS/Linke","2018","(1c) basic vocational qualification","West Germany","50","0.0240188480884679","0.0167831461164677","0.031254550060468"
"PDS/Linke","2018","(1c) basic vocational qualification","East Germany","45","0.248372017436837","0.191147935198808","0.305596099674866"
"PDS/Linke","2018","(2b) intermediate general qualification","West Germany","22","","",""
"PDS/Linke","2018","(2b) intermediate general qualification","East Germany","10","","",""
"PDS/Linke","2018","(2a) intermediate vocational","West Germany","91","0.0465937301328967","0.0364546912445136","0.0567327690212798"
"PDS/Linke","2018","(2a) intermediate vocational","East Germany","128","0.203512120563536","0.170886792799193","0.236137448327879"
"PDS/Linke","2018","(2c_gen) general maturity certificate","West Germany","58","0.0911737280821937","0.0670947965422375","0.11525265962215"
"PDS/Linke","2018","(2c_gen) general maturity certificate","East Germany","31","0.411896577339198","0.302671657478332","0.521121497200064"
"PDS/Linke","2018","(2c_voc) vocational maturity certificate","West Germany","67","0.0783300119029605","0.0615843713617661","0.0950756524441548"
"PDS/Linke","2018","(2c_voc) vocational maturity certificate","East Germany","30","0.159254841547036","0.0963542217909822","0.22215546130309"
"PDS/Linke","2018","(3a) lower tertiary education","West Germany","39","0.0582961873825513","0.042288617221259","0.0743037575438437"
"PDS/Linke","2018","(3a) lower tertiary education","East Germany","53","0.210108668625694","0.157799744248254","0.262417593003135"
"PDS/Linke","2018","(3b) higher tertiary education","West Germany","132","0.0725975876726234","0.0615366790352056","0.0836584963100411"
"PDS/Linke","2018","(3b) higher tertiary education","East Germany","144","0.294777922442484","0.253469787106131","0.336086057778837"
"NPD Combination","2018","(0) in school","West Germany","","","",""
"NPD Combination","2018","(0) in school","East Germany","","","",""
"NPD Combination","2018","(1a) inadequately completed","West Germany","1","","",""
"NPD Combination","2018","(1a) inadequately completed","East Germany","","","",""
"NPD Combination","2018","(1b) general elementary school","West Germany","3","","",""
"NPD Combination","2018","(1b) general elementary school","East Germany","1","","",""
"NPD Combination","2018","(1c) basic vocational qualification","West Germany","4","","",""
"NPD Combination","2018","(1c) basic vocational qualification","East Germany","4","","",""
"NPD Combination","2018","(2b) intermediate general qualification","West Germany","2","","",""
"NPD Combination","2018","(2b) intermediate general qualification","East Germany","","","",""
"NPD Combination","2018","(2a) intermediate vocational","West Germany","2","","",""
"NPD Combination","2018","(2a) intermediate vocational","East Germany","7","","",""
"NPD Combination","2018","(2c_gen) general maturity certificate","West Germany","","","",""
"NPD Combination","2018","(2c_gen) general maturity certificate","East Germany","","","",""
"NPD Combination","2018","(2c_voc) vocational maturity certificate","West Germany","1","","",""
"NPD Combination","2018","(2c_voc) vocational maturity certificate","East Germany","1","","",""
"NPD Combination","2018","(3a) lower tertiary education","West Germany","","","",""
"NPD Combination","2018","(3a) lower tertiary education","East Germany","","","",""
"NPD Combination","2018","(3b) higher tertiary education","West Germany","1","","",""
"NPD Combination","2018","(3b) higher tertiary education","East Germany","","","",""
"AfD","2018","(0) in school","West Germany","2","","",""
"AfD","2018","(0) in school","East Germany","1","","",""
"AfD","2018","(1a) inadequately completed","West Germany","10","","",""
"AfD","2018","(1a) inadequately completed","East Germany","5","","",""
"AfD","2018","(1b) general elementary school","West Germany","37","0.0880707476607767","0.0641013366045209","0.112040158717032"
"AfD","2018","(1b) general elementary school","East Germany","10","","",""
"AfD","2018","(1c) basic vocational qualification","West Germany","152","0.0795590795883067","0.0667703706967574","0.092347788479856"
"AfD","2018","(1c) basic vocational qualification","East Germany","35","0.138050026644592","0.0923637977524537","0.183736255536731"
"AfD","2018","(2b) intermediate general qualification","West Germany","16","","",""
"AfD","2018","(2b) intermediate general qualification","East Germany","8","","",""
"AfD","2018","(2a) intermediate vocational","West Germany","105","0.0522711558691148","0.0415641720054574","0.0629781397327723"
"AfD","2018","(2a) intermediate vocational","East Germany","133","0.28997111958537","0.253201804713428","0.326740434457313"
"AfD","2018","(2c_gen) general maturity certificate","West Germany","22","","",""
"AfD","2018","(2c_gen) general maturity certificate","East Germany","1","","",""
"AfD","2018","(2c_voc) vocational maturity certificate","West Germany","41","0.0494155100099355","0.0359079486767155","0.0629230713431555"
"AfD","2018","(2c_voc) vocational maturity certificate","East Germany","14","","",""
"AfD","2018","(3a) lower tertiary education","West Germany","25","","",""
"AfD","2018","(3a) lower tertiary education","East Germany","18","","",""
"AfD","2018","(3b) higher tertiary education","West Germany","54","0.0293233063333695","0.0221314770573884","0.0365151356093506"
"AfD","2018","(3b) higher tertiary education","East Germany","15","","",""
"Other","2018","(0) in school","West Germany","1","","",""
"Other","2018","(0) in school","East Germany","1","","",""
"Other","2018","(1a) inadequately completed","West Germany","2","","",""
"Other","2018","(1a) inadequately completed","East Germany","","","",""
"Other","2018","(1b) general elementary school","West Germany","7","","",""
"Other","2018","(1b) general elementary school","East Germany","1","","",""
"Other","2018","(1c) basic vocational qualification","West Germany","17","","",""
"Other","2018","(1c) basic vocational qualification","East Germany","1","","",""
"Other","2018","(2b) intermediate general qualification","West Germany","9","","",""
"Other","2018","(2b) intermediate general qualification","East Germany","2","","",""
"Other","2018","(2a) intermediate vocational","West Germany","29","","",""
"Other","2018","(2a) intermediate vocational","East Germany","8","","",""
"Other","2018","(2c_gen) general maturity certificate","West Germany","16","","",""
"Other","2018","(2c_gen) general maturity certificate","East Germany","3","","",""
"Other","2018","(2c_voc) vocational maturity certificate","West Germany","14","","",""
"Other","2018","(2c_voc) vocational maturity certificate","East Germany","3","","",""
"Other","2018","(3a) lower tertiary education","West Germany","13","","",""
"Other","2018","(3a) lower tertiary education","East Germany","3","","",""
"Other","2018","(3b) higher tertiary education","West Germany","25","","",""
"Other","2018","(3b) higher tertiary education","East Germany","3","","",""
"CDU/CSU","2019","(0) in school","West Germany","18","","",""
"CDU/CSU","2019","(0) in school","East Germany","2","","",""
