"party","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"AfD","1999","Full Time","indirect migration background","","","","","7"
"AfD","1999","Part Time","indirect migration background","","","","","7"
"AfD","1999","Not Working","direct migration background","","","","","7"
"AfD","1999","Not Working","indirect migration background","","","","","7"
"AfD","1999","Not Working","no migration background","","","","","7"
"CDU/CSU","1999","Full Time","no migration background","886","0.397379868545872","0.377297718982642","0.417462018109102","2"
"CDU/CSU","1999","Full Time","direct migration background","119","0.430170749430964","0.373958266798023","0.486383232063904","2"
"CDU/CSU","1999","Full Time","indirect migration background","9","","","","2"
"CDU/CSU","1999","Not Working","no migration background","841","0.452862752344961","0.430970526967089","0.474754977722833","2"
"CDU/CSU","1999","Part Time","no migration background","371","0.384139923326134","0.354550591187378","0.413729255464889","2"
"CDU/CSU","1999","Part Time","direct migration background","55","0.375825809296182","0.296719149166208","0.454932469426156","2"
"CDU/CSU","1999","Part Time","indirect migration background","8","","","","2"
"CDU/CSU","1999","Not Working","indirect migration background","11","","","","2"
"CDU/CSU","1999","Not Working","direct migration background","112","0.461879979838571","0.401855376602701","0.521904583074441","2"
"FDP","1999","Full Time","no migration background","62","0.0316759963488444","0.0244887763395802","0.0388632163581087","3"
"FDP","1999","Full Time","indirect migration background","4","","","","3"
"FDP","1999","Full Time","direct migration background","3","","","","3"
"FDP","1999","Part Time","no migration background","26","","","","3"
"FDP","1999","Part Time","direct migration background","2","","","","3"
"FDP","1999","Not Working","no migration background","32","0.0193194557448919","0.013265772508286","0.0253731389814979","3"
"FDP","1999","Not Working","direct migration background","4","","","","3"
"FDP","1999","Part Time","indirect migration background","1","","","","3"
"FDP","1999","Not Working","indirect migration background","1","","","","3"
"NPD","1999","Full Time","no migration background","48","0.0159259645511347","0.0107884601451303","0.0210634689571391","6"
"NPD","1999","Full Time","direct migration background","1","","","","6"
"NPD","1999","Full Time","indirect migration background","1","","","","6"
"NPD","1999","Part Time","no migration background","15","","","","6"
"NPD","1999","Part Time","direct migration background","","","","","6"
"NPD","1999","Part Time","indirect migration background","","","","","6"
"NPD","1999","Not Working","no migration background","13","","","","6"
"NPD","1999","Not Working","direct migration background","1","","","","6"
"NPD","1999","Not Working","indirect migration background","","","","","6"
"Other","1999","Full Time","no migration background","27","","","","8"
"Other","1999","Full Time","direct migration background","1","","","","8"
"Other","1999","Full Time","indirect migration background","1","","","","8"
"Other","1999","Part Time","no migration background","17","","","","8"
"Other","1999","Part Time","direct migration background","1","","","","8"
"Other","1999","Part Time","indirect migration background","2","","","","8"
"Other","1999","Not Working","no migration background","20","","","","8"
"Other","1999","Not Working","direct migration background","2","","","","8"
"Other","1999","Not Working","indirect migration background","1","","","","8"
"PDS/Linke","1999","Full Time","no migration background","119","0.0368942691332671","0.0291585287219109","0.0446300095446232","5"
"PDS/Linke","1999","Full Time","direct migration background","7","","","","5"
"PDS/Linke","1999","Full Time","indirect migration background","","","","","5"
"PDS/Linke","1999","Part Time","no migration background","46","0.029076660302176","0.0188551717600443","0.0392981488443076","5"
"PDS/Linke","1999","Part Time","direct migration background","2","","","","5"
"PDS/Linke","1999","Not Working","direct migration background","7","","","","5"
"PDS/Linke","1999","Not Working","indirect migration background","2","","","","5"
"PDS/Linke","1999","Part Time","indirect migration background","","","","","5"
"PDS/Linke","1999","Not Working","no migration background","121","0.0420756794200354","0.0332461077213227","0.0509052511187482","5"
"SPD","1999","Full Time","direct migration background","151","0.481230858284182","0.424502036926476","0.537959679641889","1"
"SPD","1999","Full Time","no migration background","972","0.439546305502518","0.419177871809114","0.459914739195922","1"
"SPD","1999","Part Time","no migration background","468","0.423331609176296","0.393274110515816","0.453389107836775","1"
"SPD","1999","Full Time","indirect migration background","56","0.664306347380689","0.561466518005576","0.767146176755802","1"
"SPD","1999","Part Time","direct migration background","74","0.503626669867431","0.421963652113649","0.585289687621212","1"
"SPD","1999","Not Working","no migration background","861","0.429221862464333","0.407453134544356","0.45099059038431","1"
"SPD","1999","Not Working","direct migration background","125","0.433185630947728","0.373525719983679","0.492845541911778","1"
"SPD","1999","Part Time","indirect migration background","23","","","","1"
"SPD","1999","Not Working","indirect migration background","27","","","","1"
"AfD","2000","Full Time","no migration background","","","","","7"
"AfD","2000","Full Time","direct migration background","","","","","7"
"AfD","2000","Full Time","indirect migration background","","","","","7"
"AfD","2000","Part Time","no migration background","","","","","7"
"AfD","2000","Part Time","direct migration background","","","","","7"
"AfD","2000","Part Time","indirect migration background","","","","","7"
"AfD","2000","Not Working","indirect migration background","","","","","7"
"AfD","2000","Not Working","direct migration background","","","","","7"
"AfD","2000","Not Working","no migration background","","","","","7"
"CDU/CSU","2000","Full Time","direct migration background","177","0.415246193953861","0.368063749380073","0.462428638527648","2"
"CDU/CSU","2000","Full Time","indirect migration background","26","","","","2"
"CDU/CSU","2000","Full Time","no migration background","1517","0.385818652769304","0.370548861236907","0.4010884443017","2"
"CDU/CSU","2000","Part Time","direct migration background","84","0.417153480276136","0.349818688691265","0.484488271861007","2"
"CDU/CSU","2000","Not Working","direct migration background","189","0.481460783286105","0.432738383484093","0.530183183088117","2"
"CDU/CSU","2000","Part Time","no migration background","602","0.330461483028081","0.308749552813607","0.352173413242556","2"
"CDU/CSU","2000","Part Time","indirect migration background","12","","","","2"
"CDU/CSU","2000","Not Working","no migration background","1558","0.442520922696713","0.426338818607827","0.4587030267856","2"
"CDU/CSU","2000","Not Working","indirect migration background","17","","","","2"
"FDP","2000","Full Time","no migration background","124","0.033011057927415","0.0274065993744194","0.0386155164804106","3"
"FDP","2000","Full Time","direct migration background","10","","","","3"
"FDP","2000","Full Time","indirect migration background","4","","","","3"
"FDP","2000","Part Time","no migration background","43","0.0286395784812561","0.0209407660213665","0.0363383909411458","3"
"FDP","2000","Part Time","direct migration background","3","","","","3"
"FDP","2000","Not Working","no migration background","86","0.0296269051565285","0.0241027442983646","0.0351510660146923","3"
"FDP","2000","Not Working","direct migration background","6","","","","3"
"FDP","2000","Not Working","indirect migration background","1","","","","3"
"FDP","2000","Part Time","indirect migration background","3","","","","3"
"NPD","2000","Full Time","no migration background","63","0.0139904868132487","0.0103062278199043","0.0176747458065931","6"
"NPD","2000","Part Time","no migration background","25","","","","6"
"NPD","2000","Part Time","direct migration background","1","","","","6"
"NPD","2000","Full Time","direct migration background","1","","","","6"
"NPD","2000","Full Time","indirect migration background","1","","","","6"
"NPD","2000","Part Time","indirect migration background","","","","","6"
"NPD","2000","Not Working","direct migration background","2","","","","6"
"NPD","2000","Not Working","indirect migration background","","","","","6"
"NPD","2000","Not Working","no migration background","29","","","","6"
