"party","year","education","sex","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","2003","college entrance qualification","Female","495","0.334347368191656","0.310417463529041","0.358277272854271"
"CDU/CSU","2003","Other degree","Male","97","0.466377051645405","0.399065020025324","0.533689083265486"
"CDU/CSU","2003","Other degree","Female","93","0.555341952904407","0.480642581016655","0.630041324792158"
"CDU/CSU","2003","no degree/no degree yet","Male","61","0.422469846413473","0.343944205889017","0.50099548693793"
"CDU/CSU","2003","no degree/no degree yet","Female","39","0.339951694864069","0.25261327411506","0.427290115613078"
"SPD","2003","lower secondary degree","Male","832","0.475949943019733","0.453124235280416","0.49877565075905"
"SPD","2003","lower secondary degree","Female","790","0.466199980671957","0.44278063183094","0.489619329512975"
"SPD","2003","secondary school degree","Male","458","0.345953812396762","0.320691517127233","0.371216107666292"
"SPD","2003","secondary school degree","Female","539","0.34642980912904","0.322915215655406","0.369944402602674"
"SPD","2003","college entrance qualification","Male","565","0.292928787240329","0.272692804723806","0.313164769756851"
"SPD","2003","college entrance qualification","Female","475","0.302824028558319","0.279517126091905","0.326130931024733"
"SPD","2003","Other degree","Male","94","0.39716912618147","0.331146568099683","0.463191684263257"
"SPD","2003","Other degree","Female","56","0.307240081461995","0.23788888749965","0.376591275424341"
"SPD","2003","no degree/no degree yet","Male","52","0.310594223833159","0.237031052531108","0.384157395135209"
"SPD","2003","no degree/no degree yet","Female","","","",""
"FDP","2003","lower secondary degree","Male","43","0.021791454072667","0.0151185319274387","0.0284643762178953"
"FDP","2003","lower secondary degree","Female","32","0.0212742955647559","0.0145001037620548","0.0280484873674569"
"FDP","2003","secondary school degree","Male","63","0.0434614018224508","0.0326330426687374","0.0542897609761642"
"FDP","2003","secondary school degree","Female","55","0.0299369301867992","0.0215154710112676","0.0383583893623307"
"FDP","2003","college entrance qualification","Male","175","0.0905978891326043","0.0778350084477634","0.103360769817445"
"FDP","2003","college entrance qualification","Female","68","0.0426425051195339","0.0323936202838447","0.0528913899552232"
"FDP","2003","Other degree","Male","","","",""
"FDP","2003","Other degree","Female","","","",""
"FDP","2003","no degree/no degree yet","Male","","","",""
"FDP","2003","no degree/no degree yet","Female","","","",""
"Grüne","2003","lower secondary degree","Male","43","0.0268785059310114","0.0194868231392892","0.0342701887227335"
"Grüne","2003","lower secondary degree","Female","53","0.027004826780199","0.0193949883101381","0.0346146652502599"
"Grüne","2003","secondary school degree","Male","86","0.0701678264030355","0.0566024817069974","0.0837331710990736"
"Grüne","2003","secondary school degree","Female","143","0.0928665011019231","0.0785232079821368","0.107209794221709"
"Grüne","2003","college entrance qualification","Male","294","0.180559284541612","0.163455966455693","0.197662602627532"
"Grüne","2003","college entrance qualification","Female","379","0.271048513483198","0.248501396660829","0.293595630305568"
"Grüne","2003","Other degree","Male","","","",""
"Grüne","2003","Other degree","Female","","","",""
"Grüne","2003","no degree/no degree yet","Male","","","",""
"Grüne","2003","no degree/no degree yet","Female","33","0.270089616386516","0.188224744927314","0.351954487845717"
"PDS/Linke","2003","lower secondary degree","Male","53","0.0220859348476592","0.0153690876898513","0.0288027820054671"
"PDS/Linke","2003","lower secondary degree","Female","55","0.0260916125571754","0.0186080410817195","0.0335751840326313"
"PDS/Linke","2003","secondary school degree","Male","62","0.0440476275678066","0.0331498252445871","0.054945429891026"
"PDS/Linke","2003","secondary school degree","Female","62","0.0358472216033967","0.0266599954196681","0.0450344477871253"
"PDS/Linke","2003","college entrance qualification","Male","87","0.0393651377034948","0.0307185102001208","0.0480117652068688"
"PDS/Linke","2003","college entrance qualification","Female","70","0.0432419224199689","0.0329244871572981","0.0535593576826397"
"PDS/Linke","2003","Other degree","Male","","","",""
"PDS/Linke","2003","Other degree","Female","","","",""
"PDS/Linke","2003","no degree/no degree yet","Male","","","",""
"PDS/Linke","2003","no degree/no degree yet","Female","","","",""
"NPD Combination","2003","lower secondary degree","Male","","","",""
"NPD Combination","2003","lower secondary degree","Female","","","",""
"NPD Combination","2003","secondary school degree","Male","","","",""
"NPD Combination","2003","secondary school degree","Female","","","",""
"NPD Combination","2003","college entrance qualification","Male","","","",""
"NPD Combination","2003","college entrance qualification","Female","","","",""
"NPD Combination","2003","Other degree","Male","","","",""
"NPD Combination","2003","Other degree","Female","","","",""
"NPD Combination","2003","no degree/no degree yet","Male","","","",""
"NPD Combination","2003","no degree/no degree yet","Female","","","",""
"AfD","2003","lower secondary degree","Male","","","",""
"AfD","2003","lower secondary degree","Female","","","",""
"AfD","2003","secondary school degree","Male","","","",""
"AfD","2003","secondary school degree","Female","","","",""
"AfD","2003","college entrance qualification","Male","","","",""
"AfD","2003","college entrance qualification","Female","","","",""
"AfD","2003","Other degree","Male","","","",""
"AfD","2003","Other degree","Female","","","",""
"AfD","2003","no degree/no degree yet","Male","","","",""
"AfD","2003","no degree/no degree yet","Female","","","",""
"Other","2003","lower secondary degree","Male","","","",""
"Other","2003","lower secondary degree","Female","","","",""
"Other","2003","secondary school degree","Male","","","",""
"Other","2003","secondary school degree","Female","","","",""
"Other","2003","college entrance qualification","Male","","","",""
"Other","2003","college entrance qualification","Female","","","",""
"Other","2003","Other degree","Male","","","",""
"Other","2003","Other degree","Female","","","",""
"Other","2003","no degree/no degree yet","Male","","","",""
"Other","2003","no degree/no degree yet","Female","","","",""
"CDU/CSU","2004","lower secondary degree","Male","687","0.433883913562613","0.408659734673486","0.459108092451741"
"CDU/CSU","2004","lower secondary degree","Female","677","0.473713698239227","0.447771029765079","0.499656366713376"
"CDU/CSU","2004","secondary school degree","Male","561","0.49180642610719","0.462773025067771","0.52083982714661"
"CDU/CSU","2004","secondary school degree","Female","625","0.496334320697714","0.469207358149507","0.523461283245921"
"CDU/CSU","2004","college entrance qualification","Male","765","0.414679304798037","0.391830657986498","0.437527951609575"
"CDU/CSU","2004","college entrance qualification","Female","435","0.343386081324684","0.317504237357275","0.369267925292093"
"CDU/CSU","2004","Other degree","Male","81","0.433662885752409","0.362442346376313","0.504883425128505"
"CDU/CSU","2004","Other degree","Female","83","0.605203579077719","0.524234085971935","0.686173072183503"
"CDU/CSU","2004","no degree/no degree yet","Male","51","0.479269390608514","0.392724884045554","0.565813897171475"
"CDU/CSU","2004","no degree/no degree yet","Female","","","",""
"SPD","2004","lower secondary degree","Male","639","0.464197290033239","0.43881497273657","0.489579607329907"
"SPD","2004","lower secondary degree","Female","599","0.430313099161083","0.404588060205792","0.456038138116374"
"SPD","2004","secondary school degree","Male","357","0.316752939709673","0.289736044272021","0.343769835147325"
"SPD","2004","secondary school degree","Female","411","0.311633905896886","0.286504922346261","0.336762889447511"
"SPD","2004","college entrance qualification","Male","493","0.274990705873225","0.254282705762534","0.295698705983916"
"SPD","2004","college entrance qualification","Female","389","0.292400685474046","0.267607534582058","0.317193836366033"
"SPD","2004","Other degree","Male","75","0.362650765154747","0.293559260241668","0.431742270067826"
"SPD","2004","Other degree","Female","39","0.289184760003261","0.214082995732713","0.364286524273808"
"SPD","2004","no degree/no degree yet","Male","39","0.297436197293027","0.218243907328201","0.376628487257852"
"SPD","2004","no degree/no degree yet","Female","32","0.544000272464448","0.439342782450692","0.648657762478205"
"FDP","2004","lower secondary degree","Male","37","0.027409267078208","0.0190994533184884","0.0357190808379275"
"FDP","2004","lower secondary degree","Female","31","0.0265497462979432","0.0181969342337507","0.0349025583621357"
"FDP","2004","secondary school degree","Male","48","0.0320355247431405","0.021808910849409","0.0422621386368721"
"FDP","2004","secondary school degree","Female","49","0.0304340782151263","0.0211141711302366","0.0397539853000159"
"FDP","2004","college entrance qualification","Male","150","0.0893927498833667","0.0761607933911124","0.102624706375621"
"FDP","2004","college entrance qualification","Female","61","0.0427779760944838","0.0317482358052547","0.053807716383713"
"FDP","2004","Other degree","Male","","","",""
"FDP","2004","Other degree","Female","","","",""
"FDP","2004","no degree/no degree yet","Male","","","",""
"FDP","2004","no degree/no degree yet","Female","","","",""
"Grüne","2004","lower secondary degree","Male","","","",""
"Grüne","2004","lower secondary degree","Female","40","0.0244424625226979","0.016419318941682","0.0324656061037138"
"Grüne","2004","secondary school degree","Male","60","0.0565398092742957","0.0431268320086981","0.0699527865398934"
"Grüne","2004","secondary school degree","Female","128","0.0984954250083833","0.0823282242238081","0.114662625792958"
"Grüne","2004","college entrance qualification","Male","270","0.170012740960856","0.152591310523451","0.187434171398261"
"Grüne","2004","college entrance qualification","Female","329","0.261859674566195","0.237896044509106","0.285823304623285"
"Grüne","2004","Other degree","Male","","","",""
"Grüne","2004","Other degree","Female","","","",""
"Grüne","2004","no degree/no degree yet","Male","","","",""
"Grüne","2004","no degree/no degree yet","Female","","","",""
"PDS/Linke","2004","lower secondary degree","Male","56","0.0295906137860276","0.0209661521114192","0.0382150754606359"
"PDS/Linke","2004","lower secondary degree","Female","58","0.0329436806511503","0.0236698836694488","0.0422174776328519"
"PDS/Linke","2004","secondary school degree","Male","68","0.0602910865706278","0.046467859009343","0.0741143141319126"
"PDS/Linke","2004","secondary school degree","Female","72","0.0464298428278089","0.0350137427469243","0.0578459429086936"
"PDS/Linke","2004","college entrance qualification","Male","91","0.041980935789995","0.0326801316903505","0.0512817398896394"
"PDS/Linke","2004","college entrance qualification","Female","71","0.0504733042013396","0.0385407535511308","0.0624058548515483"
"PDS/Linke","2004","Other degree","Male","","","",""
"PDS/Linke","2004","Other degree","Female","","","",""
"PDS/Linke","2004","no degree/no degree yet","Male","","","",""
"PDS/Linke","2004","no degree/no degree yet","Female","","","",""
"NPD Combination","2004","lower secondary degree","Male","","","",""
"NPD Combination","2004","lower secondary degree","Female","","","",""
"NPD Combination","2004","secondary school degree","Male","","","",""
"NPD Combination","2004","secondary school degree","Female","","","",""
"NPD Combination","2004","college entrance qualification","Male","","","",""
"NPD Combination","2004","college entrance qualification","Female","","","",""
"NPD Combination","2004","Other degree","Male","","","",""
"NPD Combination","2004","Other degree","Female","","","",""
"NPD Combination","2004","no degree/no degree yet","Male","","","",""
"NPD Combination","2004","no degree/no degree yet","Female","","","",""
"AfD","2004","lower secondary degree","Male","","","",""
"AfD","2004","lower secondary degree","Female","","","",""
"AfD","2004","secondary school degree","Male","","","",""
"AfD","2004","secondary school degree","Female","","","",""
"AfD","2004","college entrance qualification","Male","","","",""
"AfD","2004","college entrance qualification","Female","","","",""
"AfD","2004","Other degree","Male","","","",""
"AfD","2004","Other degree","Female","","","",""
"AfD","2004","no degree/no degree yet","Male","","","",""
"AfD","2004","no degree/no degree yet","Female","","","",""
"Other","2004","lower secondary degree","Male","","","",""
"Other","2004","lower secondary degree","Female","","","",""
"Other","2004","secondary school degree","Male","","","",""
"Other","2004","secondary school degree","Female","","","",""
"Other","2004","college entrance qualification","Male","","","",""
"Other","2004","college entrance qualification","Female","","","",""
"Other","2004","Other degree","Male","","","",""
"Other","2004","Other degree","Female","","","",""
"Other","2004","no degree/no degree yet","Male","","","",""
"Other","2004","no degree/no degree yet","Female","","","",""
"CDU/CSU","2005","lower secondary degree","Male","658","0.417978521168352","0.393288384029944","0.442668658306759"
"CDU/CSU","2005","lower secondary degree","Female","632","0.439993790330889","0.414221064494641","0.465766516167137"
"CDU/CSU","2005","secondary school degree","Male","518","0.453183681433204","0.424362376052186","0.482004986814223"
"CDU/CSU","2005","secondary school degree","Female","563","0.450743968258712","0.423453874877444","0.478034061639981"
"CDU/CSU","2005","college entrance qualification","Male","714","0.392831655955535","0.369910704048969","0.415752607862101"
"CDU/CSU","2005","college entrance qualification","Female","415","0.292068912913839","0.267575897407499","0.316561928420178"
"CDU/CSU","2005","Other degree","Male","79","0.418595596754254","0.348076676746328","0.48911451676218"
"CDU/CSU","2005","Other degree","Female","78","0.533873772734847","0.452677675896654","0.61506986957304"
"CDU/CSU","2005","no degree/no degree yet","Male","44","0.309867262149251","0.230373952831991","0.38936057146651"
"CDU/CSU","2005","no degree/no degree yet","Female","32","0.328018226528295","0.23310824275826","0.422928210298331"
"SPD","2005","lower secondary degree","Male","681","0.466887427280173","0.441913170912326","0.49186168364802"
"SPD","2005","lower secondary degree","Female","634","0.451723896339412","0.425884828004639","0.477562964674186"
"SPD","2005","secondary school degree","Male","377","0.325077142627676","0.29795799299827","0.352196292257082"
"SPD","2005","secondary school degree","Female","421","0.321470124473675","0.29585435308141","0.347085895865939"
"SPD","2005","college entrance qualification","Male","526","0.291024856539017","0.269706417733445","0.312343295344589"
"SPD","2005","college entrance qualification","Female","413","0.328122843069009","0.302831769242116","0.353413916895902"
"SPD","2005","Other degree","Male","86","0.407112129390741","0.336883778548649","0.477340480232833"
"SPD","2005","Other degree","Female","49","0.331513094184904","0.254889788255575","0.408136400114233"
"SPD","2005","no degree/no degree yet","Male","50","0.474385777258362","0.388548526577579","0.560223027939145"
"SPD","2005","no degree/no degree yet","Female","","","",""
"FDP","2005","lower secondary degree","Male","42","0.0243688284848781","0.0166502526929182","0.032087404276838"
"FDP","2005","lower secondary degree","Female","30","0.0225184028165935","0.0148153345701197","0.0302214710630672"
"FDP","2005","secondary school degree","Male","50","0.0294919264684571","0.019696870323462","0.0392869826134522"
"FDP","2005","secondary school degree","Female","53","0.0344509495713458","0.0244477159576124","0.0444541831850792"
"FDP","2005","college entrance qualification","Male","144","0.0801632576488367","0.067418901307812","0.0929076139898614"
"FDP","2005","college entrance qualification","Female","56","0.0368098607049502","0.0266674264927254","0.0469522949171751"
"FDP","2005","Other degree","Male","","","",""
"FDP","2005","Other degree","Female","","","",""
"FDP","2005","no degree/no degree yet","Male","","","",""
"FDP","2005","no degree/no degree yet","Female","","","",""
"Grüne","2005","lower secondary degree","Male","30","0.0211520707336798","0.0139491095920838","0.0283550318752758"
"Grüne","2005","lower secondary degree","Female","48","0.0346504878873495","0.025154555219342","0.0441464205553571"
"Grüne","2005","secondary school degree","Male","61","0.060791575934625","0.0469572350457862","0.0746259168234637"
"Grüne","2005","secondary school degree","Female","136","0.112870978525119","0.0955154764860805","0.130226480564157"
"Grüne","2005","college entrance qualification","Male","251","0.177919612824555","0.159970462008457","0.195868763640654"
"Grüne","2005","college entrance qualification","Female","359","0.291116033799665","0.266646553924865","0.315585513674464"
"Grüne","2005","Other degree","Male","","","",""
"Grüne","2005","Other degree","Female","","","",""
"Grüne","2005","no degree/no degree yet","Male","","","",""
"Grüne","2005","no degree/no degree yet","Female","","","",""
"PDS/Linke","2005","lower secondary degree","Male","62","0.0269642208512375","0.0188558172789414","0.0350726244235337"
"PDS/Linke","2005","lower secondary degree","Female","58","0.0292955089906088","0.0205399333905031","0.0380510845907145"
"PDS/Linke","2005","secondary school degree","Male","76","0.0609287048177506","0.0470797806209789","0.0747776290145224"
"PDS/Linke","2005","secondary school degree","Female","75","0.0496863215853224","0.037768289355987","0.0616043538146578"
"PDS/Linke","2005","college entrance qualification","Male","93","0.0497599488794673","0.0395545148626154","0.0599653828963192"
"PDS/Linke","2005","college entrance qualification","Female","71","0.045647710007471","0.0344050790230811","0.0568903409918608"
"PDS/Linke","2005","Other degree","Male","","","",""
"PDS/Linke","2005","Other degree","Female","","","",""
"PDS/Linke","2005","no degree/no degree yet","Male","","","",""
"PDS/Linke","2005","no degree/no degree yet","Female","","","",""
"NPD Combination","2005","lower secondary degree","Male","33","0.0240840937798189","0.0164096242407573","0.0317585633188804"
"NPD Combination","2005","lower secondary degree","Female","","","",""
"NPD Combination","2005","secondary school degree","Male","51","0.0612950224915994","0.0474072386917858","0.0751828062914131"
"NPD Combination","2005","secondary school degree","Female","","","",""
"NPD Combination","2005","college entrance qualification","Male","","","",""
"NPD Combination","2005","college entrance qualification","Female","","","",""
"NPD Combination","2005","Other degree","Male","","","",""
"NPD Combination","2005","Other degree","Female","","","",""
"NPD Combination","2005","no degree/no degree yet","Male","","","",""
"NPD Combination","2005","no degree/no degree yet","Female","","","",""
"AfD","2005","lower secondary degree","Male","","","",""
"AfD","2005","lower secondary degree","Female","","","",""
"AfD","2005","secondary school degree","Male","","","",""
"AfD","2005","secondary school degree","Female","","","",""
"AfD","2005","college entrance qualification","Male","","","",""
"AfD","2005","college entrance qualification","Female","","","",""
"AfD","2005","Other degree","Male","","","",""
"AfD","2005","Other degree","Female","","","",""
"AfD","2005","no degree/no degree yet","Male","","","",""
"AfD","2005","no degree/no degree yet","Female","","","",""
"Other","2005","lower secondary degree","Male","","","",""
"Other","2005","lower secondary degree","Female","","","",""
"Other","2005","secondary school degree","Male","","","",""
"Other","2005","secondary school degree","Female","","","",""
"Other","2005","college entrance qualification","Male","","","",""
"Other","2005","college entrance qualification","Female","","","",""
"Other","2005","Other degree","Male","","","",""
"Other","2005","Other degree","Female","","","",""
"Other","2005","no degree/no degree yet","Male","","","",""
"Other","2005","no degree/no degree yet","Female","","","",""
"CDU/CSU","2006","lower secondary degree","Male","736","0.400024603262777","0.376992517059096","0.423056689466459"
"CDU/CSU","2006","lower secondary degree","Female","754","0.459657399974294","0.435433751664666","0.483881048283921"
"CDU/CSU","2006","secondary school degree","Male","545","0.416143575091859","0.389328107547666","0.442959042636051"
"CDU/CSU","2006","secondary school degree","Female","717","0.450653952226236","0.426220502014642","0.47508740243783"
"CDU/CSU","2006","college entrance qualification","Male","775","0.377012699864772","0.355446937630883","0.398578462098661"
"CDU/CSU","2006","college entrance qualification","Female","508","0.307743778477763","0.284824948701139","0.330662608254386"
"CDU/CSU","2006","Other degree","Male","82","0.330333406617977","0.265949588802234","0.39471722443372"
"CDU/CSU","2006","Other degree","Female","95","0.51951436156168","0.446928609392865","0.592100113730494"
"CDU/CSU","2006","no degree/no degree yet","Male","48","0.350261268606229","0.265954785753987","0.434567751458471"
"CDU/CSU","2006","no degree/no degree yet","Female","","","",""
"SPD","2006","lower secondary degree","Male","750","0.44915957313186","0.425774623530809","0.472544522732911"
"SPD","2006","lower secondary degree","Female","694","0.433178147490431","0.409093273260473","0.45726302172039"
"SPD","2006","secondary school degree","Male","428","0.330227648011204","0.304642904442176","0.355812391580232"
"SPD","2006","secondary school degree","Female","541","0.348618037611027","0.325217114255481","0.372018960966573"
"SPD","2006","college entrance qualification","Male","575","0.290490345055026","0.270288444352259","0.310692245757793"
"SPD","2006","college entrance qualification","Female","523","0.349428675679251","0.325753615379371","0.373103735979131"
"SPD","2006","Other degree","Male","100","0.543576634142031","0.475392161605243","0.61176110667882"
"SPD","2006","Other degree","Female","58","0.299874028809064","0.233305352953915","0.366442704664212"
"SPD","2006","no degree/no degree yet","Male","45","0.417408137739591","0.330259982531077","0.504556292948105"
"SPD","2006","no degree/no degree yet","Female","38","0.569829712142089","0.465794294483209","0.67386512980097"
"FDP","2006","lower secondary degree","Male","46","0.0300733299155067","0.0220439239754703","0.0381027358555431"
"FDP","2006","lower secondary degree","Female","","","",""
"FDP","2006","secondary school degree","Male","74","0.0486593320911371","0.0369545900262399","0.0603640741560342"
"FDP","2006","secondary school degree","Female","59","0.0340868495780075","0.0251763372667288","0.0429973618892862"
"FDP","2006","college entrance qualification","Male","194","0.114881415373981","0.100691727430532","0.12907110331743"
"FDP","2006","college entrance qualification","Female","80","0.0385904455772798","0.0290260291257193","0.0481548620288403"
"FDP","2006","Other degree","Male","","","",""
"FDP","2006","Other degree","Female","","","",""
"FDP","2006","no degree/no degree yet","Male","","","",""
"FDP","2006","no degree/no degree yet","Female","","","",""
"Grüne","2006","lower secondary degree","Male","35","0.0213198522067901","0.0145288215769748","0.0281108828366053"
"Grüne","2006","lower secondary degree","Female","43","0.0264229220243148","0.0186270731403908","0.0342187709082387"
"Grüne","2006","secondary school degree","Male","69","0.055851581436256","0.0433591027504619","0.0683440601220501"
"Grüne","2006","secondary school degree","Female","143","0.0932412503762407","0.0789625025069021","0.107519998245579"
"Grüne","2006","college entrance qualification","Male","267","0.154629656168656","0.138541097988584","0.170718214348728"
"Grüne","2006","college entrance qualification","Female","348","0.238766773112076","0.217597293730424","0.259936252493728"
"Grüne","2006","Other degree","Male","","","",""
"Grüne","2006","Other degree","Female","","","",""
"Grüne","2006","no degree/no degree yet","Male","","","",""
"Grüne","2006","no degree/no degree yet","Female","","","",""
"PDS/Linke","2006","lower secondary degree","Male","106","0.0563141884759613","0.0454762711777708","0.0671521057741517"
"PDS/Linke","2006","lower secondary degree","Female","84","0.0488450184424418","0.0383683402819847","0.0593216966028989"
"PDS/Linke","2006","secondary school degree","Male","120","0.0849130356807132","0.0697485001549421","0.100077571206484"
"PDS/Linke","2006","secondary school degree","Female","104","0.0536207533387761","0.0425586104797389","0.0646828961978133"
"PDS/Linke","2006","college entrance qualification","Male","108","0.0519552308247551","0.0420793398120354","0.0618311218374748"
"PDS/Linke","2006","college entrance qualification","Female","87","0.0562828594132915","0.044838977636183","0.0677267411903999"
"PDS/Linke","2006","Other degree","Male","","","",""
"PDS/Linke","2006","Other degree","Female","","","",""
"PDS/Linke","2006","no degree/no degree yet","Male","","","",""
"PDS/Linke","2006","no degree/no degree yet","Female","","","",""
"NPD Combination","2006","lower secondary degree","Male","42","0.0291733761603331","0.0212613559160688","0.0370853964045973"
"NPD Combination","2006","lower secondary degree","Female","","","",""
"NPD Combination","2006","secondary school degree","Male","47","0.0556135800267214","0.0431461758787652","0.0680809841746776"
"NPD Combination","2006","secondary school degree","Female","","","",""
"NPD Combination","2006","college entrance qualification","Male","","","",""
"NPD Combination","2006","college entrance qualification","Female","","","",""
"NPD Combination","2006","Other degree","Male","","","",""
"NPD Combination","2006","Other degree","Female","","","",""
"NPD Combination","2006","no degree/no degree yet","Male","","","",""
"NPD Combination","2006","no degree/no degree yet","Female","","","",""
"AfD","2006","lower secondary degree","Male","","","",""
"AfD","2006","lower secondary degree","Female","","","",""
"AfD","2006","secondary school degree","Male","","","",""
"AfD","2006","secondary school degree","Female","","","",""
"AfD","2006","college entrance qualification","Male","","","",""
"AfD","2006","college entrance qualification","Female","","","",""
"AfD","2006","Other degree","Male","","","",""
"AfD","2006","Other degree","Female","","","",""
"AfD","2006","no degree/no degree yet","Male","","","",""
"AfD","2006","no degree/no degree yet","Female","","","",""
"Other","2006","lower secondary degree","Male","","","",""
"Other","2006","lower secondary degree","Female","","","",""
"Other","2006","secondary school degree","Male","","","",""
"Other","2006","secondary school degree","Female","","","",""
"Other","2006","college entrance qualification","Male","","","",""
"Other","2006","college entrance qualification","Female","","","",""
"Other","2006","Other degree","Male","","","",""
"Other","2006","Other degree","Female","","","",""
"Other","2006","no degree/no degree yet","Male","","","",""
"Other","2006","no degree/no degree yet","Female","","","",""
"CDU/CSU","2007","lower secondary degree","Male","610","0.416184608548269","0.390573615477384","0.441795601619154"
"CDU/CSU","2007","lower secondary degree","Female","600","0.442627526318569","0.415842711390285","0.469412341246854"
"CDU/CSU","2007","secondary school degree","Male","472","0.423810701896329","0.394487980832994","0.453133422959665"
"CDU/CSU","2007","secondary school degree","Female","531","0.415644338339061","0.388453789352455","0.442834887325667"
"CDU/CSU","2007","college entrance qualification","Male","692","0.369607157489577","0.347068867516091","0.392145447463062"
"CDU/CSU","2007","college entrance qualification","Female","425","0.292059526641833","0.26810353761929","0.316015515664377"
"CDU/CSU","2007","Other degree","Male","65","0.323374491669384","0.252430288012459","0.394318695326309"
"CDU/CSU","2007","Other degree","Female","75","0.446188876462609","0.367163512662204","0.525214240263014"
"CDU/CSU","2007","no degree/no degree yet","Male","","","",""
"CDU/CSU","2007","no degree/no degree yet","Female","","","",""
"SPD","2007","lower secondary degree","Male","621","0.451761707993481","0.425904297369509","0.477619118617453"
"SPD","2007","lower secondary degree","Female","576","0.447417518291614","0.420604127937628","0.4742309086456"
"SPD","2007","secondary school degree","Male","349","0.321837484830702","0.294115717195356","0.349559252466049"
"SPD","2007","secondary school degree","Female","431","0.347341817414002","0.321073041040786","0.373610593787218"
"SPD","2007","college entrance qualification","Male","496","0.27252498662181","0.251734850010786","0.293315123232834"
"SPD","2007","college entrance qualification","Female","445","0.335988870966986","0.311104299208026","0.360873442725946"
"SPD","2007","Other degree","Male","78","0.469510417941963","0.393818257402364","0.545202578481562"
"SPD","2007","Other degree","Female","49","0.303026478455637","0.22996730978991","0.376085647121365"
"SPD","2007","no degree/no degree yet","Male","32","0.493371665620604","0.38831580027506","0.598427530966148"
"SPD","2007","no degree/no degree yet","Female","","","",""
"FDP","2007","lower secondary degree","Male","43","0.0237905206312524","0.0158724545052347","0.03170858675727"
"FDP","2007","lower secondary degree","Female","","","",""
"FDP","2007","secondary school degree","Male","55","0.0456763776357651","0.0332875736913148","0.0580651815802155"
"FDP","2007","secondary school degree","Female","57","0.035020510720463","0.0248781584079241","0.045162863033002"
"FDP","2007","college entrance qualification","Male","191","0.107515343472728","0.0930515989684708","0.121979087976984"
"FDP","2007","college entrance qualification","Female","72","0.037888498731506","0.0278296923688381","0.0479473050941739"
"FDP","2007","Other degree","Male","","","",""
"FDP","2007","Other degree","Female","","","",""
"FDP","2007","no degree/no degree yet","Male","","","",""
"FDP","2007","no degree/no degree yet","Female","","","",""
"Grüne","2007","lower secondary degree","Male","","","",""
"Grüne","2007","lower secondary degree","Female","36","0.0280366563630639","0.0191347148881293","0.0369385978379985"
"Grüne","2007","secondary school degree","Male","62","0.0691125007371844","0.0540615955942349","0.0841634058801339"
"Grüne","2007","secondary school degree","Female","126","0.108365586464099","0.0912158473634894","0.125515325564709"
"Grüne","2007","college entrance qualification","Male","250","0.179023502213784","0.161122987217016","0.196924017210552"
"Grüne","2007","college entrance qualification","Female","340","0.265065097424496","0.241812003000745","0.288318191848247"
"Grüne","2007","Other degree","Male","","","",""
"Grüne","2007","Other degree","Female","","","",""
"Grüne","2007","no degree/no degree yet","Male","","","",""
"Grüne","2007","no degree/no degree yet","Female","","","",""
"PDS/Linke","2007","lower secondary degree","Male","84","0.0582366155570413","0.0460687443141589","0.0704044867999238"
"PDS/Linke","2007","lower secondary degree","Female","68","0.0456672014157079","0.0344095238397132","0.0569248789917026"
"PDS/Linke","2007","secondary school degree","Male","100","0.0869222951326078","0.0702054169580059","0.10363917330721"
"PDS/Linke","2007","secondary school degree","Female","94","0.0695334303733011","0.0554999423487154","0.0835669183978868"
"PDS/Linke","2007","college entrance qualification","Male","106","0.0548425023370996","0.0442119492134776","0.0654730554607217"
"PDS/Linke","2007","college entrance qualification","Female","88","0.0573547966628733","0.0451047131582605","0.0696048801674861"
"PDS/Linke","2007","Other degree","Male","","","",""
"PDS/Linke","2007","Other degree","Female","","","",""
"PDS/Linke","2007","no degree/no degree yet","Male","","","",""
"PDS/Linke","2007","no degree/no degree yet","Female","","","",""
"NPD Combination","2007","lower secondary degree","Male","","","",""
"NPD Combination","2007","lower secondary degree","Female","","","",""
"NPD Combination","2007","secondary school degree","Male","41","0.0427583512349058","0.0307534944329814","0.0547632080368302"
"NPD Combination","2007","secondary school degree","Female","","","",""
"NPD Combination","2007","college entrance qualification","Male","","","",""
"NPD Combination","2007","college entrance qualification","Female","","","",""
"NPD Combination","2007","Other degree","Male","","","",""
"NPD Combination","2007","Other degree","Female","","","",""
"NPD Combination","2007","no degree/no degree yet","Male","","","",""
"NPD Combination","2007","no degree/no degree yet","Female","","","",""
"AfD","2007","lower secondary degree","Male","","","",""
"AfD","2007","lower secondary degree","Female","","","",""
"AfD","2007","secondary school degree","Male","","","",""
"AfD","2007","secondary school degree","Female","","","",""
"AfD","2007","college entrance qualification","Male","","","",""
"AfD","2007","college entrance qualification","Female","","","",""
"AfD","2007","Other degree","Male","","","",""
"AfD","2007","Other degree","Female","","","",""
"AfD","2007","no degree/no degree yet","Male","","","",""
"AfD","2007","no degree/no degree yet","Female","","","",""
"Other","2007","lower secondary degree","Male","","","",""
"Other","2007","lower secondary degree","Female","","","",""
"Other","2007","secondary school degree","Male","","","",""
"Other","2007","secondary school degree","Female","","","",""
"Other","2007","college entrance qualification","Male","","","",""
"Other","2007","college entrance qualification","Female","","","",""
"Other","2007","Other degree","Male","","","",""
"Other","2007","Other degree","Female","","","",""
