"party","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"SPD","2012","secondary school degree","East Germany","144","0.204851665577126","0.172718345100068","0.236984986054185"
"SPD","2012","college entrance qualification","West Germany","716","0.274046743205432","0.257029271095861","0.291064215315004"
"SPD","2012","college entrance qualification","East Germany","152","0.262735346764112","0.22746023020221","0.298010463326014"
"SPD","2012","Other degree","West Germany","123","0.385009318174089","0.334462598077055","0.435556038271123"
"SPD","2012","Other degree","East Germany","","","",""
"SPD","2012","no degree/no degree yet","West Germany","34","0.258689053734463","0.184818655657775","0.332559451811151"
"SPD","2012","no degree/no degree yet","East Germany","","","",""
"FDP","2012","lower secondary degree","West Germany","34","0.0158856828775236","0.0107691342788164","0.0210022314762309"
"FDP","2012","lower secondary degree","East Germany","","","",""
"FDP","2012","secondary school degree","West Germany","41","0.0260102098991621","0.0184351809359088","0.0335852388624153"
"FDP","2012","secondary school degree","East Germany","","","",""
"FDP","2012","college entrance qualification","West Germany","113","0.036029380954389","0.0289190683537341","0.0431396935550438"
"FDP","2012","college entrance qualification","East Germany","","","",""
"FDP","2012","Other degree","West Germany","","","",""
"FDP","2012","Other degree","East Germany","","","",""
"FDP","2012","no degree/no degree yet","West Germany","","","",""
"FDP","2012","no degree/no degree yet","East Germany","","","",""
"Grüne","2012","lower secondary degree","West Germany","120","0.052179212788155","0.0430787545669148","0.0612796710093952"
"Grüne","2012","lower secondary degree","East Germany","","","",""
"Grüne","2012","secondary school degree","West Germany","241","0.128088774577475","0.112184024945234","0.143993524209717"
"Grüne","2012","secondary school degree","East Germany","41","0.0580219377403357","0.0394084272834922","0.0766354481971792"
"Grüne","2012","college entrance qualification","West Germany","778","0.307605859152539","0.289998168898212","0.325213549406866"
"Grüne","2012","college entrance qualification","East Germany","87","0.159674729165176","0.130315861241661","0.18903359708869"
"Grüne","2012","Other degree","West Germany","35","0.125426244006915","0.0910217225800355","0.159830765433795"
"Grüne","2012","Other degree","East Germany","","","",""
"Grüne","2012","no degree/no degree yet","West Germany","41","0.277130123788048","0.201629048284194","0.352631199291901"
"Grüne","2012","no degree/no degree yet","East Germany","","","",""
"PDS/Linke","2012","lower secondary degree","West Germany","44","0.0221785951859098","0.0161523309393867","0.0282048594324329"
"PDS/Linke","2012","lower secondary degree","East Germany","99","0.261945406677905","0.217910372129607","0.305980441226203"
"PDS/Linke","2012","secondary school degree","West Germany","44","0.0297354653847546","0.0216516271246921","0.0378193036448171"
"PDS/Linke","2012","secondary school degree","East Germany","153","0.305291348929049","0.268624770830888","0.341957927027211"
"PDS/Linke","2012","college entrance qualification","West Germany","40","0.0132266272948938","0.00886788026097633","0.0175853743288113"
"PDS/Linke","2012","college entrance qualification","East Germany","139","0.226513621445516","0.192965284535598","0.260061958355433"
"PDS/Linke","2012","Other degree","West Germany","","","",""
"PDS/Linke","2012","Other degree","East Germany","","","",""
"PDS/Linke","2012","no degree/no degree yet","West Germany","","","",""
"PDS/Linke","2012","no degree/no degree yet","East Germany","","","",""
"NPD Combination","2012","lower secondary degree","West Germany","","","",""
"NPD Combination","2012","lower secondary degree","East Germany","","","",""
"NPD Combination","2012","secondary school degree","West Germany","","","",""
"NPD Combination","2012","secondary school degree","East Germany","30","0.0723355127172763","0.0517110318125565","0.0929599936219961"
"NPD Combination","2012","college entrance qualification","West Germany","","","",""
"NPD Combination","2012","college entrance qualification","East Germany","","","",""
"NPD Combination","2012","Other degree","West Germany","","","",""
"NPD Combination","2012","Other degree","East Germany","","","",""
"NPD Combination","2012","no degree/no degree yet","West Germany","","","",""
"NPD Combination","2012","no degree/no degree yet","East Germany","","","",""
"AfD","2012","lower secondary degree","West Germany","","","",""
"AfD","2012","lower secondary degree","East Germany","","","",""
"AfD","2012","secondary school degree","West Germany","","","",""
"AfD","2012","secondary school degree","East Germany","","","",""
"AfD","2012","college entrance qualification","West Germany","","","",""
"AfD","2012","college entrance qualification","East Germany","","","",""
"AfD","2012","Other degree","West Germany","","","",""
"AfD","2012","Other degree","East Germany","","","",""
"AfD","2012","no degree/no degree yet","West Germany","","","",""
"AfD","2012","no degree/no degree yet","East Germany","","","",""
"Other","2012","lower secondary degree","West Germany","56","0.025610433433469","0.0191460641043642","0.0320748027625737"
"Other","2012","lower secondary degree","East Germany","","","",""
"Other","2012","secondary school degree","West Germany","56","0.0345890553298701","0.0258922324238659","0.0432858782358743"
"Other","2012","secondary school degree","East Germany","","","",""
"Other","2012","college entrance qualification","West Germany","68","0.0359150225861734","0.028815582054585","0.0430144631177619"
"Other","2012","college entrance qualification","East Germany","","","",""
"Other","2012","Other degree","West Germany","","","",""
"Other","2012","Other degree","East Germany","","","",""
"Other","2012","no degree/no degree yet","West Germany","","","",""
"Other","2012","no degree/no degree yet","East Germany","","","",""
"CDU/CSU","2013","lower secondary degree","West Germany","1040","0.465040094351101","0.444462806763435","0.485617381938768"
"CDU/CSU","2013","lower secondary degree","East Germany","135","0.399766881497116","0.349024603410515","0.450509159583716"
"CDU/CSU","2013","secondary school degree","West Germany","806","0.464636331032519","0.44132217567586","0.487950486389177"
"CDU/CSU","2013","secondary school degree","East Germany","241","0.391059013809469","0.352045092066399","0.430072935552539"
"CDU/CSU","2013","college entrance qualification","West Germany","1018","0.357725410219108","0.340018444078582","0.375432376359634"
"CDU/CSU","2013","college entrance qualification","East Germany","187","0.306867694942331","0.269622170012751","0.344113219871911"
"CDU/CSU","2013","Other degree","West Germany","392","0.422297388792975","0.388735392029978","0.455859385555972"
"CDU/CSU","2013","Other degree","East Germany","30","0.461479429669283","0.340288885695369","0.582669973643197"
"CDU/CSU","2013","no degree/no degree yet","West Germany","54","0.288774670972968","0.229949415250145","0.347599926695791"
"CDU/CSU","2013","no degree/no degree yet","East Germany","","","",""
"SPD","2013","lower secondary degree","West Germany","959","0.423169850390065","0.402787059622998","0.443552641157132"
"SPD","2013","lower secondary degree","East Germany","107","0.283038743156729","0.236375237225196","0.329702249088263"
"SPD","2013","secondary school degree","West Germany","552","0.318243590162381","0.296469846630521","0.340017333694241"
"SPD","2013","secondary school degree","East Germany","150","0.22249909080794","0.189246504593654","0.255751677022225"
"SPD","2013","college entrance qualification","West Germany","764","0.27107648893567","0.254655632786736","0.287497345084604"
"SPD","2013","college entrance qualification","East Germany","158","0.276310567236522","0.240197422672449","0.312423711800595"
"SPD","2013","Other degree","West Germany","260","0.345720694236396","0.313403718796932","0.37803766967586"
"SPD","2013","Other degree","East Germany","","","",""
"SPD","2013","no degree/no degree yet","West Germany","92","0.365917443485491","0.303393677773417","0.428441209197564"
"SPD","2013","no degree/no degree yet","East Germany","","","",""
"FDP","2013","lower secondary degree","West Germany","34","0.0113918443319937","0.00701368636847135","0.015770002295516"
"FDP","2013","lower secondary degree","East Germany","","","",""
"FDP","2013","secondary school degree","West Germany","56","0.0338879082456617","0.0254297696785297","0.0423460468127937"
"FDP","2013","secondary school degree","East Germany","","","",""
"FDP","2013","college entrance qualification","West Germany","118","0.0370951543321084","0.0301134867217532","0.0440768219424636"
"FDP","2013","college entrance qualification","East Germany","","","",""
"FDP","2013","Other degree","West Germany","","","",""
"FDP","2013","Other degree","East Germany","","","",""
"FDP","2013","no degree/no degree yet","West Germany","","","",""
"FDP","2013","no degree/no degree yet","East Germany","","","",""
"Grüne","2013","lower secondary degree","West Germany","126","0.0544824087242793","0.045118756652894","0.0638460607956647"
"Grüne","2013","lower secondary degree","East Germany","","","",""
"Grüne","2013","secondary school degree","West Germany","247","0.125651586516504","0.110157538159299","0.14114563487371"
"Grüne","2013","secondary school degree","East Germany","43","0.0737448959006838","0.0528499069631707","0.0946398848381969"
"Grüne","2013","college entrance qualification","West Germany","819","0.29780590901151","0.280913012090663","0.314698805932357"
"Grüne","2013","college entrance qualification","East Germany","81","0.156253571789651","0.126930369654659","0.185576773924643"
"Grüne","2013","Other degree","West Germany","99","0.12077209937028","0.0986299148156696","0.14291428392489"
"Grüne","2013","Other degree","East Germany","","","",""
"Grüne","2013","no degree/no degree yet","West Germany","50","0.219771815789163","0.166021937785458","0.273521693792868"
"Grüne","2013","no degree/no degree yet","East Germany","","","",""
"PDS/Linke","2013","lower secondary degree","West Germany","43","0.0181064874729505","0.0126056145662025","0.0236073603796985"
"PDS/Linke","2013","lower secondary degree","East Germany","93","0.260741670575119","0.215262774660385","0.306220566489854"
"PDS/Linke","2013","secondary school degree","West Germany","47","0.0266060632560999","0.0190833712095119","0.0341287553026879"
"PDS/Linke","2013","secondary school degree","East Germany","128","0.229998819870464","0.196353911161733","0.263643728579195"
"PDS/Linke","2013","college entrance qualification","West Germany","47","0.0123936002145122","0.0083066478049477","0.0164805526240767"
"PDS/Linke","2013","college entrance qualification","East Germany","138","0.228585355766079","0.194672951154816","0.262497760377343"
"PDS/Linke","2013","Other degree","West Germany","33","0.0326960462566764","0.0206119123567521","0.0447801801566006"
"PDS/Linke","2013","Other degree","East Germany","","","",""
"PDS/Linke","2013","no degree/no degree yet","West Germany","","","",""
"PDS/Linke","2013","no degree/no degree yet","East Germany","","","",""
"NPD Combination","2013","lower secondary degree","West Germany","","","",""
"NPD Combination","2013","lower secondary degree","East Germany","","","",""
"NPD Combination","2013","secondary school degree","West Germany","","","",""
"NPD Combination","2013","secondary school degree","East Germany","","","",""
"NPD Combination","2013","college entrance qualification","West Germany","","","",""
"NPD Combination","2013","college entrance qualification","East Germany","","","",""
"NPD Combination","2013","Other degree","West Germany","","","",""
"NPD Combination","2013","Other degree","East Germany","","","",""
"NPD Combination","2013","no degree/no degree yet","West Germany","","","",""
"NPD Combination","2013","no degree/no degree yet","East Germany","","","",""
"AfD","2013","lower secondary degree","West Germany","","","",""
"AfD","2013","lower secondary degree","East Germany","","","",""
"AfD","2013","secondary school degree","West Germany","","","",""
"AfD","2013","secondary school degree","East Germany","","","",""
"AfD","2013","college entrance qualification","West Germany","","","",""
"AfD","2013","college entrance qualification","East Germany","","","",""
"AfD","2013","Other degree","West Germany","","","",""
"AfD","2013","Other degree","East Germany","","","",""
"AfD","2013","no degree/no degree yet","West Germany","","","",""
"AfD","2013","no degree/no degree yet","East Germany","","","",""
"Other","2013","lower secondary degree","West Germany","43","0.021778358710974","0.0157567363169932","0.0277999811049548"
"Other","2013","lower secondary degree","East Germany","","","",""
"Other","2013","secondary school degree","West Germany","35","0.018597027217897","0.0122818709211226","0.0249121835146715"
"Other","2013","secondary school degree","East Germany","","","",""
"Other","2013","college entrance qualification","West Germany","46","0.022581108875893","0.0170930104940459","0.02806920725774"
"Other","2013","college entrance qualification","East Germany","","","",""
"Other","2013","Other degree","West Germany","","","",""
"Other","2013","Other degree","East Germany","","","",""
"Other","2013","no degree/no degree yet","West Germany","","","",""
"Other","2013","no degree/no degree yet","East Germany","","","",""
"CDU/CSU","2014","lower secondary degree","West Germany","1164","0.469797077506414","0.450264455803589","0.48932969920924"
"CDU/CSU","2014","lower secondary degree","East Germany","151","0.386244384564428","0.339790643578447","0.432698125550409"
"CDU/CSU","2014","secondary school degree","West Germany","1036","0.448295499848286","0.42798425343966","0.468606746256912"
"CDU/CSU","2014","secondary school degree","East Germany","340","0.388158323366057","0.355338943875761","0.420977702856352"
"CDU/CSU","2014","college entrance qualification","West Germany","1310","0.355408318203158","0.339922961941332","0.370893674464984"
"CDU/CSU","2014","college entrance qualification","East Germany","241","0.300645769615624","0.268109933352537","0.333181605878711"
"CDU/CSU","2014","Other degree","West Germany","363","0.430411464439196","0.396376495917287","0.464446432961105"
"CDU/CSU","2014","Other degree","East Germany","30","0.438385792420786","0.31776041338261","0.559011171458963"
"CDU/CSU","2014","no degree/no degree yet","West Germany","63","0.267300113686319","0.210597536802249","0.324002690570389"
"CDU/CSU","2014","no degree/no degree yet","East Germany","","","",""
"SPD","2014","lower secondary degree","West Germany","1005","0.40655580474965","0.387332221129566","0.425779388369734"
"SPD","2014","lower secondary degree","East Germany","125","0.280099255408872","0.237255833165577","0.322942677652167"
"SPD","2014","secondary school degree","West Germany","724","0.328520273304979","0.309338062373938","0.34770248423602"
"SPD","2014","secondary school degree","East Germany","161","0.180708678066756","0.154795834831295","0.206621521302216"
"SPD","2014","college entrance qualification","West Germany","964","0.270500360660883","0.256128548779844","0.284872172541921"
"SPD","2014","college entrance qualification","East Germany","159","0.216995191638054","0.18774739921455","0.246242984061559"
"SPD","2014","Other degree","West Germany","251","0.332651095895319","0.300263868293539","0.365038323497099"
"SPD","2014","Other degree","East Germany","","","",""
"SPD","2014","no degree/no degree yet","West Germany","87","0.34954113003583","0.288447036506265","0.410635223565394"
"SPD","2014","no degree/no degree yet","East Germany","","","",""
"FDP","2014","lower secondary degree","West Germany","32","0.0141601162326287","0.0095360832179288","0.0187841492473285"
"FDP","2014","lower secondary degree","East Germany","","","",""
"FDP","2014","secondary school degree","West Germany","50","0.0228766482707519","0.0167704343401468","0.028982862201357"
"FDP","2014","secondary school degree","East Germany","","","",""
"FDP","2014","college entrance qualification","West Germany","147","0.0383991446273702","0.0321822536061269","0.0446160356486134"
"FDP","2014","college entrance qualification","East Germany","30","0.0424092861899594","0.0281102664294227","0.0567083059504961"
"FDP","2014","Other degree","West Germany","","","",""
"FDP","2014","Other degree","East Germany","","","",""
"FDP","2014","no degree/no degree yet","West Germany","","","",""
"FDP","2014","no degree/no degree yet","East Germany","","","",""
"Grüne","2014","lower secondary degree","West Germany","109","0.0442881329259262","0.0362363603389421","0.0523399055129104"
"Grüne","2014","lower secondary degree","East Germany","","","",""
"Grüne","2014","secondary school degree","West Germany","286","0.108884356764744","0.0961624883051286","0.12160622522436"
"Grüne","2014","secondary school degree","East Germany","45","0.0463098507137291","0.0321569087835932","0.0604627926438649"
"Grüne","2014","college entrance qualification","West Germany","1007","0.265347337082168","0.251062889350633","0.279631784813703"
"Grüne","2014","college entrance qualification","East Germany","124","0.164348998670685","0.138053475117077","0.190644522224292"
"Grüne","2014","Other degree","West Germany","87","0.127877491191857","0.104921892723512","0.150833089660202"
"Grüne","2014","Other degree","East Germany","","","",""
"Grüne","2014","no degree/no degree yet","West Germany","36","0.141451459771141","0.0968009618560494","0.186101957686233"
"Grüne","2014","no degree/no degree yet","East Germany","","","",""
"PDS/Linke","2014","lower secondary degree","West Germany","77","0.0281692437426869","0.0216938342367848","0.034644653248589"
"PDS/Linke","2014","lower secondary degree","East Germany","117","0.279926144653494","0.23709081452907","0.322761474777918"
"PDS/Linke","2014","secondary school degree","West Germany","99","0.037645870879725","0.0298721802455154","0.0454195615139346"
"PDS/Linke","2014","secondary school degree","East Germany","216","0.277203581719778","0.247058684984191","0.307348478455365"
"PDS/Linke","2014","college entrance qualification","West Germany","131","0.0391461678883687","0.0328715345978729","0.0454208011788645"
"PDS/Linke","2014","college entrance qualification","East Germany","180","0.237936620873917","0.20772235733957","0.268150884408265"
"PDS/Linke","2014","Other degree","West Germany","74","0.0545350101124322","0.0389264355591579","0.0701435846657065"
"PDS/Linke","2014","Other degree","East Germany","","","",""
"PDS/Linke","2014","no degree/no degree yet","West Germany","","","",""
"PDS/Linke","2014","no degree/no degree yet","East Germany","","","",""
"NPD Combination","2014","lower secondary degree","West Germany","","","",""
"NPD Combination","2014","lower secondary degree","East Germany","","","",""
"NPD Combination","2014","secondary school degree","West Germany","","","",""
"NPD Combination","2014","secondary school degree","East Germany","30","0.0450848188786772","0.0311113590937423","0.0590582786636122"
"NPD Combination","2014","college entrance qualification","West Germany","","","",""
"NPD Combination","2014","college entrance qualification","East Germany","","","",""
"NPD Combination","2014","Other degree","West Germany","","","",""
"NPD Combination","2014","Other degree","East Germany","","","",""
"NPD Combination","2014","no degree/no degree yet","West Germany","","","",""
"NPD Combination","2014","no degree/no degree yet","East Germany","","","",""
"AfD","2014","lower secondary degree","West Germany","52","0.0145734797718995","0.00988342322212186","0.0192635363216771"
"AfD","2014","lower secondary degree","East Germany","","","",""
"AfD","2014","secondary school degree","West Germany","42","0.0214015281072244","0.0154910068910664","0.0273120493233825"
"AfD","2014","secondary school degree","East Germany","31","0.0407543966204212","0.0274388644451242","0.0540699287957183"
"AfD","2014","college entrance qualification","West Germany","52","0.0137484611834556","0.0099811113380552","0.017515811028856"
"AfD","2014","college entrance qualification","East Germany","","","",""
"AfD","2014","Other degree","West Germany","","","",""
"AfD","2014","Other degree","East Germany","","","",""
"AfD","2014","no degree/no degree yet","West Germany","","","",""
"AfD","2014","no degree/no degree yet","East Germany","","","",""
"Other","2014","lower secondary degree","West Germany","45","0.0141794721159893","0.0095523252416743","0.0188066189903044"
"Other","2014","lower secondary degree","East Germany","","","",""
"Other","2014","secondary school degree","West Germany","49","0.019569314228822","0.0139121684110685","0.0252264600465754"
"Other","2014","secondary school degree","East Germany","","","",""
"Other","2014","college entrance qualification","West Germany","57","0.0170462177522866","0.012858324299885","0.0212341112046882"
"Other","2014","college entrance qualification","East Germany","","","",""
"Other","2014","Other degree","West Germany","","","",""
"Other","2014","Other degree","East Germany","","","",""
"Other","2014","no degree/no degree yet","West Germany","","","",""
"Other","2014","no degree/no degree yet","East Germany","","","",""
"CDU/CSU","2015","lower secondary degree","West Germany","1009","0.481624511276185","0.460625686967327","0.502623335585043"
"CDU/CSU","2015","lower secondary degree","East Germany","128","0.380603940163735","0.329809591943232","0.431398288384238"
"CDU/CSU","2015","secondary school degree","West Germany","872","0.461986361257614","0.439563200601804","0.484409521913425"
"CDU/CSU","2015","secondary school degree","East Germany","256","0.32779085614606","0.293878355970348","0.361703356321773"
"CDU/CSU","2015","college entrance qualification","West Germany","1161","0.366458649060923","0.349841871695483","0.383075426426363"
"CDU/CSU","2015","college entrance qualification","East Germany","201","0.319142721003904","0.283417104579048","0.35486833742876"
"CDU/CSU","2015","Other degree","West Germany","348","0.439103192579296","0.403585704717295","0.474620680441297"
"CDU/CSU","2015","Other degree","East Germany","30","0.426380762108026","0.307068033439902","0.545693490776149"
"CDU/CSU","2015","no degree/no degree yet","West Germany","60","0.34794526754772","0.279492799448753","0.416397735646687"
"CDU/CSU","2015","no degree/no degree yet","East Germany","","","",""
"SPD","2015","lower secondary degree","West Germany","877","0.404275346894695","0.383651015606953","0.424899678182437"
"SPD","2015","lower secondary degree","East Germany","94","0.225419993342411","0.181705656891939","0.269134329792884"
"SPD","2015","secondary school degree","West Germany","590","0.318192542541413","0.297243630143826","0.339141454939"
"SPD","2015","secondary school degree","East Germany","145","0.166896413946164","0.13995736940184","0.193835458490488"
"SPD","2015","college entrance qualification","West Germany","805","0.246499712529965","0.231637045457569","0.261362379602361"
"SPD","2015","college entrance qualification","East Germany","131","0.205059826270203","0.174116518845512","0.236003133694894"
"SPD","2015","Other degree","West Germany","201","0.331112063440975","0.297431322036002","0.364792804845949"
"SPD","2015","Other degree","East Germany","","","",""
"SPD","2015","no degree/no degree yet","West Germany","67","0.328191070889958","0.260710634056781","0.395671507723135"
"SPD","2015","no degree/no degree yet","East Germany","","","",""
"FDP","2015","lower secondary degree","West Germany","","","",""
"FDP","2015","lower secondary degree","East Germany","","","",""
"FDP","2015","secondary school degree","West Germany","43","0.0208379444880136","0.0144134296766347","0.0272624592993926"
"FDP","2015","secondary school degree","East Germany","","","",""
"FDP","2015","college entrance qualification","West Germany","143","0.037153185723813","0.0306305449939181","0.0436758264537078"
"FDP","2015","college entrance qualification","East Germany","","","",""
"FDP","2015","Other degree","West Germany","","","",""
"FDP","2015","Other degree","East Germany","","","",""
"FDP","2015","no degree/no degree yet","West Germany","","","",""
"FDP","2015","no degree/no degree yet","East Germany","","","",""
"Grüne","2015","lower secondary degree","West Germany","102","0.0412292670905537","0.0328736476450758","0.0495848865360315"
"Grüne","2015","lower secondary degree","East Germany","","","",""
"Grüne","2015","secondary school degree","West Germany","228","0.112902458025607","0.0986685880212628","0.127136328029951"
"Grüne","2015","secondary school degree","East Germany","39","0.0472799822688577","0.0319468641415531","0.0626131003961624"
"Grüne","2015","college entrance qualification","West Germany","882","0.266471305251902","0.251224438380361","0.281718172123444"
"Grüne","2015","college entrance qualification","East Germany","107","0.156998428325698","0.129116612031573","0.184880244619824"
"Grüne","2015","Other degree","West Germany","76","0.124611852501693","0.100974574308361","0.148249130695026"
"Grüne","2015","Other degree","East Germany","","","",""
"Grüne","2015","no degree/no degree yet","West Germany","31","0.146572402396511","0.0957446315385204","0.197400173254501"
"Grüne","2015","no degree/no degree yet","East Germany","","","",""
"PDS/Linke","2015","lower secondary degree","West Germany","48","0.016222481083445","0.0109133243615183","0.0215316378053718"
"PDS/Linke","2015","lower secondary degree","East Germany","98","0.311947990469207","0.263480976625509","0.360415004312906"
"PDS/Linke","2015","secondary school degree","West Germany","83","0.0335345597879166","0.0254375422889937","0.0416315772868395"
"PDS/Linke","2015","secondary school degree","East Germany","184","0.276628977069355","0.244311416378283","0.308946537760427"
"PDS/Linke","2015","college entrance qualification","West Germany","119","0.0405189617716672","0.0337191924079488","0.0473187311353856"
"PDS/Linke","2015","college entrance qualification","East Germany","169","0.257210774710938","0.22371140828663","0.290710141135246"
"PDS/Linke","2015","Other degree","West Germany","85","0.0612786607485278","0.0441137939677153","0.0784435275293403"
"PDS/Linke","2015","Other degree","East Germany","","","",""
"PDS/Linke","2015","no degree/no degree yet","West Germany","","","",""
"PDS/Linke","2015","no degree/no degree yet","East Germany","","","",""
"NPD Combination","2015","lower secondary degree","West Germany","","","",""
"NPD Combination","2015","lower secondary degree","East Germany","","","",""
"NPD Combination","2015","secondary school degree","West Germany","","","",""
"NPD Combination","2015","secondary school degree","East Germany","","","",""
"NPD Combination","2015","college entrance qualification","West Germany","","","",""
"NPD Combination","2015","college entrance qualification","East Germany","","","",""
"NPD Combination","2015","Other degree","West Germany","","","",""
"NPD Combination","2015","Other degree","East Germany","","","",""
"NPD Combination","2015","no degree/no degree yet","West Germany","","","",""
"NPD Combination","2015","no degree/no degree yet","East Germany","","","",""
"AfD","2015","lower secondary degree","West Germany","61","0.0274660297216227","0.0205974207431434","0.034334638700102"
"AfD","2015","lower secondary degree","East Germany","","","",""
"AfD","2015","secondary school degree","West Germany","40","0.0227233822432121","0.0160209744239656","0.0294257900624586"
"AfD","2015","secondary school degree","East Germany","64","0.100979620374568","0.0792120068028813","0.122747233946254"
"AfD","2015","college entrance qualification","West Germany","58","0.0195586952961784","0.0147830994045229","0.0243342911878339"
"AfD","2015","college entrance qualification","East Germany","","","",""
"AfD","2015","Other degree","West Germany","","","",""
"AfD","2015","Other degree","East Germany","","","",""
"AfD","2015","no degree/no degree yet","West Germany","","","",""
"AfD","2015","no degree/no degree yet","East Germany","","","",""
"Other","2015","lower secondary degree","West Germany","","","",""
"Other","2015","lower secondary degree","East Germany","","","",""
"Other","2015","secondary school degree","West Germany","","","",""
"Other","2015","secondary school degree","East Germany","","","",""
"Other","2015","college entrance qualification","West Germany","54","0.0212811080300713","0.0163040473718161","0.0262581686883266"
"Other","2015","college entrance qualification","East Germany","","","",""
"Other","2015","Other degree","West Germany","","","",""
"Other","2015","Other degree","East Germany","","","",""
"Other","2015","no degree/no degree yet","West Germany","","","",""
"Other","2015","no degree/no degree yet","East Germany","","","",""
"CDU/CSU","2016","lower secondary degree","West Germany","905","0.469044359966873","0.447035344312227","0.491053375621519"
"CDU/CSU","2016","lower secondary degree","East Germany","104","0.369733112956607","0.315557405611665","0.42390882030155"
"CDU/CSU","2016","secondary school degree","West Germany","778","0.459141983839567","0.435625700732017","0.482658266947116"
"CDU/CSU","2016","secondary school degree","East Germany","213","0.288866408032288","0.253724787930349","0.324008028134227"
"CDU/CSU","2016","college entrance qualification","West Germany","1047","0.335199220733454","0.318443363979326","0.351955077487583"
"CDU/CSU","2016","college entrance qualification","East Germany","191","0.315867887757159","0.279452608012146","0.352283167502172"
"CDU/CSU","2016","Other degree","West Germany","277","0.404066194589323","0.366486546322293","0.441645842856354"
"CDU/CSU","2016","Other degree","East Germany","","","",""
"CDU/CSU","2016","no degree/no degree yet","West Germany","41","0.346861228395276","0.271441843327646","0.422280613462905"
"CDU/CSU","2016","no degree/no degree yet","East Germany","","","",""
"SPD","2016","lower secondary degree","West Germany","728","0.367647156565679","0.346382425987324","0.388911887144035"
"SPD","2016","lower secondary degree","East Germany","69","0.180294135482467","0.137150375355101","0.223437895609832"
"SPD","2016","secondary school degree","West Germany","477","0.279016587475301","0.257850957992908","0.300182216957693"
"SPD","2016","secondary school degree","East Germany","111","0.170543415830319","0.141381774103362","0.199705057557277"
"SPD","2016","college entrance qualification","West Germany","720","0.234609878567392","0.219568627776906","0.249651129357879"
"SPD","2016","college entrance qualification","East Germany","107","0.184985355805421","0.154568641041727","0.215402070569116"
"SPD","2016","Other degree","West Germany","167","0.322959710102144","0.287149334910135","0.358770085294154"
"SPD","2016","Other degree","East Germany","","","",""
"SPD","2016","no degree/no degree yet","West Germany","50","0.36620107110154","0.289863571421419","0.442538570781662"
"SPD","2016","no degree/no degree yet","East Germany","","","",""
"FDP","2016","lower secondary degree","West Germany","34","0.0167244457308734","0.0110688542856726","0.0223800371760742"
"FDP","2016","lower secondary degree","East Germany","","","",""
"FDP","2016","secondary school degree","West Germany","53","0.0318137873824459","0.0235316834656439","0.0400958912992478"
"FDP","2016","secondary school degree","East Germany","","","",""
"FDP","2016","college entrance qualification","West Germany","145","0.0448577760340054","0.0375105691300737","0.0522049829379372"
"FDP","2016","college entrance qualification","East Germany","","","",""
"FDP","2016","Other degree","West Germany","","","",""
"FDP","2016","Other degree","East Germany","","","",""
"FDP","2016","no degree/no degree yet","West Germany","","","",""
"FDP","2016","no degree/no degree yet","East Germany","","","",""
"Grüne","2016","lower secondary degree","West Germany","98","0.0484757548862844","0.0390038623781433","0.0579476473944255"
"Grüne","2016","lower secondary degree","East Germany","","","",""
"Grüne","2016","secondary school degree","West Germany","238","0.13242313845924","0.116427946370006","0.148418330548475"
"Grüne","2016","secondary school degree","East Germany","32","0.0360317156678521","0.0215815939436637","0.0504818373920405"
"Grüne","2016","college entrance qualification","West Germany","890","0.286942326702054","0.270886635180057","0.30299801822405"
"Grüne","2016","college entrance qualification","East Germany","97","0.147549387172426","0.119767340082384","0.175331434262468"
"Grüne","2016","Other degree","West Germany","91","0.133061841597187","0.107051367668918","0.159072315525456"
"Grüne","2016","Other degree","East Germany","","","",""
"Grüne","2016","no degree/no degree yet","West Germany","","","",""
"Grüne","2016","no degree/no degree yet","East Germany","","","",""
"PDS/Linke","2016","lower secondary degree","West Germany","40","0.0154839055455677","0.0100386758054719","0.0209291352856635"
"PDS/Linke","2016","lower secondary degree","East Germany","75","0.267488140741274","0.217810865456314","0.317165416026233"
"PDS/Linke","2016","secondary school degree","West Germany","67","0.0299096023979289","0.021871288451676","0.0379479163441817"
"PDS/Linke","2016","secondary school degree","East Germany","135","0.230291309356284","0.197647590298471","0.262935028414096"
"PDS/Linke","2016","college entrance qualification","West Germany","124","0.0506258000272136","0.0428441079605622","0.0584074920938651"
"PDS/Linke","2016","college entrance qualification","East Germany","172","0.256483976949216","0.222275305336488","0.290692648561944"
"PDS/Linke","2016","Other degree","West Germany","57","0.0609721399695415","0.0426476287714697","0.0792966511676133"
"PDS/Linke","2016","Other degree","East Germany","","","",""
"PDS/Linke","2016","no degree/no degree yet","West Germany","","","",""
"PDS/Linke","2016","no degree/no degree yet","East Germany","","","",""
"NPD Combination","2016","lower secondary degree","West Germany","","","",""
"NPD Combination","2016","lower secondary degree","East Germany","","","",""
"NPD Combination","2016","secondary school degree","West Germany","","","",""
"NPD Combination","2016","secondary school degree","East Germany","","","",""
"NPD Combination","2016","college entrance qualification","West Germany","","","",""
"NPD Combination","2016","college entrance qualification","East Germany","","","",""
"NPD Combination","2016","Other degree","West Germany","","","",""
"NPD Combination","2016","Other degree","East Germany","","","",""
"NPD Combination","2016","no degree/no degree yet","West Germany","","","",""
"NPD Combination","2016","no degree/no degree yet","East Germany","","","",""
