"party","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"NPD Combination","2002","Berlin","Other degree","","","",""
"NPD Combination","2002","Berlin","no degree/no degree yet","","","",""
"NPD Combination","2002","Brandenburg","lower secondary degree","","","",""
"NPD Combination","2002","Brandenburg","secondary school degree","","","",""
"NPD Combination","2002","Brandenburg","college entrance qualification","","","",""
"NPD Combination","2002","Brandenburg","Other degree","","","",""
"NPD Combination","2002","Brandenburg","no degree/no degree yet","","","",""
"NPD Combination","2002","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"NPD Combination","2002","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"NPD Combination","2002","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"NPD Combination","2002","Mecklenburg-Western Pomerania","Other degree","","","",""
"NPD Combination","2002","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"NPD Combination","2002","Saxony","lower secondary degree","","","",""
"NPD Combination","2002","Saxony","secondary school degree","","","",""
"NPD Combination","2002","Saxony","college entrance qualification","","","",""
"NPD Combination","2002","Saxony","Other degree","","","",""
"NPD Combination","2002","Saxony","no degree/no degree yet","","","",""
"NPD Combination","2002","Saxony-Anhalt","lower secondary degree","","","",""
"NPD Combination","2002","Saxony-Anhalt","secondary school degree","","","",""
"NPD Combination","2002","Saxony-Anhalt","college entrance qualification","","","",""
"NPD Combination","2002","Saxony-Anhalt","Other degree","","","",""
"NPD Combination","2002","Saxony-Anhalt","no degree/no degree yet","","","",""
"NPD Combination","2002","Thuringia","lower secondary degree","","","",""
"NPD Combination","2002","Thuringia","secondary school degree","","","",""
"NPD Combination","2002","Thuringia","college entrance qualification","","","",""
"NPD Combination","2002","Thuringia","Other degree","","","",""
"NPD Combination","2002","Thuringia","no degree/no degree yet","","","",""
"AfD","2002","Schleswig-Holstein","lower secondary degree","","","",""
"AfD","2002","Schleswig-Holstein","secondary school degree","","","",""
"AfD","2002","Schleswig-Holstein","college entrance qualification","","","",""
"AfD","2002","Schleswig-Holstein","Other degree","","","",""
"AfD","2002","Schleswig-Holstein","no degree/no degree yet","","","",""
"AfD","2002","Hamburg","lower secondary degree","","","",""
"AfD","2002","Hamburg","secondary school degree","","","",""
"AfD","2002","Hamburg","college entrance qualification","","","",""
"AfD","2002","Hamburg","Other degree","","","",""
"AfD","2002","Hamburg","no degree/no degree yet","","","",""
"AfD","2002","Lower Saxony","lower secondary degree","","","",""
"AfD","2002","Lower Saxony","secondary school degree","","","",""
"AfD","2002","Lower Saxony","college entrance qualification","","","",""
"AfD","2002","Lower Saxony","Other degree","","","",""
"AfD","2002","Lower Saxony","no degree/no degree yet","","","",""
"AfD","2002","Bremen","lower secondary degree","","","",""
"AfD","2002","Bremen","secondary school degree","","","",""
"AfD","2002","Bremen","college entrance qualification","","","",""
"AfD","2002","Bremen","Other degree","","","",""
"AfD","2002","Bremen","no degree/no degree yet","","","",""
"AfD","2002","North Rhine-Westphalia","lower secondary degree","","","",""
"AfD","2002","North Rhine-Westphalia","secondary school degree","","","",""
"AfD","2002","North Rhine-Westphalia","college entrance qualification","","","",""
"AfD","2002","North Rhine-Westphalia","Other degree","","","",""
"AfD","2002","North Rhine-Westphalia","no degree/no degree yet","","","",""
"AfD","2002","Hesse","lower secondary degree","","","",""
"AfD","2002","Hesse","secondary school degree","","","",""
"AfD","2002","Hesse","college entrance qualification","","","",""
"AfD","2002","Hesse","Other degree","","","",""
"AfD","2002","Hesse","no degree/no degree yet","","","",""
"AfD","2002","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"AfD","2002","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"AfD","2002","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"AfD","2002","Rhineland-Palatinate,Saarland","Other degree","","","",""
"AfD","2002","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"AfD","2002","Baden-Württemberg","lower secondary degree","","","",""
"AfD","2002","Baden-Württemberg","secondary school degree","","","",""
"AfD","2002","Baden-Württemberg","college entrance qualification","","","",""
"AfD","2002","Baden-Württemberg","Other degree","","","",""
"AfD","2002","Baden-Württemberg","no degree/no degree yet","","","",""
"AfD","2002","Bavaria","lower secondary degree","","","",""
"AfD","2002","Bavaria","secondary school degree","","","",""
"AfD","2002","Bavaria","college entrance qualification","","","",""
"AfD","2002","Bavaria","Other degree","","","",""
"AfD","2002","Bavaria","no degree/no degree yet","","","",""
"AfD","2002","Berlin","lower secondary degree","","","",""
"AfD","2002","Berlin","secondary school degree","","","",""
"AfD","2002","Berlin","college entrance qualification","","","",""
"AfD","2002","Berlin","Other degree","","","",""
"AfD","2002","Berlin","no degree/no degree yet","","","",""
"AfD","2002","Brandenburg","lower secondary degree","","","",""
"AfD","2002","Brandenburg","secondary school degree","","","",""
"AfD","2002","Brandenburg","college entrance qualification","","","",""
"AfD","2002","Brandenburg","Other degree","","","",""
"AfD","2002","Brandenburg","no degree/no degree yet","","","",""
"AfD","2002","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"AfD","2002","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"AfD","2002","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"AfD","2002","Mecklenburg-Western Pomerania","Other degree","","","",""
"AfD","2002","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"AfD","2002","Saxony","lower secondary degree","","","",""
"AfD","2002","Saxony","secondary school degree","","","",""
"AfD","2002","Saxony","college entrance qualification","","","",""
"AfD","2002","Saxony","Other degree","","","",""
"AfD","2002","Saxony","no degree/no degree yet","","","",""
"AfD","2002","Saxony-Anhalt","lower secondary degree","","","",""
"AfD","2002","Saxony-Anhalt","secondary school degree","","","",""
"AfD","2002","Saxony-Anhalt","college entrance qualification","","","",""
"AfD","2002","Saxony-Anhalt","Other degree","","","",""
"AfD","2002","Saxony-Anhalt","no degree/no degree yet","","","",""
"AfD","2002","Thuringia","lower secondary degree","","","",""
"AfD","2002","Thuringia","secondary school degree","","","",""
"AfD","2002","Thuringia","college entrance qualification","","","",""
"AfD","2002","Thuringia","Other degree","","","",""
"AfD","2002","Thuringia","no degree/no degree yet","","","",""
"Other","2002","Schleswig-Holstein","lower secondary degree","","","",""
"Other","2002","Schleswig-Holstein","secondary school degree","","","",""
"Other","2002","Schleswig-Holstein","college entrance qualification","","","",""
"Other","2002","Schleswig-Holstein","Other degree","","","",""
"Other","2002","Schleswig-Holstein","no degree/no degree yet","","","",""
"Other","2002","Hamburg","lower secondary degree","","","",""
"Other","2002","Hamburg","secondary school degree","","","",""
"Other","2002","Hamburg","college entrance qualification","","","",""
"Other","2002","Hamburg","Other degree","","","",""
"Other","2002","Hamburg","no degree/no degree yet","","","",""
"Other","2002","Lower Saxony","lower secondary degree","","","",""
"Other","2002","Lower Saxony","secondary school degree","","","",""
"Other","2002","Lower Saxony","college entrance qualification","","","",""
"Other","2002","Lower Saxony","Other degree","","","",""
"Other","2002","Lower Saxony","no degree/no degree yet","","","",""
"Other","2002","Bremen","lower secondary degree","","","",""
"Other","2002","Bremen","secondary school degree","","","",""
"Other","2002","Bremen","college entrance qualification","","","",""
"Other","2002","Bremen","Other degree","","","",""
"Other","2002","Bremen","no degree/no degree yet","","","",""
"Other","2002","North Rhine-Westphalia","lower secondary degree","","","",""
"Other","2002","North Rhine-Westphalia","secondary school degree","","","",""
"Other","2002","North Rhine-Westphalia","college entrance qualification","","","",""
"Other","2002","North Rhine-Westphalia","Other degree","","","",""
"Other","2002","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Other","2002","Hesse","lower secondary degree","","","",""
"Other","2002","Hesse","secondary school degree","","","",""
"Other","2002","Hesse","college entrance qualification","","","",""
"Other","2002","Hesse","Other degree","","","",""
"Other","2002","Hesse","no degree/no degree yet","","","",""
"Other","2002","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Other","2002","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Other","2002","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Other","2002","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Other","2002","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Other","2002","Baden-Württemberg","lower secondary degree","","","",""
"Other","2002","Baden-Württemberg","secondary school degree","","","",""
"Other","2002","Baden-Württemberg","college entrance qualification","","","",""
"Other","2002","Baden-Württemberg","Other degree","","","",""
"Other","2002","Baden-Württemberg","no degree/no degree yet","","","",""
"Other","2002","Bavaria","lower secondary degree","","","",""
"Other","2002","Bavaria","secondary school degree","","","",""
"Other","2002","Bavaria","college entrance qualification","","","",""
"Other","2002","Bavaria","Other degree","","","",""
"Other","2002","Bavaria","no degree/no degree yet","","","",""
"Other","2002","Berlin","lower secondary degree","","","",""
"Other","2002","Berlin","secondary school degree","","","",""
"Other","2002","Berlin","college entrance qualification","","","",""
"Other","2002","Berlin","Other degree","","","",""
"Other","2002","Berlin","no degree/no degree yet","","","",""
"Other","2002","Brandenburg","lower secondary degree","","","",""
"Other","2002","Brandenburg","secondary school degree","","","",""
"Other","2002","Brandenburg","college entrance qualification","","","",""
"Other","2002","Brandenburg","Other degree","","","",""
"Other","2002","Brandenburg","no degree/no degree yet","","","",""
"Other","2002","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Other","2002","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Other","2002","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Other","2002","Mecklenburg-Western Pomerania","Other degree","","","",""
"Other","2002","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Other","2002","Saxony","lower secondary degree","","","",""
"Other","2002","Saxony","secondary school degree","","","",""
"Other","2002","Saxony","college entrance qualification","","","",""
"Other","2002","Saxony","Other degree","","","",""
"Other","2002","Saxony","no degree/no degree yet","","","",""
"Other","2002","Saxony-Anhalt","lower secondary degree","","","",""
"Other","2002","Saxony-Anhalt","secondary school degree","","","",""
"Other","2002","Saxony-Anhalt","college entrance qualification","","","",""
"Other","2002","Saxony-Anhalt","Other degree","","","",""
"Other","2002","Saxony-Anhalt","no degree/no degree yet","","","",""
"Other","2002","Thuringia","lower secondary degree","","","",""
"Other","2002","Thuringia","secondary school degree","","","",""
"Other","2002","Thuringia","college entrance qualification","","","",""
"Other","2002","Thuringia","Other degree","","","",""
"Other","2002","Thuringia","no degree/no degree yet","","","",""
"CDU/CSU","2003","Schleswig-Holstein","lower secondary degree","48","0.456157155365915","0.361339521460567","0.550974789271263"
"CDU/CSU","2003","Schleswig-Holstein","secondary school degree","40","0.470112806535318","0.363379196002971","0.576846417067665"
"CDU/CSU","2003","Schleswig-Holstein","college entrance qualification","38","0.349909164041308","0.256894358063876","0.44292397001874"
"CDU/CSU","2003","Schleswig-Holstein","Other degree","","","",""
"CDU/CSU","2003","Schleswig-Holstein","no degree/no degree yet","","","",""
"CDU/CSU","2003","Hamburg","lower secondary degree","","","",""
"CDU/CSU","2003","Hamburg","secondary school degree","","","",""
"CDU/CSU","2003","Hamburg","college entrance qualification","","","",""
"CDU/CSU","2003","Hamburg","Other degree","","","",""
"CDU/CSU","2003","Hamburg","no degree/no degree yet","","","",""
"CDU/CSU","2003","Lower Saxony","lower secondary degree","177","0.425492960220927","0.376858208344733","0.474127712097121"
"CDU/CSU","2003","Lower Saxony","secondary school degree","162","0.462905248564821","0.40810203345796","0.517708463671681"
"CDU/CSU","2003","Lower Saxony","college entrance qualification","115","0.404081286997607","0.348460083979031","0.459702490016182"
