"party","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"PDS/Linke","2008","(2c_voc) vocational maturity certificate","30","0.0411537936317846","0.0264800415806311","0.0558275456829381"
"PDS/Linke","2008","(3a) lower tertiary education","97","0.0872067874224297","0.0686185675602473","0.105795007284612"
"PDS/Linke","2008","(3b) higher tertiary education","138","0.0714648293026508","0.0589899457067823","0.0839397128985194"
"NPD Combination","2008","(0) in school","","","",""
"NPD Combination","2008","(1a) inadequately completed","","","",""
"NPD Combination","2008","(1b) general elementary school","","","",""
"NPD Combination","2008","(1c) basic vocational qualification","","","",""
"NPD Combination","2008","(2b) intermediate general qualification","","","",""
"NPD Combination","2008","(2a) intermediate vocational","50","0.0299618493368156","0.0221100791227137","0.0378136195509176"
"NPD Combination","2008","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2008","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","2008","(3a) lower tertiary education","","","",""
"NPD Combination","2008","(3b) higher tertiary education","","","",""
"AfD","2008","(0) in school","","","",""
"AfD","2008","(1a) inadequately completed","","","",""
"AfD","2008","(1b) general elementary school","","","",""
"AfD","2008","(1c) basic vocational qualification","","","",""
"AfD","2008","(2b) intermediate general qualification","","","",""
"AfD","2008","(2a) intermediate vocational","","","",""
"AfD","2008","(2c_gen) general maturity certificate","","","",""
"AfD","2008","(2c_voc) vocational maturity certificate","","","",""
"AfD","2008","(3a) lower tertiary education","","","",""
"AfD","2008","(3b) higher tertiary education","","","",""
"Other","2008","(0) in school","","","",""
"Other","2008","(1a) inadequately completed","","","",""
"Other","2008","(1b) general elementary school","","","",""
"Other","2008","(1c) basic vocational qualification","","","",""
"Other","2008","(2b) intermediate general qualification","","","",""
"Other","2008","(2a) intermediate vocational","","","",""
"Other","2008","(2c_gen) general maturity certificate","","","",""
"Other","2008","(2c_voc) vocational maturity certificate","","","",""
"Other","2008","(3a) lower tertiary education","","","",""
"Other","2008","(3b) higher tertiary education","","","",""
"CDU/CSU","2009","(0) in school","31","0.249785971763292","0.165362342757728","0.334209600768856"
"CDU/CSU","2009","(1a) inadequately completed","","","",""
"CDU/CSU","2009","(1b) general elementary school","193","0.411800861068484","0.365010171734636","0.458591550402332"
"CDU/CSU","2009","(1c) basic vocational qualification","933","0.466423100867448","0.444526633745958","0.488319567988939"
"CDU/CSU","2009","(2b) intermediate general qualification","30","0.271749985507122","0.188991674744752","0.354508296269492"
"CDU/CSU","2009","(2a) intermediate vocational","716","0.436621160305751","0.412432351436264","0.460809969175238"
"CDU/CSU","2009","(2c_gen) general maturity certificate","81","0.280434849096039","0.229086619125346","0.331783079066733"
"CDU/CSU","2009","(2c_voc) vocational maturity certificate","223","0.320333418322999","0.28404146774089","0.356625368905108"
"CDU/CSU","2009","(3a) lower tertiary education","310","0.351495470850467","0.318936217220939","0.384054724479996"
"CDU/CSU","2009","(3b) higher tertiary education","503","0.314528590234798","0.291247079893628","0.337810100575969"
"SPD","2009","(0) in school","","","",""
"SPD","2009","(1a) inadequately completed","","","",""
"SPD","2009","(1b) general elementary school","180","0.448984385814348","0.401696358433782","0.496272413194915"
"SPD","2009","(1c) basic vocational qualification","744","0.37139102368877","0.350183424610918","0.392598622766621"
"SPD","2009","(2b) intermediate general qualification","39","0.374026114377078","0.284010951376259","0.464041277377898"
"SPD","2009","(2a) intermediate vocational","443","0.269547503004397","0.247906595280893","0.291188410727901"
"SPD","2009","(2c_gen) general maturity certificate","95","0.331864956486113","0.278039558597099","0.385690354375127"
"SPD","2009","(2c_voc) vocational maturity certificate","204","0.334056850188799","0.29737172569171","0.370741974685887"
"SPD","2009","(3a) lower tertiary education","226","0.280331341993616","0.249700411483736","0.310962272503495"
"SPD","2009","(3b) higher tertiary education","383","0.250656082000557","0.228925761552043","0.27238640244907"
"FDP","2009","(0) in school","","","",""
"FDP","2009","(1a) inadequately completed","","","",""
"FDP","2009","(1b) general elementary school","","","",""
"FDP","2009","(1c) basic vocational qualification","95","0.0545709401419247","0.0446012719255945","0.0645406083582548"
"FDP","2009","(2b) intermediate general qualification","","","",""
"FDP","2009","(2a) intermediate vocational","135","0.073632036206114","0.0608944540915353","0.0863696183206927"
"FDP","2009","(2c_gen) general maturity certificate","","","",""
"FDP","2009","(2c_voc) vocational maturity certificate","65","0.0878206138746997","0.0658065820767308","0.109834645672669"
"FDP","2009","(3a) lower tertiary education","79","0.103525925509892","0.0827504249917897","0.124301426027995"
"FDP","2009","(3b) higher tertiary education","195","0.141523760696354","0.12404682719229","0.159000694200418"
"Grüne","2009","(0) in school","","","",""
"Grüne","2009","(1a) inadequately completed","","","",""
"Grüne","2009","(1b) general elementary school","","","",""
"Grüne","2009","(1c) basic vocational qualification","50","0.0223820914284585","0.0158894649127186","0.0288747179441983"
"Grüne","2009","(2b) intermediate general qualification","","","",""
"Grüne","2009","(2a) intermediate vocational","135","0.0900140719748311","0.0760557127757501","0.103972431173912"
"Grüne","2009","(2c_gen) general maturity certificate","70","0.245988358170881","0.196759390535721","0.295217325806041"
"Grüne","2009","(2c_voc) vocational maturity certificate","99","0.198645215359157","0.16761300575522","0.229677424963094"
"Grüne","2009","(3a) lower tertiary education","126","0.174087212177502","0.148228398442583","0.19994602591242"
"Grüne","2009","(3b) higher tertiary education","317","0.229434833995485","0.208352398614254","0.250517269376717"
"PDS/Linke","2009","(0) in school","","","",""
"PDS/Linke","2009","(1a) inadequately completed","","","",""
"PDS/Linke","2009","(1b) general elementary school","","","",""
"PDS/Linke","2009","(1c) basic vocational qualification","121","0.0588027696692913","0.0484769455019968","0.0691285938365857"
"PDS/Linke","2009","(2b) intermediate general qualification","","","",""
"PDS/Linke","2009","(2a) intermediate vocational","132","0.0894834665421358","0.0755622513795027","0.103404681704769"
"PDS/Linke","2009","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","2009","(2c_voc) vocational maturity certificate","35","0.0497130243200376","0.0328076921281923","0.066618356511883"
"PDS/Linke","2009","(3a) lower tertiary education","75","0.07104270230768","0.0535234454884455","0.0885619591269146"
"PDS/Linke","2009","(3b) higher tertiary education","120","0.0587250650227693","0.046936622940353","0.0705135071051856"
"NPD Combination","2009","(0) in school","","","",""
"NPD Combination","2009","(1a) inadequately completed","","","",""
"NPD Combination","2009","(1b) general elementary school","","","",""
"NPD Combination","2009","(1c) basic vocational qualification","","","",""
"NPD Combination","2009","(2b) intermediate general qualification","","","",""
"NPD Combination","2009","(2a) intermediate vocational","34","0.030099503263531","0.0217664322514085","0.0384325742756534"
"NPD Combination","2009","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2009","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","2009","(3a) lower tertiary education","","","",""
"NPD Combination","2009","(3b) higher tertiary education","","","",""
"AfD","2009","(0) in school","","","",""
"AfD","2009","(1a) inadequately completed","","","",""
"AfD","2009","(1b) general elementary school","","","",""
"AfD","2009","(1c) basic vocational qualification","","","",""
"AfD","2009","(2b) intermediate general qualification","","","",""
"AfD","2009","(2a) intermediate vocational","","","",""
"AfD","2009","(2c_gen) general maturity certificate","","","",""
"AfD","2009","(2c_voc) vocational maturity certificate","","","",""
"AfD","2009","(3a) lower tertiary education","","","",""
"AfD","2009","(3b) higher tertiary education","","","",""
"Other","2009","(0) in school","","","",""
"Other","2009","(1a) inadequately completed","","","",""
"Other","2009","(1b) general elementary school","","","",""
"Other","2009","(1c) basic vocational qualification","","","",""
"Other","2009","(2b) intermediate general qualification","","","",""
"Other","2009","(2a) intermediate vocational","","","",""
"Other","2009","(2c_gen) general maturity certificate","","","",""
"Other","2009","(2c_voc) vocational maturity certificate","","","",""
"Other","2009","(3a) lower tertiary education","","","",""
"Other","2009","(3b) higher tertiary education","","","",""
"CDU/CSU","2010","(0) in school","","","",""
"CDU/CSU","2010","(1a) inadequately completed","","","",""
"CDU/CSU","2010","(1b) general elementary school","216","0.385915251575629","0.346331208396718","0.42549929475454"
"CDU/CSU","2010","(1c) basic vocational qualification","1038","0.435890420293521","0.415985274392995","0.455795566194047"
"CDU/CSU","2010","(2b) intermediate general qualification","45","0.305315861356165","0.240509803986326","0.370121918726004"
"CDU/CSU","2010","(2a) intermediate vocational","1116","0.418939763085445","0.399978630076741","0.437900896094148"
"CDU/CSU","2010","(2c_gen) general maturity certificate","114","0.231050634980468","0.192235469276163","0.269865800684773"
"CDU/CSU","2010","(2c_voc) vocational maturity certificate","396","0.371874803421925","0.342902653580083","0.400846953263767"
"CDU/CSU","2010","(3a) lower tertiary education","426","0.362955859653798","0.335006006696616","0.390905712610979"
"CDU/CSU","2010","(3b) higher tertiary education","738","0.325918551601956","0.306464664651736","0.345372438552176"
"SPD","2010","(0) in school","40","0.384074935581541","0.307994991134728","0.460154880028354"
"SPD","2010","(1a) inadequately completed","41","0.55410581170453","0.447170459691531","0.661041163717529"
"SPD","2010","(1b) general elementary school","265","0.467350503042925","0.426780770681693","0.507920235404157"
"SPD","2010","(1c) basic vocational qualification","906","0.383095632194189","0.363581129497447","0.402610134890931"
"SPD","2010","(2b) intermediate general qualification","61","0.342036008914955","0.275280946809125","0.408791071020786"
"SPD","2010","(2a) intermediate vocational","700","0.271642745393176","0.254548529068554","0.288736961717797"
"SPD","2010","(2c_gen) general maturity certificate","122","0.268572902008921","0.227758295956336","0.309387508061507"
"SPD","2010","(2c_voc) vocational maturity certificate","303","0.320558590456146","0.292582375622638","0.348534805289655"
"SPD","2010","(3a) lower tertiary education","277","0.260652639195545","0.23513601687866","0.28616926151243"
"SPD","2010","(3b) higher tertiary education","489","0.233675114146159","0.216111723710308","0.251238504582009"
"FDP","2010","(0) in school","","","",""
"FDP","2010","(1a) inadequately completed","","","",""
"FDP","2010","(1b) general elementary school","","","",""
"FDP","2010","(1c) basic vocational qualification","92","0.0446428117294042","0.0363528290482654","0.0529327944105429"
"FDP","2010","(2b) intermediate general qualification","","","",""
"FDP","2010","(2a) intermediate vocational","185","0.0718309811569567","0.0619078816071059","0.0817540807068074"
"FDP","2010","(2c_gen) general maturity certificate","38","0.0742678078003732","0.0501219868600952","0.0984136287406513"
"FDP","2010","(2c_voc) vocational maturity certificate","78","0.0548405395609818","0.0411927398365053","0.0684883392854583"
"FDP","2010","(3a) lower tertiary education","86","0.0832726867332919","0.0672129200057492","0.0993324534608347"
"FDP","2010","(3b) higher tertiary education","196","0.08564830339183","0.0740335049069166","0.0972631018767434"
"Grüne","2010","(0) in school","50","0.329778044420934","0.256238919225632","0.403317169616237"
