"party","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Other","2002","higher education","West Germany","12","","","","8"
"Other","2002","inadequately","West Germany","1","","","","8"
"Other","2002","general elemantary","West Germany","5","","","","8"
"Other","2002","general elemantary","East Germany","5","","","","8"
"Other","2002","middle vocational","West Germany","48","0.0140702840557678","0.0104725250550742","0.0176680430564613","8"
"Other","2002","in school","West Germany","5","","","","8"
"Other","2002","middle vocational","East Germany","14","","","","8"
"Other","2002","vocational + Abi","West Germany","3","","","","8"
"Other","2002","vocational + Abi","East Germany","","","","","8"
"Other","2002","higher education","East Germany","2","","","","8"
"Other","2002","in school","East Germany","1","","","","8"
"PDS/Linke","2002","inadequately","West Germany","","","","","5"
"PDS/Linke","2002","inadequately","East Germany","2","","","","5"
"PDS/Linke","2002","higher vocational","East Germany","32","0.172407660631412","0.118555429707343","0.22625989155548","5"
"PDS/Linke","2002","higher education","West Germany","22","","","","5"
"PDS/Linke","2002","general elemantary","West Germany","6","","","","5"
"PDS/Linke","2002","general elemantary","East Germany","18","","","","5"
"PDS/Linke","2002","middle vocational","West Germany","30","0.00875382147336329","0.00590839568536816","0.0115992472613584","5"
"PDS/Linke","2002","vocational + Abi","West Germany","9","","","","5"
"PDS/Linke","2002","vocational + Abi","East Germany","10","","","","5"
"PDS/Linke","2002","higher vocational","West Germany","4","","","","5"
"PDS/Linke","2002","higher education","East Germany","211","0.370200759288317","0.333418464961062","0.406983053615572","5"
"PDS/Linke","2002","middle vocational","East Germany","192","0.224606385427532","0.196986590233822","0.252226180621241","5"
"PDS/Linke","2002","in school","West Germany","7","","","","5"
"PDS/Linke","2002","in school","East Germany","9","","","","5"
"SPD","2002","in school","West Germany","38","0.306666525984435","0.223468818731826","0.389864233237045","1"
"SPD","2002","in school","East Germany","3","","","","1"
"SPD","2002","inadequately","West Germany","33","0.544731568774754","0.410660461244762","0.678802676304746","1"
"SPD","2002","inadequately","East Germany","","","","","1"
"SPD","2002","general elemantary","West Germany","419","0.526591102425024","0.492333420078067","0.560848784771981","1"
"SPD","2002","general elemantary","East Germany","20","","","","1"
"SPD","2002","higher education","West Germany","766","0.346261897210927","0.32591775813395","0.366606036287903","1"
"SPD","2002","middle vocational","West Germany","1918","0.470468281648813","0.455221828568336","0.485714734729291","1"
"SPD","2002","middle vocational","East Germany","275","0.331756922847669","0.300594908331277","0.36291893736406","1"
"SPD","2002","vocational + Abi","West Germany","217","0.413017167396713","0.371372662814192","0.454661671979235","1"
"SPD","2002","higher vocational","West Germany","294","0.434597830826252","0.398288847196822","0.470906814455682","1"
"SPD","2002","higher education","East Germany","188","0.279961976651975","0.245760383430071","0.314163569873878","1"
"SPD","2002","vocational + Abi","East Germany","13","","","","1"
"SPD","2002","higher vocational","East Germany","62","0.299783761195056","0.234465091649532","0.36510243074058","1"
"AfD","2003","in school","West Germany","","","","","7"
"AfD","2003","general elemantary","East Germany","","","","","7"
"AfD","2003","middle vocational","West Germany","","","","","7"
"AfD","2003","middle vocational","East Germany","","","","","7"
"AfD","2003","in school","East Germany","","","","","7"
"AfD","2003","inadequately","West Germany","","","","","7"
"AfD","2003","inadequately","East Germany","","","","","7"
"AfD","2003","higher vocational","East Germany","","","","","7"
"AfD","2003","higher education","West Germany","","","","","7"
"AfD","2003","general elemantary","West Germany","","","","","7"
"AfD","2003","vocational + Abi","West Germany","","","","","7"
"AfD","2003","vocational + Abi","East Germany","","","","","7"
"AfD","2003","higher vocational","West Germany","","","","","7"
"AfD","2003","higher education","East Germany","","","","","7"
"CDU/CSU","2003","higher education","West Germany","869","0.408259486925272","0.3870344587449","0.429484515105644","2"
"CDU/CSU","2003","in school","West Germany","67","0.48687080492485","0.410605616441465","0.563135993408236","2"
"CDU/CSU","2003","inadequately","East Germany","","","","","2"
"CDU/CSU","2003","general elemantary","West Germany","373","0.427854375538468","0.39427548482144","0.461433266255496","2"
"CDU/CSU","2003","middle vocational","West Germany","1987","0.469583047110541","0.454408089733414","0.484758004487667","2"
"CDU/CSU","2003","vocational + Abi","East Germany","23","","","","2"
"CDU/CSU","2003","higher vocational","East Germany","85","0.433189808909146","0.363099912640955","0.503279705177338","2"
"CDU/CSU","2003","in school","East Germany","10","","","","2"
"CDU/CSU","2003","general elemantary","East Germany","31","0.340491129349007","0.2446951270234","0.436287131674614","2"
"CDU/CSU","2003","vocational + Abi","West Germany","218","0.405363954106299","0.363644323481847","0.447083584730751","2"
"CDU/CSU","2003","higher education","East Germany","217","0.270905146956641","0.237574911357574","0.304235382555708","2"
"CDU/CSU","2003","higher vocational","West Germany","350","0.483658559054786","0.447080012635954","0.520237105473618","2"
"CDU/CSU","2003","middle vocational","East Germany","382","0.3952627794019","0.363356869672883","0.427168689130917","2"
"CDU/CSU","2003","inadequately","West Germany","17","","","","2"
"FDP","2003","middle vocational","East Germany","27","","","","3"
"FDP","2003","middle vocational","West Germany","116","0.0277289667902217","0.0227364090730685","0.0327215245073749","3"
"FDP","2003","vocational + Abi","West Germany","26","","","","3"
"FDP","2003","inadequately","East Germany","","","","","3"
"FDP","2003","vocational + Abi","East Germany","1","","","","3"
"FDP","2003","higher vocational","West Germany","33","0.0548996158963023","0.038226677866351","0.0715725539262537","3"
"FDP","2003","higher vocational","East Germany","7","","","","3"
"FDP","2003","inadequately","West Germany","1","","","","3"
"FDP","2003","in school","West Germany","5","","","","3"
"FDP","2003","general elemantary","West Germany","22","","","","3"
"FDP","2003","general elemantary","East Germany","4","","","","3"
"FDP","2003","higher education","West Germany","151","0.0706927030372574","0.0596243896200572","0.0817610164544575","3"
"FDP","2003","higher education","East Germany","25","","","","3"
"FDP","2003","in school","East Germany","5","","","","3"
"NPD","2003","inadequately","East Germany","1","","","","6"
"NPD","2003","higher vocational","East Germany","1","","","","6"
"NPD","2003","inadequately","West Germany","1","","","","6"
"NPD","2003","higher education","West Germany","2","","","","6"
"NPD","2003","general elemantary","West Germany","10","","","","6"
"NPD","2003","higher vocational","West Germany","1","","","","6"
"NPD","2003","middle vocational","West Germany","21","","","","6"
"NPD","2003","higher education","East Germany","3","","","","6"
"NPD","2003","general elemantary","East Germany","1","","","","6"
"NPD","2003","in school","West Germany","","","","","6"
"NPD","2003","in school","East Germany","1","","","","6"
"NPD","2003","middle vocational","East Germany","20","","","","6"
"NPD","2003","vocational + Abi","West Germany","2","","","","6"
"NPD","2003","vocational + Abi","East Germany","","","","","6"
"Other","2003","in school","West Germany","5","","","","8"
"Other","2003","in school","East Germany","1","","","","8"
"Other","2003","inadequately","West Germany","3","","","","8"
"Other","2003","higher vocational","West Germany","4","","","","8"
"Other","2003","higher vocational","East Germany","2","","","","8"
"Other","2003","inadequately","East Germany","","","","","8"
"Other","2003","general elemantary","West Germany","4","","","","8"
"Other","2003","higher education","West Germany","11","","","","8"
"Other","2003","general elemantary","East Germany","7","","","","8"
"Other","2003","middle vocational","West Germany","36","0.00851925891128415","0.00572474917592323","0.0113137686466451","8"
"Other","2003","middle vocational","East Germany","12","","","","8"
"Other","2003","vocational + Abi","West Germany","6","","","","8"
"Other","2003","vocational + Abi","East Germany","","","","","8"
"Other","2003","higher education","East Germany","","","","","8"
"PDS/Linke","2003","inadequately","West Germany","","","","","5"
"PDS/Linke","2003","inadequately","East Germany","2","","","","5"
"PDS/Linke","2003","general elemantary","West Germany","4","","","","5"
"PDS/Linke","2003","general elemantary","East Germany","14","","","","5"
"PDS/Linke","2003","middle vocational","West Germany","18","","","","5"
"PDS/Linke","2003","middle vocational","East Germany","128","0.147877403474508","0.124711631805646","0.17104317514337","5"
"PDS/Linke","2003","vocational + Abi","West Germany","4","","","","5"
"PDS/Linke","2003","vocational + Abi","East Germany","9","","","","5"
"PDS/Linke","2003","higher vocational","West Germany","3","","","","5"
"PDS/Linke","2003","higher vocational","East Germany","20","","","","5"
"PDS/Linke","2003","higher education","West Germany","13","","","","5"
"PDS/Linke","2003","higher education","East Germany","162","0.283980447274316","0.250162721386629","0.317798173162004","5"
"PDS/Linke","2003","in school","West Germany","","","","","5"
"PDS/Linke","2003","in school","East Germany","7","","","","5"
"SPD","2003","in school","West Germany","46","0.273398864098802","0.20539203777748","0.341405690420124","1"
"SPD","2003","higher education","West Germany","619","0.312914780054138","0.292891610613051","0.332937949495225","1"
"SPD","2003","inadequately","West Germany","29","","","","1"
"SPD","2003","inadequately","East Germany","1","","","","1"
"SPD","2003","general elemantary","East Germany","32","0.3365891610677","0.241062299668919","0.432116022466481","1"
"SPD","2003","middle vocational","West Germany","1737","0.42448822779453","0.409459489977022","0.439516965612039","1"
"SPD","2003","middle vocational","East Germany","295","0.347033211213525","0.315967887172133","0.378098535254918","1"
"SPD","2003","vocational + Abi","West Germany","191","0.340767524730957","0.300492049696773","0.38104299976514","1"
"SPD","2003","in school","East Germany","5","","","","1"
"SPD","2003","general elemantary","West Germany","381","0.48211819367307","0.448205900885634","0.516030486460506","1"
"SPD","2003","higher vocational","West Germany","262","0.358769971684841","0.323662182465324","0.393877760904358","1"
"SPD","2003","vocational + Abi","East Germany","13","","","","1"
"SPD","2003","higher vocational","East Germany","68","0.36598825077238","0.29785176954948","0.434124731995279","1"
"SPD","2003","higher education","East Germany","213","0.307299080553503","0.272697873313173","0.341900287793833","1"
"AfD","2004","in school","West Germany","","","","","7"
"AfD","2004","general elemantary","East Germany","","","","","7"
"AfD","2004","middle vocational","West Germany","","","","","7"
"AfD","2004","middle vocational","East Germany","","","","","7"
"AfD","2004","vocational + Abi","West Germany","","","","","7"
"AfD","2004","in school","East Germany","","","","","7"
"AfD","2004","inadequately","West Germany","","","","","7"
"AfD","2004","inadequately","East Germany","","","","","7"
"AfD","2004","general elemantary","West Germany","","","","","7"
"AfD","2004","vocational + Abi","East Germany","","","","","7"
"AfD","2004","higher vocational","West Germany","","","","","7"
"AfD","2004","higher vocational","East Germany","","","","","7"
"AfD","2004","higher education","West Germany","","","","","7"
"AfD","2004","higher education","East Germany","","","","","7"
"CDU/CSU","2004","in school","West Germany","50","0.459968143648435","0.372944675860617","0.546991611436253","2"
"CDU/CSU","2004","in school","East Germany","7","","","","2"
"CDU/CSU","2004","inadequately","West Germany","17","","","","2"
"CDU/CSU","2004","general elemantary","West Germany","301","0.464887569718867","0.426396079935197","0.503379059502536","2"
"CDU/CSU","2004","general elemantary","East Germany","20","","","","2"
"CDU/CSU","2004","middle vocational","West Germany","1725","0.487562182656126","0.470997856202624","0.504126509109628","2"
"CDU/CSU","2004","middle vocational","East Germany","285","0.371972094892995","0.336470100990172","0.407474088795818","2"
"CDU/CSU","2004","higher vocational","West Germany","303","0.469354103523615","0.430071075123762","0.508637131923467","2"
"CDU/CSU","2004","higher education","West Germany","821","0.432748634855121","0.410417646004504","0.455079623705739","2"
"CDU/CSU","2004","higher education","East Germany","189","0.291275480302552","0.254520200511037","0.328030760094067","2"
"CDU/CSU","2004","inadequately","East Germany","","","","","2"
"CDU/CSU","2004","vocational + Abi","West Germany","193","0.417258856878304","0.372820484549439","0.461697229207169","2"
"CDU/CSU","2004","vocational + Abi","East Germany","23","","","","2"
"CDU/CSU","2004","higher vocational","East Germany","72","0.413915349995767","0.340941878599481","0.486888821392053","2"
"FDP","2004","inadequately","West Germany","2","","","","3"
"FDP","2004","inadequately","East Germany","1","","","","3"
"FDP","2004","general elemantary","West Germany","14","","","","3"
"FDP","2004","general elemantary","East Germany","4","","","","3"
"FDP","2004","higher vocational","West Germany","19","","","","3"
"FDP","2004","higher vocational","East Germany","8","","","","3"
"FDP","2004","higher education","West Germany","143","0.0750854027291264","0.0632077424198172","0.0869630630384357","3"
"FDP","2004","in school","East Germany","3","","","","3"
"FDP","2004","middle vocational","West Germany","107","0.031550232667806","0.0257575728967951","0.0373428924388169","3"
"FDP","2004","middle vocational","East Germany","25","","","","3"
"FDP","2004","vocational + Abi","West Germany","29","","","","3"
"FDP","2004","vocational + Abi","East Germany","1","","","","3"
"FDP","2004","higher education","East Germany","23","","","","3"
"FDP","2004","in school","West Germany","3","","","","3"
"NPD","2004","inadequately","East Germany","","","","","6"
"NPD","2004","general elemantary","West Germany","9","","","","6"
"NPD","2004","higher vocational","West Germany","4","","","","6"
"NPD","2004","higher vocational","East Germany","3","","","","6"
"NPD","2004","higher education","West Germany","","","","","6"
"NPD","2004","higher education","East Germany","1","","","","6"
"NPD","2004","inadequately","West Germany","","","","","6"
"NPD","2004","general elemantary","East Germany","1","","","","6"
"NPD","2004","middle vocational","West Germany","26","","","","6"
"NPD","2004","in school","West Germany","","","","","6"
"NPD","2004","in school","East Germany","","","","","6"
"NPD","2004","middle vocational","East Germany","22","","","","6"
"NPD","2004","vocational + Abi","West Germany","2","","","","6"
"NPD","2004","vocational + Abi","East Germany","","","","","6"
"Other","2004","inadequately","West Germany","1","","","","8"
"Other","2004","in school","West Germany","5","","","","8"
"Other","2004","in school","East Germany","","","","","8"
"Other","2004","inadequately","East Germany","1","","","","8"
"Other","2004","general elemantary","West Germany","3","","","","8"
"Other","2004","general elemantary","East Germany","3","","","","8"
"Other","2004","middle vocational","West Germany","43","0.0117860599530208","0.00820964419830109","0.0153624757077405","8"
"Other","2004","vocational + Abi","East Germany","1","","","","8"
"Other","2004","higher vocational","West Germany","5","","","","8"
"Other","2004","higher vocational","East Germany","4","","","","8"
"Other","2004","higher education","West Germany","10","","","","8"
"Other","2004","middle vocational","East Germany","7","","","","8"
"Other","2004","vocational + Abi","West Germany","5","","","","8"
"Other","2004","higher education","East Germany","3","","","","8"
"PDS/Linke","2004","in school","West Germany","4","","","","5"
"PDS/Linke","2004","in school","East Germany","2","","","","5"
"PDS/Linke","2004","inadequately","West Germany","","","","","5"
"PDS/Linke","2004","inadequately","East Germany","1","","","","5"
"PDS/Linke","2004","higher vocational","East Germany","27","","","","5"
"PDS/Linke","2004","higher education","West Germany","17","","","","5"
"PDS/Linke","2004","general elemantary","West Germany","3","","","","5"
"PDS/Linke","2004","general elemantary","East Germany","13","","","","5"
"PDS/Linke","2004","middle vocational","West Germany","25","","","","5"
"PDS/Linke","2004","middle vocational","East Germany","137","0.194404891409522","0.165336560298919","0.223473222520125","5"
"PDS/Linke","2004","vocational + Abi","West Germany","4","","","","5"
"PDS/Linke","2004","vocational + Abi","East Germany","11","","","","5"
"PDS/Linke","2004","higher vocational","West Germany","3","","","","5"
"PDS/Linke","2004","higher education","East Germany","172","0.329186872195722","0.291172215683917","0.367201528707526","5"
"SPD","2004","general elemantary","West Germany","289","0.457378920827771","0.418932613183432","0.49582522847211","1"
"SPD","2004","higher education","East Germany","143","0.237805967431981","0.20336517092558","0.272246763938383","1"
"SPD","2004","higher vocational","East Germany","53","0.279258713139815","0.212789255782127","0.345728170497503","1"
"SPD","2004","inadequately","East Germany","1","","","","1"
"SPD","2004","middle vocational","West Germany","1376","0.40118729205799","0.384944627455839","0.417429956660142","1"
"SPD","2004","higher education","West Germany","530","0.274931220586094","0.254807700138336","0.295054741033852","1"
"SPD","2004","inadequately","West Germany","23","","","","1"
"SPD","2004","vocational + Abi","East Germany","12","","","","1"
"SPD","2004","higher vocational","West Germany","219","0.391395914175531","0.352978527227059","0.429813301124003","1"
"SPD","2004","general elemantary","East Germany","18","","","","1"
"SPD","2004","vocational + Abi","West Germany","168","0.328399343352339","0.286076560444384","0.370722126260294","1"
"SPD","2004","middle vocational","East Germany","206","0.306188926845512","0.272333877749315","0.34004397594171","1"
"SPD","2004","in school","West Germany","35","0.256030224532072","0.179824765556491","0.332235683507653","1"
"SPD","2004","in school","East Germany","9","","","","1"
"AfD","2005","in school","West Germany","","","","","7"
"AfD","2005","general elemantary","East Germany","","","","","7"
"AfD","2005","middle vocational","West Germany","","","","","7"
"AfD","2005","middle vocational","East Germany","","","","","7"
"AfD","2005","vocational + Abi","West Germany","","","","","7"
"AfD","2005","inadequately","West Germany","","","","","7"
"AfD","2005","vocational + Abi","East Germany","","","","","7"
"AfD","2005","higher vocational","East Germany","","","","","7"
"AfD","2005","higher education","West Germany","","","","","7"
"AfD","2005","in school","East Germany","","","","","7"
"AfD","2005","inadequately","East Germany","","","","","7"
"AfD","2005","general elemantary","West Germany","","","","","7"
"AfD","2005","higher vocational","West Germany","","","","","7"
"AfD","2005","higher education","East Germany","","","","","7"
"CDU/CSU","2005","in school","West Germany","49","0.286478694394021","0.211046249357757","0.361911139430286","2"
"CDU/CSU","2005","in school","East Germany","7","","","","2"
"CDU/CSU","2005","inadequately","West Germany","17","","","","2"
"CDU/CSU","2005","general elemantary","West Germany","288","0.440065759312898","0.401963423945553","0.478168094680244","2"
"CDU/CSU","2005","general elemantary","East Germany","18","","","","2"
"CDU/CSU","2005","middle vocational","West Germany","1583","0.45614571675435","0.439540127115741","0.472751306392959","2"
"CDU/CSU","2005","middle vocational","East Germany","277","0.331074158199123","0.297963420330989","0.364184896067256","2"
"CDU/CSU","2005","vocational + Abi","West Germany","189","0.405704690124885","0.361265326081122","0.450144054168648","2"
"CDU/CSU","2005","inadequately","East Germany","","","","","2"
"CDU/CSU","2005","vocational + Abi","East Germany","28","","","","2"
"CDU/CSU","2005","higher vocational","West Germany","275","0.433785460119405","0.393829427886945","0.473741492351865","2"
"CDU/CSU","2005","higher vocational","East Germany","63","0.385382652339093","0.309010631992272","0.461754672685913","2"
"CDU/CSU","2005","higher education","West Germany","765","0.395356558793024","0.373220135802718","0.41749298178333","2"
"CDU/CSU","2005","higher education","East Germany","186","0.244307316586944","0.210376166481782","0.278238466692106","2"
"FDP","2005","inadequately","West Germany","2","","","","3"
"FDP","2005","inadequately","East Germany","","","","","3"
"FDP","2005","general elemantary","West Germany","13","","","","3"
"FDP","2005","general elemantary","East Germany","3","","","","3"
"FDP","2005","in school","East Germany","3","","","","3"
"FDP","2005","vocational + Abi","West Germany","29","","","","3"
"FDP","2005","vocational + Abi","East Germany","2","","","","3"
"FDP","2005","higher vocational","West Germany","21","","","","3"
"FDP","2005","higher vocational","East Germany","6","","","","3"
"FDP","2005","higher education","West Germany","133","0.0602498014964335","0.0494765370352664","0.0710230659576006","3"
"FDP","2005","middle vocational","West Germany","108","0.027562413874846","0.0221041978857693","0.0330206298639227","3"
"FDP","2005","middle vocational","East Germany","31","0.0325040043734306","0.0200270021532672","0.044981006593594","3"
"FDP","2005","in school","West Germany","6","","","","3"
"FDP","2005","higher education","East Germany","25","","","","3"
"NPD","2005","inadequately","East Germany","3","","","","6"
"NPD","2005","general elemantary","West Germany","14","","","","6"
"NPD","2005","higher vocational","East Germany","4","","","","6"
"NPD","2005","higher education","West Germany","2","","","","6"
"NPD","2005","higher education","East Germany","2","","","","6"
"NPD","2005","inadequately","West Germany","1","","","","6"
"NPD","2005","higher vocational","West Germany","1","","","","6"
"NPD","2005","general elemantary","East Germany","3","","","","6"
"NPD","2005","middle vocational","West Germany","48","0.0134970352687679","0.0096499694833892","0.0173441010541466","6"
"NPD","2005","in school","West Germany","2","","","","6"
"NPD","2005","middle vocational","East Germany","40","0.0777567510871601","0.058915530861806","0.0965979713125142","6"
"NPD","2005","in school","East Germany","1","","","","6"
"NPD","2005","vocational + Abi","West Germany","5","","","","6"
"NPD","2005","vocational + Abi","East Germany","1","","","","6"
"Other","2005","in school","West Germany","2","","","","8"
"Other","2005","in school","East Germany","1","","","","8"
"Other","2005","inadequately","West Germany","","","","","8"
"Other","2005","inadequately","East Germany","","","","","8"
"Other","2005","general elemantary","West Germany","3","","","","8"
"Other","2005","general elemantary","East Germany","2","","","","8"
"Other","2005","vocational + Abi","East Germany","1","","","","8"
"Other","2005","higher vocational","West Germany","6","","","","8"
"Other","2005","higher vocational","East Germany","","","","","8"
"Other","2005","higher education","West Germany","9","","","","8"
"Other","2005","middle vocational","West Germany","41","0.013296530255119","0.00947775838437273","0.0171153021258654","8"
"Other","2005","middle vocational","East Germany","14","","","","8"
"Other","2005","vocational + Abi","West Germany","2","","","","8"
"Other","2005","higher education","East Germany","4","","","","8"
"PDS/Linke","2005","in school","West Germany","3","","","","5"
"PDS/Linke","2005","in school","East Germany","4","","","","5"
"PDS/Linke","2005","vocational + Abi","West Germany","6","","","","5"
"PDS/Linke","2005","inadequately","West Germany","1","","","","5"
"PDS/Linke","2005","inadequately","East Germany","1","","","","5"
"PDS/Linke","2005","general elemantary","West Germany","4","","","","5"
"PDS/Linke","2005","general elemantary","East Germany","16","","","","5"
"PDS/Linke","2005","middle vocational","West Germany","26","","","","5"
"PDS/Linke","2005","middle vocational","East Germany","147","0.196668347307509","0.168702247443342","0.224634447171675","5"
"PDS/Linke","2005","higher vocational","West Germany","3","","","","5"
"PDS/Linke","2005","higher vocational","East Germany","23","","","","5"
"PDS/Linke","2005","vocational + Abi","East Germany","12","","","","5"
"PDS/Linke","2005","higher education","West Germany","15","","","","5"
"PDS/Linke","2005","higher education","East Germany","173","0.308395520895872","0.271925109318139","0.344865932473606","5"
"SPD","2005","higher education","West Germany","569","0.306593169273689","0.285717587240216","0.327468751307162","1"
"SPD","2005","inadequately","East Germany","1","","","","1"
"SPD","2005","higher vocational","East Germany","53","0.311769103339305","0.239079983278695","0.384458223399914","1"
"SPD","2005","inadequately","West Germany","24","","","","1"
"SPD","2005","general elemantary","West Germany","310","0.485449045001782","0.447086243649771","0.523811846353794","1"
"SPD","2005","general elemantary","East Germany","21","","","","1"
"SPD","2005","middle vocational","West Germany","1438","0.414434152446236","0.398010230882256","0.430858074010216","1"
"SPD","2005","higher education","East Germany","166","0.271437779524638","0.23632006812015","0.306555490929126","1"
"SPD","2005","vocational + Abi","West Germany","170","0.357270901232701","0.313902394008823","0.400639408456579","1"
"SPD","2005","vocational + Abi","East Germany","13","","","","1"
"SPD","2005","higher vocational","West Germany","230","0.419348370412674","0.379565175730913","0.459131565094435","1"
"SPD","2005","middle vocational","East Germany","232","0.285538325321844","0.253759422201647","0.31731722844204","1"
"SPD","2005","in school","West Germany","45","0.387386713289778","0.306108506334426","0.468664920245131","1"
"SPD","2005","in school","East Germany","5","","","","1"
"AfD","2006","in school","West Germany","","","","","7"
"AfD","2006","vocational + Abi","West Germany","","","","","7"
"AfD","2006","in school","East Germany","","","","","7"
"AfD","2006","general elemantary","East Germany","","","","","7"
"AfD","2006","middle vocational","West Germany","","","","","7"
"AfD","2006","middle vocational","East Germany","","","","","7"
"AfD","2006","higher vocational","West Germany","","","","","7"
"AfD","2006","higher vocational","East Germany","","","","","7"
"AfD","2006","higher education","West Germany","","","","","7"
"AfD","2006","general elemantary","West Germany","","","","","7"
"AfD","2006","higher education","East Germany","","","","","7"
"AfD","2006","inadequately","West Germany","","","","","7"
"AfD","2006","inadequately","East Germany","","","","","7"
"AfD","2006","vocational + Abi","East Germany","","","","","7"
"CDU/CSU","2006","in school","West Germany","42","0.295190871261301","0.216478960075784","0.373902782446818","2"
"CDU/CSU","2006","middle vocational","West Germany","1824","0.447002900911777","0.431627948774091","0.462377853049463","2"
"CDU/CSU","2006","vocational + Abi","West Germany","214","0.381131083527782","0.340616155473463","0.4216460115821","2"
"CDU/CSU","2006","middle vocational","East Germany","329","0.360358330622302","0.329096122543432","0.391620538701173","2"
"CDU/CSU","2006","in school","East Germany","3","","","","2"
"CDU/CSU","2006","inadequately","West Germany","16","","","","2"
"CDU/CSU","2006","inadequately","East Germany","","","","","2"
"CDU/CSU","2006","general elemantary","West Germany","324","0.405843497441832","0.370746586478471","0.440940408405193","2"
"CDU/CSU","2006","general elemantary","East Germany","24","","","","2"
"CDU/CSU","2006","vocational + Abi","East Germany","26","","","","2"
"CDU/CSU","2006","higher vocational","West Germany","317","0.424574379605692","0.387932225887744","0.46121653332364","2"
"CDU/CSU","2006","higher vocational","East Germany","76","0.368551326399153","0.300136626805602","0.436966025992703","2"
"CDU/CSU","2006","higher education","West Germany","888","0.393249662697834","0.372544271837277","0.41395505355839","2"
"CDU/CSU","2006","higher education","East Germany","217","0.25737513024308","0.225194613931708","0.289555646554453","2"
"FDP","2006","inadequately","West Germany","1","","","","3"
"FDP","2006","general elemantary","West Germany","20","","","","3"
"FDP","2006","higher vocational","West Germany","24","","","","3"
"FDP","2006","higher vocational","East Germany","10","","","","3"
"FDP","2006","inadequately","East Germany","","","","","3"
"FDP","2006","vocational + Abi","East Germany","3","","","","3"
"FDP","2006","higher education","West Germany","182","0.0889006374942057","0.0768369646896276","0.100964310298784","3"
"FDP","2006","general elemantary","East Germany","5","","","","3"
"FDP","2006","middle vocational","West Germany","124","0.0302920445571764","0.0249919703787138","0.035592118735639","3"
"FDP","2006","middle vocational","East Germany","40","0.0385225245284812","0.0259907976938562","0.0510542513631063","3"
"FDP","2006","vocational + Abi","West Germany","44","0.0796863192973102","0.0570951674463299","0.10227747114829","3"
"FDP","2006","in school","East Germany","1","","","","3"
"FDP","2006","higher education","East Germany","29","","","","3"
"FDP","2006","in school","West Germany","5","","","","3"
"NPD","2006","inadequately","West Germany","2","","","","6"
"NPD","2006","inadequately","East Germany","","","","","6"
"NPD","2006","general elemantary","West Germany","13","","","","6"
"NPD","2006","general elemantary","East Germany","3","","","","6"
"NPD","2006","higher vocational","East Germany","4","","","","6"
"NPD","2006","higher education","West Germany","3","","","","6"
"NPD","2006","higher education","East Germany","2","","","","6"
"NPD","2006","higher vocational","West Germany","4","","","","6"
"NPD","2006","middle vocational","East Germany","36","0.0518159475184421","0.03738276719504","0.0662491278418442","6"
"NPD","2006","middle vocational","West Germany","57","0.0159314700547802","0.0120594484427785","0.0198034916667818","6"
"NPD","2006","in school","West Germany","1","","","","6"
"NPD","2006","vocational + Abi","West Germany","3","","","","6"
"NPD","2006","vocational + Abi","East Germany","2","","","","6"
"NPD","2006","in school","East Germany","","","","","6"
"Other","2006","in school","West Germany","","","","","8"
"Other","2006","in school","East Germany","","","","","8"
"Other","2006","inadequately","West Germany","1","","","","8"
"Other","2006","inadequately","East Germany","","","","","8"
"Other","2006","general elemantary","West Germany","7","","","","8"
"Other","2006","general elemantary","East Germany","2","","","","8"
"Other","2006","vocational + Abi","East Germany","","","","","8"
"Other","2006","higher vocational","West Germany","4","","","","8"
"Other","2006","higher vocational","East Germany","1","","","","8"
"Other","2006","higher education","West Germany","17","","","","8"
"Other","2006","higher education","East Germany","1","","","","8"
"Other","2006","middle vocational","West Germany","42","0.00986914915127956","0.00681223439964778","0.0129260639029113","8"
"Other","2006","middle vocational","East Germany","14","","","","8"
"Other","2006","vocational + Abi","West Germany","2","","","","8"
"PDS/Linke","2006","in school","West Germany","3","","","","5"
"PDS/Linke","2006","vocational + Abi","West Germany","7","","","","5"
"PDS/Linke","2006","general elemantary","East Germany","25","","","","5"
"PDS/Linke","2006","middle vocational","West Germany","86","0.0228320295140588","0.0182129648156468","0.0274510942124708","5"
"PDS/Linke","2006","middle vocational","East Germany","187","0.215816976738314","0.189029271441327","0.2426046820353","5"
"PDS/Linke","2006","higher vocational","East Germany","29","","","","5"
"PDS/Linke","2006","in school","East Germany","3","","","","5"
"PDS/Linke","2006","vocational + Abi","East Germany","13","","","","5"
"PDS/Linke","2006","higher vocational","West Germany","13","","","","5"
"PDS/Linke","2006","higher education","West Germany","32","0.0157207849388222","0.0104479945016308","0.0209935753760136","5"
"PDS/Linke","2006","higher education","East Germany","199","0.30551305086062","0.271607414381003","0.339418687340237","5"
"PDS/Linke","2006","inadequately","West Germany","1","","","","5"
"PDS/Linke","2006","inadequately","East Germany","","","","","5"
"PDS/Linke","2006","general elemantary","West Germany","16","","","","5"
"SPD","2006","general elemantary","East Germany","26","","","","1"
"SPD","2006","higher vocational","East Germany","60","0.289609717262973","0.225283727347193","0.353935707178754","1"
"SPD","2006","inadequately","East Germany","1","","","","1"
"SPD","2006","inadequately","West Germany","29","","","","1"
"SPD","2006","general elemantary","West Germany","349","0.492467296692185","0.456735086146902","0.528199507237469","1"
