"party","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"FDP","2017","(3a) lower tertiary education","in school","","","",""
"FDP","2017","(3a) lower tertiary education","inadequately","","","",""
"FDP","2017","(3a) lower tertiary education","general elemantary","","","",""
"FDP","2017","(3a) lower tertiary education","middle vocational","","","",""
"FDP","2017","(3a) lower tertiary education","vocational + Abi","","","",""
"FDP","2017","(3a) lower tertiary education","higher vocational","","","",""
"FDP","2017","(3a) lower tertiary education","higher education","53","0.0468511175992486","0.0341774353703289","0.0595247998281684"
"FDP","2017","(3b) higher tertiary education","in school","","","",""
"FDP","2017","(3b) higher tertiary education","inadequately","","","",""
"FDP","2017","(3b) higher tertiary education","general elemantary","","","",""
"FDP","2017","(3b) higher tertiary education","middle vocational","","","",""
"FDP","2017","(3b) higher tertiary education","vocational + Abi","","","",""
"FDP","2017","(3b) higher tertiary education","higher vocational","","","",""
"FDP","2017","(3b) higher tertiary education","higher education","169","0.0705626072930454","0.0605399771284186","0.0805852374576722"
"Grüne","2017","(0) in school","in school","","","",""
"Grüne","2017","(0) in school","inadequately","","","",""
"Grüne","2017","(0) in school","general elemantary","","","",""
"Grüne","2017","(0) in school","middle vocational","","","",""
"Grüne","2017","(0) in school","vocational + Abi","","","",""
"Grüne","2017","(0) in school","higher vocational","","","",""
"Grüne","2017","(0) in school","higher education","","","",""
"Grüne","2017","(1a) inadequately completed","in school","","","",""
"Grüne","2017","(1a) inadequately completed","inadequately","","","",""
"Grüne","2017","(1a) inadequately completed","general elemantary","","","",""
"Grüne","2017","(1a) inadequately completed","middle vocational","","","",""
"Grüne","2017","(1a) inadequately completed","vocational + Abi","","","",""
"Grüne","2017","(1a) inadequately completed","higher vocational","","","",""
"Grüne","2017","(1a) inadequately completed","higher education","","","",""
"Grüne","2017","(1b) general elementary school","in school","","","",""
"Grüne","2017","(1b) general elementary school","inadequately","","","",""
"Grüne","2017","(1b) general elementary school","general elemantary","","","",""
"Grüne","2017","(1b) general elementary school","middle vocational","","","",""
"Grüne","2017","(1b) general elementary school","vocational + Abi","","","",""
"Grüne","2017","(1b) general elementary school","higher vocational","","","",""
"Grüne","2017","(1b) general elementary school","higher education","","","",""
"Grüne","2017","(1c) basic vocational qualification","in school","","","",""
"Grüne","2017","(1c) basic vocational qualification","inadequately","","","",""
"Grüne","2017","(1c) basic vocational qualification","general elemantary","","","",""
"Grüne","2017","(1c) basic vocational qualification","middle vocational","73","0.0358312846316949","0.0273775259499149","0.0442850433134748"
"Grüne","2017","(1c) basic vocational qualification","vocational + Abi","","","",""
"Grüne","2017","(1c) basic vocational qualification","higher vocational","","","",""
"Grüne","2017","(1c) basic vocational qualification","higher education","","","",""
"Grüne","2017","(2b) intermediate general qualification","in school","","","",""
"Grüne","2017","(2b) intermediate general qualification","inadequately","","","",""
"Grüne","2017","(2b) intermediate general qualification","general elemantary","","","",""
"Grüne","2017","(2b) intermediate general qualification","middle vocational","","","",""
"Grüne","2017","(2b) intermediate general qualification","vocational + Abi","","","",""
"Grüne","2017","(2b) intermediate general qualification","higher vocational","","","",""
"Grüne","2017","(2b) intermediate general qualification","higher education","","","",""
"Grüne","2017","(2a) intermediate vocational","in school","","","",""
"Grüne","2017","(2a) intermediate vocational","inadequately","","","",""
"Grüne","2017","(2a) intermediate vocational","general elemantary","","","",""
"Grüne","2017","(2a) intermediate vocational","middle vocational","163","0.0815229173225246","0.0691994725748999","0.0938463620701492"
"Grüne","2017","(2a) intermediate vocational","vocational + Abi","","","",""
"Grüne","2017","(2a) intermediate vocational","higher vocational","","","",""
"Grüne","2017","(2a) intermediate vocational","higher education","","","",""
"Grüne","2017","(2c_gen) general maturity certificate","in school","","","",""
"Grüne","2017","(2c_gen) general maturity certificate","inadequately","","","",""
"Grüne","2017","(2c_gen) general maturity certificate","general elemantary","","","",""
"Grüne","2017","(2c_gen) general maturity certificate","middle vocational","98","0.192319779780179","0.160940463316917","0.22369909624344"
"Grüne","2017","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Grüne","2017","(2c_gen) general maturity certificate","higher vocational","","","",""
"Grüne","2017","(2c_gen) general maturity certificate","higher education","","","",""
"Grüne","2017","(2c_voc) vocational maturity certificate","in school","","","",""
"Grüne","2017","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Grüne","2017","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Grüne","2017","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Grüne","2017","(2c_voc) vocational maturity certificate","vocational + Abi","133","0.133456612190725","0.110988221896241","0.155925002485209"
"Grüne","2017","(2c_voc) vocational maturity certificate","higher vocational","39","0.16132612384331","0.115172895443244","0.207479352243376"
"Grüne","2017","(2c_voc) vocational maturity certificate","higher education","","","",""
"Grüne","2017","(3a) lower tertiary education","in school","","","",""
"Grüne","2017","(3a) lower tertiary education","inadequately","","","",""
"Grüne","2017","(3a) lower tertiary education","general elemantary","","","",""
"Grüne","2017","(3a) lower tertiary education","middle vocational","","","",""
"Grüne","2017","(3a) lower tertiary education","vocational + Abi","","","",""
"Grüne","2017","(3a) lower tertiary education","higher vocational","","","",""
"Grüne","2017","(3a) lower tertiary education","higher education","193","0.189733825561886","0.166218624256999","0.213249026866773"
"Grüne","2017","(3b) higher tertiary education","in school","","","",""
"Grüne","2017","(3b) higher tertiary education","inadequately","","","",""
"Grüne","2017","(3b) higher tertiary education","general elemantary","","","",""
"Grüne","2017","(3b) higher tertiary education","middle vocational","","","",""
"Grüne","2017","(3b) higher tertiary education","vocational + Abi","","","",""
"Grüne","2017","(3b) higher tertiary education","higher vocational","","","",""
"Grüne","2017","(3b) higher tertiary education","higher education","578","0.230796207814107","0.214306256720014","0.2472861589082"
"PDS/Linke","2017","(0) in school","in school","","","",""
"PDS/Linke","2017","(0) in school","inadequately","","","",""
"PDS/Linke","2017","(0) in school","general elemantary","","","",""
"PDS/Linke","2017","(0) in school","middle vocational","","","",""
"PDS/Linke","2017","(0) in school","vocational + Abi","","","",""
"PDS/Linke","2017","(0) in school","higher vocational","","","",""
"PDS/Linke","2017","(0) in school","higher education","","","",""
"PDS/Linke","2017","(1a) inadequately completed","in school","","","",""
"PDS/Linke","2017","(1a) inadequately completed","inadequately","","","",""
"PDS/Linke","2017","(1a) inadequately completed","general elemantary","","","",""
"PDS/Linke","2017","(1a) inadequately completed","middle vocational","","","",""
"PDS/Linke","2017","(1a) inadequately completed","vocational + Abi","","","",""
"PDS/Linke","2017","(1a) inadequately completed","higher vocational","","","",""
"PDS/Linke","2017","(1a) inadequately completed","higher education","","","",""
"PDS/Linke","2017","(1b) general elementary school","in school","","","",""
"PDS/Linke","2017","(1b) general elementary school","inadequately","","","",""
"PDS/Linke","2017","(1b) general elementary school","general elemantary","38","0.0536560667302812","0.0356105801164738","0.0717015533440886"
"PDS/Linke","2017","(1b) general elementary school","middle vocational","","","",""
"PDS/Linke","2017","(1b) general elementary school","vocational + Abi","","","",""
"PDS/Linke","2017","(1b) general elementary school","higher vocational","","","",""
"PDS/Linke","2017","(1b) general elementary school","higher education","","","",""
"PDS/Linke","2017","(1c) basic vocational qualification","in school","","","",""
"PDS/Linke","2017","(1c) basic vocational qualification","inadequately","","","",""
"PDS/Linke","2017","(1c) basic vocational qualification","general elemantary","","","",""
"PDS/Linke","2017","(1c) basic vocational qualification","middle vocational","88","0.0383304554919639","0.0295981874044041","0.0470627235795236"
"PDS/Linke","2017","(1c) basic vocational qualification","vocational + Abi","","","",""
"PDS/Linke","2017","(1c) basic vocational qualification","higher vocational","","","",""
"PDS/Linke","2017","(1c) basic vocational qualification","higher education","","","",""
"PDS/Linke","2017","(2b) intermediate general qualification","in school","","","",""
"PDS/Linke","2017","(2b) intermediate general qualification","inadequately","","","",""
"PDS/Linke","2017","(2b) intermediate general qualification","general elemantary","","","",""
"PDS/Linke","2017","(2b) intermediate general qualification","middle vocational","","","",""
"PDS/Linke","2017","(2b) intermediate general qualification","vocational + Abi","","","",""
