"party","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"FDP","2016","Single parent ","Male","4","","","","3"
"NPD Combination","2016","1-pers.-HH","Male","9","","","","6"
"NPD Combination","2016","Couple + C. LE 16 ","Female","3","","","","6"
"NPD Combination","2016","Couple + C. GT 16 ","Male","7","","","","6"
"NPD Combination","2016","Couple + C. GT 16 ","Female","3","","","","6"
"NPD Combination","2016","Couple + C. LE and GT 16","Female","2","","","","6"
"NPD Combination","2016","1-pers.-HH","Female","3","","","","6"
"NPD Combination","2016","(Married) couple without C. ","Male","13","","","","6"
"NPD Combination","2016","(Married) couple without C. ","Female","3","","","","6"
"NPD Combination","2016","Couple + C. LE 16 ","Male","11","","","","6"
"NPD Combination","2016","Single parent ","Male","3","","","","6"
"NPD Combination","2016","Couple + C. LE and GT 16","Male","2","","","","6"
"NPD Combination","2016","Single parent ","Female","7","","","","6"
"Other","2016","Couple + C. GT 16 ","Female","3","","","","8"
"Other","2016","Couple + C. LE and GT 16","Male","9","","","","8"
"Other","2016","Couple + C. LE and GT 16","Female","4","","","","8"
"Other","2016","1-pers.-HH","Male","15","","","","8"
"Other","2016","1-pers.-HH","Female","2","","","","8"
"Other","2016","(Married) couple without C. ","Male","24","","","","8"
"Other","2016","(Married) couple without C. ","Female","13","","","","8"
"Other","2016","Single parent ","Male","6","","","","8"
"Other","2016","Single parent ","Female","16","","","","8"
"Other","2016","Couple + C. LE 16 ","Male","25","","","","8"
"Other","2016","Couple + C. LE 16 ","Female","14","","","","8"
"Other","2016","Couple + C. GT 16 ","Male","12","","","","8"
"PDS/Linke","2016","1-pers.-HH","Male","66","0.0973651180211306","0.0743072588679099","0.120422977174351","5"
"PDS/Linke","2016","1-pers.-HH","Female","90","0.0867577058495222","0.0676312956504814","0.105884116048563","5"
"PDS/Linke","2016","(Married) couple without C. ","Male","145","0.0590792631962631","0.0485822616819951","0.0695762647105311","5"
"PDS/Linke","2016","(Married) couple without C. ","Female","112","0.0523306842853903","0.0413186738359538","0.0633426947348268","5"
"PDS/Linke","2016","Single parent ","Male","9","","","","5"
"PDS/Linke","2016","Single parent ","Female","64","0.113358497290677","0.0847879480812002","0.141929046500154","5"
"PDS/Linke","2016","Couple + C. GT 16 ","Female","23","","","","5"
"PDS/Linke","2016","Couple + C. LE and GT 16","Male","24","","","","5"
"PDS/Linke","2016","Couple + C. LE and GT 16","Female","21","","","","5"
"PDS/Linke","2016","Couple + C. LE 16 ","Female","41","0.0307715429994838","0.0195075614297576","0.04203552456921","5"
"PDS/Linke","2016","Couple + C. GT 16 ","Male","29","","","","5"
"PDS/Linke","2016","Couple + C. LE 16 ","Male","79","0.0564603550504473","0.0427077066668893","0.0702130034340053","5"
"SPD","2016","1-pers.-HH","Female","243","0.309382012124383","0.277973099557035","0.340790924691731","2"
"SPD","2016","1-pers.-HH","Male","177","0.28674347523911","0.251568736758333","0.321918213719887","2"
"SPD","2016","(Married) couple without C. ","Male","551","0.29103735530617","0.270813812031635","0.311260898580704","2"
"SPD","2016","(Married) couple without C. ","Female","436","0.284599356105649","0.262286682196722","0.306912030014575","2"
"SPD","2016","Single parent ","Male","30","0.142541407385383","0.0824443075262447","0.202638507244521","2"
"SPD","2016","Couple + C. LE and GT 16","Male","85","0.271875854590778","0.227199920724145","0.31655178845741","2"
"SPD","2016","Couple + C. LE and GT 16","Female","76","0.270035416952046","0.222703837210172","0.31736699669392","2"
"SPD","2016","Couple + C. GT 16 ","Male","157","0.272404065898278","0.235061539713142","0.309746592083414","2"
"SPD","2016","Couple + C. GT 16 ","Female","118","0.215672001756677","0.1780049962272","0.253339007286154","2"
"SPD","2016","Single parent ","Female","112","0.239467861694036","0.201008690194444","0.277927033193628","2"
"SPD","2016","Couple + C. LE 16 ","Female","204","0.216811353795491","0.189934500674802","0.24368820691618","2"
"SPD","2016","Couple + C. LE 16 ","Male","246","0.199169793787066","0.175373111058217","0.222966476515916","2"
"AfD","2017","1-pers.-HH","Female","13","","","","7"
"AfD","2017","1-pers.-HH","Male","55","0.0777975064055826","0.0598644768321785","0.0957305359789867","7"
"AfD","2017","(Married) couple without C. ","Male","130","0.0731723420693385","0.0620342343358277","0.0843104498028493","7"
"AfD","2017","(Married) couple without C. ","Female","60","0.0418159290997315","0.0325481763888651","0.051083681810598","7"
"AfD","2017","Single parent ","Male","15","","","","7"
"AfD","2017","Single parent ","Female","27","","","","7"
"AfD","2017","Couple + C. GT 16 ","Female","9","","","","7"
"AfD","2017","Couple + C. LE and GT 16","Male","32","0.110705484372056","0.0817796264416609","0.13963134230245","7"
"AfD","2017","Couple + C. LE and GT 16","Female","13","","","","7"
"AfD","2017","Couple + C. LE 16 ","Female","35","0.0347547614877566","0.0236391866499674","0.0458703363255458","7"
"AfD","2017","Couple + C. GT 16 ","Male","42","0.0787951433012964","0.0580832763785952","0.0995070102239975","7"
"AfD","2017","Couple + C. LE 16 ","Male","75","0.0703798346734637","0.0561141867534397","0.0846454825934876","7"
"CDU/CSU","2017","Couple + C. GT 16 ","Female","208","0.388312024392878","0.346138023815092","0.430486024970664","1"
"CDU/CSU","2017","Couple + C. LE 16 ","Female","449","0.376735566998401","0.347327910251648","0.406143223745155","1"
"CDU/CSU","2017","Couple + C. GT 16 ","Male","244","0.361250750673731","0.324322308001753","0.398179193345709","1"
"CDU/CSU","2017","Couple + C. LE and GT 16","Male","186","0.367638360993923","0.323188332627348","0.412088389360498","1"
"CDU/CSU","2017","Couple + C. LE and GT 16","Female","143","0.340116602713464","0.291844663492354","0.388388541934574","1"
"CDU/CSU","2017","(Married) couple without C. ","Male","847","0.399016446884895","0.378072181331825","0.419960712437965","1"
"CDU/CSU","2017","(Married) couple without C. ","Female","725","0.395060611949702","0.372426321438979","0.417694902460425","1"
"CDU/CSU","2017","Couple + C. LE 16 ","Male","543","0.399987147281555","0.372664806291783","0.427309488271327","1"
"CDU/CSU","2017","1-pers.-HH","Male","298","0.31640374664423","0.285266634869173","0.347540858419287","1"
"CDU/CSU","2017","1-pers.-HH","Female","341","0.376124584485062","0.345513737140573","0.406735431829552","1"
"CDU/CSU","2017","Single parent ","Male","40","0.176745070557324","0.119063872116538","0.234426268998109","1"
"CDU/CSU","2017","Single parent ","Female","150","0.322329714400774","0.282502526019005","0.362156902782542","1"
"FDP","2017","Couple + C. GT 16 ","Female","23","","","","3"
"FDP","2017","Couple + C. GT 16 ","Male","30","0.0359517519779671","0.0216397355172339","0.0502637684387003","3"
"FDP","2017","Couple + C. LE and GT 16","Male","21","","","","3"
"FDP","2017","(Married) couple without C. ","Male","119","0.0496854009616165","0.0403917460227401","0.058979055900493","3"
"FDP","2017","(Married) couple without C. ","Female","63","0.0370747381401073","0.0283266243251627","0.0458228519550519","3"
"FDP","2017","Single parent ","Female","11","","","","3"
"FDP","2017","Couple + C. LE 16 ","Male","51","0.0442009600166765","0.032737551796136","0.0556643682372171","3"
"FDP","2017","Couple + C. LE 16 ","Female","24","","","","3"
"FDP","2017","Couple + C. LE and GT 16","Female","13","","","","3"
"FDP","2017","1-pers.-HH","Male","45","0.0557607040781963","0.0403981706948846","0.071123237461508","3"
"FDP","2017","1-pers.-HH","Female","25","","","","3"
"FDP","2017","Single parent ","Male","8","","","","3"
"NPD Combination","2017","(Married) couple without C. ","Female","2","","","","6"
"NPD Combination","2017","1-pers.-HH","Female","4","","","","6"
"NPD Combination","2017","(Married) couple without C. ","Male","6","","","","6"
"NPD Combination","2017","Single parent ","Female","8","","","","6"
"NPD Combination","2017","1-pers.-HH","Male","10","","","","6"
"NPD Combination","2017","Couple + C. LE 16 ","Male","14","","","","6"
"NPD Combination","2017","Couple + C. LE 16 ","Female","10","","","","6"
"NPD Combination","2017","Couple + C. GT 16 ","Male","11","","","","6"
"NPD Combination","2017","Couple + C. LE and GT 16","Male","11","","","","6"
"NPD Combination","2017","Single parent ","Male","6","","","","6"
"NPD Combination","2017","Couple + C. GT 16 ","Female","2","","","","6"
"NPD Combination","2017","Couple + C. LE and GT 16","Female","3","","","","6"
"Other","2017","1-pers.-HH","Male","17","","","","8"
"Other","2017","1-pers.-HH","Female","7","","","","8"
"Other","2017","(Married) couple without C. ","Male","17","","","","8"
"Other","2017","(Married) couple without C. ","Female","9","","","","8"
"Other","2017","Couple + C. GT 16 ","Female","2","","","","8"
"Other","2017","Couple + C. LE and GT 16","Male","4","","","","8"
"Other","2017","Couple + C. LE and GT 16","Female","6","","","","8"
"Other","2017","Single parent ","Male","3","","","","8"
"Other","2017","Single parent ","Female","11","","","","8"
"Other","2017","Couple + C. LE 16 ","Male","19","","","","8"
"Other","2017","Couple + C. LE 16 ","Female","12","","","","8"
"Other","2017","Couple + C. GT 16 ","Male","11","","","","8"
"PDS/Linke","2017","(Married) couple without C. ","Male","151","0.059582319537655","0.049458193583679","0.069706445491631","5"
"PDS/Linke","2017","1-pers.-HH","Male","102","0.115200369809357","0.093825322584966","0.136575417033748","5"
"PDS/Linke","2017","1-pers.-HH","Female","111","0.100341963324478","0.0813556526013538","0.119328274047603","5"
"PDS/Linke","2017","(Married) couple without C. ","Female","122","0.0500295671633727","0.039935934270388","0.0601232000563574","5"
"PDS/Linke","2017","Single parent ","Male","20","","","","5"
"PDS/Linke","2017","Single parent ","Female","65","0.126313597922237","0.0980046912844781","0.154622504559995","5"
"PDS/Linke","2017","Couple + C. LE 16 ","Male","70","0.0564999210830049","0.0436230750403055","0.0693767671257043","5"
"PDS/Linke","2017","Couple + C. LE 16 ","Female","50","0.0492613468203634","0.036127569369834","0.0623951242708929","5"
"PDS/Linke","2017","Couple + C. GT 16 ","Male","37","0.0535892606494806","0.0362763485026945","0.0709021727962666","5"
"PDS/Linke","2017","Couple + C. GT 16 ","Female","21","","","","5"
"PDS/Linke","2017","Couple + C. LE and GT 16","Male","31","0.0721563082617412","0.048302735524821","0.0960098809986614","5"
"PDS/Linke","2017","Couple + C. LE and GT 16","Female","23","","","","5"
"SPD","2017","1-pers.-HH","Male","246","0.309871575061317","0.278910679984602","0.340832470138031","2"
"SPD","2017","1-pers.-HH","Female","324","0.350127105987041","0.319984025472941","0.380270186501141","2"
"SPD","2017","(Married) couple without C. ","Male","664","0.322848124647685","0.302850398330954","0.342845850964417","2"
"SPD","2017","(Married) couple without C. ","Female","595","0.341136764578691","0.319186437866048","0.363087091291335","2"
"SPD","2017","Single parent ","Male","42","0.265531362563103","0.198752657986868","0.332310067139339","2"
"SPD","2017","Couple + C. GT 16 ","Male","204","0.33913879843005","0.302744338501721","0.375533258358379","2"
"SPD","2017","Couple + C. GT 16 ","Female","157","0.301571042353174","0.261856885593988","0.34128519911236","2"
"SPD","2017","Couple + C. LE and GT 16","Male","104","0.277062307906504","0.23580337119373","0.318321244619279","2"
"SPD","2017","Couple + C. LE 16 ","Male","301","0.24896355696237","0.224847127571524","0.273079986353216","2"
"SPD","2017","Couple + C. LE 16 ","Female","266","0.26565534361554","0.23885038232765","0.292460304903431","2"
"SPD","2017","Couple + C. LE and GT 16","Female","88","0.333092016091447","0.285067577251205","0.381116454931688","2"
"SPD","2017","Single parent ","Female","143","0.256327002636984","0.219121391650129","0.293532613623839","2"
"AfD","2018","1-pers.-HH","Female","35","0.0349553800183976","0.0236001543116058","0.0463106057251895","7"
"AfD","2018","1-pers.-HH","Male","72","0.0853547778087338","0.0674261305667025","0.103283425050765","7"
"AfD","2018","(Married) couple without C. ","Female","78","0.0416293466947739","0.0324070891010118","0.050851604288536","7"
"AfD","2018","(Married) couple without C. ","Male","166","0.0873612418759964","0.0752586070794855","0.0994638766725074","7"
"AfD","2018","Single parent ","Male","26","","","","7"
"AfD","2018","Single parent ","Female","44","0.0892283351874662","0.0648432324478291","0.113613437927103","7"
"AfD","2018","Couple + C. GT 16 ","Female","18","","","","7"
"AfD","2018","Couple + C. LE and GT 16","Male","43","0.105750894125712","0.0779492523365821","0.133552535914843","7"
"AfD","2018","Couple + C. LE and GT 16","Female","18","","","","7"
"AfD","2018","Couple + C. LE 16 ","Female","54","0.0564084837419892","0.0425394665804412","0.0702775009035371","7"
"AfD","2018","Couple + C. LE 16 ","Male","99","0.0914307263223242","0.0755164121965149","0.107345040448134","7"
"AfD","2018","Couple + C. GT 16 ","Male","54","0.105847806503342","0.0818440028426076","0.129851610164077","7"
"CDU/CSU","2018","Couple + C. GT 16 ","Female","181","0.362071439088948","0.320644201332215","0.403498676845681","1"
"CDU/CSU","2018","(Married) couple without C. ","Male","804","0.3849224365101","0.364066839311508","0.405778033708691","1"
"CDU/CSU","2018","(Married) couple without C. ","Female","720","0.41192915615963","0.389204527889404","0.434653784429856","1"
"CDU/CSU","2018","Couple + C. LE 16 ","Male","524","0.379991952852105","0.353191095858613","0.406792809845596","1"
"CDU/CSU","2018","Couple + C. LE 16 ","Female","419","0.355742165728389","0.326962947971754","0.384521383485025","1"
"CDU/CSU","2018","Couple + C. GT 16 ","Male","225","0.33365531008857","0.296865130951213","0.370445489225926","1"
"CDU/CSU","2018","Couple + C. LE and GT 16","Male","180","0.323664256735992","0.28136549024676","0.365963023225225","1"
"CDU/CSU","2018","Couple + C. LE and GT 16","Female","112","0.327874863349363","0.279846897950214","0.375902828748511","1"
"CDU/CSU","2018","Single parent ","Male","50","0.232356018585471","0.176292967170275","0.288419070000666","1"
"CDU/CSU","2018","1-pers.-HH","Male","317","0.303990754630175","0.274475606910009","0.333505902350342","1"
"CDU/CSU","2018","1-pers.-HH","Female","356","0.375176027626881","0.345242255907583","0.40510979934618","1"
"CDU/CSU","2018","Single parent ","Female","131","0.213971554136174","0.178891068939438","0.249052039332909","1"
"FDP","2018","Couple + C. GT 16 ","Female","21","","","","3"
"FDP","2018","Couple + C. GT 16 ","Male","32","0.0498220503273941","0.0328456079645578","0.0667984926902303","3"
"FDP","2018","Couple + C. LE and GT 16","Male","25","","","","3"
"FDP","2018","(Married) couple without C. ","Male","138","0.0572787687106392","0.0473187637334249","0.0672387736878536","3"
"FDP","2018","(Married) couple without C. ","Female","81","0.0390945624300567","0.0301456717761414","0.0480434530839721","3"
"FDP","2018","Single parent ","Female","16","","","","3"
"FDP","2018","Couple + C. LE 16 ","Male","67","0.0604437866299195","0.0472854790235232","0.0736020942363157","3"
"FDP","2018","Couple + C. LE 16 ","Female","36","0.0396035908430978","0.0278796395616067","0.0513275421245889","3"
"FDP","2018","Couple + C. LE and GT 16","Female","16","","","","3"
"FDP","2018","1-pers.-HH","Male","49","0.0561501633343463","0.0413783356259229","0.0709219910427698","3"
"FDP","2018","1-pers.-HH","Female","36","0.0410613313811704","0.0287932403622687","0.053329422400072","3"
