"party","year","education","n","percent","lower_confidence","upper_confidence"
"FDP","2014","no degree/no degree yet","7","","",""
"Grüne","2014","lower secondary degree","116","0.0406748709648898","0.0335223311639853","0.0478274107657942"
"Grüne","2014","secondary school degree","331","0.0945086183687733","0.08429285836081","0.104724378376737"
"Grüne","2014","college entrance qualification","1131","0.251334832025481","0.238565464712576","0.264104199338386"
"Grüne","2014","Other degree","96","0.124422191427771","0.102590010129895","0.146254372725647"
"Grüne","2014","no degree/no degree yet","38","0.135071112406042","0.0932014414584066","0.176940783353678"
"PDS/Linke","2014","lower secondary degree","194","0.0581024646040473","0.0496318799229449","0.0665730492851497"
"PDS/Linke","2014","secondary school degree","315","0.0926813669484687","0.0825546436319879","0.10280809026495"
"PDS/Linke","2014","college entrance qualification","311","0.0667263466466795","0.0593803216486371","0.074072371644722"
"PDS/Linke","2014","Other degree","84","0.0657404571655542","0.0493477393009279","0.0821331750301805"
"PDS/Linke","2014","no degree/no degree yet","20","","",""
"NPD Combination","2014","lower secondary degree","34","0.00993733664428401","0.00634579733944711","0.0135288759491209"
"NPD Combination","2014","secondary school degree","47","0.0202220612506831","0.0153065425455432","0.025137579955823"
"NPD Combination","2014","college entrance qualification","3","","",""
"NPD Combination","2014","Other degree","3","","",""
"NPD Combination","2014","no degree/no degree yet","11","","",""
"AfD","2014","lower secondary degree","57","0.0134880493677831","0.00931128447702223","0.0176648142585441"
"AfD","2014","secondary school degree","73","0.0258476163389161","0.0203062544656323","0.0313889782122"
"AfD","2014","college entrance qualification","65","0.014070507056059","0.0106033219480244","0.0175376921640936"
"AfD","2014","Other degree","8","","",""
"AfD","2014","no degree/no degree yet","11","","",""
"Other","2014","lower secondary degree","46","0.0129714475295313","0.00887437775257682","0.0170685173064858"
"Other","2014","secondary school degree","57","0.0166855500794716","0.0122124430569018","0.0211586571020413"
"Other","2014","college entrance qualification","72","0.0172379886783302","0.0134065074585793","0.021069469898081"
"Other","2014","Other degree","15","","",""
"Other","2014","no degree/no degree yet","9","","",""
"CDU/CSU","2015","lower secondary degree","1137","0.470107254686487","0.450643622838047","0.489570886534928"
"CDU/CSU","2015","secondary school degree","1128","0.430498205352011","0.411592581956212","0.44940382874781"
"CDU/CSU","2015","college entrance qualification","1362","0.360087890205602","0.344991507292788","0.375184273118417"
"CDU/CSU","2015","Other degree","378","0.438466598005128","0.404421148983741","0.472512047026515"
"CDU/CSU","2015","no degree/no degree yet","66","0.334905418324836","0.270920482336611","0.398890354313061"
"SPD","2015","lower secondary degree","971","0.383884222823443","0.364918791911147","0.402849653735738"
"SPD","2015","secondary school degree","735","0.282691829748081","0.265498210762487","0.299885448733676"
"SPD","2015","college entrance qualification","936","0.240920121614307","0.227471159910122","0.254369083318492"
"SPD","2015","Other degree","211","0.322242106784955","0.290177091754904","0.354307121815007"
"SPD","2015","no degree/no degree yet","71","0.316873242226051","0.253796627048975","0.379949857403126"
"FDP","2015","lower secondary degree","31","0.0139980787875415","0.00941661228791891","0.0185795452871641"
"FDP","2015","secondary school degree","54","0.0193231075058242","0.014067060537898","0.0245791544737505"
"FDP","2015","college entrance qualification","162","0.0350376218897805","0.0292549176323506","0.0408203261472105"
"FDP","2015","Other degree","18","","",""
"FDP","2015","no degree/no degree yet","1","","",""
"Grüne","2015","lower secondary degree","104","0.0369513263009246","0.0295948379388102","0.0443078146630389"
"Grüne","2015","secondary school degree","267","0.0975045447659749","0.0861781231836621","0.108830966348288"
"Grüne","2015","college entrance qualification","989","0.251731547865032","0.238082384835109","0.265380710894956"
"Grüne","2015","Other degree","84","0.121362253370996","0.09895700535044","0.143767501391553"
"Grüne","2015","no degree/no degree yet","31","0.134399431810655","0.0881578767340318","0.180640986887277"
"PDS/Linke","2015","lower secondary degree","146","0.0499378574093577","0.0414436594742224","0.0584320553444931"
"PDS/Linke","2015","secondary school degree","267","0.0905751805209032","0.0796168148930811","0.101533546148725"
"PDS/Linke","2015","college entrance qualification","288","0.0696949991621793","0.0616870378420376","0.0777029604823211"
"PDS/Linke","2015","Other degree","100","0.0634631867880545","0.0467358663568243","0.0801905072192848"
"PDS/Linke","2015","no degree/no degree yet","20","","",""
"NPD Combination","2015","lower secondary degree","36","0.00800938720729253","0.00453334657785467","0.0114854278367304"
"NPD Combination","2015","secondary school degree","40","0.0259274992419646","0.0198596645898486","0.0319953338940807"
"NPD Combination","2015","college entrance qualification","10","","",""
"NPD Combination","2015","Other degree","4","","",""
"NPD Combination","2015","no degree/no degree yet","5","","",""
"AfD","2015","lower secondary degree","68","0.0275571963817759","0.021173371474479","0.0339410212890728"
"AfD","2015","secondary school degree","104","0.041085730705016","0.0335070575180224","0.0486644038920096"
"AfD","2015","college entrance qualification","76","0.020727114555593","0.0162465806397102","0.0252076484714759"
"AfD","2015","Other degree","10","","",""
"AfD","2015","no degree/no degree yet","9","","",""
"Other","2015","lower secondary degree","33","0.00955467640317756","0.00576104910000989","0.0133483037063452"
"Other","2015","secondary school degree","40","0.0123939021602249","0.00816961245964116","0.0166181918608086"
"Other","2015","college entrance qualification","61","0.0195811913792024","0.0152237269198183","0.0239386558385864"
"Other","2015","Other degree","11","","",""
"Other","2015","no degree/no degree yet","6","","",""
"CDU/CSU","2016","lower secondary degree","1009","0.458878256547252","0.438424320208192","0.479332192886313"
"CDU/CSU","2016","secondary school degree","991","0.422440694568204","0.402529123800669","0.442352265335739"
"CDU/CSU","2016","college entrance qualification","1238","0.332507776842045","0.317276250426041","0.347739303258049"
"CDU/CSU","2016","Other degree","301","0.397332713126557","0.361564304662357","0.433101121590757"
"CDU/CSU","2016","no degree/no degree yet","46","0.347276267189769","0.276330368614282","0.418222165765255"
"SPD","2016","lower secondary degree","797","0.348468561535919","0.328910304149094","0.368026818922744"
"SPD","2016","secondary school degree","588","0.255636221666228","0.238051796908049","0.273220646424407"
"SPD","2016","college entrance qualification","827","0.227700804122522","0.214142839610903","0.241258768634141"
"SPD","2016","Other degree","176","0.309699116887094","0.275902529949129","0.343495703825059"
"SPD","2016","no degree/no degree yet","51","0.342622871957502","0.271903155642602","0.413342588272402"
"FDP","2016","lower secondary degree","37","0.0154129413035832","0.0103564357175469","0.0204694468896195"
"FDP","2016","secondary school degree","61","0.0274213484820732","0.0208382382827124","0.0340044586814341"
"FDP","2016","college entrance qualification","167","0.0428426108119396","0.0362955094927283","0.049389712131151"
"FDP","2016","Other degree","13","","",""
"FDP","2016","no degree/no degree yet","1","","",""
"Grüne","2016","lower secondary degree","100","0.0439535818035928","0.0355392953528702","0.0523678682543154"
"Grüne","2016","secondary school degree","270","0.111646879301856","0.0989516524630129","0.124342106140698"
"Grüne","2016","college entrance qualification","987","0.267535063061071","0.253222968613628","0.281847157508514"
"Grüne","2016","Other degree","100","0.13343215050189","0.108577069964126","0.158287231039654"
"Grüne","2016","no degree/no degree yet","33","0.150984501350364","0.0976327066663328","0.204336296034396"
"PDS/Linke","2016","lower secondary degree","115","0.0412805921677508","0.0331147799920114","0.0494464043434902"
"PDS/Linke","2016","secondary school degree","202","0.0730999833841701","0.0626069890343273","0.0835929777340129"
"PDS/Linke","2016","college entrance qualification","296","0.0792868206331266","0.0705514346245869","0.0880222066416663"
"PDS/Linke","2016","Other degree","66","0.0603438211291041","0.04293839996664","0.0777492422915681"
"PDS/Linke","2016","no degree/no degree yet","16","","",""
"NPD Combination","2016","lower secondary degree","30","0.0109738856543851","0.00669761916068429","0.0152501521480859"
"NPD Combination","2016","secondary school degree","22","","",""
"NPD Combination","2016","college entrance qualification","3","","",""
"NPD Combination","2016","Other degree","8","","",""
"NPD Combination","2016","no degree/no degree yet","4","","",""
"AfD","2016","lower secondary degree","160","0.0662488862581453","0.0560398317006364","0.0764579408156543"
"AfD","2016","secondary school degree","177","0.0734503090034322","0.0629341891712001","0.0839664288356644"
"AfD","2016","college entrance qualification","115","0.0327944531577318","0.0270363557778193","0.0385525505376444"
"AfD","2016","Other degree","46","0.0502039903404551","0.0342427023071535","0.0661652783737567"
"AfD","2016","no degree/no degree yet","14","","",""
"Other","2016","lower secondary degree","32","0.0147832947293714","0.00982956659077351","0.0197370228679693"
"Other","2016","secondary school degree","53","0.0212890805248064","0.0154703261595669","0.0271078348900459"
"Other","2016","college entrance qualification","42","0.0159641796384306","0.0119119114878547","0.0200164477890066"
"Other","2016","Other degree","9","","",""
"Other","2016","no degree/no degree yet","8","","",""
"CDU/CSU","2017","lower secondary degree","950","0.409182121544066","0.389298672441839","0.429065570646293"
"CDU/CSU","2017","secondary school degree","1123","0.406394081076069","0.387983324567692","0.424804837584445"
"CDU/CSU","2017","college entrance qualification","1422","0.33426594195845","0.319965271389051","0.348566612527849"
"CDU/CSU","2017","Other degree","531","0.396749187512455","0.366958865744317","0.426539509280592"
"CDU/CSU","2017","no degree/no degree yet","160","0.269033682687172","0.221115299848411","0.316952065525933"
"SPD","2017","lower secondary degree","924","0.411866702047663","0.391963506594968","0.431769897500359"
"SPD","2017","secondary school degree","806","0.300347473190849","0.283164352889052","0.317530593492647"
"SPD","2017","college entrance qualification","1089","0.26350829703971","0.250153385164535","0.276863208914885"
"SPD","2017","Other degree","237","0.327649517167091","0.299068950189822","0.35623008414436"
"SPD","2017","no degree/no degree yet","85","0.419789490439666","0.366461070229911","0.473117910649421"
"FDP","2017","lower secondary degree","43","0.0189372281602742","0.0134251776775305","0.024449278643018"
"FDP","2017","secondary school degree","86","0.0366378890557104","0.0295956812188903","0.0436800968925306"
"FDP","2017","college entrance qualification","262","0.0584180883198842","0.0513082017182286","0.0655279749215399"
"FDP","2017","Other degree","27","","",""
"FDP","2017","no degree/no degree yet","11","","",""
"Grüne","2017","lower secondary degree","85","0.0333299178419636","0.026071151061504","0.0405886846224233"
"Grüne","2017","secondary school degree","243","0.0819489547482987","0.0716675144059213","0.0922303950906762"
"Grüne","2017","college entrance qualification","899","0.210457352652278","0.198099876004591","0.222814829299966"
"Grüne","2017","Other degree","108","0.102026730692774","0.0835953910134405","0.120458070372107"
"Grüne","2017","no degree/no degree yet","33","0.110237755471533","0.0763960446780301","0.144079466265035"
"PDS/Linke","2017","lower secondary degree","125","0.0442079653558249","0.0358953334521262","0.0525205972595235"
"PDS/Linke","2017","secondary school degree","228","0.0750078875167948","0.0651343832579008","0.0848813917756888"
"PDS/Linke","2017","college entrance qualification","349","0.0901889591258631","0.0815051106087065","0.0988728076430197"
"PDS/Linke","2017","Other degree","78","0.0679424345904738","0.0526188583397173","0.0832660108412304"
"PDS/Linke","2017","no degree/no degree yet","20","","",""
"NPD Combination","2017","lower secondary degree","33","0.00890340683796395","0.00510463960153028","0.0127021740743976"
"NPD Combination","2017","secondary school degree","28","","",""
"NPD Combination","2017","college entrance qualification","17","","",""
"NPD Combination","2017","Other degree","3","","",""
"NPD Combination","2017","no degree/no degree yet","3","","",""
"AfD","2017","lower secondary degree","168","0.0663548421825824","0.0562893777742776","0.0764203065908871"
"AfD","2017","secondary school degree","187","0.0793684499793189","0.0692359709780851","0.0895009289805526"
"AfD","2017","college entrance qualification","99","0.0273089173567636","0.0223680902279858","0.0322497444855414"
"AfD","2017","Other degree","43","0.0535328224785202","0.0398261806875942","0.0672394642694462"
"AfD","2017","no degree/no degree yet","12","","",""
"Other","2017","lower secondary degree","21","","",""
"Other","2017","secondary school degree","33","0.0120693098140556","0.0079762009826707","0.0161624186454404"
"Other","2017","college entrance qualification","43","0.0129395796834789","0.00951354382912274","0.016365615537835"
"Other","2017","Other degree","9","","",""
"Other","2017","no degree/no degree yet","5","","",""
"CDU/CSU","2018","lower secondary degree","912","0.425945132328242","0.405531294192576","0.446358970463909"
"CDU/CSU","2018","secondary school degree","1060","0.381959672179314","0.364027177942521","0.399892166416107"
"CDU/CSU","2018","college entrance qualification","1288","0.311607690481458","0.297540258649936","0.32567512231298"
"CDU/CSU","2018","Other degree","539","0.385830526489677","0.357128711670242","0.414532341309111"
"CDU/CSU","2018","no degree/no degree yet","173","0.347575931127317","0.298039610105097","0.397112252149537"
"SPD","2018","lower secondary degree","795","0.359685278335865","0.339873237701851","0.379497318969878"
"SPD","2018","secondary school degree","672","0.245494510503174","0.229609934335785","0.261379086670564"
"SPD","2018","college entrance qualification","877","0.215322215738764","0.202837380101621","0.227807051375907"
"SPD","2018","Other degree","232","0.320612781260849","0.293094832736467","0.348130729785232"
"SPD","2018","no degree/no degree yet","74","0.338818002518506","0.289582580650811","0.3880534243862"
"FDP","2018","lower secondary degree","61","0.0230679752534888","0.0168705963875701","0.0292653541194074"
"FDP","2018","secondary school degree","131","0.0527465553471074","0.0444965603541588","0.0609965503400559"
"FDP","2018","college entrance qualification","296","0.0699391939622695","0.0621926370921126","0.0776857508324264"
"FDP","2018","Other degree","32","0.0283228397684807","0.01854154499977","0.0381041345371915"
"FDP","2018","no degree/no degree yet","8","","",""
"Grüne","2018","lower secondary degree","113","0.0471478488419653","0.0383977121840921","0.0558979854998385"
"Grüne","2018","secondary school degree","311","0.108162819481166","0.0966996338937431","0.119626005068588"
"Grüne","2018","college entrance qualification","1097","0.251847751390575","0.238663460933458","0.265032041847692"
"Grüne","2018","Other degree","144","0.112333412301878","0.0937148404860091","0.130951984117747"
"Grüne","2018","no degree/no degree yet","51","0.0721473440274613","0.0452330125986442","0.0990616754562784"
"PDS/Linke","2018","lower secondary degree","124","0.0456307128543312","0.0370156591464483","0.0542457665622141"
"PDS/Linke","2018","secondary school degree","304","0.0884283970659696","0.0779495185132759","0.0989072756186633"
"PDS/Linke","2018","college entrance qualification","420","0.0964944978672473","0.0875262127519918","0.105462782982503"
"PDS/Linke","2018","Other degree","75","0.0726964217234447","0.0573878583267975","0.088004985120092"
"PDS/Linke","2018","no degree/no degree yet","26","","",""
"NPD Combination","2018","lower secondary degree","12","","",""
"NPD Combination","2018","secondary school degree","11","","",""
"NPD Combination","2018","college entrance qualification","1","","",""
"NPD Combination","2018","Other degree","2","","",""
"NPD Combination","2018","no degree/no degree yet","1","","",""
"AfD","2018","lower secondary degree","213","0.0862952811930901","0.0747030350747909","0.0978875273113893"
"AfD","2018","secondary school degree","276","0.100604908136008","0.089502725231756","0.11170709104026"
"AfD","2018","college entrance qualification","126","0.0369513506682954","0.0312216490955394","0.0426810522410515"
"AfD","2018","Other degree","67","0.0704718376474381","0.0553812543678684","0.0855624209270078"
"AfD","2018","no degree/no degree yet","18","","",""
"Other","2018","lower secondary degree","24","","",""
"Other","2018","secondary school degree","55","0.0205818652701693","0.015341639809789","0.0258220907305496"
"Other","2018","college entrance qualification","59","0.0177596012136916","0.0137479955888569","0.0217712068385264"
"Other","2018","Other degree","14","","",""
"Other","2018","no degree/no degree yet","4","","",""
"CDU/CSU","2019","lower secondary degree","866","0.403859814359943","0.383051495858768","0.424668132861118"
"CDU/CSU","2019","secondary school degree","1100","0.345282130178332","0.328433193386946","0.362131066969718"
"CDU/CSU","2019","college entrance qualification","1404","0.27252816624159","0.260017632826925","0.285038699656255"
"CDU/CSU","2019","Other degree","253","0.356846607333295","0.3200741746448","0.39361904002179"
"CDU/CSU","2019","no degree/no degree yet","59","0.274498267453311","0.217563032089077","0.331433502817545"
"SPD","2019","lower secondary degree","637","0.309819976824268","0.290209716100027","0.32943023754851"
"SPD","2019","secondary school degree","562","0.213188631799422","0.198675013846541","0.227702249752304"
"SPD","2019","college entrance qualification","689","0.151233815896835","0.141167268838502","0.161300362955167"
"SPD","2019","Other degree","140","0.286660278127566","0.25195014685519","0.321370409399941"
"SPD","2019","no degree/no degree yet","41","0.217309822122676","0.1646927461842","0.269926898061151"
"FDP","2019","lower secondary degree","73","0.0279776895677744","0.0209842390401448","0.0349711400954039"
"FDP","2019","secondary school degree","165","0.0514905270944443","0.043659064866207","0.0593219893226816"
"FDP","2019","college entrance qualification","379","0.0665213740868986","0.0595198137842329","0.0735229343895643"
"FDP","2019","Other degree","25","","",""
"FDP","2019","no degree/no degree yet","21","","",""
"Grüne","2019","lower secondary degree","184","0.0884075263034947","0.0763684698279206","0.100446582779069"
"Grüne","2019","secondary school degree","553","0.173915149579471","0.160483189614272","0.187347109544671"
"Grüne","2019","college entrance qualification","1726","0.348930063307418","0.335538075217146","0.362322051397689"
"Grüne","2019","Other degree","116","0.169264980423554","0.140481778125075","0.198048182722034"
"Grüne","2019","no degree/no degree yet","65","0.2183564422399","0.165648086219487","0.271064798260312"
"PDS/Linke","2019","lower secondary degree","113","0.0477060810091063","0.0386670923178871","0.0567450697003255"
"PDS/Linke","2019","secondary school degree","299","0.0888826938017548","0.0787981999689875","0.0989671876345221"
"PDS/Linke","2019","college entrance qualification","405","0.0958241612285667","0.087553771017087","0.104094551440046"
"PDS/Linke","2019","Other degree","52","0.0686743537203952","0.0492622606473532","0.0880864467934371"
"PDS/Linke","2019","no degree/no degree yet","19","","",""
"NPD Combination","2019","lower secondary degree","12","","",""
"NPD Combination","2019","secondary school degree","12","","",""
"NPD Combination","2019","college entrance qualification","2","","",""
"NPD Combination","2019","Other degree","","","",""
"NPD Combination","2019","no degree/no degree yet","2","","",""
"AfD","2019","lower secondary degree","215","0.105473201531097","0.0924470774986571","0.118499325563537"
"AfD","2019","secondary school degree","285","0.100763652731448","0.0900965315164365","0.111430773946459"
"AfD","2019","college entrance qualification","148","0.0385059628349073","0.0330996729353334","0.0439122527344811"
"AfD","2019","Other degree","56","0.0722897541123699","0.0524119299995309","0.092167578225209"
"AfD","2019","no degree/no degree yet","16","","",""
"Other","2019","lower secondary degree","36","0.013291833119103","0.00843521150572961","0.0181484547324765"
"Other","2019","secondary school degree","83","0.0227441988468236","0.017460989706793","0.0280274079868543"
"Other","2019","college entrance qualification","113","0.0260140185728932","0.0215416033731816","0.0304864337726048"
"Other","2019","Other degree","10","","",""
"Other","2019","no degree/no degree yet","13","","",""
