"party","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","2016","Employed","lower secondary degree","362","0.412283993082015","0.380177992272527","0.444389993891504"
"CDU/CSU","2016","Employed","secondary school degree","634","0.399881251826774","0.375501666694643","0.424260836958905"
"CDU/CSU","2016","Employed","college entrance qualification","887","0.304136543310283","0.287114935669084","0.321158150951482"
"CDU/CSU","2016","Employed","Other degree","166","0.330477335440163","0.28795152060461","0.373003150275716"
"CDU/CSU","2016","Employed","no degree/no degree yet","22","","",""
"SPD","2016","Not Employed","lower secondary degree","502","0.352692604361084","0.327455787166214","0.377929421555954"
"SPD","2016","Not Employed","secondary school degree","220","0.276839777767155","0.246083460730567","0.307596094803743"
"SPD","2016","Not Employed","college entrance qualification","214","0.236552791182196","0.208298023092467","0.264807559271924"
"SPD","2016","Not Employed","Other degree","52","0.25268166596061","0.19870723134776","0.30665610057346"
"SPD","2016","Not Employed","no degree/no degree yet","33","0.399664411263728","0.306416321886769","0.492912500640687"
"SPD","2016","Employed","lower secondary degree","295","0.34149122818341","0.310561594649017","0.372420861717802"
"SPD","2016","Employed","secondary school degree","368","0.242885959032747","0.221544502952679","0.264227415112815"
"SPD","2016","Employed","college entrance qualification","613","0.224770149136917","0.209325116933438","0.240215181340396"
"SPD","2016","Employed","Other degree","124","0.339427160500051","0.296618384152504","0.382235936847598"
"SPD","2016","Employed","no degree/no degree yet","18","","",""
"FDP","2016","Not Employed","lower secondary degree","24","","",""
"FDP","2016","Not Employed","secondary school degree","27","","",""
"FDP","2016","Not Employed","college entrance qualification","55","0.0544300859637214","0.0393465023309956","0.0695136695964473"
"FDP","2016","Not Employed","Other degree","3","","",""
"FDP","2016","Not Employed","no degree/no degree yet","1","","",""
"FDP","2016","Employed","lower secondary degree","13","","",""
"FDP","2016","Employed","secondary school degree","34","0.0262824290163551","0.0183209923301463","0.0342438657025639"
"FDP","2016","Employed","college entrance qualification","112","0.0390063092453856","0.0318426988888912","0.04616991960188"
"FDP","2016","Employed","Other degree","10","","",""
"FDP","2016","Employed","no degree/no degree yet","","","",""
"Grüne","2016","Not Employed","lower secondary degree","44","0.042032774275535","0.0314341261407482","0.0526314224103218"
"Grüne","2016","Not Employed","secondary school degree","67","0.0953865941676815","0.0751946563973146","0.115578531938048"
"Grüne","2016","Not Employed","college entrance qualification","130","0.140027556291856","0.116955450983641","0.163099661600071"
"Grüne","2016","Not Employed","Other degree","26","","",""
"Grüne","2016","Not Employed","no degree/no degree yet","21","","",""
"Grüne","2016","Employed","lower secondary degree","56","0.0471263986958426","0.0333049365046742","0.0609478608870111"
"Grüne","2016","Employed","secondary school degree","203","0.121424621533827","0.105169692211268","0.137679550856387"
"Grüne","2016","Employed","college entrance qualification","857","0.309749371317077","0.292640834059603","0.326857908574552"
"Grüne","2016","Employed","Other degree","74","0.135010417211527","0.104115414310806","0.165905420112249"
"Grüne","2016","Employed","no degree/no degree yet","12","","",""
"PDS/Linke","2016","Not Employed","lower secondary degree","85","0.0487745084724307","0.0373977297347477","0.0601512872101137"
"PDS/Linke","2016","Not Employed","secondary school degree","80","0.0671910997587551","0.049982123574001","0.0844000759435091"
"PDS/Linke","2016","Not Employed","college entrance qualification","79","0.0906181023867359","0.0715319302260282","0.109704274547443"
"PDS/Linke","2016","Not Employed","Other degree","19","","",""
"PDS/Linke","2016","Not Employed","no degree/no degree yet","10","","",""
"PDS/Linke","2016","Employed","lower secondary degree","30","0.0289020358088863","0.0179750606670263","0.0398290109507464"
"PDS/Linke","2016","Employed","secondary school degree","122","0.0766531523779044","0.0634131020016673","0.0898932027541416"
"PDS/Linke","2016","Employed","college entrance qualification","217","0.0755353378145635","0.0657579125955781","0.0853127630335488"
"PDS/Linke","2016","Employed","Other degree","47","0.0757356030908665","0.0518163663003492","0.0996548398813839"
"PDS/Linke","2016","Employed","no degree/no degree yet","6","","",""
"NPD Combination","2016","Not Employed","lower secondary degree","7","","",""
"NPD Combination","2016","Not Employed","secondary school degree","4","","",""
"NPD Combination","2016","Not Employed","college entrance qualification","","","",""
"NPD Combination","2016","Not Employed","Other degree","1","","",""
"NPD Combination","2016","Not Employed","no degree/no degree yet","3","","",""
"NPD Combination","2016","Employed","lower secondary degree","23","","",""
"NPD Combination","2016","Employed","secondary school degree","18","","",""
"NPD Combination","2016","Employed","college entrance qualification","3","","",""
"NPD Combination","2016","Employed","Other degree","7","","",""
"NPD Combination","2016","Employed","no degree/no degree yet","1","","",""
"AfD","2016","Not Employed","lower secondary degree","59","0.0418541448076732","0.0312770555376305","0.0524312340777159"
"AfD","2016","Not Employed","secondary school degree","51","0.0630520333081555","0.0463445858929489","0.0797594807233621"
"AfD","2016","Not Employed","college entrance qualification","32","0.0483440740400253","0.0340830798111832","0.0626050682688674"
"AfD","2016","Not Employed","Other degree","13","","",""
"AfD","2016","Not Employed","no degree/no degree yet","10","","",""
"AfD","2016","Employed","lower secondary degree","101","0.106544463313899","0.0864208422330832","0.126668084394714"
"AfD","2016","Employed","secondary school degree","126","0.0797030689376175","0.0662245025818353","0.0931816352933996"
"AfD","2016","Employed","college entrance qualification","83","0.0276463916371088","0.0215799279723228","0.0337128553018948"
"AfD","2016","Employed","Other degree","33","0.0520216284054538","0.0319450200172499","0.0720982367936577"
"AfD","2016","Employed","no degree/no degree yet","4","","",""
"Other","2016","Not Employed","lower secondary degree","9","","",""
"Other","2016","Not Employed","secondary school degree","7","","",""
"Other","2016","Not Employed","college entrance qualification","8","","",""
"Other","2016","Not Employed","Other degree","","","",""
"Other","2016","Not Employed","no degree/no degree yet","4","","",""
"Other","2016","Employed","lower secondary degree","23","","",""
"Other","2016","Employed","secondary school degree","46","0.0297910564233741","0.0213301326773193","0.0382519801694289"
"Other","2016","Employed","college entrance qualification","34","0.0173346011905855","0.0125055254507462","0.0221636769304248"
"Other","2016","Employed","Other degree","9","","",""
"Other","2016","Employed","no degree/no degree yet","4","","",""
"CDU/CSU","2017","Not Employed","lower secondary degree","578","0.430038997199027","0.403832688361644","0.45624530603641"
"CDU/CSU","2017","Not Employed","secondary school degree","364","0.422320937273987","0.389462050300233","0.45517982424774"
"CDU/CSU","2017","Not Employed","college entrance qualification","396","0.411979309746394","0.381488773755315","0.442469845737473"
"CDU/CSU","2017","Not Employed","Other degree","325","0.468882093682862","0.425529359241058","0.512234828124666"
"CDU/CSU","2017","Not Employed","no degree/no degree yet","124","0.249330646817319","0.194596967307909","0.304064326326729"
"CDU/CSU","2017","Employed","lower secondary degree","372","0.373134091810482","0.342823218123669","0.403444965497296"
"CDU/CSU","2017","Employed","secondary school degree","759","0.397065325261435","0.37486504878075","0.41926560174212"
"CDU/CSU","2017","Employed","college entrance qualification","1026","0.308186967850415","0.292135885183245","0.324238050517586"
"CDU/CSU","2017","Employed","Other degree","206","0.345756680193215","0.305149977878148","0.386363382508281"
"CDU/CSU","2017","Employed","no degree/no degree yet","36","0.308916830629721","0.212923948547495","0.404909712711947"
"SPD","2017","Not Employed","lower secondary degree","562","0.421172479716646","0.39503679140484","0.447308168028452"
"SPD","2017","Not Employed","secondary school degree","277","0.327811003466898","0.296582894111042","0.359039112822755"
"SPD","2017","Not Employed","college entrance qualification","271","0.257827557517488","0.230728877814062","0.284926237220915"
"SPD","2017","Not Employed","Other degree","99","0.315808179714032","0.275425993608252","0.356190365819813"
"SPD","2017","Not Employed","no degree/no degree yet","58","0.411451216777411","0.34919354453916","0.473708889015663"
"SPD","2017","Employed","lower secondary degree","362","0.395783039486928","0.365134928671844","0.426431150302012"
"SPD","2017","Employed","secondary school degree","529","0.284261400423611","0.263795614049576","0.304727186797646"
"SPD","2017","Employed","college entrance qualification","818","0.26541463391754","0.250065410926892","0.280763856908188"
"SPD","2017","Employed","Other degree","138","0.336020446868969","0.295692790038844","0.376348103699095"
"SPD","2017","Employed","no degree/no degree yet","27","","",""
"FDP","2017","Not Employed","lower secondary degree","21","","",""
"FDP","2017","Not Employed","secondary school degree","27","","",""
"FDP","2017","Not Employed","college entrance qualification","76","0.0652081475223524","0.0499135010536538","0.0805027939910511"
"FDP","2017","Not Employed","Other degree","8","","",""
"FDP","2017","Not Employed","no degree/no degree yet","7","","",""
"FDP","2017","Employed","lower secondary degree","22","","",""
"FDP","2017","Employed","secondary school degree","59","0.0382430629989767","0.0295414198411211","0.0469447061568323"
"FDP","2017","Employed","college entrance qualification","186","0.0561394870550879","0.0481376269231546","0.0641413471870213"
"FDP","2017","Employed","Other degree","19","","",""
"FDP","2017","Employed","no degree/no degree yet","4","","",""
"Grüne","2017","Not Employed","lower secondary degree","43","0.0278305006600903","0.0191236545417412","0.0365373467784395"
"Grüne","2017","Not Employed","secondary school degree","55","0.0746157727848821","0.0571348402990639","0.0920967052707002"
"Grüne","2017","Not Employed","college entrance qualification","133","0.136794493239473","0.115507101081018","0.158081885397929"
"Grüne","2017","Not Employed","Other degree","45","0.0846804275657532","0.0604942578805505","0.108866597250956"
"Grüne","2017","Not Employed","no degree/no degree yet","26","","",""
"Grüne","2017","Employed","lower secondary degree","42","0.0428348483679504","0.0301445825319213","0.0555251142039794"
"Grüne","2017","Employed","secondary school degree","188","0.0862441818182795","0.0735070321454038","0.0989813314911552"
"Grüne","2017","Employed","college entrance qualification","766","0.235177061217635","0.220434234565337","0.249919887869933"
"Grüne","2017","Employed","Other degree","63","0.11428925463818","0.0871253973350776","0.141453111941282"
