"party","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Grüne","2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","32","0.21472153659816","0.152255537058711","0.277187536137608"
"Grüne","2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","12","","",""
"Grüne","2003","Couple + C. GT 16 ","(3a) lower tertiary education","13","","",""
"Grüne","2003","Couple + C. GT 16 ","(3b) higher tertiary education","34","0.128829519859321","0.0891622711558962","0.168496768562745"
"Grüne","2003","Couple + C. LE and GT 16","(0) in school","16","","",""
"Grüne","2003","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Grüne","2003","Couple + C. LE and GT 16","(1b) general elementary school","3","","",""
"Grüne","2003","Couple + C. LE and GT 16","(1c) basic vocational qualification","6","","",""
"Grüne","2003","Couple + C. LE and GT 16","(2b) intermediate general qualification","6","","",""
"Grüne","2003","Couple + C. LE and GT 16","(2a) intermediate vocational","13","","",""
"Grüne","2003","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","7","","",""
"Grüne","2003","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","7","","",""
"Grüne","2003","Couple + C. LE and GT 16","(3a) lower tertiary education","12","","",""
"Grüne","2003","Couple + C. LE and GT 16","(3b) higher tertiary education","25","","",""
"PDS/Linke","2003","1-pers.-HH","(0) in school","1","","",""
"PDS/Linke","2003","1-pers.-HH","(1a) inadequately completed","","","",""
"PDS/Linke","2003","1-pers.-HH","(1b) general elementary school","2","","",""
"PDS/Linke","2003","1-pers.-HH","(1c) basic vocational qualification","22","","",""
"PDS/Linke","2003","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"PDS/Linke","2003","1-pers.-HH","(2a) intermediate vocational","16","","",""
"PDS/Linke","2003","1-pers.-HH","(2c_gen) general maturity certificate","4","","",""
"PDS/Linke","2003","1-pers.-HH","(2c_voc) vocational maturity certificate","3","","",""
"PDS/Linke","2003","1-pers.-HH","(3a) lower tertiary education","16","","",""
"PDS/Linke","2003","1-pers.-HH","(3b) higher tertiary education","10","","",""
"PDS/Linke","2003","(Married) couple without C. ","(0) in school","","","",""
"PDS/Linke","2003","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"PDS/Linke","2003","(Married) couple without C. ","(1b) general elementary school","7","","",""
"PDS/Linke","2003","(Married) couple without C. ","(1c) basic vocational qualification","33","0.0154535599208086","0.00902891932381023","0.0218782005178071"
"PDS/Linke","2003","(Married) couple without C. ","(2b) intermediate general qualification","4","","",""
"PDS/Linke","2003","(Married) couple without C. ","(2a) intermediate vocational","32","0.0380382340677543","0.0246139891068374","0.0514624790286712"
"PDS/Linke","2003","(Married) couple without C. ","(2c_gen) general maturity certificate","5","","",""
"PDS/Linke","2003","(Married) couple without C. ","(2c_voc) vocational maturity certificate","5","","",""
"PDS/Linke","2003","(Married) couple without C. ","(3a) lower tertiary education","35","0.0628391406602017","0.0400605402557155","0.0856177410646879"
"PDS/Linke","2003","(Married) couple without C. ","(3b) higher tertiary education","49","0.0939815141249137","0.0718861868902096","0.116076841359618"
"PDS/Linke","2003","Single parent ","(0) in school","2","","",""
"PDS/Linke","2003","Single parent ","(1a) inadequately completed","","","",""
"PDS/Linke","2003","Single parent ","(1b) general elementary school","1","","",""
"PDS/Linke","2003","Single parent ","(1c) basic vocational qualification","2","","",""
"PDS/Linke","2003","Single parent ","(2b) intermediate general qualification","3","","",""
"PDS/Linke","2003","Single parent ","(2a) intermediate vocational","1","","",""
"PDS/Linke","2003","Single parent ","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","2003","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","2003","Single parent ","(3a) lower tertiary education","1","","",""
"PDS/Linke","2003","Single parent ","(3b) higher tertiary education","3","","",""
"PDS/Linke","2003","Couple + C. LE 16 ","(0) in school","","","",""
"PDS/Linke","2003","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"PDS/Linke","2003","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"PDS/Linke","2003","Couple + C. LE 16 ","(1c) basic vocational qualification","7","","",""
"PDS/Linke","2003","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"PDS/Linke","2003","Couple + C. LE 16 ","(2a) intermediate vocational","18","","",""
"PDS/Linke","2003","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","2003","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","3","","",""
"PDS/Linke","2003","Couple + C. LE 16 ","(3a) lower tertiary education","7","","",""
"PDS/Linke","2003","Couple + C. LE 16 ","(3b) higher tertiary education","15","","",""
"PDS/Linke","2003","Couple + C. GT 16 ","(0) in school","4","","",""
"PDS/Linke","2003","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"PDS/Linke","2003","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"PDS/Linke","2003","Couple + C. GT 16 ","(1c) basic vocational qualification","6","","",""
"PDS/Linke","2003","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"PDS/Linke","2003","Couple + C. GT 16 ","(2a) intermediate vocational","11","","",""
"PDS/Linke","2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","7","","",""
"PDS/Linke","2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","5","","",""
"PDS/Linke","2003","Couple + C. GT 16 ","(3a) lower tertiary education","9","","",""
"PDS/Linke","2003","Couple + C. GT 16 ","(3b) higher tertiary education","25","","",""
"PDS/Linke","2003","Couple + C. LE and GT 16","(0) in school","2","","",""
"PDS/Linke","2003","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"PDS/Linke","2003","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"PDS/Linke","2003","Couple + C. LE and GT 16","(1c) basic vocational qualification","1","","",""
"PDS/Linke","2003","Couple + C. LE and GT 16","(2b) intermediate general qualification","1","","",""
"PDS/Linke","2003","Couple + C. LE and GT 16","(2a) intermediate vocational","2","","",""
"PDS/Linke","2003","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","3","","",""
"PDS/Linke","2003","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","2003","Couple + C. LE and GT 16","(3a) lower tertiary education","3","","",""
"PDS/Linke","2003","Couple + C. LE and GT 16","(3b) higher tertiary education","5","","",""
"NPD Combination","2003","1-pers.-HH","(0) in school","1","","",""
"NPD Combination","2003","1-pers.-HH","(1a) inadequately completed","","","",""
"NPD Combination","2003","1-pers.-HH","(1b) general elementary school","","","",""
"NPD Combination","2003","1-pers.-HH","(1c) basic vocational qualification","2","","",""
"NPD Combination","2003","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"NPD Combination","2003","1-pers.-HH","(2a) intermediate vocational","3","","",""
"NPD Combination","2003","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2003","1-pers.-HH","(2c_voc) vocational maturity certificate","2","","",""
"NPD Combination","2003","1-pers.-HH","(3a) lower tertiary education","","","",""
"NPD Combination","2003","1-pers.-HH","(3b) higher tertiary education","","","",""
"NPD Combination","2003","(Married) couple without C. ","(0) in school","","","",""
"NPD Combination","2003","(Married) couple without C. ","(1a) inadequately completed","","","",""
"NPD Combination","2003","(Married) couple without C. ","(1b) general elementary school","3","","",""
"NPD Combination","2003","(Married) couple without C. ","(1c) basic vocational qualification","5","","",""
"NPD Combination","2003","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"NPD Combination","2003","(Married) couple without C. ","(2a) intermediate vocational","5","","",""
"NPD Combination","2003","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2003","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","2003","(Married) couple without C. ","(3a) lower tertiary education","2","","",""
"NPD Combination","2003","(Married) couple without C. ","(3b) higher tertiary education","1","","",""
"NPD Combination","2003","Single parent ","(0) in school","","","",""
"NPD Combination","2003","Single parent ","(1a) inadequately completed","1","","",""
"NPD Combination","2003","Single parent ","(1b) general elementary school","","","",""
"NPD Combination","2003","Single parent ","(1c) basic vocational qualification","1","","",""
"NPD Combination","2003","Single parent ","(2b) intermediate general qualification","2","","",""
"NPD Combination","2003","Single parent ","(2a) intermediate vocational","1","","",""
"NPD Combination","2003","Single parent ","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2003","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","2003","Single parent ","(3a) lower tertiary education","1","","",""
"NPD Combination","2003","Single parent ","(3b) higher tertiary education","","","",""
"NPD Combination","2003","Couple + C. LE 16 ","(0) in school","","","",""
"NPD Combination","2003","Couple + C. LE 16 ","(1a) inadequately completed","1","","",""
"NPD Combination","2003","Couple + C. LE 16 ","(1b) general elementary school","1","","",""
"NPD Combination","2003","Couple + C. LE 16 ","(1c) basic vocational qualification","4","","",""
"NPD Combination","2003","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"NPD Combination","2003","Couple + C. LE 16 ","(2a) intermediate vocational","8","","",""
"NPD Combination","2003","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2003","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","2","","",""
"NPD Combination","2003","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"NPD Combination","2003","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"NPD Combination","2003","Couple + C. GT 16 ","(0) in school","1","","",""
"NPD Combination","2003","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"NPD Combination","2003","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"NPD Combination","2003","Couple + C. GT 16 ","(1c) basic vocational qualification","3","","",""
"NPD Combination","2003","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"NPD Combination","2003","Couple + C. GT 16 ","(2a) intermediate vocational","7","","",""
"NPD Combination","2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","1","","",""
"NPD Combination","2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","2003","Couple + C. GT 16 ","(3a) lower tertiary education","1","","",""
"NPD Combination","2003","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"NPD Combination","2003","Couple + C. LE and GT 16","(0) in school","","","",""
"NPD Combination","2003","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"NPD Combination","2003","Couple + C. LE and GT 16","(1b) general elementary school","1","","",""
"NPD Combination","2003","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"NPD Combination","2003","Couple + C. LE and GT 16","(2b) intermediate general qualification","2","","",""
"NPD Combination","2003","Couple + C. LE and GT 16","(2a) intermediate vocational","2","","",""
"NPD Combination","2003","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2003","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","2003","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"NPD Combination","2003","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"AfD","2003","1-pers.-HH","(0) in school","","","",""
"AfD","2003","1-pers.-HH","(1a) inadequately completed","","","",""
"AfD","2003","1-pers.-HH","(1b) general elementary school","","","",""
"AfD","2003","1-pers.-HH","(1c) basic vocational qualification","","","",""
"AfD","2003","1-pers.-HH","(2b) intermediate general qualification","","","",""
"AfD","2003","1-pers.-HH","(2a) intermediate vocational","","","",""
"AfD","2003","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"AfD","2003","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"AfD","2003","1-pers.-HH","(3a) lower tertiary education","","","",""
"AfD","2003","1-pers.-HH","(3b) higher tertiary education","","","",""
"AfD","2003","(Married) couple without C. ","(0) in school","","","",""
"AfD","2003","(Married) couple without C. ","(1a) inadequately completed","","","",""
"AfD","2003","(Married) couple without C. ","(1b) general elementary school","","","",""
"AfD","2003","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"AfD","2003","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"AfD","2003","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"AfD","2003","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"AfD","2003","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
